"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","HM Prison and Probation Service","Unknown","20","15","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","London","1780","1710","43620","39790"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","12380","11560","29730","27890"
"In post","2023","Unknown","Health and Safety Executive","London","15","15","[c]","[c]"
"In post","2023","Unknown","Health and Safety Executive","Outside London","270","255","43120","40790"
"In post","2023","Unknown","Home Office","London","3030","2980","37070","29890"
"In post","2023","Unknown","Home Office","Outside London","7205","6905","26640","25750"
"In post","2023","Unknown","Home Office","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Home Office","Unknown","55","45","28640","25750"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","London","20","20","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","30","30","40600","37710"
"In post","2023","Unknown","Intellectual Property Office","London","15","15","[c]","[c]"
"In post","2023","Unknown","Intellectual Property Office","Outside London","375","360","37950","31750"
"In post","2023","Unknown","Legal Aid Agency","London","10","10","[c]","[c]"
"In post","2023","Unknown","Legal Aid Agency","Outside London","130","120","25320","21780"
"In post","2023","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Maritime and Coastguard Agency","Outside London","115","110","29510","24640"
"In post","2023","Unknown","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Met Office","Outside London","240","230","38840","38200"
"In post","2023","Unknown","Met Office","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","London","630","625","44640","42540"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","3390","3265","32770","27500"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","220","215","56320","55980"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","London","900","885","44090","43650"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","475","470","37440","33090"
"In post","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","London","135","130","48300","45700"
"In post","2023","Unknown","National Crime Agency","Outside London","340","325","41350","39980"
"In post","2023","Unknown","National Crime Agency","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Outside London","150","145","35550","32730"
"In post","2023","Unknown","Northern Ireland Office","London","25","25","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","70","70","49400","47750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","London","30","25","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Public Guardian","Outside London","385","355","23230","21780"
"In post","2023","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","25","25","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","35","35","46950","52360"
"In post","2023","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectorate","Outside London","85","80","39800","41560"
"In post","2023","Unknown","Registers of Scotland","Outside London","195","190","33070","30260"
"In post","2023","Unknown","Revenue Scotland","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Rural Payments Agency","Outside London","570","525","27160","22150"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","1165","1040","29330","25060"
"In post","2023","Unknown","Scottish Fiscal Commission","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Outside London","2005","1945","43100","38330"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Outside London","2635","2490","33190","31290"
"In post","2023","Unknown","Scottish Public Pensions Agency","Outside London","160","150","29210","26600"
"In post","2023","Unknown","Serious Fraud Office","London","70","70","52330","45400"
"In post","2023","Unknown","Social Security Scotland","Outside London","1690","1605","28800","29100"
"In post","2023","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Outside London","130","125","29090","24890"
"In post","2023","Unknown","Submarine Delivery Agency","Outside London","170","170","37940","32500"
"In post","2023","Unknown","Submarine Delivery Agency","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","London","90","85","40740","37960"
"In post","2023","Unknown","The Insolvency Service","Outside London","355","335","30350","25330"
"In post","2023","Unknown","The National Archives","London","110","105","37060","34940"
"In post","2023","Unknown","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Transport Scotland","Outside London","130","130","44410","41640"
"In post","2023","Unknown","UK Health Security Agency","London","445","425","47990","40880"
"In post","2023","Unknown","UK Health Security Agency","Outside London","490","470","42100","37110"
"In post","2023","Unknown","UK Hydrographic Office","Outside London","250","240","36080","34370"
"In post","2023","Unknown","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Space Agency","London","55","55","47650","43650"
"In post","2023","Unknown","UK Space Agency","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","London","40","40","48380","42370"
"In post","2023","Unknown","UK Statistics Authority","Outside London","855","760","32660","31060"
"In post","2023","Unknown","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","London","180","175","40000","36030"
"In post","2023","Unknown","Valuation Office Agency","Outside London","800","750","30350","26890"
"In post","2023","Unknown","Veterinary Medicines Directorate","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Outside London","140","130","37800","31540"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Revenue Authority","Outside London","80","80","46800","43660"
"In post","2023","White","Accountant in Bankruptcy","Outside London","85","75","36450","31940"
"In post","2023","White","Active Travel England","London","5","5","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","25","25","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","100","95","46590","45240"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","620","560","33430","32110"
"In post","2023","White","Animal and Plant Health Agency","London","55","50","38560","33830"
"In post","2023","White","Animal and Plant Health Agency","Outside London","2430","2305","31320","28520"
"In post","2023","White","Attorney General's Office","London","15","15","[c]","[c]"
"In post","2023","White","Building Digital UK","London","75","75","52240","53030"
"In post","2023","White","Building Digital UK","Outside London","55","55","44330","48010"
"In post","2023","White","Cabinet Office (excl. agencies)","London","2070","2020","55850","56430"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","1670","1595","39100","34320"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","80","75","44150","38050"
"In post","2023","White","Central Civil Service Fast Stream","London","815","810","30730","30130"
"In post","2023","White","Central Civil Service Fast Stream","Outside London","355","350","30510","30130"
"In post","2023","White","Central Civil Service Fast Stream","Unknown","5","5","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","605","575","35760","30820"
"In post","2023","White","Charity Commission","London","40","40","46160","41690"
"In post","2023","White","Charity Commission","Outside London","305","295","34390","30170"
"In post","2023","White","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Companies House","Outside London","950","880","32470","28070"
"In post","2023","White","Competition and Markets Authority","London","525","510","67020","62370"
"In post","2023","White","Competition and Markets Authority","Outside London","100","95","58760","56190"
"In post","2023","White","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","245","225","28590","25830"
"In post","2023","White","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","35","35","55790","56060"
"In post","2023","White","Crown Commercial Service","Outside London","565","545","40530","40450"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","2225","2095","39660","33120"
"In post","2023","White","Crown Prosecution Service","London","875","835","49130","54100"
"In post","2023","White","Crown Prosecution Service","Outside London","4390","4090","40830","35000"
"In post","2023","White","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","400","390","30170","30060"
"In post","2023","White","Defence Equipment and Support","London","100","95","31330","29250"
"In post","2023","White","Defence Equipment and Support","Outside London","8555","8220","39950","38790"
"In post","2023","White","Defence Equipment and Support","Overseas","30","30","57430","58020"
"In post","2023","White","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","3890","3735","43210","39890"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","3115","3035","54120","55120"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","875","855","44640","38820"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","1070","1050","51880","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","160","160","43140","36560"
"In post","2023","White","Department for Education (excl. agencies)","London","1310","1250","54960","55020"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","3855","3705","43780","38210"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","1660","1610","48190","42500"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","2955","2840","42120","37710"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","London","1405","1390","51030","52960"
"In post","2023","White","Department for International Trade","Outside London","465","450","43430","39900"
"In post","2023","White","Department for International Trade","Overseas","90","90","58520","57560"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","1360","1330","52870","54630"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","855","825","43470","39090"
"In post","2023","White","Department for Transport (excl. agencies)","London","1670","1625","55580","55740"
"In post","2023","White","Department for Transport (excl. agencies)","Outside London","515","500","46360","39820"
"In post","2023","White","Department for Transport (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","London","2960","2770","40840","32520"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","Outside London","59870","53050","28740","28120"
"In post","2023","White","Department for Work and Pensions (excl. agencies)","Unknown","245","235","35240","28120"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","London","1250","1205","54140","54690"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","Outside London","860","820","48250","50830"
"In post","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Disclosure Scotland","Outside London","240","230","33640","27740"
"In post","2023","White","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Driver and Vehicle Licensing Agency","Outside London","5120","4525","27370","22500"
"In post","2023","White","Driver and Vehicle Standards Agency","London","180","170","33120","31450"
"In post","2023","White","Driver and Vehicle Standards Agency","Outside London","2980","2775","30770","27490"
"In post","2023","White","Education Scotland","Outside London","225","220","62760","70540"
"In post","2023","White","Education and Skills Funding Agency","London","60","55","52750","55020"
"In post","2023","White","Education and Skills Funding Agency","Outside London","490","475","42030","37880"
"In post","2023","White","Estyn","Outside London","120","110","60250","78500"
"In post","2023","White","FCDO Services","London","135","130","50710","47230"
"In post","2023","White","FCDO Services","Outside London","665","640","40990","36690"
"In post","2023","White","FCDO Services","Overseas","100","100","42780","42840"
"In post","2023","White","Food Standards Agency","London","120","115","47880","41780"
"In post","2023","White","Food Standards Agency","Outside London","1060","1020","38070","32990"
"In post","2023","White","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Food Standards Scotland","Outside London","170","165","38760","34730"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","2560","2500","54470","54960"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","735","705","41000","37730"
"In post","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","1420","1420","54080","54590"
"In post","2023","White","Forestry and Land Scotland","Outside London","1010","970","34690","32220"
"In post","2023","White","Government Actuary's Department","London","130","120","76930","77690"
"In post","2023","White","Government Actuary's Department","Outside London","10","10","[c]","[c]"
"In post","2023","White","Government Commercial Organisation","London","470","465","80710","69850"
"In post","2023","White","Government Commercial Organisation","Outside London","735","730","70790","66520"
"In post","2023","White","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Government Internal Audit Agency","London","95","90","55600","54850"
"In post","2023","White","Government Internal Audit Agency","Outside London","235","220","49270","48780"
"In post","2023","White","Government Internal Audit Agency","Unknown","15","15","[c]","[c]"
"In post","2023","White","Government Legal Department","London","1425","1315","58150","54320"
"In post","2023","White","Government Legal Department","Outside London","170","160","56000","54170"
"In post","2023","White","Government Property Agency","London","75","75","54370","56150"
"In post","2023","White","Government Property Agency","Outside London","195","190","51130","51020"
"In post","2023","White","HM Courts and Tribunals Service","London","1645","1535","34910","29660"
"In post","2023","White","HM Courts and Tribunals Service","Outside London","8950","7940","26570","21780"
"In post","2023","White","HM Courts and Tribunals Service","Unknown","15","15","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","London","10","10","[c]","[c]"
"In post","2023","White","HM Crown Prosecution Service Inspectorate","Outside London","5","5","[c]","[c]"
"In post","2023","White","HM Land Registry","London","210","195","44510","38410"
"In post","2023","White","HM Land Registry","Outside London","4665","4170","32600","28080"
"In post","2023","White","HM Prison and Probation Service","London","3295","3155","40330","36050"
"In post","2023","White","HM Prison and Probation Service","Outside London","44985","42265","32030","30810"
"In post","2023","White","HM Prison and Probation Service","Unknown","50","45","28530","28880"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","London","4380","4145","50840","45560"
"In post","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","37985","35075","34810","34400"
"In post","2023","White","HM Treasury (excl. agencies)","London","1260","1235","50210","54090"
"In post","2023","White","HM Treasury (excl. agencies)","Outside London","230","225","39260","30510"
"In post","2023","White","Health and Safety Executive","London","90","90","52780","50950"
"In post","2023","White","Health and Safety Executive","Outside London","2075","1965","42830","40790"
"In post","2023","White","Home Office","London","5790","5515","46830","43210"
"In post","2023","White","Home Office","Outside London","17595","16340","30140","26180"
"In post","2023","White","Home Office","Overseas","85","85","[c]","[c]"
"In post","2023","White","Home Office","Unknown","105","95","29830","27130"
"In post","2023","White","Institute for Apprenticeships and Technical Education","London","60","60","60940","55560"
"In post","2023","White","Institute for Apprenticeships and Technical Education","Outside London","150","145","45390","51460"
"In post","2023","White","Intellectual Property Office","London","30","25","[c]","[c]"
"In post","2023","White","Intellectual Property Office","Outside London","1140","1070","41190","41020"
"In post","2023","White","Legal Aid Agency","London","95","90","47630","43650"
"In post","2023","White","Legal Aid Agency","Outside London","755","705","29670","25830"
"In post","2023","White","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","London","5","5","[c]","[c]"
"In post","2023","White","Maritime and Coastguard Agency","Outside London","880","850","35750","31940"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","London","480","465","54650","54090"
"In post","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","250","245","49550","46110"
"In post","2023","White","Met Office","London","25","25","[c]","[c]"
"In post","2023","White","Met Office","Outside London","1890","1800","39740","39650"
"In post","2023","White","Met Office","Overseas","25","25","[c]","[c]"
"In post","2023","White","Ministry of Defence (excl. agencies)","London","2575","2520","47130","45540"
"In post","2023","White","Ministry of Defence (excl. agencies)","Outside London","26375","25415","33060","29140"
"In post","2023","White","Ministry of Defence (excl. agencies)","Overseas","390","385","55200","49100"
"In post","2023","White","Ministry of Defence (excl. agencies)","Unknown","30","25","[c]","[c]"
"In post","2023","White","Ministry of Justice (excl. agencies)","London","2080","2015","50300","44950"
"In post","2023","White","Ministry of Justice (excl. agencies)","Outside London","2155","2090","40050","37680"
"In post","2023","White","Ministry of Justice (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","White","National Crime Agency","London","1070","1050","48860","45700"
"In post","2023","White","National Crime Agency","Outside London","3060","2975","40610","38640"
"In post","2023","White","National Crime Agency","Overseas","100","100","48140","47380"
"In post","2023","White","National Crime Agency","Unknown","80","75","47290","47380"
"In post","2023","White","National Infrastructure Commission","London","35","35","59930","54670"
"In post","2023","White","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","National Records of Scotland","Outside London","295","275","39320","38330"
"In post","2023","White","National Savings and Investments","London","90","90","56150","49310"
"In post","2023","White","National Savings and Investments","Outside London","55","55","46180","43850"
"In post","2023","White","Northern Ireland Office","London","50","50","55430","55720"
"In post","2023","White","Northern Ireland Office","Outside London","60","60","38270","37680"
"In post","2023","White","Office for Budget Responsibility","London","30","30","53840","54810"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","London","210","205","57670","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","1485","1435","52830","52750"
"In post","2023","White","Office of Gas and Electricity Markets","London","485","480","53790","49420"
"In post","2023","White","Office of Gas and Electricity Markets","Outside London","570","560","40090","34700"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Outside London","265","255","46360","42230"
"In post","2023","White","Office of Rail and Road","London","145","140","60220","58230"
"In post","2023","White","Office of Rail and Road","Outside London","125","120","53600","53410"
"In post","2023","White","Office of the Public Guardian","London","5","5","[c]","[c]"
"In post","2023","White","Office of the Public Guardian","Outside London","585","545","26830","25830"
"In post","2023","White","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Scottish Charity Regulator","Outside London","35","35","40770","32730"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","45","40","58450","65280"
"In post","2023","White","Office of the Secretary of State for Wales","London","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Outside London","15","15","[c]","[c]"
"In post","2023","White","Planning Inspectorate","London","20","20","[c]","[c]"
"In post","2023","White","Planning Inspectorate","Outside London","695","630","47080","48660"
"In post","2023","White","Queen Elizabeth II Centre","London","30","30","42490","39000"
"In post","2023","White","Registers of Scotland","Outside London","935","895","36320","32510"
"In post","2023","White","Revenue Scotland","Outside London","65","60","45280","38330"
"In post","2023","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Rural Payments Agency","Outside London","1945","1795","27110","25920"
"In post","2023","White","Scottish Courts and Tribunals Service","Outside London","760","710","32210","28540"
"In post","2023","White","Scottish Fiscal Commission","Outside London","20","20","[c]","[c]"
"In post","2023","White","Scottish Forestry","Outside London","205","195","38140","38210"
"In post","2023","White","Scottish Government (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","White","Scottish Government (excl. agencies)","Outside London","6720","6425","48210","43330"
"In post","2023","White","Scottish Government (excl. agencies)","Overseas","15","15","[c]","[c]"
"In post","2023","White","Scottish Housing Regulator","Outside London","40","40","55600","49860"
"In post","2023","White","Scottish Prison Service","Outside London","1565","1460","37570","37060"
"In post","2023","White","Scottish Public Pensions Agency","Outside London","205","185","34090","29450"
"In post","2023","White","Serious Fraud Office","London","290","285","49480","42800"
"In post","2023","White","Social Security Scotland","Outside London","2165","2080","33460","29450"
"In post","2023","White","Standards and Testing Agency","London","25","25","[c]","[c]"
"In post","2023","White","Standards and Testing Agency","Outside London","70","70","41520","37590"
"In post","2023","White","Student Awards Agency for Scotland","Outside London","125","125","36970","34100"
"In post","2023","White","Submarine Delivery Agency","Outside London","1700","1655","43760","42000"
"In post","2023","White","Submarine Delivery Agency","Overseas","20","20","[c]","[c]"
"In post","2023","White","Teaching Regulation Agency","Outside London","55","55","34380","30330"
"In post","2023","White","The Insolvency Service","London","150","145","46300","44010"
"In post","2023","White","The Insolvency Service","Outside London","790","750","35360","32710"
"In post","2023","White","The National Archives","London","385","365","38220","34940"
"In post","2023","White","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Transport Scotland","Outside London","375","365","50360","49860"
"In post","2023","White","UK Debt Management Office","London","10","10","[c]","[c]"
"In post","2023","White","UK Export Finance","London","300","295","58800","54000"
"In post","2023","White","UK Export Finance","Outside London","25","20","[c]","[c]"
"In post","2023","White","UK Health Security Agency","London","970","925","52470","46000"
"In post","2023","White","UK Health Security Agency","Outside London","2145","2015","44350","38970"
"In post","2023","White","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Hydrographic Office","Outside London","640","610","37980","34370"
"In post","2023","White","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Space Agency","London","65","65","52820","43650"
"In post","2023","White","UK Space Agency","Outside London","75","75","45700","50680"
"In post","2023","White","UK Statistics Authority","London","210","205","49980","42370"
"In post","2023","White","UK Statistics Authority","Outside London","4450","3980","35240","31560"
"In post","2023","White","UK Supreme Court","London","40","35","40770","37230"
"In post","2023","White","Valuation Office Agency","London","260","245","46990","43350"
"In post","2023","White","Valuation Office Agency","Outside London","2205","2065","35900","32260"
"In post","2023","White","Vehicle Certification Agency","Outside London","150","140","35770","34800"
"In post","2023","White","Vehicle Certification Agency","Overseas","10","10","[c]","[c]"
"In post","2023","White","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Veterinary Medicines Directorate","Outside London","115","115","43020","40260"
"In post","2023","White","Water Services Regulation Authority","London","60","55","71670","68170"
"In post","2023","White","Water Services Regulation Authority","Outside London","140","135","56090","52480"
"In post","2023","White","Welsh Government (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","White","Welsh Government (excl. agencies)","Outside London","5380","5080","43790","39690"
"In post","2023","White","Welsh Government (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","White","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","White","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","Wilton Park","Outside London","80","75","36230","31620"
"Leaver CS","2023","Asian","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Animal and Plant Health Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office (excl. agencies)","London","55","[c]","41140","35650"
"Leaver CS","2023","Asian","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Prosecution Service","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Crown Prosecution Service","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Equipment and Support","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Defence Science and Technology Laboratory","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","40","[c]","43820","40050"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
