"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","G7","Female","310","305","56500","55740"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","G7","Male","460","455","58700","56210"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","HEO","Female","235","225","35650","35760"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","HEO","Male","220","220","35930","35760"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","Female","90","80","87270","78860"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","Male","110","110","92500","84260"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SEO","Female","210","205","43520","43750"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SEO","Male","260","255","44160","43750"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA","Female","85","60","21300","21250"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA","Male","85","75","21320","21250"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","Female","12195","9890","22040","21690"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","Male","5935","5670","21990","21690"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","Female","20115","17335","28800","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","Male","10480","10040","28820","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6","Female","355","340","69470","66860"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6","Male","455","440","71030","70570"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G7","Female","1070","1010","52640","50160"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G7","Male","1095","1070","54540","53700"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","HEO","Female","3865","3570","35120","34170"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","HEO","Male","2505","2430","35160","34170"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","Female","115","110","86440","79480"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","Male","95","95","92980","84270"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO","Female","1630","1535","39820","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO","Male","1335","1300","40460","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AO","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","Female","45","40","29040","29280"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6","Female","95","90","67990","67890"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6","Male","60","55","67800","67890"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G7","Female","175","165","54180","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G7","Male","100","100","54360","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","HEO","Female","85","80","33830","34190"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","HEO","Male","55","55","33180","34190"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","Female","65","60","84240","77640"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","Male","50","45","85130","79920"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO","Female","130","120","40740","41950"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO","Male","75","75","41410","41950"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","AA","Female","35","35","23820","23340"
"In post","2023","Declared non-disabled","Disclosure Scotland","AA","Male","45","40","24030","23340"
"In post","2023","Declared non-disabled","Disclosure Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","AO","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","EO","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","EO","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G7","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","HEO","Female","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","HEO","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AA","Female","455","320","19020","19000"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AA","Male","250","235","19890","19000"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AO","Female","1320","1090","22500","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AO","Male","695","670","22790","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","Female","385","355","27170","27260"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","Male","300","295","27480","27070"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G6","Female","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G6","Male","50","50","76740","72940"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G7","Female","55","55","53950","53240"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G7","Male","95","95","59150","56000"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","HEO","Female","235","220","32550","31940"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","HEO","Male","205","205","34260","32090"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO","Female","145","140","41210","40180"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO","Male","205","205","44510","42180"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AO","Female","210","180","22780","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AO","Male","460","435","27010","27490"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","EO","Female","420","375","28110","27450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","EO","Male","1200","1120","29380","27450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G6","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G6","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G7","Female","30","30","52500","51540"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G7","Male","50","50","54940","53470"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","HEO","Female","175","170","33050","32660"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","HEO","Male","355","345","34030","33110"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SEO","Female","90","85","41580","40630"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SEO","Male","125","125","42110","41130"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AA","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G6","Female","55","55","77990","80430"
"In post","2023","Declared non-disabled","Education Scotland","G6","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G7","Female","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G7","Male","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","HEO","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SEO","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SEO","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Female","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G6","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G7","Female","75","70","52940","52150"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G7","Male","70","70","52460","51910"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","HEO","Female","80","75","32120","31200"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","HEO","Male","50","50","32080","31080"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SEO","Female","105","100","39850","38210"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SEO","Male","75","75","39650","38070"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","AO","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","EO","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G6","Female","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G6","Male","30","30","78520","78500"
"In post","2023","Declared non-disabled","Estyn","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SEO","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","AO","Female","30","30","26680","26100"
"In post","2023","Declared non-disabled","FCDO Services","AO","Male","65","60","28760","26100"
"In post","2023","Declared non-disabled","FCDO Services","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","EO","Female","55","50","29540","28840"
"In post","2023","Declared non-disabled","FCDO Services","EO","Male","95","95","30640","29400"
"In post","2023","Declared non-disabled","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","G6","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","G6","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","G7","Female","40","35","60340","58820"
"In post","2023","Declared non-disabled","FCDO Services","G7","Male","115","100","61640","60750"
"In post","2023","Declared non-disabled","FCDO Services","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","HEO","Female","45","40","35160","34720"
"In post","2023","Declared non-disabled","FCDO Services","HEO","Male","135","135","38500","37970"
"In post","2023","Declared non-disabled","FCDO Services","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","SEO","Female","45","45","44540","43980"
"In post","2023","Declared non-disabled","FCDO Services","SEO","Male","140","135","47120","45930"
"In post","2023","Declared non-disabled","FCDO Services","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","EO","Female","60","55","28130","28090"
"In post","2023","Declared non-disabled","Food Standards Agency","EO","Male","235","220","28540","28090"
"In post","2023","Declared non-disabled","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","G6","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","G6","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","G7","Female","85","80","54370","53110"
"In post","2023","Declared non-disabled","Food Standards Agency","G7","Male","70","70","54400","53110"
"In post","2023","Declared non-disabled","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","HEO","Female","120","115","32240","31730"
"In post","2023","Declared non-disabled","Food Standards Agency","HEO","Male","100","100","32380","31730"
"In post","2023","Declared non-disabled","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","SEO","Female","125","120","39990","38670"
"In post","2023","Declared non-disabled","Food Standards Agency","SEO","Male","115","115","40300","39220"
"In post","2023","Declared non-disabled","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","EO","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","EO","Male","35","35","30640","30440"
"In post","2023","Declared non-disabled","Food Standards Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G7","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","HEO","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","HEO","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SEO","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Female","80","75","27040","25700"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Male","50","50","27090","25700"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","190","180","31350","31340"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","130","130","31500","31340"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Female","215","210","68560","68000"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Male","255","255","69460","68840"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
