"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Mixed","AO","Male","50","50","25420","23460"
"In post","2023","Unknown","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","EO","Female","140","135","29530","28220"
"In post","2023","Unknown","Mixed","EO","Male","90","90","30020","29200"
"In post","2023","Unknown","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","G6","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","G6","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","G7","Female","75","70","56050","54850"
"In post","2023","Unknown","Mixed","G7","Male","60","60","56530","55860"
"In post","2023","Unknown","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HEO","Female","150","145","33670","32960"
"In post","2023","Unknown","Mixed","HEO","Male","130","130","34730","33820"
"In post","2023","Unknown","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","SEO","Female","85","85","42350","41950"
"In post","2023","Unknown","Mixed","SEO","Male","55","50","43530","41850"
"In post","2023","Unknown","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","EO","Female","45","45","31120","29890"
"In post","2023","Unknown","Other ethnicity","EO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","G6","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","G6","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","G7","Female","40","40","56610","55370"
"In post","2023","Unknown","Other ethnicity","G7","Male","30","30","55160","55010"
"In post","2023","Unknown","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HEO","Female","40","40","34520","34190"
"In post","2023","Unknown","Other ethnicity","HEO","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SEO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SEO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","AA","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","AA","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","AO","Female","130","115","24230","22520"
"In post","2023","Unknown","Undeclared","AO","Male","165","155","26520","24480"
"In post","2023","Unknown","Undeclared","EO","Female","195","180","31310","30260"
"In post","2023","Unknown","Undeclared","EO","Male","300","285","33200","34370"
"In post","2023","Unknown","Undeclared","G6","Female","35","35","72320","68950"
"In post","2023","Unknown","Undeclared","G6","Male","90","85","74040","70170"
"In post","2023","Unknown","Undeclared","G7","Female","95","90","56910","56370"
"In post","2023","Unknown","Undeclared","G7","Male","245","240","57350","57480"
"In post","2023","Unknown","Undeclared","HEO","Female","125","120","36360","35000"
"In post","2023","Unknown","Undeclared","HEO","Male","270","260","37090","35330"
"In post","2023","Unknown","Undeclared","SCS level","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","SEO","Female","100","95","43410","42140"
"In post","2023","Unknown","Undeclared","SEO","Male","195","185","44380","42840"
"In post","2023","Unknown","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Male","10","5","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Female","1950","1740","22440","22520"
"In post","2023","Unknown","Unknown","AA","Male","1685","1610","22880","23000"
"In post","2023","Unknown","Unknown","AO","Female","9970","9100","24060","22520"
"In post","2023","Unknown","Unknown","AO","Male","9145","8915","25350","22520"
"In post","2023","Unknown","Unknown","EO","Female","7845","7450","28690","28120"
"In post","2023","Unknown","Unknown","EO","Male","8020","7810","29150","28120"
"In post","2023","Unknown","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Female","960","910","70670","68690"
"In post","2023","Unknown","Unknown","G6","Male","975","955","70960","69940"
"In post","2023","Unknown","Unknown","G7","Female","2625","2525","56540","55720"
"In post","2023","Unknown","Unknown","G7","Male","2775","2740","57250","56430"
"In post","2023","Unknown","Unknown","HEO","Female","4670","4510","35430","34730"
"In post","2023","Unknown","Unknown","HEO","Male","4915","4835","35570","34850"
"In post","2023","Unknown","Unknown","SCS level","Female","335","320","93380","84310"
"In post","2023","Unknown","Unknown","SCS level","Male","365","360","97840","90180"
"In post","2023","Unknown","Unknown","SEO","Female","2835","2740","42790","42510"
"In post","2023","Unknown","Unknown","SEO","Male","3175","3125","43040","42510"
"In post","2023","Unknown","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","2370","2165","28010","26840"
"In post","2023","Unknown","Unknown","Unknown","Male","2495","2410","37350","34820"
"In post","2023","Unknown","White","AA","Female","455","385","21880","21380"
"In post","2023","Unknown","White","AA","Male","730","695","22210","21380"
"In post","2023","Unknown","White","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","AO","Female","3045","2645","23380","22520"
"In post","2023","Unknown","White","AO","Male","2510","2405","25880","22520"
"In post","2023","Unknown","White","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","EO","Female","3690","3475","29780","28130"
"In post","2023","Unknown","White","EO","Male","3525","3430","31000","29250"
"In post","2023","Unknown","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","G6","Female","750","710","71050","69340"
"In post","2023","Unknown","White","G6","Male","765","750","71420","70500"
"In post","2023","Unknown","White","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","G7","Female","2040","1940","55850","54870"
"In post","2023","Unknown","White","G7","Male","2045","2005","56540","55370"
"In post","2023","Unknown","White","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","HEO","Female","3375","3230","34480","33990"
"In post","2023","Unknown","White","HEO","Male","3170","3115","35860","34700"
"In post","2023","Unknown","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","SCS level","Female","255","240","89810","83530"
"In post","2023","Unknown","White","SCS level","Male","250","245","99490","89760"
"In post","2023","Unknown","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","SEO","Female","2215","2115","42920","41950"
"In post","2023","Unknown","White","SEO","Male","2220","2185","43630","42510"
"In post","2023","Unknown","White","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Female","210","195","30370","28580"
"In post","2023","Unknown","White","Unknown","Male","165","160","41280","39460"
"In post","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AO","Female","35","[c]","22920","22280"
"Leaver CS","2023","Declared disabled","Asian","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","EO","Female","35","[c]","29030","28370"
"Leaver CS","2023","Declared disabled","Asian","EO","Male","45","[c]","28920","28120"
"Leaver CS","2023","Declared disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","EO","Female","60","[c]","29810","29710"
"Leaver CS","2023","Declared disabled","Black","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","AA","Female","120","[c]","20720","19930"
"Leaver CS","2023","Declared disabled","White","AA","Male","115","[c]","20630","19930"
"Leaver CS","2023","Declared disabled","White","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","AO","Female","865","[c]","22120","21690"
"Leaver CS","2023","Declared disabled","White","AO","Male","525","[c]","23090","21690"
"Leaver CS","2023","Declared disabled","White","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","EO","Female","685","[c]","28140","28120"
"Leaver CS","2023","Declared disabled","White","EO","Male","430","[c]","28580","28120"
"Leaver CS","2023","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","G6","Female","65","[c]","69250","67100"
"Leaver CS","2023","Declared disabled","White","G6","Male","50","[c]","70480","67670"
"Leaver CS","2023","Declared disabled","White","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","G7","Female","95","[c]","55800","54540"
"Leaver CS","2023","Declared disabled","White","G7","Male","115","[c]","56910","56030"
"Leaver CS","2023","Declared disabled","White","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","HEO","Female","250","[c]","33820","34020"
"Leaver CS","2023","Declared disabled","White","HEO","Male","200","[c]","34680","34170"
"Leaver CS","2023","Declared disabled","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","SEO","Female","170","[c]","41830","41200"
"Leaver CS","2023","Declared disabled","White","SEO","Male","140","[c]","43640","42480"
"Leaver CS","2023","Declared disabled","White","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","Unknown","Female","205","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","Unknown","Male","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","AA","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","AA","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","AO","Female","345","[c]","22780","21780"
"Leaver CS","2023","Declared non-disabled","Asian","AO","Male","300","[c]","22740","21780"
"Leaver CS","2023","Declared non-disabled","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","EO","Female","340","[c]","28860","28370"
"Leaver CS","2023","Declared non-disabled","Asian","EO","Male","265","[c]","28960","28370"
"Leaver CS","2023","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","G6","Male","30","[c]","70930","67080"
"Leaver CS","2023","Declared non-disabled","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","G7","Female","70","[c]","54840","53490"
"Leaver CS","2023","Declared non-disabled","Asian","G7","Male","80","[c]","57330","56030"
"Leaver CS","2023","Declared non-disabled","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","HEO","Female","135","[c]","34750","34050"
"Leaver CS","2023","Declared non-disabled","Asian","HEO","Male","135","[c]","34950","34170"
"Leaver CS","2023","Declared non-disabled","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Asian","SCS level","Female","15","[c]","[c]","[c]"
