"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","London","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","170","155","36590","31670"
"In post","2023","Unknown","Science and Engineering","London","275","270","44170","38760"
"In post","2023","Unknown","Science and Engineering","Outside London","2180","2135","38070","34260"
"In post","2023","Unknown","Science and Engineering","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","380","375","43670","39150"
"In post","2023","Unknown","Security","Outside London","2095","2055","32870","28320"
"In post","2023","Unknown","Security","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","London","140","135","45760","43500"
"In post","2023","Unknown","Social Research","Outside London","270","265","39170","39300"
"In post","2023","Unknown","Statistics","London","325","320","39630","36000"
"In post","2023","Unknown","Statistics","Outside London","345","340","40150","39190"
"In post","2023","Unknown","Tax","London","580","555","42860","39790"
"In post","2023","Unknown","Tax","Outside London","3830","3645","32630","28130"
"In post","2023","Unknown","Unknown","London","2760","2710","47100","41950"
"In post","2023","Unknown","Unknown","Outside London","8850","8495","39070","34190"
"In post","2023","Unknown","Unknown","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","50","50","38270","25880"
"In post","2023","Unknown","Veterinarian","Outside London","25","25","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","35","[c]","38760","38010"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","65","[c]","27430","28120"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","London","40","[c]","49610","53130"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","120","[c]","37090","34170"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","60","[c]","36030","34170"
"Leaver CS","2023","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","40","[c]","50640","45580"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","135","[c]","33080","30350"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","London","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Outside London","55","[c]","49580","49050"
"Leaver CS","2023","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Delivery","London","390","[c]","33240","31060"
"Leaver CS","2023","Declared disabled","Operational Delivery","Outside London","2810","[c]","26700","25920"
"Leaver CS","2023","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","Outside London","115","[c]","25940","21690"
"Leaver CS","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","London","130","[c]","48620","44130"
"Leaver CS","2023","Declared disabled","Policy","Outside London","70","[c]","39260","36340"
"Leaver CS","2023","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Outside London","75","[c]","40930","40550"
"Leaver CS","2023","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Outside London","100","[c]","35530","32910"
"Leaver CS","2023","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Outside London","65","[c]","33400","30200"
"Leaver CS","2023","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","London","100","[c]","48650","54400"
"Leaver CS","2023","Declared disabled","Unknown","Outside London","200","[c]","38070","34320"
"Leaver CS","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","London","40","[c]","40310","35620"
"Leaver CS","2023","Declared non-disabled","Commercial","Outside London","190","[c]","42290","38010"
"Leaver CS","2023","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","London","145","[c]","47810","44220"
"Leaver CS","2023","Declared non-disabled","Communications","Outside London","100","[c]","38870","35210"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","London","85","[c]","34980","32520"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Outside London","240","[c]","27710","27740"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","London","280","[c]","50070","44500"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Outside London","820","[c]","42630","39460"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Economics","London","100","[c]","41800","35700"
"Leaver CS","2023","Declared non-disabled","Economics","Outside London","40","[c]","24090","19860"
"Leaver CS","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","London","135","[c]","49870","45770"
"Leaver CS","2023","Declared non-disabled","Finance","Outside London","335","[c]","39140","34470"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","140","[c]","47190","43430"
"Leaver CS","2023","Declared non-disabled","Human Resources","Outside London","645","[c]","31440","27470"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Outside London","115","[c]","68620","77470"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","London","50","[c]","37450","36520"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Outside London","65","[c]","29950","29330"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","London","35","[c]","50190","51710"
"Leaver CS","2023","Declared non-disabled","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Outside London","40","[c]","30690","27600"
"Leaver CS","2023","Declared non-disabled","Legal","London","270","[c]","56010","54070"
"Leaver CS","2023","Declared non-disabled","Legal","Outside London","280","[c]","51650","52060"
"Leaver CS","2023","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicine","London","30","[c]","74250","67340"
"Leaver CS","2023","Declared non-disabled","Medicine","Outside London","185","[c]","48430","40590"
"Leaver CS","2023","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","London","2180","[c]","34640","31060"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Outside London","12655","[c]","26970","25830"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","40","[c]","30440","28120"
"Leaver CS","2023","Declared non-disabled","Operational Research","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","London","165","[c]","44260","35470"
"Leaver CS","2023","Declared non-disabled","Other","Outside London","555","[c]","27710","21690"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","London","915","[c]","49510","46570"
"Leaver CS","2023","Declared non-disabled","Policy","Outside London","335","[c]","41400","36340"
"Leaver CS","2023","Declared non-disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","London","185","[c]","52040","51710"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Outside London","590","[c]","42270","39590"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","London","55","[c]","47150","45650"
"Leaver CS","2023","Declared non-disabled","Property","Outside London","285","[c]","35470","33630"
"Leaver CS","2023","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","London","100","[c]","40480","38050"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Outside London","730","[c]","36740","33990"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","London","50","[c]","37110","36310"
"Leaver CS","2023","Declared non-disabled","Security","Outside London","385","[c]","32460","27500"
"Leaver CS","2023","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Statistics","London","45","[c]","37650","30950"
"Leaver CS","2023","Declared non-disabled","Statistics","Outside London","50","[c]","35610","36340"
"Leaver CS","2023","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","London","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Outside London","510","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","London","590","[c]","52320","54360"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","1010","[c]","40350","34730"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Outside London","55","[c]","40380","37910"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Outside London","40","[c]","40450","35640"
"Leaver CS","2023","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Outside London","65","[c]","30570","29670"
"Leaver CS","2023","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Operational Delivery","London","230","[c]","36830","31060"
"Leaver CS","2023","Undeclared","Operational Delivery","Outside London","1125","[c]","28110","25920"
"Leaver CS","2023","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other","Outside London","50","[c]","24040","21690"
"Leaver CS","2023","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Policy","London","80","[c]","44130","46680"
"Leaver CS","2023","Undeclared","Policy","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Outside London","90","[c]","38090","36270"
"Leaver CS","2023","Undeclared","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Outside London","60","[c]","33090","31860"
"Leaver CS","2023","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","55","[c]","50490","43750"
"Leaver CS","2023","Undeclared","Unknown","Outside London","115","[c]","37700","36330"
"Leaver CS","2023","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","95","[c]","34920","33290"
"Leaver CS","2023","Unknown","Communications","London","85","[c]","40140","39070"
"Leaver CS","2023","Unknown","Communications","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Outside London","45","[c]","25490","24250"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","185","[c]","49620","44760"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","405","[c]","41150","38640"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","55","[c]","41150","37660"
"Leaver CS","2023","Unknown","Finance","Outside London","120","[c]","38110","33990"
"Leaver CS","2023","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","205","[c]","30830","27240"
"Leaver CS","2023","Unknown","Human Resources","Overseas","45","[c]","50300","48610"
"Leaver CS","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","London","35","[c]","46830","48530"
"Leaver CS","2023","Unknown","International Trade","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","95","[c]","52630","54100"
"Leaver CS","2023","Unknown","Legal","Outside London","90","[c]","45070","49050"
"Leaver CS","2023","Unknown","Medicine","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","100","[c]","48910","37970"
"Leaver CS","2023","Unknown","Operational Delivery","London","1155","[c]","37360","31060"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","5070","[c]","27390","24430"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","45","[c]","26150","21960"
"Leaver CS","2023","Unknown","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","80","[c]","38080","29890"
"Leaver CS","2023","Unknown","Other","Outside London","255","[c]","30180","22920"
"Leaver CS","2023","Unknown","Other","Unknown","205","[c]","36600","33690"
"Leaver CS","2023","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","345","[c]","44230","40050"
"Leaver CS","2023","Unknown","Policy","Outside London","115","[c]","34220","30940"
"Leaver CS","2023","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","95","[c]","43790","37910"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","175","[c]","40630","39680"
