"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Psychology","Male","200","195","37610","31670"
"In post","2023","No function","Science and Engineering","Female","2405","2275","40300","37650"
"In post","2023","No function","Science and Engineering","Male","5475","5340","41040","40310"
"In post","2023","No function","Security","Female","70","70","50760","46330"
"In post","2023","No function","Security","Male","80","80","49140","41870"
"In post","2023","No function","Social Research","Female","35","35","47100","44020"
"In post","2023","No function","Social Research","Male","10","10","[c]","[c]"
"In post","2023","No function","Statistics","Female","25","25","[c]","[c]"
"In post","2023","No function","Statistics","Male","40","40","45170","43630"
"In post","2023","No function","Tax","Female","6445","5955","36800","34700"
"In post","2023","No function","Tax","Male","7105","6885","38850","35000"
"In post","2023","No function","Unknown","Female","3855","3695","44610","39790"
"In post","2023","No function","Unknown","Male","3120","3080","45360","39110"
"In post","2023","No function","Veterinarian","Female","220","205","43540","38670"
"In post","2023","No function","Veterinarian","Male","165","160","45170","40850"
"In post","2023","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Communications","Female","35","35","38560","32930"
"In post","2023","Project Delivery","Communications","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","Male","55","55","51120","51640"
"In post","2023","Project Delivery","Finance","Female","20","15","[c]","[c]"
"In post","2023","Project Delivery","Finance","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inspector of Education and Training","Female","30","30","77720","78500"
"In post","2023","Project Delivery","Inspector of Education and Training","Male","35","35","78660","78500"
"In post","2023","Project Delivery","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","Male","35","30","44650","39890"
"In post","2023","Project Delivery","Legal","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Legal","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicine","Female","30","25","[c]","[c]"
"In post","2023","Project Delivery","Medicine","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","Female","905","850","37580","34250"
"In post","2023","Project Delivery","Operational Delivery","Male","655","640","41520","38810"
"In post","2023","Project Delivery","Operational Research","Female","70","65","45390","41190"
"In post","2023","Project Delivery","Operational Research","Male","85","85","45080","42000"
"In post","2023","Project Delivery","Other","Female","125","115","37570","34370"
"In post","2023","Project Delivery","Other","Male","105","105","39670","39890"
"In post","2023","Project Delivery","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","Female","1020","965","53850","54680"
"In post","2023","Project Delivery","Policy","Male","910","885","56560","57740"
"In post","2023","Project Delivery","Project Delivery","Female","8130","7715","44030","41180"
"In post","2023","Project Delivery","Project Delivery","Male","7380","7240","47850","42620"
"In post","2023","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Property","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Property","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","Female","440","420","47260","42620"
"In post","2023","Project Delivery","Science and Engineering","Male","1075","1060","44940","43360"
"In post","2023","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","Female","310","285","37220","35000"
"In post","2023","Project Delivery","Tax","Male","365","345","37010","35000"
"In post","2023","Project Delivery","Unknown","Female","175","170","48150","41780"
"In post","2023","Project Delivery","Unknown","Male","135","135","49540","41780"
"In post","2023","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","Female","10","10","[c]","[c]"
"In post","2023","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2023","Property","Finance","Female","45","45","40340","38480"
"In post","2023","Property","Finance","Male","40","35","45210","39830"
"In post","2023","Property","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Property","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","Property","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","Female","865","810","31500","26020"
"In post","2023","Property","Operational Delivery","Male","530","515","33790","26020"
"In post","2023","Property","Other","Female","55","50","29910","28490"
"In post","2023","Property","Other","Male","245","240","34950","32830"
"In post","2023","Property","Policy","Female","20","20","[c]","[c]"
"In post","2023","Property","Policy","Male","15","15","[c]","[c]"
"In post","2023","Property","Project Delivery","Female","40","40","49480","43760"
"In post","2023","Property","Project Delivery","Male","40","40","53000","52170"
"In post","2023","Property","Property","Female","2820","2625","36430","33990"
"In post","2023","Property","Property","Male","4005","3895","39130","35030"
"In post","2023","Property","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2023","Property","Security","Female","5","5","[c]","[c]"
"In post","2023","Property","Security","Male","10","10","[c]","[c]"
"In post","2023","Property","Unknown","Female","50","45","43000","38050"
"In post","2023","Property","Unknown","Male","30","30","46890","39530"
"In post","2023","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","Male","55","55","55500","54090"
"In post","2023","Security","Finance","Female","5","5","[c]","[c]"
"In post","2023","Security","Finance","Male","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Security","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","Female","75","75","47100","40600"
"In post","2023","Security","Intelligence Analysis","Male","90","90","49160","44450"
"In post","2023","Security","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2023","Security","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2023","Security","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","Security","Other","Female","5","5","[c]","[c]"
"In post","2023","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","Female","35","30","49280","53500"
"In post","2023","Security","Policy","Male","35","35","49090","44450"
"In post","2023","Security","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Security","Female","2020","1940","34700","32160"
"In post","2023","Security","Security","Male","6850","6720","34250","30560"
"In post","2023","Security","Unknown","Female","370","345","32070","27430"
"In post","2023","Security","Unknown","Male","330","325","32860","27100"
"In post","2023","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Female","90","80","41600","39690"
"In post","2023","Unknown","Communications","Male","65","65","43320","39690"
"In post","2023","Unknown","Digital, Data and Technology","Female","75","70","43240","39690"
"In post","2023","Unknown","Digital, Data and Technology","Male","150","145","39810","39690"
"In post","2023","Unknown","Economics","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Economics","Male","30","25","[c]","[c]"
"In post","2023","Unknown","Finance","Female","185","170","44080","39690"
"In post","2023","Unknown","Finance","Male","140","135","47190","42100"
"In post","2023","Unknown","Human Resources","Female","165","155","34590","30610"
"In post","2023","Unknown","Human Resources","Male","75","75","30670","25620"
"In post","2023","Unknown","Inspector of Education and Training","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Female","70","65","35170","30610"
"In post","2023","Unknown","Knowledge and Information Management","Male","60","60","38150","39690"
"In post","2023","Unknown","Legal","Female","120","110","60900","63900"
"In post","2023","Unknown","Legal","Male","55","55","61400","63900"
"In post","2023","Unknown","Medicine","Female","150","140","49190","47670"
"In post","2023","Unknown","Medicine","Male","85","80","55590","54990"
"In post","2023","Unknown","Operational Delivery","Female","1095","1005","39170","34480"
"In post","2023","Unknown","Operational Delivery","Male","760","735","42810","39690"
"In post","2023","Unknown","Other","Female","855","820","43140","39690"
"In post","2023","Unknown","Other","Male","1990","1975","44230","40690"
"In post","2023","Unknown","Planning","Female","35","30","46060","39690"
"In post","2023","Unknown","Planning","Male","40","35","48610","49260"
"In post","2023","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Female","1610","1510","45660","39690"
"In post","2023","Unknown","Policy","Male","1085","1060","47460","43650"
"In post","2023","Unknown","Project Delivery","Female","90","85","45250","39690"
"In post","2023","Unknown","Project Delivery","Male","50","50","52250","49370"
"In post","2023","Unknown","Property","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Property","Male","40","35","44100","49370"
"In post","2023","Unknown","Psychology","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Psychology","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Female","560","530","38870","39890"
"In post","2023","Unknown","Science and Engineering","Male","1420","1385","41670","39890"
"In post","2023","Unknown","Security","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Social Research","Female","65","60","45410","44820"
"In post","2023","Unknown","Social Research","Male","40","35","41860","39690"
"In post","2023","Unknown","Statistics","Female","50","45","44010","42680"
"In post","2023","Unknown","Statistics","Male","45","45","42160","39690"
"In post","2023","Unknown","Unknown","Female","10950","10335","40600","34730"
"In post","2023","Unknown","Unknown","Male","8370","8215","41730","36330"
"In post","2023","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Economics","Female","60","[c]","38260","28000"
"Leaver CS","2023","Analysis","Economics","Male","135","[c]","35210","32120"
"Leaver CS","2023","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Research","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Other","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Other","Male","30","[c]","51690","37130"
"Leaver CS","2023","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Science and Engineering","Female","55","[c]","35270","30650"
"Leaver CS","2023","Analysis","Science and Engineering","Male","160","[c]","36480","38070"
"Leaver CS","2023","Analysis","Social Research","Female","55","[c]","36270","34610"
"Leaver CS","2023","Analysis","Social Research","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Statistics","Female","80","[c]","33650","30510"
"Leaver CS","2023","Analysis","Statistics","Male","105","[c]","33450","30100"
"Leaver CS","2023","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Commercial","Female","195","[c]","37310","34000"
"Leaver CS","2023","Commercial","Commercial","Male","205","[c]","42470","39380"
"Leaver CS","2023","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Female","95","[c]","67970","65400"
"Leaver CS","2023","Commercial","Unknown","Male","85","[c]","79140","70000"
"Leaver CS","2023","Communications","Communications","Female","220","[c]","41740","39590"
"Leaver CS","2023","Communications","Communications","Male","145","[c]","41250","38180"
"Leaver CS","2023","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Female","35","[c]","41550","41690"
"Leaver CS","2023","Communications","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Counter Fraud","Female","245","[c]","28710","28120"
"Leaver CS","2023","Counter Fraud","Counter Fraud","Male","235","[c]","31430","28120"
"Leaver CS","2023","Counter Fraud","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Legal","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Legal","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Operational Delivery","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Operational Delivery","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Other","Female","40","[c]","26160","25610"
"Leaver CS","2023","Counter Fraud","Other","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Tax","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Tax","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Operational Delivery","Female","255","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Operational Delivery","Male","175","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Other","Female","220","[c]","22500","21690"
"Leaver CS","2023","Debt","Other","Male","115","[c]","22890","21690"
"Leaver CS","2023","Debt","Tax","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Tax","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","Female","570","[c]","43660","40140"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","Male","1260","[c]","43940","40060"
"Leaver CS","2023","Digital, Data & Technology","Knowledge and Information Management","Female","35","[c]","30060","27470"
"Leaver CS","2023","Digital, Data & Technology","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Delivery","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Other","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Science and Engineering","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Female","100","[c]","47070","49700"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Male","90","[c]","54590","56430"
"Leaver CS","2023","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Corporate Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Corporate Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Finance","Female","345","[c]","39390","34300"
"Leaver CS","2023","Finance","Finance","Male","380","[c]","43350","39420"
"Leaver CS","2023","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Operational Delivery","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Operational Delivery","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Operational Delivery","Female","115","[c]","23390","22150"
"Leaver CS","2023","Grants Management","Operational Delivery","Male","85","[c]","24360","22150"
"Leaver CS","2023","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Human Resources","Female","790","[c]","34040","28020"
"Leaver CS","2023","Human Resources","Human Resources","Male","500","[c]","35690","32670"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","Female","40","[c]","33140","28120"
"Leaver CS","2023","Human Resources","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Female","55","[c]","39680","33500"
"Leaver CS","2023","Human Resources","Unknown","Male","55","[c]","46270","38020"
"Leaver CS","2023","Internal Audit","Internal Audit","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","Male","40","[c]","46910","43300"
"Leaver CS","2023","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Legal","Female","345","[c]","53120","53750"
"Leaver CS","2023","Legal","Legal","Male","230","[c]","58900","56930"
"Leaver CS","2023","Legal","Operational Delivery","Female","195","[c]","25510","24480"
"Leaver CS","2023","Legal","Operational Delivery","Male","75","[c]","26300","24480"
"Leaver CS","2023","Legal","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
