"Status","Year","Age","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Security","North West (England)","Female","40","40","35560","34320"
"In post","2023","50-59","Security","North West (England)","Male","105","100","33770","28190"
"In post","2023","50-59","Security","Northern Ireland","Female","15","15","[c]","[c]"
"In post","2023","50-59","Security","Northern Ireland","Male","170","165","22850","22130"
"In post","2023","50-59","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2023","50-59","Security","Overseas","Male","40","40","47380","44200"
"In post","2023","50-59","Security","Scotland","Female","95","90","32410","27470"
"In post","2023","50-59","Security","Scotland","Male","430","425","35620","40880"
"In post","2023","50-59","Security","South East (England)","Female","115","110","31420","27500"
"In post","2023","50-59","Security","South East (England)","Male","475","475","36640","37880"
"In post","2023","50-59","Security","South West (England)","Female","110","105","31000","27610"
"In post","2023","50-59","Security","South West (England)","Male","405","405","33360","27500"
"In post","2023","50-59","Security","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2023","50-59","Security","Wales","Female","30","25","[c]","[c]"
"In post","2023","50-59","Security","Wales","Male","75","75","27660","22220"
"In post","2023","50-59","Security","West Midlands (England)","Female","25","25","[c]","[c]"
"In post","2023","50-59","Security","West Midlands (England)","Male","105","105","32850","31790"
"In post","2023","50-59","Security","Yorkshire and The Humber","Female","100","95","31770","27430"
"In post","2023","50-59","Security","Yorkshire and The Humber","Male","195","190","34990","34320"
"In post","2023","50-59","Unknown","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","London","Female","130","125","54930","51190"
"In post","2023","50-59","Unknown","London","Male","100","100","54090","46470"
"In post","2023","50-59","Unknown","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","North West (England)","Female","25","20","[c]","[c]"
"In post","2023","50-59","Unknown","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland","Female","10","5","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scotland","Female","2275","2150","45710","38330"
"In post","2023","50-59","Unknown","Scotland","Male","1820","1790","47230","41640"
"In post","2023","50-59","Unknown","South East (England)","Female","45","45","43970","49260"
"In post","2023","50-59","Unknown","South East (England)","Male","115","110","53080","49260"
"In post","2023","50-59","Unknown","South West (England)","Female","95","90","48490","49260"
"In post","2023","50-59","Unknown","South West (England)","Male","270","265","51570","49260"
"In post","2023","50-59","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Male","430","430","47600","43140"
"In post","2023","50-59","Unknown","Wales","Female","1020","965","45840","41700"
"In post","2023","50-59","Unknown","Wales","Male","720","710","50090","49370"
"In post","2023","50-59","Unknown","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Yorkshire and The Humber","Female","60","55","43920","38470"
"In post","2023","50-59","Unknown","Yorkshire and The Humber","Male","35","35","46350","38470"
"In post","2023","60-64","Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","East of England","Female","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","East of England","Male","20","15","[c]","[c]"
"In post","2023","60-64","Analysis","London","Female","25","20","[c]","[c]"
"In post","2023","60-64","Analysis","London","Male","45","45","55820","53580"
"In post","2023","60-64","Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","South East (England)","Male","45","40","50360","50920"
"In post","2023","60-64","Analysis","South West (England)","Female","15","10","[c]","[c]"
"In post","2023","60-64","Analysis","South West (England)","Male","35","30","45010","42180"
"In post","2023","60-64","Analysis","Wales","Female","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","Wales","Male","15","15","[c]","[c]"
"In post","2023","60-64","Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","East Midlands (England)","Male","10","5","[c]","[c]"
"In post","2023","60-64","Commercial","East of England","Female","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","East of England","Male","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","London","Female","25","20","[c]","[c]"
"In post","2023","60-64","Commercial","London","Male","70","65","67770","56630"
"In post","2023","60-64","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","60-64","Commercial","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","60-64","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Scotland","Female","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","Scotland","Male","20","20","[c]","[c]"
"In post","2023","60-64","Commercial","South East (England)","Female","20","20","[c]","[c]"
"In post","2023","60-64","Commercial","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","60-64","Commercial","South West (England)","Female","40","35","40790","38420"
"In post","2023","60-64","Commercial","South West (England)","Male","50","45","51760","46230"
"In post","2023","60-64","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Wales","Female","15","10","[c]","[c]"
"In post","2023","60-64","Commercial","Wales","Male","15","10","[c]","[c]"
"In post","2023","60-64","Commercial","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Commercial","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","60-64","Commercial","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","60-64","Commercial","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","60-64","Communications","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","London","Female","40","40","42810","36200"
"In post","2023","60-64","Communications","London","Male","30","30","[c]","[c]"
"In post","2023","60-64","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Scotland","Male","5","5","[c]","[c]"
"In post","2023","60-64","Communications","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Communications","South East (England)","Male","20","20","[c]","[c]"
"In post","2023","60-64","Communications","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Communications","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","60-64","Communications","Wales","Female","10","5","[c]","[c]"
"In post","2023","60-64","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","60-64","Communications","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","East Midlands (England)","Female","55","35","27730","28120"
"In post","2023","60-64","Counter Fraud","East Midlands (England)","Male","50","40","33870","28130"
"In post","2023","60-64","Counter Fraud","East of England","Female","35","30","29820","30120"
"In post","2023","60-64","Counter Fraud","East of England","Male","25","20","[c]","[c]"
"In post","2023","60-64","Counter Fraud","London","Female","190","160","37110","32520"
"In post","2023","60-64","Counter Fraud","London","Male","170","145","42640","39790"
"In post","2023","60-64","Counter Fraud","North East (England)","Female","60","45","29300","28120"
"In post","2023","60-64","Counter Fraud","North East (England)","Male","40","30","33140","28120"
"In post","2023","60-64","Counter Fraud","North West (England)","Female","145","100","31270","28130"
"In post","2023","60-64","Counter Fraud","North West (England)","Male","105","80","36660","29730"
"In post","2023","60-64","Counter Fraud","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Northern Ireland","Male","20","15","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Scotland","Female","115","85","29510","28910"
"In post","2023","60-64","Counter Fraud","Scotland","Male","85","65","32800","28130"
"In post","2023","60-64","Counter Fraud","South East (England)","Female","80","65","29870","28120"
"In post","2023","60-64","Counter Fraud","South East (England)","Male","60","50","31940","29730"
"In post","2023","60-64","Counter Fraud","South West (England)","Female","55","45","32720","28130"
"In post","2023","60-64","Counter Fraud","South West (England)","Male","45","35","35190","29730"
"In post","2023","60-64","Counter Fraud","Wales","Female","70","50","28450","28120"
"In post","2023","60-64","Counter Fraud","Wales","Male","55","40","30210","28120"
"In post","2023","60-64","Counter Fraud","West Midlands (England)","Female","80","60","32440","28130"
"In post","2023","60-64","Counter Fraud","West Midlands (England)","Male","75","55","34690","29730"
"In post","2023","60-64","Counter Fraud","Yorkshire and The Humber","Female","65","45","29290","28120"
"In post","2023","60-64","Counter Fraud","Yorkshire and The Humber","Male","45","35","32190","28120"
"In post","2023","60-64","Debt","East Midlands (England)","Female","40","30","24050","22520"
"In post","2023","60-64","Debt","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","60-64","Debt","East of England","Female","30","20","[c]","[c]"
"In post","2023","60-64","Debt","East of England","Male","10","10","[c]","[c]"
"In post","2023","60-64","Debt","London","Female","65","55","29890","26920"
"In post","2023","60-64","Debt","London","Male","40","35","33080","32260"
"In post","2023","60-64","Debt","North East (England)","Female","85","65","23020","21690"
"In post","2023","60-64","Debt","North East (England)","Male","30","25","24550","22520"
"In post","2023","60-64","Debt","North West (England)","Female","40","30","24430","22520"
"In post","2023","60-64","Debt","North West (England)","Male","25","25","[c]","[c]"
"In post","2023","60-64","Debt","Scotland","Female","80","60","24030","22520"
"In post","2023","60-64","Debt","Scotland","Male","50","40","23860","22520"
"In post","2023","60-64","Debt","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Debt","South East (England)","Male","10","5","[c]","[c]"
"In post","2023","60-64","Debt","South West (England)","Female","15","10","[c]","[c]"
"In post","2023","60-64","Debt","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","60-64","Debt","Wales","Female","20","15","[c]","[c]"
"In post","2023","60-64","Debt","Wales","Male","10","10","[c]","[c]"
"In post","2023","60-64","Debt","West Midlands (England)","Female","75","60","24430","22520"
"In post","2023","60-64","Debt","West Midlands (England)","Male","35","30","23860","22520"
"In post","2023","60-64","Debt","Yorkshire and The Humber","Female","50","40","25170","22520"
"In post","2023","60-64","Debt","Yorkshire and The Humber","Male","25","20","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","East of England","Female","20","20","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","East of England","Male","40","35","38350","37390"
"In post","2023","60-64","Digital, Data & Technology","London","Female","100","95","45040","41550"
"In post","2023","60-64","Digital, Data & Technology","London","Male","195","185","50950","47510"
"In post","2023","60-64","Digital, Data & Technology","North East (England)","Female","50","40","38230","34170"
"In post","2023","60-64","Digital, Data & Technology","North East (England)","Male","90","75","41320","38340"
"In post","2023","60-64","Digital, Data & Technology","North West (England)","Female","65","55","41950","38730"
"In post","2023","60-64","Digital, Data & Technology","North West (England)","Male","145","125","43840","39730"
"In post","2023","60-64","Digital, Data & Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Scotland","Female","20","15","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Scotland","Male","65","60","37740","35000"
"In post","2023","60-64","Digital, Data & Technology","South East (England)","Female","40","35","34040","34150"
"In post","2023","60-64","Digital, Data & Technology","South East (England)","Male","90","85","41150","39740"
"In post","2023","60-64","Digital, Data & Technology","South West (England)","Female","85","75","35480","34300"
"In post","2023","60-64","Digital, Data & Technology","South West (England)","Male","170","155","42220","39460"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Wales","Female","45","35","44900","40970"
"In post","2023","60-64","Digital, Data & Technology","Wales","Male","75","70","44730","42990"
"In post","2023","60-64","Digital, Data & Technology","West Midlands (England)","Female","50","45","40010","36990"
"In post","2023","60-64","Digital, Data & Technology","West Midlands (England)","Male","75","70","43810","41780"
"In post","2023","60-64","Digital, Data & Technology","Yorkshire and The Humber","Female","35","25","39180","38470"
"In post","2023","60-64","Digital, Data & Technology","Yorkshire and The Humber","Male","70","60","41700","36110"
"In post","2023","60-64","Finance","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Finance","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","60-64","Finance","East of England","Female","10","10","[c]","[c]"
"In post","2023","60-64","Finance","East of England","Male","10","5","[c]","[c]"
"In post","2023","60-64","Finance","London","Female","110","100","45180","40570"
"In post","2023","60-64","Finance","London","Male","115","110","52770","47690"
"In post","2023","60-64","Finance","North East (England)","Female","45","40","34440","29730"
"In post","2023","60-64","Finance","North East (England)","Male","20","15","[c]","[c]"
"In post","2023","60-64","Finance","North West (England)","Female","80","60","34080","34170"
"In post","2023","60-64","Finance","North West (England)","Male","35","30","41890","40190"
"In post","2023","60-64","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Scotland","Female","80","60","27210","22520"
"In post","2023","60-64","Finance","Scotland","Male","35","25","28500","24910"
"In post","2023","60-64","Finance","South East (England)","Female","75","65","31340","27470"
"In post","2023","60-64","Finance","South East (England)","Male","50","45","37400","35910"
"In post","2023","60-64","Finance","South West (England)","Female","45","40","38140","34300"
"In post","2023","60-64","Finance","South West (England)","Male","55","50","52320","46370"
"In post","2023","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Wales","Female","25","20","[c]","[c]"
"In post","2023","60-64","Finance","Wales","Male","15","15","[c]","[c]"
"In post","2023","60-64","Finance","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","60-64","Finance","West Midlands (England)","Male","20","15","[c]","[c]"
"In post","2023","60-64","Finance","Yorkshire and The Humber","Female","90","65","29530","22520"
"In post","2023","60-64","Finance","Yorkshire and The Humber","Male","45","35","40320","38470"
"In post","2023","60-64","Grants Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Grants Management","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","60-64","Grants Management","North West (England)","Female","50","40","23850","22150"
"In post","2023","60-64","Grants Management","North West (England)","Male","30","25","[c]","[c]"
"In post","2023","60-64","Grants Management","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","60-64","Grants Management","South East (England)","Male","15","10","[c]","[c]"
"In post","2023","60-64","Grants Management","South West (England)","Female","20","15","[c]","[c]"
"In post","2023","60-64","Grants Management","South West (England)","Male","15","10","[c]","[c]"
"In post","2023","60-64","Grants Management","West Midlands (England)","Female","10","5","[c]","[c]"
"In post","2023","60-64","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","60-64","Grants Management","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2023","60-64","Human Resources","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","60-64","Human Resources","East of England","Female","30","25","[c]","[c]"
"In post","2023","60-64","Human Resources","East of England","Male","30","25","[c]","[c]"
"In post","2023","60-64","Human Resources","London","Female","115","105","50290","43910"
"In post","2023","60-64","Human Resources","London","Male","60","55","51820","43950"
"In post","2023","60-64","Human Resources","North East (England)","Female","50","35","33580","32510"
"In post","2023","60-64","Human Resources","North East (England)","Male","20","15","[c]","[c]"
"In post","2023","60-64","Human Resources","North West (England)","Female","65","50","37670","34970"
"In post","2023","60-64","Human Resources","North West (England)","Male","30","25","[c]","[c]"
"In post","2023","60-64","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Overseas","Male","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Scotland","Female","50","40","34920","34170"
"In post","2023","60-64","Human Resources","Scotland","Male","30","30","37840","33280"
"In post","2023","60-64","Human Resources","South East (England)","Female","75","70","35220","33250"
"In post","2023","60-64","Human Resources","South East (England)","Male","125","120","36640","34300"
"In post","2023","60-64","Human Resources","South West (England)","Female","65","60","35460","33810"
"In post","2023","60-64","Human Resources","South West (England)","Male","105","100","36470","34300"
"In post","2023","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Wales","Female","40","35","34820","33850"
"In post","2023","60-64","Human Resources","Wales","Male","30","30","35410","30740"
"In post","2023","60-64","Human Resources","West Midlands (England)","Female","40","35","35540","34170"
"In post","2023","60-64","Human Resources","West Midlands (England)","Male","95","90","34630","34300"
"In post","2023","60-64","Human Resources","Yorkshire and The Humber","Female","60","45","33880","32710"
"In post","2023","60-64","Human Resources","Yorkshire and The Humber","Male","100","90","32310","28120"
"In post","2023","60-64","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Female","10","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2023","60-64","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","East Midlands (England)","Female","30","25","[c]","[c]"
"In post","2023","60-64","Legal","East Midlands (England)","Male","20","15","[c]","[c]"
"In post","2023","60-64","Legal","East of England","Female","25","20","[c]","[c]"
"In post","2023","60-64","Legal","East of England","Male","15","10","[c]","[c]"
"In post","2023","60-64","Legal","London","Female","170","150","52180","54100"
"In post","2023","60-64","Legal","London","Male","135","125","59440","63990"
"In post","2023","60-64","Legal","North East (England)","Female","25","20","[c]","[c]"
"In post","2023","60-64","Legal","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","60-64","Legal","North West (England)","Female","50","40","39460","34330"
"In post","2023","60-64","Legal","North West (England)","Male","40","35","49890","56450"
"In post","2023","60-64","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Scotland","Female","25","25","[c]","[c]"
"In post","2023","60-64","Legal","Scotland","Male","10","10","[c]","[c]"
"In post","2023","60-64","Legal","South East (England)","Female","30","25","[c]","[c]"
"In post","2023","60-64","Legal","South East (England)","Male","25","20","[c]","[c]"
"In post","2023","60-64","Legal","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","60-64","Legal","South West (England)","Male","25","20","[c]","[c]"
"In post","2023","60-64","Legal","Wales","Female","20","15","[c]","[c]"
"In post","2023","60-64","Legal","Wales","Male","15","10","[c]","[c]"
"In post","2023","60-64","Legal","West Midlands (England)","Female","35","30","34850","28850"
"In post","2023","60-64","Legal","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","60-64","Legal","Yorkshire and The Humber","Female","40","30","39900","28850"
"In post","2023","60-64","Legal","Yorkshire and The Humber","Male","25","20","[c]","[c]"
"In post","2023","60-64","No function","East Midlands (England)","Female","895","730","27820","25960"
"In post","2023","60-64","No function","East Midlands (England)","Male","760","655","31440","28120"
"In post","2023","60-64","No function","East of England","Female","900","755","29010","28080"
"In post","2023","60-64","No function","East of England","Male","805","690","31410","28480"
"In post","2023","60-64","No function","London","Female","2350","2050","36160","31990"
"In post","2023","60-64","No function","London","Male","1965","1770","42480","35590"
"In post","2023","60-64","No function","North East (England)","Female","1630","1175","26000","22520"
"In post","2023","60-64","No function","North East (England)","Male","910","720","28770","27450"
"In post","2023","60-64","No function","North West (England)","Female","2625","2040","26850","23640"
"In post","2023","60-64","No function","North West (England)","Male","1645","1365","30370","28120"
"In post","2023","60-64","No function","Northern Ireland","Female","85","70","28740","26140"
"In post","2023","60-64","No function","Northern Ireland","Male","100","85","31430","28170"
"In post","2023","60-64","No function","Overseas","Female","30","30","70130","66770"
"In post","2023","60-64","No function","Overseas","Male","70","70","63360","62200"
"In post","2023","60-64","No function","Scotland","Female","1470","1105","27980","26650"
"In post","2023","60-64","No function","Scotland","Male","1145","915","31610","28120"
"In post","2023","60-64","No function","South East (England)","Female","1635","1320","28850","27080"
"In post","2023","60-64","No function","South East (England)","Male","1525","1285","32400","28480"
"In post","2023","60-64","No function","South West (England)","Female","1180","950","30350","28120"
"In post","2023","60-64","No function","South West (England)","Male","1285","1120","36470","32920"
"In post","2023","60-64","No function","Unknown","Female","20","15","[c]","[c]"
"In post","2023","60-64","No function","Unknown","Male","40","30","34630","34630"
"In post","2023","60-64","No function","Wales","Female","1290","955","25810","22520"
"In post","2023","60-64","No function","Wales","Male","790","660","30150","28120"
"In post","2023","60-64","No function","West Midlands (England)","Female","1300","1030","28790","28120"
"In post","2023","60-64","No function","West Midlands (England)","Male","850","730","31130","28120"
"In post","2023","60-64","No function","Yorkshire and The Humber","Female","1195","930","28890","27450"
"In post","2023","60-64","No function","Yorkshire and The Humber","Male","955","790","31440","28480"
"In post","2023","60-64","Project Delivery","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","60-64","Project Delivery","East Midlands (England)","Male","15","10","[c]","[c]"
"In post","2023","60-64","Project Delivery","East of England","Female","20","20","[c]","[c]"
"In post","2023","60-64","Project Delivery","East of England","Male","45","40","47390","43530"
"In post","2023","60-64","Project Delivery","London","Female","165","145","51440","45960"
"In post","2023","60-64","Project Delivery","London","Male","145","130","62210","60030"
"In post","2023","60-64","Project Delivery","North East (England)","Female","65","50","41640","38470"
"In post","2023","60-64","Project Delivery","North East (England)","Male","35","30","41680","41010"
"In post","2023","60-64","Project Delivery","North West (England)","Female","80","60","39950","36810"
"In post","2023","60-64","Project Delivery","North West (England)","Male","85","70","43270","39210"
"In post","2023","60-64","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Scotland","Female","40","35","42000","35000"
"In post","2023","60-64","Project Delivery","Scotland","Male","50","40","46540","42620"
"In post","2023","60-64","Project Delivery","South East (England)","Female","35","30","38280","37520"
