"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Department for Work and Pensions","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Operational Delivery","HEO","100","75","35760","34970"
"In post","2023","65+","Department for Work and Pensions","Operational Delivery","SEO","40","30","52700","44580"
"In post","2023","65+","Department for Work and Pensions","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Other","AO","85","65","22330","21690"
"In post","2023","65+","Department for Work and Pensions","Other","EO","50","35","28810","28120"
"In post","2023","65+","Department for Work and Pensions","Other","HEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Policy","G7","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Policy","HEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Policy","SEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","EO","10","5","28560","28120"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","HEO","20","10","35610","34970"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Project Delivery","SEO","10","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Property","SEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Medicine","G6","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Medicine","SCS level","25","20","125110","119500"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","AO","15","15","23080","22820"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","EO","15","10","28310","28200"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","G7","10","10","53510","53510"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","G6","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","G7","10","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","EO","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","G6","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","G7","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Operational Delivery","EO","30","25","28780","28090"
"In post","2023","65+","Food Standards Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","AO","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G7","30","15","59270","58880"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","G6","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","HEO","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","AO","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","HEO","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Legal","G7","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Operational Delivery","AO","25","20","23780","23390"
"In post","2023","65+","HM Land Registry","Operational Delivery","EO","45","30","28410","28080"
"In post","2023","65+","HM Land Registry","Operational Delivery","HEO","40","20","35040","34850"
"In post","2023","65+","HM Land Registry","Operational Delivery","SEO","10","5","42430","41680"
"In post","2023","65+","HM Land Registry","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","EO","15","10","30790","29730"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","HEO","20","10","38200","36990"
"In post","2023","65+","HM Revenue and Customs","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","EO","10","5","30140","29730"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","HEO","25","15","37800","36990"
"In post","2023","65+","HM Revenue and Customs","Digital, Data and Technology","SEO","15","15","44330","44930"
"In post","2023","65+","HM Revenue and Customs","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","EO","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","HEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Finance","SEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","AO","20","15","23840","22520"
"In post","2023","65+","HM Revenue and Customs","Legal","EO","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","G6","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","AA","70","50","22520","22520"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","AO","555","415","23120","22520"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","EO","200","135","29880","29730"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","G7","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","HEO","60","40","36550","36890"
"In post","2023","65+","HM Revenue and Customs","Operational Delivery","SEO","25","20","44290","44930"
"In post","2023","65+","HM Revenue and Customs","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","G6","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","G7","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","HEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Policy","SEO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","G7","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","HEO","15","10","36060","35010"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Project Delivery","SEO","15","10","44410","44930"
"In post","2023","65+","HM Revenue and Customs","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Property","AO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Property","EO","40","30","29350","27810"
"In post","2023","65+","HM Revenue and Customs","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Property","G7","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Property","HEO","20","15","35600","35020"
"In post","2023","65+","HM Revenue and Customs","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Property","SEO","25","20","48030","47430"
"In post","2023","65+","HM Revenue and Customs","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Tax","AO","25","20","23050","22520"
"In post","2023","65+","HM Revenue and Customs","Tax","EO","115","80","30420","29730"
"In post","2023","65+","HM Revenue and Customs","Tax","G6","20","15","74010","72920"
"In post","2023","65+","HM Revenue and Customs","Tax","G7","35","20","60410","59290"
"In post","2023","65+","HM Revenue and Customs","Tax","HEO","115","80","38070","36990"
"In post","2023","65+","HM Revenue and Customs","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Tax","SEO","55","35","45270","44930"
"In post","2023","65+","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Unknown","EO","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Policy","G7","5","5","[c]","[c]"
"In post","2023","65+","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Digital, Data and Technology","G7","15","15","61940","61790"
"In post","2023","65+","Home Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Digital, Data and Technology","SEO","10","5","[c]","[c]"
"In post","2023","65+","Home Office","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Intelligence Analysis","EO","25","15","29220","29860"
