"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","London","SCS level","SCS level","60","60","91100","83730"
"In post","2023","Security","London","SEO/HEO","HEO","355","350","38120","37850"
"In post","2023","Security","London","SEO/HEO","SEO","280","280","45010","44450"
"In post","2023","Security","Outside London","AA/AO","AA","2315","2250","22550","21380"
"In post","2023","Security","Outside London","AA/AO","AO","2825","2755","33700","33200"
"In post","2023","Security","Outside London","EO","EO","1135","1100","32840","28120"
"In post","2023","Security","Outside London","G6/G7","G6","80","80","69980","68210"
"In post","2023","Security","Outside London","G6/G7","G7","270","265","55430","55110"
"In post","2023","Security","Outside London","SCS level","SCS level","20","20","93760","90550"
"In post","2023","Security","Outside London","SEO/HEO","HEO","915","890","37140","34300"
"In post","2023","Security","Outside London","SEO/HEO","SEO","475","470","43120","41740"
"In post","2023","Security","Outside London","Unknown","Unknown","50","45","38170","35250"
"In post","2023","Security","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","EO","35","35","30750","28840"
"In post","2023","Security","Overseas","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","G7","15","15","54650","54000"
"In post","2023","Security","Overseas","SEO/HEO","HEO","50","50","38380","37170"
"In post","2023","Security","Overseas","SEO/HEO","SEO","40","40","47790","47260"
"In post","2023","Security","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","EO","45","45","25130","24610"
"In post","2023","Security","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","HEO","15","15","35700","35570"
"In post","2023","Security","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","AO","30","30","26930","25610"
"In post","2023","Unknown","London","EO","EO","145","140","30750","32520"
"In post","2023","Unknown","London","G6/G7","G6","155","145","71130","72550"
"In post","2023","Unknown","London","G6/G7","G7","300","285","56370","55290"
"In post","2023","Unknown","London","SCS level","SCS level","85","85","87080","81690"
"In post","2023","Unknown","London","SEO/HEO","HEO","970","960","32660","30170"
"In post","2023","Unknown","London","SEO/HEO","SEO","230","225","43850","43760"
"In post","2023","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","AA","2255","2120","23420","23340"
"In post","2023","Unknown","Outside London","AA/AO","AO","2540","2400","26340","25710"
"In post","2023","Unknown","Outside London","EO","EO","4960","4745","30260","29450"
"In post","2023","Unknown","Outside London","G6/G7","G6","1645","1580","75640","76990"
"In post","2023","Unknown","Outside London","G6/G7","G7","4220","4040","58830","59870"
"In post","2023","Unknown","Outside London","SCS level","SCS level","495","475","91150","85200"
"In post","2023","Unknown","Outside London","SEO/HEO","HEO","5810","5580","36160","36330"
"In post","2023","Unknown","Outside London","SEO/HEO","SEO","5205","5000","46020","46640"
"In post","2023","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","G7","25","25","63340","61990"
"In post","2023","Unknown","Overseas","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","HEO","15","15","38210","36740"
"In post","2023","Unknown","Overseas","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1695","1695","41950","40010"
"Leaver CS","2023","Analysis","London","AA/AO","AA","20","[c]","23170","23500"
"Leaver CS","2023","Analysis","London","AA/AO","AO","60","[c]","23850","23210"
"Leaver CS","2023","Analysis","London","EO","EO","45","[c]","29050","29660"
"Leaver CS","2023","Analysis","London","G6/G7","G6","20","[c]","80360","72970"
"Leaver CS","2023","Analysis","London","G6/G7","G7","60","[c]","56580","55620"
"Leaver CS","2023","Analysis","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SEO/HEO","HEO","110","[c]","33660","33710"
"Leaver CS","2023","Analysis","London","SEO/HEO","SEO","45","[c]","43700","43650"
"Leaver CS","2023","Analysis","Outside London","AA/AO","AA","45","[c]","19690","19280"
"Leaver CS","2023","Analysis","Outside London","AA/AO","AO","80","[c]","20540","19860"
"Leaver CS","2023","Analysis","Outside London","EO","EO","55","[c]","26240","25890"
"Leaver CS","2023","Analysis","Outside London","G6/G7","G6","15","[c]","70680","64310"
"Leaver CS","2023","Analysis","Outside London","G6/G7","G7","80","[c]","51590","49400"
"Leaver CS","2023","Analysis","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","SEO/HEO","HEO","120","[c]","31660","30650"
"Leaver CS","2023","Analysis","Outside London","SEO/HEO","SEO","110","[c]","40210","39890"
"Leaver CS","2023","Analysis","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","EO","15","[c]","29710","30770"
"Leaver CS","2023","Commercial","London","G6/G7","G6","30","[c]","76340","72500"
"Leaver CS","2023","Commercial","London","G6/G7","G7","85","[c]","61880","61130"
"Leaver CS","2023","Commercial","London","SCS level","SCS level","20","[c]","136640","125680"
"Leaver CS","2023","Commercial","London","SEO/HEO","HEO","40","[c]","33900","34020"
"Leaver CS","2023","Commercial","London","SEO/HEO","SEO","35","[c]","42510","42000"
"Leaver CS","2023","Commercial","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA/AO","AO","30","[c]","24510","24420"
"Leaver CS","2023","Commercial","Outside London","EO","EO","55","[c]","26620","26770"
"Leaver CS","2023","Commercial","Outside London","G6/G7","G6","35","[c]","72350","70710"
"Leaver CS","2023","Commercial","Outside London","G6/G7","G7","60","[c]","59840","58790"
"Leaver CS","2023","Commercial","Outside London","SCS level","SCS level","15","[c]","112250","104820"
"Leaver CS","2023","Commercial","Outside London","SEO/HEO","HEO","65","[c]","33750","33460"
"Leaver CS","2023","Commercial","Outside London","SEO/HEO","SEO","115","[c]","41060","41500"
"Leaver CS","2023","Commercial","Outside London","Unknown","Unknown","25","[c]","43340","42620"
"Leaver CS","2023","Commercial","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA/AO","AO","20","[c]","23970","24810"
"Leaver CS","2023","Communications","London","EO","EO","35","[c]","29940","29070"
"Leaver CS","2023","Communications","London","G6/G7","G6","20","[c]","70100","70880"
"Leaver CS","2023","Communications","London","G6/G7","G7","45","[c]","56180","56120"
"Leaver CS","2023","Communications","London","SCS level","SCS level","15","[c]","106530","87770"
"Leaver CS","2023","Communications","London","SEO/HEO","HEO","85","[c]","36480","35650"
"Leaver CS","2023","Communications","London","SEO/HEO","SEO","80","[c]","42800","41930"
"Leaver CS","2023","Communications","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA/AO","AO","15","[c]","21850","22020"
"Leaver CS","2023","Communications","Outside London","EO","EO","25","[c]","26180","26460"
"Leaver CS","2023","Communications","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G6/G7","G7","15","[c]","54150","53760"
"Leaver CS","2023","Communications","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SEO/HEO","HEO","40","[c]","33720","32660"
"Leaver CS","2023","Communications","Outside London","SEO/HEO","SEO","40","[c]","41580","41160"
"Leaver CS","2023","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AA/AO","AO","35","[c]","25320","25610"
"Leaver CS","2023","Counter Fraud","London","EO","EO","70","[c]","31790","31880"
"Leaver CS","2023","Counter Fraud","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G6/G7","G7","25","[c]","57450","56900"
"Leaver CS","2023","Counter Fraud","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SEO/HEO","HEO","50","[c]","36260","36060"
"Leaver CS","2023","Counter Fraud","London","SEO/HEO","SEO","35","[c]","42910","42500"
"Leaver CS","2023","Counter Fraud","Outside London","AA/AO","AO","160","[c]","22170","21690"
"Leaver CS","2023","Counter Fraud","Outside London","EO","EO","330","[c]","28240","28120"
"Leaver CS","2023","Counter Fraud","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO/HEO","HEO","120","[c]","34790","34290"
"Leaver CS","2023","Counter Fraud","Outside London","SEO/HEO","SEO","45","[c]","40640","39570"
"Leaver CS","2023","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AA/AO","AO","700","[c]","21640","21690"
"Leaver CS","2023","Debt","Outside London","EO","EO","60","[c]","28270","28120"
"Leaver CS","2023","Debt","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","AA/AO","AO","10","[c]","23670","24520"
"Leaver CS","2023","Debt","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AA/AO","AO","30","[c]","22070","23120"
"Leaver CS","2023","Digital, Data & Technology","London","EO","EO","75","[c]","28760","29530"
"Leaver CS","2023","Digital, Data & Technology","London","G6/G7","G6","60","[c]","71870","70880"
"Leaver CS","2023","Digital, Data & Technology","London","G6/G7","G7","225","[c]","58660","56430"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","SCS level","25","[c]","103270","92000"
"Leaver CS","2023","Digital, Data & Technology","London","SEO/HEO","HEO","110","[c]","35440","35410"
"Leaver CS","2023","Digital, Data & Technology","London","SEO/HEO","SEO","115","[c]","43650","43210"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA/AO","AA","20","[c]","19650","19080"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA/AO","AO","85","[c]","22020","21690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","EO","260","[c]","27870","27530"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6/G7","G6","105","[c]","69000","67150"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6/G7","G7","310","[c]","55000","54500"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","SCS level","20","[c]","91570","92160"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","HEO","335","[c]","33790","33430"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","SEO","400","[c]","41410","40180"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","AO","15","[c]","24500","25610"
"Leaver CS","2023","Finance","London","EO","EO","35","[c]","28200","29460"
"Leaver CS","2023","Finance","London","G6/G7","G6","30","[c]","70130","71130"
"Leaver CS","2023","Finance","London","G6/G7","G7","40","[c]","56190","55170"
"Leaver CS","2023","Finance","London","SCS level","SCS level","15","[c]","103600","100110"
"Leaver CS","2023","Finance","London","SEO/HEO","HEO","50","[c]","36350","36100"
"Leaver CS","2023","Finance","London","SEO/HEO","SEO","55","[c]","45460","43760"
"Leaver CS","2023","Finance","Outside London","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","AA/AO","AO","130","[c]","22300","21690"
"Leaver CS","2023","Finance","Outside London","EO","EO","115","[c]","26860","26960"
"Leaver CS","2023","Finance","Outside London","G6/G7","G6","25","[c]","69250","68790"
"Leaver CS","2023","Finance","Outside London","G6/G7","G7","80","[c]","56020","56030"
"Leaver CS","2023","Finance","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","HEO","125","[c]","33930","33880"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","SEO","115","[c]","42920","41650"
"Leaver CS","2023","Finance","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","AA/AO","AO","130","[c]","21680","21300"
"Leaver CS","2023","Grants Management","Outside London","EO","EO","50","[c]","25250","25920"
"Leaver CS","2023","Grants Management","Outside London","SEO/HEO","HEO","15","[c]","31040","31050"
"Leaver CS","2023","Grants Management","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","AA/AO","AO","20","[c]","25050","25540"
"Leaver CS","2023","Human Resources","London","EO","EO","50","[c]","27750","28310"
"Leaver CS","2023","Human Resources","London","G6/G7","G6","30","[c]","71310","69800"
"Leaver CS","2023","Human Resources","London","G6/G7","G7","55","[c]","56810","56430"
"Leaver CS","2023","Human Resources","London","SCS level","SCS level","25","[c]","93620","85690"
"Leaver CS","2023","Human Resources","London","SEO/HEO","HEO","50","[c]","35470","35390"
"Leaver CS","2023","Human Resources","London","SEO/HEO","SEO","40","[c]","44150","43750"
"Leaver CS","2023","Human Resources","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","AA","55","[c]","20750","20750"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","AO","315","[c]","21950","22220"
"Leaver CS","2023","Human Resources","Outside London","EO","EO","310","[c]","28050","27470"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","G6","30","[c]","66970","65820"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","G7","80","[c]","54230","53920"
"Leaver CS","2023","Human Resources","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","HEO","225","[c]","34210","34000"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","SEO","120","[c]","42010","41100"
"Leaver CS","2023","Human Resources","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SEO/HEO","HEO","45","[c]","46460","46130"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","HEO","10","[c]","34090","33910"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","SEO","20","[c]","42490","42230"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","AA/AO","AO","60","[c]","23650","24480"
"Leaver CS","2023","Legal","London","EO","EO","80","[c]","28850","28200"
"Leaver CS","2023","Legal","London","G6/G7","G6","90","[c]","70030","68610"
"Leaver CS","2023","Legal","London","G6/G7","G7","145","[c]","55720","53510"
"Leaver CS","2023","Legal","London","SCS level","SCS level","25","[c]","89830","85830"
"Leaver CS","2023","Legal","London","SEO/HEO","HEO","20","[c]","40810","43920"
"Leaver CS","2023","Legal","London","SEO/HEO","SEO","20","[c]","41250","40800"
"Leaver CS","2023","Legal","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","AA/AO","AO","120","[c]","22420","22870"
"Leaver CS","2023","Legal","Outside London","EO","EO","70","[c]","27760","27980"
"Leaver CS","2023","Legal","Outside London","G6/G7","G6","25","[c]","72190","73600"
"Leaver CS","2023","Legal","Outside London","G6/G7","G7","145","[c]","56600","56450"
"Leaver CS","2023","Legal","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","HEO","35","[c]","35090","33840"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","SEO","45","[c]","40320","38760"
"Leaver CS","2023","Legal","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","AA/AO","AA","205","[c]","22410","23000"
"Leaver CS","2023","No function","London","AA/AO","AO","1105","[c]","24880","25480"
"Leaver CS","2023","No function","London","EO","EO","1625","[c]","30450","31060"
"Leaver CS","2023","No function","London","G6/G7","G6","320","[c]","67790","66530"
"Leaver CS","2023","No function","London","G6/G7","G7","790","[c]","56020","54700"
"Leaver CS","2023","No function","London","SCS level","SCS level","225","[c]","95650","85230"
"Leaver CS","2023","No function","London","SEO/HEO","HEO","1015","[c]","34990","34260"
"Leaver CS","2023","No function","London","SEO/HEO","SEO","725","[c]","42280","41800"
"Leaver CS","2023","No function","London","Unknown","Unknown","275","[c]","[c]","[c]"
"Leaver CS","2023","No function","Outside London","AA/AO","AA","1795","[c]","19910","19770"
"Leaver CS","2023","No function","Outside London","AA/AO","AO","10505","[c]","22070","21690"
"Leaver CS","2023","No function","Outside London","EO","EO","6180","[c]","28060","27570"
"Leaver CS","2023","No function","Outside London","G6/G7","G6","275","[c]","72160","67260"
"Leaver CS","2023","No function","Outside London","G6/G7","G7","620","[c]","57220","54000"
"Leaver CS","2023","No function","Outside London","SCS level","SCS level","120","[c]","100630","96320"
"Leaver CS","2023","No function","Outside London","SEO/HEO","HEO","1870","[c]","33980","33490"
"Leaver CS","2023","No function","Outside London","SEO/HEO","SEO","1265","[c]","42490","41510"
"Leaver CS","2023","No function","Outside London","Unknown","Unknown","1685","[c]","34840","23640"
"Leaver CS","2023","No function","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","SEO","10","[c]","47710","47770"
"Leaver CS","2023","No function","Overseas","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","AO","30","[c]","21480","21690"
"Leaver CS","2023","No function","Unknown","EO","EO","40","[c]","29380","28120"
"Leaver CS","2023","No function","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","EO","35","[c]","28100","29530"
"Leaver CS","2023","Project Delivery","London","G6/G7","G6","45","[c]","71060","69680"
"Leaver CS","2023","Project Delivery","London","G6/G7","G7","75","[c]","56260","55980"
"Leaver CS","2023","Project Delivery","London","SCS level","SCS level","20","[c]","100620","91580"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","HEO","85","[c]","35050","34720"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","SEO","55","[c]","42710","42360"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","AO","45","[c]","22370","21840"
"Leaver CS","2023","Project Delivery","Outside London","EO","EO","90","[c]","26060","26050"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","G6","80","[c]","68720","66860"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","G7","150","[c]","52940","52450"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","SCS level","20","[c]","96540","89400"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","HEO","230","[c]","32770","32550"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","SEO","285","[c]","41620","41200"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","Unknown","140","[c]","41270","35790"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","AA","15","[c]","22010","22460"
"Leaver CS","2023","Property","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","EO","20","[c]","29560","29660"
"Leaver CS","2023","Property","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","G6/G7","G7","20","[c]","58300","56440"
"Leaver CS","2023","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","HEO","20","[c]","37030","37060"
"Leaver CS","2023","Property","London","SEO/HEO","SEO","30","[c]","47580","46800"
"Leaver CS","2023","Property","Outside London","AA/AO","AA","65","[c]","19560","19010"
"Leaver CS","2023","Property","Outside London","AA/AO","AO","125","[c]","23010","22520"
"Leaver CS","2023","Property","Outside London","EO","EO","95","[c]","27110","26960"
"Leaver CS","2023","Property","Outside London","G6/G7","G6","20","[c]","67150","67940"
"Leaver CS","2023","Property","Outside London","G6/G7","G7","35","[c]","56550","56880"
"Leaver CS","2023","Property","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","HEO","110","[c]","33780","33830"
"Leaver CS","2023","Property","Outside London","SEO/HEO","SEO","110","[c]","43870","43790"
