"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Analysis","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Unknown","185","[c]","34950","33670"
"Leaver CS","2023","Commercial","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Heterosexual / straight","40","[c]","27510","27140"
"Leaver CS","2023","Commercial","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Heterosexual / straight","60","[c]","60540","59000"
"Leaver CS","2023","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Unknown","140","[c]","67400","66400"
"Leaver CS","2023","Commercial","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Heterosexual / straight","165","[c]","38660","39060"
"Leaver CS","2023","Commercial","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Unknown","55","[c]","36330","35010"
"Leaver CS","2023","Commercial","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Heterosexual / straight","30","[c]","28560","28080"
"Leaver CS","2023","Communications","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Heterosexual / straight","55","[c]","59640","56440"
"Leaver CS","2023","Communications","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Heterosexual / straight","150","[c]","38820","39240"
"Leaver CS","2023","Communications","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Unknown","55","[c]","38120","39730"
"Leaver CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Heterosexual / straight","85","[c]","23090","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Unknown","95","[c]","22550","21690"
"Leaver CS","2023","Counter Fraud","EO","Heterosexual / straight","135","[c]","28580","28120"
"Leaver CS","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Undeclared","30","[c]","28800","28120"
"Leaver CS","2023","Counter Fraud","EO","Unknown","225","[c]","28940","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Heterosexual / straight","60","[c]","37710","36650"
"Leaver CS","2023","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Heterosexual / straight","185","[c]","21750","21690"
"Leaver CS","2023","Debt","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Unknown","525","[c]","21640","21690"
"Leaver CS","2023","Debt","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Heterosexual / straight","85","[c]","21950","21690"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Heterosexual / straight","175","[c]","28190","27710"
"Leaver CS","2023","Digital, Data & Technology","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Unknown","115","[c]","28130","28120"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","Heterosexual / straight","420","[c]","60080","57940"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","LGBO","35","[c]","59130","56430"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","Undeclared","55","[c]","59750","57450"
"Leaver CS","2023","Digital, Data & Technology","G6/G7","Unknown","195","[c]","59300","56820"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","515","[c]","38720","38470"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","LGBO","55","[c]","37610","37590"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","Undeclared","85","[c]","38460","38380"
"Leaver CS","2023","Digital, Data & Technology","SEO/HEO","Unknown","310","[c]","37910","38470"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Heterosexual / straight","50","[c]","22500","21730"
"Leaver CS","2023","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Heterosexual / straight","85","[c]","27490","27470"
"Leaver CS","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Heterosexual / straight","100","[c]","59500","57940"
"Leaver CS","2023","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Unknown","50","[c]","61060","60110"
"Leaver CS","2023","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Heterosexual / straight","215","[c]","38930","38470"
"Leaver CS","2023","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Undeclared","35","[c]","41260","41270"
"Leaver CS","2023","Finance","SEO/HEO","Unknown","95","[c]","38450","38020"
"Leaver CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AA/AO","Heterosexual / straight","35","[c]","21830","21720"
"Leaver CS","2023","Grants Management","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AA/AO","Unknown","85","[c]","21620","21300"
"Leaver CS","2023","Grants Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","Unknown","35","[c]","25350","25920"
"Leaver CS","2023","Grants Management","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Heterosexual / straight","305","[c]","22000","21990"
"Leaver CS","2023","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Undeclared","30","[c]","22120","22220"
"Leaver CS","2023","Human Resources","AA/AO","Unknown","50","[c]","21760","21720"
"Leaver CS","2023","Human Resources","EO","Heterosexual / straight","250","[c]","28200","27570"
"Leaver CS","2023","Human Resources","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Unknown","65","[c]","26960","27300"
"Leaver CS","2023","Human Resources","G6/G7","Heterosexual / straight","130","[c]","59730","57460"
"Leaver CS","2023","Human Resources","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Heterosexual / straight","310","[c]","37790","36540"
"Leaver CS","2023","Human Resources","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Undeclared","35","[c]","38230","36460"
"Leaver CS","2023","Human Resources","SEO/HEO","Unknown","105","[c]","41200","40710"
"Leaver CS","2023","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Heterosexual / straight","130","[c]","22800","22870"
"Leaver CS","2023","Legal","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Heterosexual / straight","105","[c]","28340","27980"
"Leaver CS","2023","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6/G7","Heterosexual / straight","270","[c]","60370","56590"
"Leaver CS","2023","Legal","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6/G7","Unknown","95","[c]","61580","61660"
"Leaver CS","2023","Legal","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","Heterosexual / straight","75","[c]","39580","38760"
"Leaver CS","2023","Legal","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","AA/AO","Heterosexual / straight","7125","[c]","22000","21690"
"Leaver CS","2023","No function","AA/AO","LGBO","600","[c]","21920","21690"
"Leaver CS","2023","No function","AA/AO","Undeclared","855","[c]","22020","21690"
"Leaver CS","2023","No function","AA/AO","Unknown","5065","[c]","22390","21780"
"Leaver CS","2023","No function","EO","Heterosexual / straight","4900","[c]","28570","28120"
"Leaver CS","2023","No function","EO","LGBO","395","[c]","28470","28120"
"Leaver CS","2023","No function","EO","Undeclared","585","[c]","28530","28120"
"Leaver CS","2023","No function","EO","Unknown","1970","[c]","28690","28120"
"Leaver CS","2023","No function","G6/G7","Heterosexual / straight","1210","[c]","60800","57820"
"Leaver CS","2023","No function","G6/G7","LGBO","120","[c]","59360","56070"
"Leaver CS","2023","No function","G6/G7","Undeclared","160","[c]","60530","57980"
"Leaver CS","2023","No function","G6/G7","Unknown","525","[c]","59440","57580"
"Leaver CS","2023","No function","SCS level","Heterosexual / straight","205","[c]","97260","91040"
"Leaver CS","2023","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","SCS level","Unknown","100","[c]","100120","92660"
"Leaver CS","2023","No function","SEO/HEO","Heterosexual / straight","3005","[c]","38060","37260"
"Leaver CS","2023","No function","SEO/HEO","LGBO","255","[c]","36370","35990"
"Leaver CS","2023","No function","SEO/HEO","Undeclared","425","[c]","38640","38160"
"Leaver CS","2023","No function","SEO/HEO","Unknown","1225","[c]","37280","36820"
"Leaver CS","2023","No function","Unknown","Heterosexual / straight","1215","[c]","34930","27420"
"Leaver CS","2023","No function","Unknown","LGBO","125","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Undeclared","110","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","525","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Heterosexual / straight","30","[c]","22490","22500"
"Leaver CS","2023","Project Delivery","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Heterosexual / straight","65","[c]","26990","26950"
"Leaver CS","2023","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6/G7","Heterosexual / straight","200","[c]","60290","57640"
"Leaver CS","2023","Project Delivery","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6/G7","Unknown","115","[c]","56630","52670"
"Leaver CS","2023","Project Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO/HEO","Heterosexual / straight","375","[c]","37910","37880"
"Leaver CS","2023","Project Delivery","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO/HEO","Undeclared","50","[c]","39100","39610"
"Leaver CS","2023","Project Delivery","SEO/HEO","Unknown","205","[c]","36120","35320"
"Leaver CS","2023","Project Delivery","Unknown","Heterosexual / straight","105","[c]","41750","36520"
"Leaver CS","2023","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA/AO","Heterosexual / straight","105","[c]","21560","22040"
"Leaver CS","2023","Property","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA/AO","Unknown","80","[c]","22450","22520"
"Leaver CS","2023","Property","EO","Heterosexual / straight","75","[c]","27410","27000"
"Leaver CS","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","Heterosexual / straight","55","[c]","59900","58250"
"Leaver CS","2023","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","Heterosexual / straight","190","[c]","39430","39330"
"Leaver CS","2023","Property","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","Unknown","60","[c]","40940","42590"
"Leaver CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA/AO","Heterosexual / straight","395","[c]","28150","25000"
"Leaver CS","2023","Security","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA/AO","Undeclared","45","[c]","33120","39070"
"Leaver CS","2023","Security","AA/AO","Unknown","155","[c]","28530","27500"
"Leaver CS","2023","Security","EO","Heterosexual / straight","70","[c]","34800","29800"
"Leaver CS","2023","Security","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","Heterosexual / straight","115","[c]","41000","36460"
"Leaver CS","2023","Security","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Heterosexual / straight","220","[c]","24380","24630"
"Leaver CS","2023","Unknown","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Unknown","235","[c]","23890","23340"
"Leaver CS","2023","Unknown","EO","Heterosexual / straight","235","[c]","28730","29430"
"Leaver CS","2023","Unknown","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Undeclared","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Unknown","150","[c]","27970","29100"
"Leaver CS","2023","Unknown","G6/G7","Heterosexual / straight","350","[c]","65130","65280"
"Leaver CS","2023","Unknown","G6/G7","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Undeclared","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Unknown","160","[c]","63320","62000"
"Leaver CS","2023","Unknown","SCS level","Heterosexual / straight","80","[c]","96080","87600"
"Leaver CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Heterosexual / straight","435","[c]","40380","38520"
"Leaver CS","2023","Unknown","SEO/HEO","LGBO","55","[c]","39500","38330"
"Leaver CS","2023","Unknown","SEO/HEO","Undeclared","130","[c]","41150","41560"
"Leaver CS","2023","Unknown","SEO/HEO","Unknown","310","[c]","38260","38330"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver Dept.","2023","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","Heterosexual / straight","65","[c]","58830","57850"
"Leaver Dept.","2023","Analysis","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
