"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","No function","Female","460","425","36590","32920"
"In post","2023","Undeclared","Unknown","No function","Male","490","460","37490","33520"
"In post","2023","Undeclared","Unknown","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Project Delivery","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Property","Female","35","30","31030","27810"
"In post","2023","Undeclared","Unknown","Property","Male","50","45","40430","35020"
"In post","2023","Undeclared","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Security","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Analysis","Female","95","95","44420","41600"
"In post","2023","Undeclared","White","Analysis","Male","120","120","48440","48540"
"In post","2023","Undeclared","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Commercial","Female","135","125","48020","42820"
"In post","2023","Undeclared","White","Commercial","Male","115","115","52230","44910"
"In post","2023","Undeclared","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Communications","Female","70","65","45380","39720"
"In post","2023","Undeclared","White","Communications","Male","50","50","45320","40190"
"In post","2023","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Counter Fraud","Female","225","205","32710","28130"
"In post","2023","Undeclared","White","Counter Fraud","Male","200","195","34900","32650"
"In post","2023","Undeclared","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Debt","Female","110","95","24780","22520"
"In post","2023","Undeclared","White","Debt","Male","70","70","25140","22520"
"In post","2023","Undeclared","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Digital, Data & Technology","Female","260","250","41430","38470"
"In post","2023","Undeclared","White","Digital, Data & Technology","Male","425","415","43310","40150"
"In post","2023","Undeclared","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Finance","Female","200","180","38960","34470"
"In post","2023","Undeclared","White","Finance","Male","140","135","45060","41140"
"In post","2023","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Grants Management","Female","55","50","24800","22150"
"In post","2023","Undeclared","White","Grants Management","Male","35","35","26100","22150"
"In post","2023","Undeclared","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Human Resources","Female","285","270","39330","35000"
"In post","2023","Undeclared","White","Human Resources","Male","170","165","36460","34170"
"In post","2023","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Legal","Female","105","100","50160","53340"
"In post","2023","Undeclared","White","Legal","Male","65","60","51880","54510"
"In post","2023","Undeclared","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","No function","Female","6095","5460","32710","28120"
"In post","2023","Undeclared","White","No function","Male","5890","5525","35340","32920"
"In post","2023","Undeclared","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Project Delivery","Female","235","220","44280","41230"
"In post","2023","Undeclared","White","Project Delivery","Male","225","220","47110","42620"
"In post","2023","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Property","Female","115","110","36110","33950"
"In post","2023","Undeclared","White","Property","Male","150","145","38990","37680"
"In post","2023","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Security","Female","85","85","35020","33850"
"In post","2023","Undeclared","White","Security","Male","285","275","34060","28480"
"In post","2023","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Female","220","205","40700","38330"
"In post","2023","Undeclared","White","Unknown","Male","125","125","42690","39690"
"In post","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Analysis","Female","70","70","39770","38820"
"In post","2023","Unknown","Asian","Analysis","Male","75","75","38820","35000"
"In post","2023","Unknown","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Commercial","Female","35","35","43660","35410"
"In post","2023","Unknown","Asian","Commercial","Male","30","30","43690","39550"
"In post","2023","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Counter Fraud","Female","60","60","33100","32390"
"In post","2023","Unknown","Asian","Counter Fraud","Male","50","50","32970","32580"
"In post","2023","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Debt","Female","40","35","25480","26920"
"In post","2023","Unknown","Asian","Debt","Male","35","30","25060","26920"
"In post","2023","Unknown","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Female","125","120","41800","38070"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Male","165","160","41480","37590"
"In post","2023","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Finance","Female","65","65","38770","33360"
"In post","2023","Unknown","Asian","Finance","Male","70","70","38890","35040"
"In post","2023","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Human Resources","Female","55","50","35360","33940"
"In post","2023","Unknown","Asian","Human Resources","Male","30","30","37120","34690"
"In post","2023","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Legal","Female","155","145","41190","40800"
"In post","2023","Unknown","Asian","Legal","Male","65","65","40820","36220"
"In post","2023","Unknown","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","No function","Female","1005","950","35460","31060"
"In post","2023","Unknown","Asian","No function","Male","810","790","35320","31190"
"In post","2023","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Project Delivery","Female","155","150","44780","41440"
"In post","2023","Unknown","Asian","Project Delivery","Male","125","120","44380","39890"
"In post","2023","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Male","40","40","33450","28950"
"In post","2023","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Female","115","110","34620","30440"
"In post","2023","Unknown","Asian","Unknown","Male","75","75","37480","30370"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Female","35","35","36880","31310"
"In post","2023","Unknown","Black","Analysis","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data & Technology","Female","50","50","39300","37590"
"In post","2023","Unknown","Black","Digital, Data & Technology","Male","60","60","38410","37420"
"In post","2023","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Female","35","35","41780","38640"
"In post","2023","Unknown","Black","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Female","70","65","34930","28300"
"In post","2023","Unknown","Black","Legal","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","No function","Female","460","445","35390","32510"
"In post","2023","Unknown","Black","No function","Male","265","265","35430","32110"
"In post","2023","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Female","80","80","44210","41330"
"In post","2023","Unknown","Black","Project Delivery","Male","50","45","42460","40240"
"In post","2023","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Property","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Female","10","5","[c]","[c]"
"In post","2023","Unknown","Black","Security","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Female","35","35","34610","32960"
"In post","2023","Unknown","Black","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Female","20","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Male","30","30","39540","35250"
"In post","2023","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Male","40","40","41300","38330"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","Female","35","35","38320","28200"
"In post","2023","Unknown","Mixed","Legal","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","No function","Female","335","315","36840","34030"
"In post","2023","Unknown","Mixed","No function","Male","200","195","41270","36040"
"In post","2023","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Project Delivery","Female","50","45","42250","39980"
"In post","2023","Unknown","Mixed","Project Delivery","Male","30","30","46770","44770"
"In post","2023","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Property","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Property","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Female","55","50","34800","30650"
"In post","2023","Unknown","Mixed","Unknown","Male","40","40","39020","31600"
"In post","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Analysis","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Analysis","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Commercial","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data & Technology","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Legal","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","No function","Female","100","100","40280","35040"
"In post","2023","Unknown","Other ethnicity","No function","Male","70","70","40500","35460"
"In post","2023","Unknown","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Male","20","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Analysis","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Analysis","Male","60","55","47580","49260"
"In post","2023","Unknown","Undeclared","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Commercial","Male","30","30","54440","55730"
"In post","2023","Unknown","Undeclared","Communications","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Communications","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Counter Fraud","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Counter Fraud","Male","55","50","40450","36930"
"In post","2023","Unknown","Undeclared","Debt","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Debt","Male","10","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Digital, Data & Technology","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Digital, Data & Technology","Male","105","105","47950","42510"
"In post","2023","Unknown","Undeclared","Finance","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Finance","Male","50","45","51660","42590"
"In post","2023","Unknown","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Grants Management","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Human Resources","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Legal","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Legal","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","No function","Female","385","355","37110","32820"
"In post","2023","Unknown","Undeclared","No function","Male","635","600","40520","37060"
"In post","2023","Unknown","Undeclared","Project Delivery","Female","55","50","45390","42700"
"In post","2023","Unknown","Undeclared","Project Delivery","Male","80","75","49430","48320"
"In post","2023","Unknown","Undeclared","Property","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Property","Male","30","30","36110","34170"
"In post","2023","Unknown","Undeclared","Security","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Security","Male","50","50","40480","40880"
"In post","2023","Unknown","Undeclared","Unknown","Female","65","60","45050","39890"
"In post","2023","Unknown","Undeclared","Unknown","Male","145","140","45150","45120"
"In post","2023","Unknown","Unknown","Analysis","Female","440","430","40930","37920"
"In post","2023","Unknown","Unknown","Analysis","Male","645","635","42000","38470"
"In post","2023","Unknown","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Commercial","Female","285","280","40640","36000"
"In post","2023","Unknown","Unknown","Commercial","Male","305","305","42970","37440"
"In post","2023","Unknown","Unknown","Communications","Female","380","370","44280","41700"
"In post","2023","Unknown","Unknown","Communications","Male","280","280","45910","41370"
"In post","2023","Unknown","Unknown","Counter Fraud","Female","790","745","33300","32260"
"In post","2023","Unknown","Unknown","Counter Fraud","Male","930","905","34950","32540"
"In post","2023","Unknown","Unknown","Debt","Female","765","690","23820","22520"
"In post","2023","Unknown","Unknown","Debt","Male","665","645","23870","22520"
"In post","2023","Unknown","Unknown","Digital, Data & Technology","Female","995","965","42780","39110"
"In post","2023","Unknown","Unknown","Digital, Data & Technology","Male","2270","2250","43670","39710"
"In post","2023","Unknown","Unknown","Finance","Female","630","585","36850","32260"
"In post","2023","Unknown","Unknown","Finance","Male","615","605","40460","36940"
"In post","2023","Unknown","Unknown","Grants Management","Female","255","220","25990","22150"
"In post","2023","Unknown","Unknown","Grants Management","Male","240","235","26650","22150"
"In post","2023","Unknown","Unknown","Human Resources","Female","820","790","39880","35000"
"In post","2023","Unknown","Unknown","Human Resources","Male","510","505","39010","34400"
"In post","2023","Unknown","Unknown","Internal Audit","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Legal","Female","685","630","48210","49050"
"In post","2023","Unknown","Unknown","Legal","Male","375","365","49320","50000"
"In post","2023","Unknown","Unknown","No function","Female","22575","21060","30870","27190"
"In post","2023","Unknown","Unknown","No function","Male","19970","19365","32050","28130"
"In post","2023","Unknown","Unknown","Project Delivery","Female","985","950","43570","41000"
"In post","2023","Unknown","Unknown","Project Delivery","Male","995","985","46150","42140"
"In post","2023","Unknown","Unknown","Property","Female","510","480","29980","26020"
"In post","2023","Unknown","Unknown","Property","Male","750","740","34220","30370"
"In post","2023","Unknown","Unknown","Security","Female","325","315","33790","29260"
"In post","2023","Unknown","Unknown","Security","Male","1090","1080","33610","28560"
"In post","2023","Unknown","Unknown","Unknown","Female","3100","2945","36570","31940"
"In post","2023","Unknown","Unknown","Unknown","Male","3890","3850","39400","36110"
"In post","2023","Unknown","White","Analysis","Female","565","540","39890","37870"
"In post","2023","Unknown","White","Analysis","Male","610","600","40880","37760"
"In post","2023","Unknown","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Commercial","Female","395","380","40900","35610"
"In post","2023","Unknown","White","Commercial","Male","345","340","46610","39860"
"In post","2023","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Communications","Female","225","220","42680","38800"
"In post","2023","Unknown","White","Communications","Male","130","130","41690","40420"
"In post","2023","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Counter Fraud","Female","275","245","34310","32540"
"In post","2023","Unknown","White","Counter Fraud","Male","295","280","36610","35000"
"In post","2023","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Debt","Female","125","105","26020","22520"
"In post","2023","Unknown","White","Debt","Male","75","70","24800","22520"
"In post","2023","Unknown","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Digital, Data & Technology","Female","640","615","40950","37640"
"In post","2023","Unknown","White","Digital, Data & Technology","Male","1065","1050","42650","39460"
"In post","2023","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Finance","Female","490","455","38910","34190"
"In post","2023","Unknown","White","Finance","Male","350","345","41770","35040"
"In post","2023","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Grants Management","Female","55","50","29020","25920"
"In post","2023","Unknown","White","Grants Management","Male","35","35","29830","25920"
"In post","2023","Unknown","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Human Resources","Female","605","575","37500","33830"
"In post","2023","Unknown","White","Human Resources","Male","405","400","36870","33470"
"In post","2023","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Internal Audit","Female","30","30","41210","39390"
"In post","2023","Unknown","White","Internal Audit","Male","20","20","[c]","[c]"
"In post","2023","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Legal","Female","755","705","41830","40800"
"In post","2023","Unknown","White","Legal","Male","355","345","45910","49050"
"In post","2023","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","No function","Female","8555","7870","34850","30740"
"In post","2023","Unknown","White","No function","Male","7895","7650","37340","34670"
"In post","2023","Unknown","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Project Delivery","Female","1180","1125","43120","39890"
"In post","2023","Unknown","White","Project Delivery","Male","1050","1030","46820","42510"
"In post","2023","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Property","Female","190","180","32690","30130"
