"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Declared non-disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Scottish Government","Female","1815","1705","44560","38330"
"In post","2023","50-59","Declared non-disabled","Scottish Government","Male","1365","1345","47070","39650"
"In post","2023","50-59","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","The National Archives","Female","40","35","40300","34970"
"In post","2023","50-59","Declared non-disabled","The National Archives","Male","45","40","42950","45900"
"In post","2023","50-59","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","UK Export Finance","Female","35","35","51720","48000"
"In post","2023","50-59","Declared non-disabled","UK Export Finance","Male","65","65","67010","57000"
"In post","2023","50-59","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","UK Statistics Authority","Female","435","375","35230","31060"
"In post","2023","50-59","Declared non-disabled","UK Statistics Authority","Male","310","280","39850","34370"
"In post","2023","50-59","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Water Services Regulation Authority","Female","25","25","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Water Services Regulation Authority","Male","25","25","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Welsh Government","Female","890","840","46160","43660"
"In post","2023","50-59","Declared non-disabled","Welsh Government","Male","605","600","50660","49370"
"In post","2023","50-59","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Attorney General's Departments","Female","35","35","51820","53500"
"In post","2023","50-59","Undeclared","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Cabinet Office","Female","45","40","52140","51290"
"In post","2023","50-59","Undeclared","Cabinet Office","Male","50","50","63520","58970"
"In post","2023","50-59","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","Female","45","45","40080","35190"
"In post","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","Male","60","60","52450","54920"
"In post","2023","50-59","Undeclared","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Education","Female","40","40","44720","38380"
"In post","2023","50-59","Undeclared","Department for Education","Male","50","50","46630","43860"
"In post","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","Female","105","100","34640","30320"
"In post","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","Male","105","105","35820","31830"
"In post","2023","50-59","Undeclared","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Levelling Up, Housing and Communities","Female","20","20","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Levelling Up, Housing and Communities","Male","25","25","[c]","[c]"
"In post","2023","50-59","Undeclared","Department for Transport","Female","110","100","30530","27070"
"In post","2023","50-59","Undeclared","Department for Transport","Male","200","195","35530","31490"
"In post","2023","50-59","Undeclared","Department for Work and Pensions","Female","705","630","28850","28120"
"In post","2023","50-59","Undeclared","Department for Work and Pensions","Male","515","500","33780","28120"
"In post","2023","50-59","Undeclared","Department of Health and Social Care","Female","325","305","53180","48530"
"In post","2023","50-59","Undeclared","Department of Health and Social Care","Male","190","190","59770","53630"
"In post","2023","50-59","Undeclared","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Food Standards Agency","Female","25","20","[c]","[c]"
"In post","2023","50-59","Undeclared","Food Standards Agency","Male","40","40","38920","35730"
"In post","2023","50-59","Undeclared","Foreign, Commonwealth and Development Office","Female","45","40","46900","40650"
"In post","2023","50-59","Undeclared","Foreign, Commonwealth and Development Office","Male","60","60","57470","54960"
"In post","2023","50-59","Undeclared","HM Land Registry","Female","60","55","34670","34850"
"In post","2023","50-59","Undeclared","HM Land Registry","Male","65","60","36680","34850"
"In post","2023","50-59","Undeclared","HM Revenue and Customs","Female","535","480","35570","34370"
"In post","2023","50-59","Undeclared","HM Revenue and Customs","Male","690","670","40380","35020"
"In post","2023","50-59","Undeclared","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","HM Treasury","Male","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Home Office","Female","275","250","32180","29010"
"In post","2023","50-59","Undeclared","Home Office","Male","380","370","35080","31950"
"In post","2023","50-59","Undeclared","Ministry of Defence","Female","530","510","34320","32500"
"In post","2023","50-59","Undeclared","Ministry of Defence","Male","965","955","37540","34680"
"In post","2023","50-59","Undeclared","Ministry of Justice","Female","1215","1125","32170","29050"
"In post","2023","50-59","Undeclared","Ministry of Justice","Male","1765","1675","35580","32920"
"In post","2023","50-59","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Rail and Road","Female","25","25","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of Rail and Road","Male","45","45","65920","64240"
"In post","2023","50-59","Undeclared","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Scottish Government","Female","65","60","38060","33520"
"In post","2023","50-59","Undeclared","Scottish Government","Male","50","50","45090","42590"
"In post","2023","50-59","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Statistics Authority","Female","20","15","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Statistics Authority","Male","20","15","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Welsh Government","Female","30","30","46890","49370"
"In post","2023","50-59","Undeclared","Welsh Government","Male","40","40","47120","49370"
"In post","2023","50-59","Unknown","Attorney General's Departments","Female","260","240","51660","54100"
"In post","2023","50-59","Unknown","Attorney General's Departments","Male","140","135","54000","54100"
"In post","2023","50-59","Unknown","Cabinet Office","Female","125","115","51680","43000"
"In post","2023","50-59","Unknown","Cabinet Office","Male","140","135","64300","56000"
"In post","2023","50-59","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Charity Commission","Female","30","30","34020","30170"
"In post","2023","50-59","Unknown","Charity Commission","Male","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Female","180","170","36470","32560"
"In post","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Male","195","190","42080","38420"
"In post","2023","50-59","Unknown","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Education","Female","95","90","40090","37590"
"In post","2023","50-59","Unknown","Department for Education","Male","85","80","52290","51360"
"In post","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","Female","135","125","35170","30320"
"In post","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","Male","155","155","36340","30320"
"In post","2023","50-59","Unknown","Department for International Trade","Female","65","65","51420","46630"
"In post","2023","50-59","Unknown","Department for International Trade","Male","85","85","56480","54400"
"In post","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","Female","30","30","46090","39630"
"In post","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","Male","35","35","56320","52160"
"In post","2023","50-59","Unknown","Department for Transport","Female","195","185","29700","26780"
"In post","2023","50-59","Unknown","Department for Transport","Male","355","345","32870","27490"
"In post","2023","50-59","Unknown","Department for Work and Pensions","Female","300","275","30020","28120"
"In post","2023","50-59","Unknown","Department for Work and Pensions","Male","195","190","36840","28120"
"In post","2023","50-59","Unknown","Department of Health and Social Care","Female","415","395","53090","50830"
"In post","2023","50-59","Unknown","Department of Health and Social Care","Male","255","255","58880","54540"
"In post","2023","50-59","Unknown","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","Female","275","265","52420","54330"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","Male","285","285","59160","60030"
"In post","2023","50-59","Unknown","HM Land Registry","Female","160","150","28060","23390"
"In post","2023","50-59","Unknown","HM Land Registry","Male","90","90","34050","28080"
"In post","2023","50-59","Unknown","HM Revenue and Customs","Female","2220","1940","31320","27890"
"In post","2023","50-59","Unknown","HM Revenue and Customs","Male","1800","1745","35510","32260"
"In post","2023","50-59","Unknown","HM Treasury","Female","15","10","[c]","[c]"
"In post","2023","50-59","Unknown","HM Treasury","Male","35","35","63620","60280"
"In post","2023","50-59","Unknown","Home Office","Female","910","850","29830","25880"
"In post","2023","50-59","Unknown","Home Office","Male","965","895","33290","27170"
"In post","2023","50-59","Unknown","Ministry of Defence","Female","985","935","35380","29570"
"In post","2023","50-59","Unknown","Ministry of Defence","Male","2360","2340","40010","38280"
"In post","2023","50-59","Unknown","Ministry of Justice","Female","750","690","29570","26840"
"In post","2023","50-59","Unknown","Ministry of Justice","Male","640","605","30660","28880"
"In post","2023","50-59","Unknown","National Crime Agency","Female","300","290","41020","38640"
"In post","2023","50-59","Unknown","National Crime Agency","Male","680","675","46510","44150"
"In post","2023","50-59","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","Female","35","35","52650","52750"
"In post","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland","Male","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Government","Female","1305","1220","39640","32510"
"In post","2023","50-59","Unknown","Scottish Government","Male","1635","1580","40720","37060"
"In post","2023","50-59","Unknown","The National Archives","Female","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","The National Archives","Male","35","35","41400","36370"
"In post","2023","50-59","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","UK Statistics Authority","Female","180","150","28970","24280"
"In post","2023","50-59","Unknown","UK Statistics Authority","Male","130","115","36060","29380"
"In post","2023","50-59","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Welsh Government","Female","35","30","45520","39690"
"In post","2023","50-59","Unknown","Welsh Government","Male","40","40","51930","49370"
"In post","2023","60-64","Declared disabled","Attorney General's Departments","Female","70","55","46020","54100"
"In post","2023","60-64","Declared disabled","Attorney General's Departments","Male","45","40","49850","55440"
"In post","2023","60-64","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Cabinet Office","Female","40","35","42800","39350"
"In post","2023","60-64","Declared disabled","Cabinet Office","Male","30","30","53900","52770"
"In post","2023","60-64","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","65","50","35180","32710"
"In post","2023","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","35","30","37510","35500"
"In post","2023","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Education","Female","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Education","Male","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Environment, Food and Rural Affairs","Female","75","65","29710","26850"
"In post","2023","60-64","Declared disabled","Department for Environment, Food and Rural Affairs","Male","55","50","36960","30640"
"In post","2023","60-64","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Levelling Up, Housing and Communities","Male","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Transport","Female","110","80","26080","22500"
"In post","2023","60-64","Declared disabled","Department for Transport","Male","105","90","32210","27450"
"In post","2023","60-64","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department for Work and Pensions","Female","1830","1375","27750","28120"
"In post","2023","60-64","Declared disabled","Department for Work and Pensions","Male","750","620","28720","28120"
"In post","2023","60-64","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department of Health and Social Care","Female","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Foreign, Commonwealth and Development Office","Female","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Foreign, Commonwealth and Development Office","Male","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","HM Land Registry","Female","45","35","31950","28080"
"In post","2023","60-64","Declared disabled","HM Land Registry","Male","35","25","32770","34850"
"In post","2023","60-64","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","HM Revenue and Customs","Female","500","385","31030","28130"
"In post","2023","60-64","Declared disabled","HM Revenue and Customs","Male","320","265","35480","29730"
"In post","2023","60-64","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","HM Treasury","Male","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Home Office","Female","185","155","30630","26780"
"In post","2023","60-64","Declared disabled","Home Office","Male","130","110","33740","30000"
"In post","2023","60-64","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Ministry of Defence","Female","240","215","30130","26900"
"In post","2023","60-64","Declared disabled","Ministry of Defence","Male","460","425","36810","34300"
"In post","2023","60-64","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Ministry of Justice","Female","795","680","28690","25830"
"In post","2023","60-64","Declared disabled","Ministry of Justice","Male","565","465","31650","29660"
"In post","2023","60-64","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","National Crime Agency","Male","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Scottish Government","Female","60","55","34980","29450"
"In post","2023","60-64","Declared disabled","Scottish Government","Male","95","75","39970","37060"
"In post","2023","60-64","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Statistics Authority","Female","40","30","26690","21200"
"In post","2023","60-64","Declared disabled","UK Statistics Authority","Male","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Welsh Government","Female","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Welsh Government","Male","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Attorney General's Departments","Female","250","210","43660","33330"
"In post","2023","60-64","Declared non-disabled","Attorney General's Departments","Male","185","165","56440","60080"
"In post","2023","60-64","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Cabinet Office","Female","100","90","48230","40500"
"In post","2023","60-64","Declared non-disabled","Cabinet Office","Male","130","120","61460","56430"
"In post","2023","60-64","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Charity Commission","Female","15","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Charity Commission","Male","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Competition and Markets Authority","Male","15","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","260","225","36980","32440"
