"Status","Year","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Vehicle Certification Agency","HEO","Female","15","15","[c]","[c]"
"In post","2023","Vehicle Certification Agency","HEO","Male","50","50","39640","37880"
"In post","2023","Vehicle Certification Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO","Female","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO","Male","30","30","48050","46490"
"In post","2023","Veterinary Medicines Directorate","AO","Female","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","AO","Male","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","EO","Female","15","15","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","EO","Male","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","G6","Female","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","G6","Male","10","10","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","G7","Female","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","G7","Male","25","25","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","HEO","Female","15","15","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","HEO","Male","10","10","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SEO","Female","25","25","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SEO","Male","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Female","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6","Female","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G7","Female","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G7","Male","30","30","73730","74500"
"In post","2023","Water Services Regulation Authority","HEO","Female","50","50","42720","42340"
"In post","2023","Water Services Regulation Authority","HEO","Male","45","45","42660","42500"
"In post","2023","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO","Female","20","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO","Male","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","AO","Female","520","465","25100","25620"
"In post","2023","Welsh Government (excl. agencies)","AO","Male","315","300","25160","25620"
"In post","2023","Welsh Government (excl. agencies)","EO","Female","615","570","29810","30610"
"In post","2023","Welsh Government (excl. agencies)","EO","Male","450","435","29930","30610"
"In post","2023","Welsh Government (excl. agencies)","G6","Female","105","100","74550","76990"
"In post","2023","Welsh Government (excl. agencies)","G6","Male","120","115","75390","76990"
"In post","2023","Welsh Government (excl. agencies)","G7","Female","520","490","61770","63900"
"In post","2023","Welsh Government (excl. agencies)","G7","Male","410","400","62280","63900"
"In post","2023","Welsh Government (excl. agencies)","HEO","Female","955","880","38470","39690"
"In post","2023","Welsh Government (excl. agencies)","HEO","Male","505","490","38400","39690"
"In post","2023","Welsh Government (excl. agencies)","SCS level","Female","80","80","86960","81600"
"In post","2023","Welsh Government (excl. agencies)","SCS level","Male","110","105","92530","83390"
"In post","2023","Welsh Government (excl. agencies)","SEO","Female","770","725","47760","49370"
"In post","2023","Welsh Government (excl. agencies)","SEO","Male","500","490","47740","49370"
"In post","2023","Welsh Revenue Authority","AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","AO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G7","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G7","Male","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","HEO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","HEO","Male","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO","Male","10","10","[c]","[c]"
"In post","2023","Wilton Park","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","AO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","AO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","EO","Female","25","20","[c]","[c]"
"In post","2023","Wilton Park","EO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","G7","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","G7","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","HEO","Female","15","15","[c]","[c]"
"In post","2023","Wilton Park","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SEO","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","AO","Female","65","[c]","22820","22150"
"Leaver CS","2023","Animal and Plant Health Agency","AO","Male","40","[c]","22850","22150"
"Leaver CS","2023","Animal and Plant Health Agency","EO","Female","50","[c]","26920","25920"
"Leaver CS","2023","Animal and Plant Health Agency","EO","Male","35","[c]","26630","26080"
"Leaver CS","2023","Animal and Plant Health Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AO","Female","55","[c]","20600","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AO","Male","45","[c]","20150","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","Female","60","[c]","26870","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","Male","40","[c]","26780","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6","Female","40","[c]","66350","66530"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6","Male","35","[c]","67670","66610"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G7","Female","85","[c]","55110","55790"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G7","Male","105","[c]","55760","56430"
"Leaver CS","2023","Cabinet Office (excl. agencies)","HEO","Female","90","[c]","34630","34550"
"Leaver CS","2023","Cabinet Office (excl. agencies)","HEO","Male","55","[c]","34850","34550"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","Male","35","[c]","104380","91900"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO","Female","65","[c]","40540","40730"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO","Male","35","[c]","42070","41870"
"Leaver CS","2023","Central Civil Service Fast Stream","HEO","Female","65","[c]","30480","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","HEO","Male","50","[c]","30680","30130"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","AO","Female","50","[c]","24030","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","AO","Female","115","[c]","22790","22870"
"Leaver CS","2023","Crown Prosecution Service","AO","Male","50","[c]","22920","22870"
"Leaver CS","2023","Crown Prosecution Service","EO","Female","55","[c]","28540","28540"
"Leaver CS","2023","Crown Prosecution Service","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","G7","Female","90","[c]","56880","56450"
"Leaver CS","2023","Crown Prosecution Service","G7","Male","60","[c]","58380","56450"
"Leaver CS","2023","Crown Prosecution Service","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","AO","Female","85","[c]","22320","21320"
"Leaver CS","2023","Defence Equipment and Support","AO","Male","130","[c]","23110","21900"
"Leaver CS","2023","Defence Equipment and Support","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","EO","Male","65","[c]","28710","28300"
"Leaver CS","2023","Defence Equipment and Support","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","G7","Male","60","[c]","57690","57090"
"Leaver CS","2023","Defence Equipment and Support","HEO","Female","75","[c]","32690","32550"
"Leaver CS","2023","Defence Equipment and Support","HEO","Male","175","[c]","33780","32960"
"Leaver CS","2023","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","SEO","Female","55","[c]","42200","42260"
"Leaver CS","2023","Defence Equipment and Support","SEO","Male","200","[c]","43570","43180"
"Leaver CS","2023","Defence Science and Technology Laboratory","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","AA","Male","30","[c]","19250","19280"
"Leaver CS","2023","Defence Science and Technology Laboratory","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","G7","Female","35","[c]","49660","49260"
"Leaver CS","2023","Defence Science and Technology Laboratory","G7","Male","70","[c]","50380","49260"
"Leaver CS","2023","Defence Science and Technology Laboratory","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","HEO","Male","55","[c]","30330","30650"
"Leaver CS","2023","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","SEO","Male","55","[c]","40440","39890"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Male","40","[c]","66530","64990"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Female","75","[c]","53610","53380"
