"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","London","AA/AO","1860","1725","27870","26400"
"In post","2023","Black","Operational Delivery","London","EO","2155","2040","31800","32520"
"In post","2023","Black","Operational Delivery","London","G6/G7","110","110","61000","59290"
"In post","2023","Black","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Operational Delivery","London","SEO/HEO","765","750","39750","39150"
"In post","2023","Black","Operational Delivery","London","Unknown","690","665","34520","33050"
"In post","2023","Black","Operational Delivery","Outside London","AA/AO","1750","1625","24380","22520"
"In post","2023","Black","Operational Delivery","Outside London","EO","1405","1320","28590","28120"
"In post","2023","Black","Operational Delivery","Outside London","G6/G7","50","45","55880","53380"
"In post","2023","Black","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Operational Delivery","Outside London","SEO/HEO","460","445","37240","34700"
"In post","2023","Black","Operational Delivery","Outside London","Unknown","615","580","29140","26840"
"In post","2023","Black","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Black","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Other","London","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Other","London","EO","85","80","30750","30340"
"In post","2023","Black","Other","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","London","SEO/HEO","75","70","39660","39150"
"In post","2023","Black","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Outside London","AA/AO","85","80","21690","21690"
"In post","2023","Black","Other","Outside London","EO","30","30","28240","28120"
"In post","2023","Black","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","London","AA/AO","35","35","26320","25480"
"In post","2023","Black","Policy","London","EO","175","175","30310","30120"
"In post","2023","Black","Policy","London","G6/G7","260","260","58940","56040"
"In post","2023","Black","Policy","London","SCS level","25","25","[c]","[c]"
"In post","2023","Black","Policy","London","SEO/HEO","505","500","39380","40070"
"In post","2023","Black","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Policy","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","Policy","Outside London","G6/G7","35","35","52970","51810"
"In post","2023","Black","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Outside London","SEO/HEO","100","100","35220","35600"
"In post","2023","Black","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Policy","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","London","EO","50","50","31020","30560"
"In post","2023","Black","Project Delivery","London","G6/G7","140","140","61090","59290"
"In post","2023","Black","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","London","SEO/HEO","225","220","40080","39790"
"In post","2023","Black","Project Delivery","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Black","Project Delivery","Outside London","G6/G7","35","35","56380","55780"
"In post","2023","Black","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Outside London","SEO/HEO","185","180","37320","37680"
"In post","2023","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Property","London","EO","20","20","[c]","[c]"
"In post","2023","Black","Property","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","London","SEO/HEO","50","50","41650","39790"
"In post","2023","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Outside London","AA/AO","15","10","[c]","[c]"
"In post","2023","Black","Property","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","Property","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","London","EO","10","10","[c]","[c]"
"In post","2023","Black","Science and Engineering","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","London","SEO/HEO","45","45","39100","40880"
"In post","2023","Black","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Science and Engineering","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Black","Science and Engineering","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Outside London","SEO/HEO","80","80","38300","37520"
"In post","2023","Black","Science and Engineering","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","London","AA/AO","40","40","26630","24380"
"In post","2023","Black","Security","London","EO","15","15","[c]","[c]"
"In post","2023","Black","Security","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","London","SEO/HEO","40","40","41490","43000"
"In post","2023","Black","Security","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Security","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","London","EO","15","15","[c]","[c]"
"In post","2023","Black","Statistics","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Statistics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Tax","London","EO","75","75","32900","32540"
"In post","2023","Black","Tax","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","London","SEO/HEO","155","155","41470","39790"
"In post","2023","Black","Tax","Outside London","AA/AO","65","60","22520","22520"
"In post","2023","Black","Tax","Outside London","EO","110","110","28130","28010"
"In post","2023","Black","Tax","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","Outside London","SEO/HEO","110","110","36350","35000"
"In post","2023","Black","Unknown","London","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Unknown","London","EO","100","95","30360","30740"
"In post","2023","Black","Unknown","London","G6/G7","75","75","62250","61460"
"In post","2023","Black","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","London","SEO/HEO","175","175","39010","39450"
"In post","2023","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Outside London","AA/AO","45","45","23050","22520"
"In post","2023","Black","Unknown","Outside London","EO","55","55","28220","28130"
"In post","2023","Black","Unknown","Outside London","G6/G7","30","30","58120","54870"
"In post","2023","Black","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Outside London","SEO/HEO","120","120","37890","35000"
"In post","2023","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Outside London","SEO/HEO","45","40","37530","37300"
"In post","2023","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Communications","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","London","SEO/HEO","40","40","40030","40270"
"In post","2023","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","London","EO","35","35","32280","32520"
"In post","2023","Mixed","Counter Fraud","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Outside London","AA/AO","20","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Outside London","EO","75","70","28550","28120"
"In post","2023","Mixed","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","London","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","London","G6/G7","70","70","60570","58380"
"In post","2023","Mixed","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","London","SEO/HEO","70","70","39970","39330"
"In post","2023","Mixed","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","EO","35","35","27770","27610"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","G6/G7","60","60","56180","54320"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","SEO/HEO","110","110","37230","36040"
"In post","2023","Mixed","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Mixed","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Mixed","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Economics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","London","G6/G7","35","35","64020","65000"
"In post","2023","Mixed","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","SEO/HEO","35","30","40170","40880"
"In post","2023","Mixed","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Outside London","AA/AO","20","15","[c]","[c]"
