"Status","Year","Age","Disability","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Unknown","Asian","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Asian","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","AA","345","[c]","21480","22180"
"Leaver CS","2023","20-29","Unknown","Unknown","AO","1500","[c]","22810","21840"
"Leaver CS","2023","20-29","Unknown","Unknown","EO","580","[c]","27480","27680"
"Leaver CS","2023","20-29","Unknown","Unknown","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","G7","80","[c]","55460","54700"
"Leaver CS","2023","20-29","Unknown","Unknown","HEO","465","[c]","32330","32790"
"Leaver CS","2023","20-29","Unknown","Unknown","SEO","150","[c]","41490","41750"
"Leaver CS","2023","20-29","Unknown","Unknown","Unknown","230","[c]","27170","28980"
"Leaver CS","2023","20-29","Unknown","White","AA","65","[c]","21390","19280"
"Leaver CS","2023","20-29","Unknown","White","AO","185","[c]","23100","22400"
"Leaver CS","2023","20-29","Unknown","White","EO","155","[c]","28990","27840"
"Leaver CS","2023","20-29","Unknown","White","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","White","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","White","HEO","135","[c]","32400","30650"
"Leaver CS","2023","20-29","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","White","SEO","80","[c]","40410","39890"
"Leaver CS","2023","20-29","Unknown","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","White","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","White","AO","170","[c]","22410","21780"
"Leaver CS","2023","30-39","Declared disabled","White","EO","130","[c]","27910","27570"
"Leaver CS","2023","30-39","Declared disabled","White","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","White","G7","50","[c]","55230","54700"
"Leaver CS","2023","30-39","Declared disabled","White","HEO","60","[c]","33920","33400"
"Leaver CS","2023","30-39","Declared disabled","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","White","SEO","60","[c]","41000","40630"
"Leaver CS","2023","30-39","Declared disabled","White","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","AO","145","[c]","22760","21780"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","EO","150","[c]","29040","28120"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","G7","70","[c]","55390","54080"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","HEO","80","[c]","34860","34090"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","SEO","70","[c]","42530","41970"
"Leaver CS","2023","30-39","Declared non-disabled","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Black","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Black","AO","85","[c]","22630","21840"
"Leaver CS","2023","30-39","Declared non-disabled","Black","EO","135","[c]","29530","29890"
"Leaver CS","2023","30-39","Declared non-disabled","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Black","G7","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Black","HEO","75","[c]","34790","34550"
"Leaver CS","2023","30-39","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Black","SEO","60","[c]","41690","41280"
"Leaver CS","2023","30-39","Declared non-disabled","Black","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","AO","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","EO","40","[c]","28600","28120"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","SEO","35","[c]","42830","42490"
"Leaver CS","2023","30-39","Declared non-disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","AO","60","[c]","22360","21690"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","White","AA","160","[c]","20740","19930"
"Leaver CS","2023","30-39","Declared non-disabled","White","AO","1055","[c]","22750","21780"
"Leaver CS","2023","30-39","Declared non-disabled","White","EO","715","[c]","28040","27570"
"Leaver CS","2023","30-39","Declared non-disabled","White","G6","145","[c]","68270","66560"
"Leaver CS","2023","30-39","Declared non-disabled","White","G7","450","[c]","54750","54090"
"Leaver CS","2023","30-39","Declared non-disabled","White","HEO","485","[c]","34000","33440"
"Leaver CS","2023","30-39","Declared non-disabled","White","SCS level","40","[c]","79690","76750"
"Leaver CS","2023","30-39","Declared non-disabled","White","SEO","500","[c]","41610","41280"
"Leaver CS","2023","30-39","Declared non-disabled","White","Unknown","180","[c]","38090","40970"
"Leaver CS","2023","30-39","Undeclared","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","AO","65","[c]","22680","21780"
"Leaver CS","2023","30-39","Undeclared","White","EO","40","[c]","27620","27570"
"Leaver CS","2023","30-39","Undeclared","White","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","White","SEO","35","[c]","41330","41500"
"Leaver CS","2023","30-39","Undeclared","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","AA","135","[c]","22420","22180"
"Leaver CS","2023","30-39","Unknown","Unknown","AO","700","[c]","23390","22400"
"Leaver CS","2023","30-39","Unknown","Unknown","EO","355","[c]","28850","28120"
"Leaver CS","2023","30-39","Unknown","Unknown","G6","70","[c]","68570","66250"
"Leaver CS","2023","30-39","Unknown","Unknown","G7","225","[c]","56930","55070"
"Leaver CS","2023","30-39","Unknown","Unknown","HEO","235","[c]","34890","34250"
"Leaver CS","2023","30-39","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","SEO","195","[c]","41220","40650"
"Leaver CS","2023","30-39","Unknown","Unknown","Unknown","155","[c]","39240","38090"
"Leaver CS","2023","30-39","Unknown","White","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","White","AO","95","[c]","24320","22600"
"Leaver CS","2023","30-39","Unknown","White","EO","95","[c]","29770","28080"
"Leaver CS","2023","30-39","Unknown","White","G6","35","[c]","68660","67610"
"Leaver CS","2023","30-39","Unknown","White","G7","115","[c]","53640","53100"
"Leaver CS","2023","30-39","Unknown","White","HEO","80","[c]","35510","34280"
"Leaver CS","2023","30-39","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","White","SEO","100","[c]","41260","40120"
"Leaver CS","2023","30-39","Unknown","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Asian","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Asian","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Asian","G6","[c]","[c]","[c]","[c]"
