"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Outside London","SEO/HEO","Undeclared","840","805","37990","37690"
"In post","2023","Unknown","Outside London","SEO/HEO","Unknown","11940","11565","37320","35000"
"In post","2023","Unknown","Outside London","Unknown","Heterosexual / straight","365","345","34020","29050"
"In post","2023","Unknown","Outside London","Unknown","LGBO","35","30","28440","25300"
"In post","2023","Unknown","Outside London","Unknown","Undeclared","35","30","37480","30810"
"In post","2023","Unknown","Outside London","Unknown","Unknown","2800","2540","27580","25300"
"In post","2023","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Heterosexual / straight","290","290","62250","59770"
"In post","2023","Unknown","Overseas","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Unknown","295","290","60560","57900"
"In post","2023","Unknown","Overseas","SCS level","Heterosexual / straight","40","40","85020","77290"
"In post","2023","Unknown","Overseas","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Unknown","35","35","83440","77410"
"In post","2023","Unknown","Overseas","SEO/HEO","Heterosexual / straight","140","140","44820","41880"
"In post","2023","Unknown","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Unknown","300","300","49170","47440"
"In post","2023","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","Unknown","50","45","23340","22400"
"In post","2023","Unknown","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Unknown","75","65","27270","25750"
"In post","2023","Unknown","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Heterosexual / straight","35","35","46880","47380"
"In post","2023","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Unknown","45","45","41890","41480"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1705","1700","41910","39970"
"Leaver CS","2023","Declared disabled","London","AA/AO","Heterosexual / straight","105","[c]","24220","24480"
"Leaver CS","2023","Declared disabled","London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","EO","Heterosexual / straight","155","[c]","30560","31060"
"Leaver CS","2023","Declared disabled","London","EO","LGBO","35","[c]","30860","31060"
"Leaver CS","2023","Declared disabled","London","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","G6/G7","Heterosexual / straight","120","[c]","60930","58150"
"Leaver CS","2023","Declared disabled","London","G6/G7","LGBO","35","[c]","60800","59640"
"Leaver CS","2023","Declared disabled","London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Heterosexual / straight","145","[c]","39060","38160"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","LGBO","45","[c]","36640","36330"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Heterosexual / straight","1130","[c]","22140","21690"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","LGBO","165","[c]","21620","21690"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Undeclared","155","[c]","22080","21690"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Unknown","305","[c]","22990","21690"
"Leaver CS","2023","Declared disabled","Outside London","EO","Heterosexual / straight","810","[c]","28030","28120"
"Leaver CS","2023","Declared disabled","Outside London","EO","LGBO","100","[c]","27200","27570"
"Leaver CS","2023","Declared disabled","Outside London","EO","Undeclared","95","[c]","28330","28120"
"Leaver CS","2023","Declared disabled","Outside London","EO","Unknown","140","[c]","30230","28120"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Heterosexual / straight","135","[c]","60500","59520"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","460","[c]","37590","36050"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","LGBO","60","[c]","34960","33710"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Undeclared","55","[c]","38600","37680"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Unknown","110","[c]","38530","37730"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Heterosexual / straight","235","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Heterosexual / straight","670","[c]","24600","25110"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Undeclared","60","[c]","24450","25480"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Unknown","95","[c]","24650","25480"
"Leaver CS","2023","Declared non-disabled","London","EO","Heterosexual / straight","1000","[c]","30100","31060"
"Leaver CS","2023","Declared non-disabled","London","EO","LGBO","80","[c]","29650","30220"
"Leaver CS","2023","Declared non-disabled","London","EO","Undeclared","90","[c]","30310","30500"
"Leaver CS","2023","Declared non-disabled","London","EO","Unknown","110","[c]","30910","31880"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Heterosexual / straight","1090","[c]","60220","57540"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","LGBO","120","[c]","59260","56430"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Undeclared","95","[c]","62050","60320"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Unknown","135","[c]","62880","60640"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Heterosexual / straight","225","[c]","98270","89000"
"Leaver CS","2023","Declared non-disabled","London","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","1295","[c]","39030","39000"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","LGBO","135","[c]","38000","36930"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Undeclared","140","[c]","38300","38720"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Unknown","180","[c]","40860","40060"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","5930","[c]","22160","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","LGBO","415","[c]","21870","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Undeclared","505","[c]","21990","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Unknown","1750","[c]","22190","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Heterosexual / straight","3540","[c]","27900","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","LGBO","220","[c]","27620","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Undeclared","345","[c]","28060","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Unknown","855","[c]","28010","28120"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","1125","[c]","61170","58790"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","LGBO","60","[c]","59770","56610"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Undeclared","85","[c]","60860","59550"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Unknown","260","[c]","60310","59690"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","100","[c]","102760","99430"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","2950","[c]","38090","37420"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","LGBO","175","[c]","36650","34730"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Undeclared","295","[c]","39090","38470"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Unknown","715","[c]","38480","37940"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","855","[c]","40370","33990"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","LGBO","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","EO","Heterosexual / straight","45","[c]","29770","30130"
"Leaver CS","2023","Undeclared","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","EO","Undeclared","35","[c]","29970","30830"
"Leaver CS","2023","Undeclared","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","G6/G7","Heterosexual / straight","50","[c]","61530","58720"
"Leaver CS","2023","Undeclared","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","G6/G7","Undeclared","50","[c]","61450","57210"
"Leaver CS","2023","Undeclared","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SEO/HEO","Heterosexual / straight","85","[c]","38100","36540"
"Leaver CS","2023","Undeclared","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SEO/HEO","Undeclared","50","[c]","40030","39040"
"Leaver CS","2023","Undeclared","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","Heterosexual / straight","370","[c]","22200","21690"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","Undeclared","220","[c]","23250","21780"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","Unknown","235","[c]","22640","21690"
"Leaver CS","2023","Undeclared","Outside London","EO","Heterosexual / straight","190","[c]","27920","27570"
"Leaver CS","2023","Undeclared","Outside London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","EO","Undeclared","120","[c]","28300","27570"
"Leaver CS","2023","Undeclared","Outside London","EO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","Heterosexual / straight","40","[c]","62470","57380"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","Undeclared","45","[c]","59850","57070"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","165","[c]","37820","37420"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","Undeclared","135","[c]","39500","38610"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
