"Status","Year","Disability","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","EO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","EO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","AA/AO","Female","155","135","22140","22150"
"In post","2023","Declared disabled","Rural Payments Agency","AA/AO","Male","95","90","22150","22150"
"In post","2023","Declared disabled","Rural Payments Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","EO","Female","70","60","26180","25920"
"In post","2023","Declared disabled","Rural Payments Agency","EO","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","SEO/HEO","Female","45","40","32590","31020"
"In post","2023","Declared disabled","Rural Payments Agency","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","EO","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","EO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","AA/AO","Female","50","50","25900","26600"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","EO","Female","70","70","30430","29450"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","EO","Male","50","50","31170","31940"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","G6/G7","Female","135","125","65400","65280"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","G6/G7","Male","70","70","65680","65280"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","Female","220","210","41380","41640"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","Male","165","160","41670","40600"
"In post","2023","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Housing Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","AA/AO","Female","35","35","28200","28490"
"In post","2023","Declared disabled","Scottish Prison Service","AA/AO","Male","45","40","28610","28490"
"In post","2023","Declared disabled","Scottish Prison Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","EO","Female","60","60","36440","37060"
"In post","2023","Declared disabled","Scottish Prison Service","EO","Male","130","120","37030","37060"
"In post","2023","Declared disabled","Scottish Prison Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Scottish Prison Service","SEO/HEO","Male","70","60","44340","42590"
"In post","2023","Declared disabled","Scottish Prison Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Public Pensions Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","EO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Serious Fraud Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","AA/AO","Female","75","65","23740","23340"
"In post","2023","Declared disabled","Social Security Scotland","AA/AO","Male","65","60","23420","23340"
"In post","2023","Declared disabled","Social Security Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","EO","Female","110","105","29670","29450"
"In post","2023","Declared disabled","Social Security Scotland","EO","Male","50","50","29810","29100"
"In post","2023","Declared disabled","Social Security Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","SEO/HEO","Female","60","55","36900","35020"
"In post","2023","Declared disabled","Social Security Scotland","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Social Security Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Standards and Testing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Student Awards Agency for Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Submarine Delivery Agency","Unknown","Female","110","105","38640","34920"
"In post","2023","Declared disabled","Submarine Delivery Agency","Unknown","Male","130","130","43700","42620"
"In post","2023","Declared disabled","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Teaching Regulation Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Teaching Regulation Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Teaching Regulation Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Teaching Regulation Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Teaching Regulation Agency","EO","Male","[c]","[c]","[c]","[c]"
