"Status","Year","Disability","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Security","Heterosexual / straight","40","35","39360","38470"
"In post","2023","Declared disabled","Finance","Security","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","Heterosexual / straight","305","280","25840","22150"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","LGBO","45","45","24960","22150"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","Undeclared","45","40","25160","22150"
"In post","2023","Declared disabled","Grants Management","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Human Resources","Heterosexual / straight","1315","1250","40480","37060"
"In post","2023","Declared disabled","Human Resources","Human Resources","LGBO","160","155","40400","36540"
"In post","2023","Declared disabled","Human Resources","Human Resources","Undeclared","125","115","36890","34300"
"In post","2023","Declared disabled","Human Resources","Human Resources","Unknown","45","45","41030","37060"
"In post","2023","Declared disabled","Human Resources","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","Heterosexual / straight","195","180","32610","28120"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","45","40","42110","38620"
"In post","2023","Declared disabled","Human Resources","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Heterosexual / straight","60","60","45720","42700"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Finance","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Legal","Heterosexual / straight","550","510","56850","56450"
"In post","2023","Declared disabled","Legal","Legal","LGBO","75","70","54920","54540"
"In post","2023","Declared disabled","Legal","Legal","Undeclared","70","65","58130","56450"
"In post","2023","Declared disabled","Legal","Legal","Unknown","65","55","55580","56450"
"In post","2023","Declared disabled","Legal","Operational Delivery","Heterosexual / straight","375","345","29150","26900"
"In post","2023","Declared disabled","Legal","Operational Delivery","LGBO","45","45","28500","27760"
"In post","2023","Declared disabled","Legal","Operational Delivery","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","Operational Delivery","Unknown","50","45","27150","27400"
"In post","2023","Declared disabled","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Tax","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","Tax","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Commercial","Heterosexual / straight","55","55","47060","46110"
"In post","2023","Declared disabled","No function","Commercial","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Counter Fraud","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Heterosexual / straight","60","55","52740","52480"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Heterosexual / straight","60","60","64760","65690"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Heterosexual / straight","200","190","33490","31310"
"In post","2023","Declared disabled","No function","Intelligence Analysis","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Heterosexual / straight","95","95","46910","41550"
"In post","2023","Declared disabled","No function","International Trade","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Heterosexual / straight","90","85","35480","34170"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Heterosexual / straight","120","105","45120","43650"
"In post","2023","Declared disabled","No function","Legal","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Heterosexual / straight","90","85","60560","48630"
"In post","2023","Declared disabled","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Delivery","Heterosexual / straight","25320","22680","29130","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","LGBO","2725","2600","29030","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","Undeclared","3400","2995","28620","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","Unknown","1950","1670","27940","27780"
"In post","2023","Declared disabled","No function","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Other","Heterosexual / straight","840","785","31230","28120"
"In post","2023","Declared disabled","No function","Other","LGBO","85","85","30870","28120"
"In post","2023","Declared disabled","No function","Other","Undeclared","115","105","30160","28120"
"In post","2023","Declared disabled","No function","Other","Unknown","65","60","31860","28120"
"In post","2023","Declared disabled","No function","Planning","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","LGBO","[c]","[c]","[c]","[c]"
