"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Female","35","35","41590","38420"
"In post","2023","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Submarine Delivery Agency","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Export Finance","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Health Security Agency","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Health Security Agency","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Active Travel England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Active Travel England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Education (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Education (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Treasury (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Ministry of Defence (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Communications","Ministry of Defence (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","Ministry of Justice (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Health Security Agency","Female","15","10","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Health Security Agency","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Valuation Office Agency","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Companies House","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Companies House","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","170","150","29330","28120"
"In post","2023","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","140","135","29670","28120"
"In post","2023","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","200","180","36860","34700"
"In post","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","370","360","39790","35000"
"In post","2023","Undeclared","Counter Fraud","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Serious Fraud Office","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Female","80","65","22670","21690"
"In post","2023","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Male","50","45","22750","21690"
"In post","2023","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Female","100","85","26130","22520"
"In post","2023","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Male","100","95","25990","22520"
"In post","2023","Undeclared","Debt","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Active Travel England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Active Travel England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
