"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Social Research","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Social Research","G6/G7","Unknown","55","50","57880","56510"
"In post","2023","Social Research","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SEO/HEO","Heterosexual / straight","710","675","38370","39300"
"In post","2023","Social Research","SEO/HEO","LGBO","110","105","36720","34700"
"In post","2023","Social Research","SEO/HEO","Undeclared","75","70","38950","39300"
"In post","2023","Social Research","SEO/HEO","Unknown","150","145","38350","39170"
"In post","2023","Statistics","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","AA/AO","Unknown","40","35","23370","23500"
"In post","2023","Statistics","EO","Heterosexual / straight","160","155","29040","28910"
"In post","2023","Statistics","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Statistics","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Statistics","EO","Unknown","40","40","29050","29660"
"In post","2023","Statistics","G6/G7","Heterosexual / straight","655","625","59790","58960"
"In post","2023","Statistics","G6/G7","LGBO","70","70","60080","58480"
"In post","2023","Statistics","G6/G7","Undeclared","70","65","59910","58620"
"In post","2023","Statistics","G6/G7","Unknown","100","95","57310","55740"
"In post","2023","Statistics","SCS level","Heterosexual / straight","60","60","84720","80500"
"In post","2023","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Statistics","SEO/HEO","Heterosexual / straight","1130","1085","38840","39190"
"In post","2023","Statistics","SEO/HEO","LGBO","140","140","37970","38470"
"In post","2023","Statistics","SEO/HEO","Undeclared","115","115","37740","37380"
"In post","2023","Statistics","SEO/HEO","Unknown","285","280","37000","37760"
"In post","2023","Tax","AA/AO","Heterosexual / straight","975","895","22640","22520"
"In post","2023","Tax","AA/AO","LGBO","105","100","22690","22520"
"In post","2023","Tax","AA/AO","Undeclared","80","75","22910","22520"
"In post","2023","Tax","AA/AO","Unknown","895","820","22610","22520"
"In post","2023","Tax","EO","Heterosexual / straight","2475","2335","28720","28130"
"In post","2023","Tax","EO","LGBO","220","215","28470","27890"
"In post","2023","Tax","EO","Undeclared","245","220","29340","28130"
"In post","2023","Tax","EO","Unknown","1455","1380","28720","28130"
"In post","2023","Tax","G6/G7","Heterosexual / straight","1995","1905","62180","57970"
"In post","2023","Tax","G6/G7","LGBO","135","130","61180","57970"
"In post","2023","Tax","G6/G7","Undeclared","305","285","62510","57970"
"In post","2023","Tax","G6/G7","Unknown","450","430","61770","57970"
"In post","2023","Tax","SCS level","Heterosexual / straight","50","50","82020","78430"
"In post","2023","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Tax","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Tax","SEO/HEO","Heterosexual / straight","5110","4870","37980","35000"
"In post","2023","Tax","SEO/HEO","LGBO","340","330","36750","35000"
"In post","2023","Tax","SEO/HEO","Undeclared","610","570","38390","36990"
"In post","2023","Tax","SEO/HEO","Unknown","1930","1845","37470","35000"
"In post","2023","Unknown","AA/AO","Heterosexual / straight","2095","1980","24680","24890"
"In post","2023","Unknown","AA/AO","LGBO","260","255","23890","23340"
"In post","2023","Unknown","AA/AO","Undeclared","165","155","24410","24750"
"In post","2023","Unknown","AA/AO","Unknown","2365","2230","24810","24890"
"In post","2023","Unknown","EO","Heterosexual / straight","3145","3015","29850","29450"
"In post","2023","Unknown","EO","LGBO","355","350","29110","29100"
"In post","2023","Unknown","EO","Undeclared","310","300","29000","28770"
"In post","2023","Unknown","EO","Unknown","1855","1790","30050","29100"
"In post","2023","Unknown","G6/G7","Heterosexual / straight","4285","4135","64360","65280"
"In post","2023","Unknown","G6/G7","LGBO","390","380","62340","59870"
"In post","2023","Unknown","G6/G7","Undeclared","765","735","61410","58280"
"In post","2023","Unknown","G6/G7","Unknown","1455","1410","63820","63900"
"In post","2023","Unknown","SCS level","Heterosexual / straight","530","515","92920","85200"
"In post","2023","Unknown","SCS level","LGBO","55","55","95560","84680"
"In post","2023","Unknown","SCS level","Undeclared","80","80","90070","84130"
"In post","2023","Unknown","SCS level","Unknown","195","190","97310","85200"
"In post","2023","Unknown","SEO/HEO","Heterosexual / straight","6895","6685","40190","38530"
"In post","2023","Unknown","SEO/HEO","LGBO","695","685","39040","38330"
"In post","2023","Unknown","SEO/HEO","Undeclared","850","830","38940","38330"
"In post","2023","Unknown","SEO/HEO","Unknown","3385","3285","38440","37830"
"In post","2023","Unknown","Unknown","Heterosexual / straight","100","100","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","Heterosexual / straight","95","90","55220","55090"
"In post","2023","Veterinarian","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","Heterosexual / straight","155","145","39450","38200"
"In post","2023","Veterinarian","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","Undeclared","35","35","41350","38260"
"In post","2023","Veterinarian","SEO/HEO","Unknown","25","25","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Heterosexual / straight","40","[c]","27610","27140"
"Leaver CS","2023","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Heterosexual / straight","40","[c]","60180","59270"
"Leaver CS","2023","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Heterosexual / straight","140","[c]","38610","38830"
"Leaver CS","2023","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Unknown","50","[c]","36030","34600"
"Leaver CS","2023","Commercial","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Heterosexual / straight","55","[c]","60500","58010"
"Leaver CS","2023","Communications","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Heterosexual / straight","135","[c]","38440","38120"
"Leaver CS","2023","Communications","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Unknown","50","[c]","37240","36590"
"Leaver CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Heterosexual / straight","65","[c]","23030","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Unknown","50","[c]","22590","21690"
"Leaver CS","2023","Counter Fraud","EO","Heterosexual / straight","130","[c]","28560","28120"
"Leaver CS","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Unknown","80","[c]","28970","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Heterosexual / straight","55","[c]","37940","37800"
"Leaver CS","2023","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","Heterosexual / straight","45","[c]","23020","22220"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","Heterosexual / straight","160","[c]","28190","27680"
"Leaver CS","2023","Digital, Data and Technology","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","Unknown","110","[c]","28040","28100"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","Heterosexual / straight","350","[c]","60700","58970"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","Undeclared","40","[c]","60580","58590"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","Unknown","185","[c]","59750","57430"
"Leaver CS","2023","Digital, Data and Technology","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","475","[c]","39090","39000"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","LGBO","45","[c]","37640","37590"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","Undeclared","75","[c]","38780","38640"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","Unknown","290","[c]","37650","38450"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","Heterosexual / straight","55","[c]","21190","19860"
"Leaver CS","2023","Economics","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","Heterosexual / straight","40","[c]","59430","55130"
"Leaver CS","2023","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","Heterosexual / straight","40","[c]","36150","33570"
"Leaver CS","2023","Economics","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Heterosexual / straight","50","[c]","22630","22000"
"Leaver CS","2023","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Heterosexual / straight","85","[c]","27560","27470"
"Leaver CS","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Heterosexual / straight","100","[c]","59650","58390"
"Leaver CS","2023","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6/G7","Unknown","50","[c]","61520","60460"
"Leaver CS","2023","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Heterosexual / straight","215","[c]","39000","38470"
"Leaver CS","2023","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Undeclared","30","[c]","41260","40980"
"Leaver CS","2023","Finance","SEO/HEO","Unknown","85","[c]","38520","38240"
"Leaver CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Heterosexual / straight","295","[c]","22040","22220"
"Leaver CS","2023","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Unknown","45","[c]","21840","21830"
"Leaver CS","2023","Human Resources","EO","Heterosexual / straight","225","[c]","28510","27740"
"Leaver CS","2023","Human Resources","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Unknown","50","[c]","27110","26870"
"Leaver CS","2023","Human Resources","G6/G7","Heterosexual / straight","120","[c]","59970","57880"
"Leaver CS","2023","Human Resources","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Heterosexual / straight","280","[c]","37790","36390"
"Leaver CS","2023","Human Resources","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Undeclared","35","[c]","38660","37400"
"Leaver CS","2023","Human Resources","SEO/HEO","Unknown","100","[c]","41620","41200"
"Leaver CS","2023","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","Heterosexual / straight","75","[c]","78250","77470"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","50","[c]","50740","52750"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","Heterosexual / straight","60","[c]","28610","29250"
"Leaver CS","2023","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","Heterosexual / straight","45","[c]","39290","39000"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
