"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","115","110","36270","36800"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","55","50","37080","38660"
"In post","2023","Office of Rail and Road","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Female","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Male","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Female","85","80","62090","60430"
"In post","2023","Office of Rail and Road","G6/G7","Male","120","115","62940","62140"
"In post","2023","Office of Rail and Road","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","SEO/HEO","Female","45","45","39250","39710"
"In post","2023","Office of Rail and Road","SEO/HEO","Male","50","50","40920","41330"
"In post","2023","Office of the Public Guardian","AA/AO","Female","575","510","21780","21780"
"In post","2023","Office of the Public Guardian","AA/AO","Male","445","420","21770","21780"
"In post","2023","Office of the Public Guardian","EO","Female","235","220","25880","25830"
"In post","2023","Office of the Public Guardian","EO","Male","190","190","25880","25830"
"In post","2023","Office of the Public Guardian","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Office of the Public Guardian","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","SEO/HEO","Female","100","95","33170","31270"
"In post","2023","Office of the Public Guardian","SEO/HEO","Male","75","75","33750","31270"
"In post","2023","Office of the Scottish Charity Regulator","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","EO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","EO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","30","30","62980","63190"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","AA/AO","Female","95","85","22330","21960"
"In post","2023","Planning Inspectorate","AA/AO","Male","50","50","22060","21960"
"In post","2023","Planning Inspectorate","EO","Female","40","35","27090","26590"
"In post","2023","Planning Inspectorate","EO","Male","45","45","27120","26590"
"In post","2023","Planning Inspectorate","G6/G7","Female","195","175","58010","60050"
"In post","2023","Planning Inspectorate","G6/G7","Male","300","270","60480","60050"
"In post","2023","Planning Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO/HEO","Female","80","75","36100","33450"
"In post","2023","Planning Inspectorate","SEO/HEO","Male","70","70","36830","33890"
"In post","2023","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","Female","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","Male","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","AA/AO","Female","180","165","26110","26410"
"In post","2023","Registers of Scotland","AA/AO","Male","170","165","26150","26410"
"In post","2023","Registers of Scotland","EO","Female","185","170","32160","32510"
"In post","2023","Registers of Scotland","EO","Male","175","170","32210","32510"
"In post","2023","Registers of Scotland","G6/G7","Female","40","35","62710","62980"
"In post","2023","Registers of Scotland","G6/G7","Male","35","35","67360","65100"
"In post","2023","Registers of Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SEO/HEO","Female","205","200","41580","39590"
"In post","2023","Registers of Scotland","SEO/HEO","Male","200","195","42270","39590"
"In post","2023","Revenue Scotland","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","EO","Female","15","15","[c]","[c]"
"In post","2023","Revenue Scotland","EO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Revenue Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","Female","170","170","38020","36860"
"In post","2023","Royal Fleet Auxiliary","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Rural Payments Agency","AA/AO","Female","810","700","22120","22150"
"In post","2023","Rural Payments Agency","AA/AO","Male","615","600","22140","22150"
"In post","2023","Rural Payments Agency","EO","Female","420","380","26080","25920"
"In post","2023","Rural Payments Agency","EO","Male","280","275","26100","25920"
"In post","2023","Rural Payments Agency","G6/G7","Female","70","65","53070","50340"
"In post","2023","Rural Payments Agency","G6/G7","Male","60","55","53350","50360"
"In post","2023","Rural Payments Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","SEO/HEO","Female","300","280","33250","31100"
"In post","2023","Rural Payments Agency","SEO/HEO","Male","250","240","34090","32250"
"In post","2023","Scottish Courts and Tribunals Service","AA/AO","Female","675","585","23910","25060"
"In post","2023","Scottish Courts and Tribunals Service","AA/AO","Male","310","285","23450","23190"
"In post","2023","Scottish Courts and Tribunals Service","EO","Female","375","345","30970","31970"
"In post","2023","Scottish Courts and Tribunals Service","EO","Male","150","145","30990","31970"
"In post","2023","Scottish Courts and Tribunals Service","G6/G7","Female","45","45","60780","58770"
"In post","2023","Scottish Courts and Tribunals Service","G6/G7","Male","30","30","61930","63860"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO/HEO","Female","235","220","40410","38170"
"In post","2023","Scottish Courts and Tribunals Service","SEO/HEO","Male","125","120","40370","38170"
"In post","2023","Scottish Fiscal Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","AA/AO","Female","40","35","26430","26220"
"In post","2023","Scottish Forestry","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","EO","Female","35","35","32420","32220"
"In post","2023","Scottish Forestry","EO","Male","25","25","[c]","[c]"
"In post","2023","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Scottish Forestry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO/HEO","Female","40","40","42490","41500"
"In post","2023","Scottish Forestry","SEO/HEO","Male","45","45","43200","41500"
"In post","2023","Scottish Government (excl. agencies)","AA/AO","Female","485","450","25930","25710"
"In post","2023","Scottish Government (excl. agencies)","AA/AO","Male","440","435","27210","26600"
"In post","2023","Scottish Government (excl. agencies)","EO","Female","695","655","30580","29450"
"In post","2023","Scottish Government (excl. agencies)","EO","Male","515","510","31510","31940"
"In post","2023","Scottish Government (excl. agencies)","G6/G7","Female","1475","1385","65850","65280"
"In post","2023","Scottish Government (excl. agencies)","G6/G7","Male","1085","1065","67190","65280"
"In post","2023","Scottish Government (excl. agencies)","SCS level","Female","115","110","89960","85200"
"In post","2023","Scottish Government (excl. agencies)","SCS level","Male","120","115","92670","85200"
"In post","2023","Scottish Government (excl. agencies)","SEO/HEO","Female","2420","2290","41640","41640"
"In post","2023","Scottish Government (excl. agencies)","SEO/HEO","Male","1830","1795","42640","42860"
"In post","2023","Scottish Housing Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","AA/AO","Female","705","655","26070","24710"
"In post","2023","Scottish Prison Service","AA/AO","Male","855","820","27080","27970"
"In post","2023","Scottish Prison Service","EO","Female","715","690","35400","37060"
"In post","2023","Scottish Prison Service","EO","Male","1435","1340","36480","37060"
"In post","2023","Scottish Prison Service","G6/G7","Female","55","55","62510","57260"
"In post","2023","Scottish Prison Service","G6/G7","Male","90","85","65700","59260"
"In post","2023","Scottish Prison Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO/HEO","Female","180","170","44740","44590"
"In post","2023","Scottish Prison Service","SEO/HEO","Male","500","440","44290","42590"
"In post","2023","Scottish Public Pensions Agency","AA/AO","Female","105","95","26770","26600"
"In post","2023","Scottish Public Pensions Agency","AA/AO","Male","90","90","26820","26600"
"In post","2023","Scottish Public Pensions Agency","EO","Female","45","40","30460","29450"
"In post","2023","Scottish Public Pensions Agency","EO","Male","35","35","31060","31940"
"In post","2023","Scottish Public Pensions Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO/HEO","Female","40","35","38380","38330"
"In post","2023","Scottish Public Pensions Agency","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Serious Fraud Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","EO","Female","45","45","27960","27280"
"In post","2023","Serious Fraud Office","EO","Male","30","30","28980","27680"
"In post","2023","Serious Fraud Office","G6/G7","Female","80","75","60590","57720"
"In post","2023","Serious Fraud Office","G6/G7","Male","100","100","65250","64580"
"In post","2023","Serious Fraud Office","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","SEO/HEO","Female","75","75","38580","38860"
"In post","2023","Serious Fraud Office","SEO/HEO","Male","100","100","40590","41400"
"In post","2023","Social Security Scotland","AA/AO","Female","815","745","23170","22180"
"In post","2023","Social Security Scotland","AA/AO","Male","550","535","23210","22760"
"In post","2023","Social Security Scotland","EO","Female","965","915","29550","29100"
"In post","2023","Social Security Scotland","EO","Male","550","545","29720","29100"
"In post","2023","Social Security Scotland","G6/G7","Female","110","105","63970","59870"
"In post","2023","Social Security Scotland","G6/G7","Male","95","95","66870","65280"
"In post","2023","Social Security Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","SEO/HEO","Female","580","550","38140","36330"
"In post","2023","Social Security Scotland","SEO/HEO","Male","355","350","39890","38330"
"In post","2023","Standards and Testing Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","SEO/HEO","Female","55","50","38770","37730"
"In post","2023","Standards and Testing Agency","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","AA/AO","Female","75","70","23880","24890"
"In post","2023","Student Awards Agency for Scotland","AA/AO","Male","40","40","24130","24890"
"In post","2023","Student Awards Agency for Scotland","EO","Female","40","40","30520","29450"
"In post","2023","Student Awards Agency for Scotland","EO","Male","25","25","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SEO/HEO","Male","35","35","44290","43330"
"In post","2023","Submarine Delivery Agency","Unknown","Female","665","630","39190","35400"
"In post","2023","Submarine Delivery Agency","Unknown","Male","1425","1405","45250","42620"
"In post","2023","Teaching Regulation Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","EO","Female","25","25","[c]","[c]"
"In post","2023","Teaching Regulation Agency","EO","Male","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","AA/AO","Female","310","280","22570","22180"
"In post","2023","The Insolvency Service","AA/AO","Male","175","170","22490","22180"
"In post","2023","The Insolvency Service","EO","Female","120","110","26610","26940"
"In post","2023","The Insolvency Service","EO","Male","70","70","26930","26940"
"In post","2023","The Insolvency Service","G6/G7","Female","80","80","59690","55960"
"In post","2023","The Insolvency Service","G6/G7","Male","75","75","61580","58340"
"In post","2023","The Insolvency Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","SCS level","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","SEO/HEO","Female","435","410","38660","40280"
"In post","2023","The Insolvency Service","SEO/HEO","Male","370","360","39240","39670"
"In post","2023","The National Archives","AA/AO","Female","35","35","23630","23460"
"In post","2023","The National Archives","AA/AO","Male","50","45","23390","23460"
"In post","2023","The National Archives","EO","Female","40","35","26180","25510"
"In post","2023","The National Archives","EO","Male","35","35","26680","25810"
"In post","2023","The National Archives","G6/G7","Female","55","55","52840","52050"
"In post","2023","The National Archives","G6/G7","Male","50","50","55130","53510"
"In post","2023","The National Archives","SCS level","Female","5","5","[c]","[c]"
"In post","2023","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","SEO/HEO","Female","180","170","35820","35000"
"In post","2023","The National Archives","SEO/HEO","Male","135","130","38100","36000"
"In post","2023","Transport Scotland","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Transport Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Transport Scotland","EO","Female","25","20","[c]","[c]"
"In post","2023","Transport Scotland","EO","Male","15","15","[c]","[c]"
"In post","2023","Transport Scotland","G6/G7","Female","60","60","65270","65280"
"In post","2023","Transport Scotland","G6/G7","Male","95","90","68380","68540"
"In post","2023","Transport Scotland","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Transport Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Transport Scotland","SEO/HEO","Female","140","135","42110","41640"
"In post","2023","Transport Scotland","SEO/HEO","Male","140","140","44980","44890"
"In post","2023","UK Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","EO","Male","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","G6/G7","Male","45","45","79690","75080"
"In post","2023","UK Debt Management Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","UK Debt Management Office","SEO/HEO","Male","30","30","46040","42840"
"In post","2023","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","EO","Female","35","35","32390","32300"
"In post","2023","UK Export Finance","EO","Male","30","30","[c]","[c]"
"In post","2023","UK Export Finance","G6/G7","Female","80","75","65450","64200"
"In post","2023","UK Export Finance","G6/G7","Male","130","130","65340","63080"
"In post","2023","UK Export Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2023","UK Export Finance","SEO/HEO","Female","110","105","41750","42000"
"In post","2023","UK Export Finance","SEO/HEO","Male","105","105","43650","43270"
"In post","2023","UK Health Security Agency","AA/AO","Female","385","330","22700","22480"
"In post","2023","UK Health Security Agency","AA/AO","Male","175","165","22370","22380"
"In post","2023","UK Health Security Agency","EO","Female","495","470","27210","27690"
"In post","2023","UK Health Security Agency","EO","Male","180","175","27020","27690"
"In post","2023","UK Health Security Agency","G6/G7","Female","980","930","59230","54870"
"In post","2023","UK Health Security Agency","G6/G7","Male","675","660","61030","56770"
"In post","2023","UK Health Security Agency","SCS level","Female","175","160","109910","106560"
"In post","2023","UK Health Security Agency","SCS level","Male","170","155","110010","108530"
"In post","2023","UK Health Security Agency","SEO/HEO","Female","1465","1385","37340","37150"
"In post","2023","UK Health Security Agency","SEO/HEO","Male","715","700","37850","38030"
"In post","2023","UK Hydrographic Office","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","UK Hydrographic Office","AA/AO","Male","35","35","21750","21690"
"In post","2023","UK Hydrographic Office","EO","Female","105","95","28030","27610"
"In post","2023","UK Hydrographic Office","EO","Male","155","150","28460","27610"
"In post","2023","UK Hydrographic Office","G6/G7","Female","30","30","57440","55470"
"In post","2023","UK Hydrographic Office","G6/G7","Male","80","80","60270","57220"
"In post","2023","UK Hydrographic Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","SEO/HEO","Female","180","170","38220","34370"
"In post","2023","UK Hydrographic Office","SEO/HEO","Male","315","305","39280","36050"
"In post","2023","UK Space Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","EO","Female","5","5","[c]","[c]"
"In post","2023","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","G6/G7","Female","55","55","57050","55120"
"In post","2023","UK Space Agency","G6/G7","Male","65","65","56900","55120"
"In post","2023","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","SCS level","Male","5","5","[c]","[c]"
"In post","2023","UK Space Agency","SEO/HEO","Female","60","60","37880","38710"
"In post","2023","UK Space Agency","SEO/HEO","Male","65","65","38840","41060"
"In post","2023","UK Statistics Authority","AA/AO","Female","870","605","21350","21200"
"In post","2023","UK Statistics Authority","AA/AO","Male","645","470","21610","21200"
"In post","2023","UK Statistics Authority","EO","Female","450","410","25420","24840"
"In post","2023","UK Statistics Authority","EO","Male","265","250","25420","24840"
"In post","2023","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","G6/G7","Female","635","600","54380","51460"
"In post","2023","UK Statistics Authority","G6/G7","Male","580","570","55870","53960"
"In post","2023","UK Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","SCS level","Female","40","40","85610","80000"
"In post","2023","UK Statistics Authority","SCS level","Male","55","55","86640","77170"
"In post","2023","UK Statistics Authority","SEO/HEO","Female","1460","1385","35250","34560"
"In post","2023","UK Statistics Authority","SEO/HEO","Male","1125","1110","35500","37690"
"In post","2023","UK Statistics Authority","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Female","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Male","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","AA/AO","Female","560","500","22880","22520"
"In post","2023","Valuation Office Agency","AA/AO","Male","380","370","22860","22520"
"In post","2023","Valuation Office Agency","EO","Female","535","480","28270","27810"
"In post","2023","Valuation Office Agency","EO","Male","400","385","27890","27740"
"In post","2023","Valuation Office Agency","G6/G7","Female","210","200","60200","58970"
"In post","2023","Valuation Office Agency","G6/G7","Male","280","270","61200","59290"
"In post","2023","Valuation Office Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Valuation Office Agency","SEO/HEO","Female","745","690","39020","39020"
"In post","2023","Valuation Office Agency","SEO/HEO","Male","845","815","39500","39020"
"In post","2023","Vehicle Certification Agency","AA/AO","Female","35","30","22460","22500"
"In post","2023","Vehicle Certification Agency","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Vehicle Certification Agency","EO","Female","20","20","[c]","[c]"
"In post","2023","Vehicle Certification Agency","EO","Male","20","20","[c]","[c]"
"In post","2023","Vehicle Certification Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO/HEO","Male","80","80","42820","40310"
"In post","2023","Veterinary Medicines Directorate","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","EO","Female","15","15","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","EO","Male","5","5","[c]","[c]"
