"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","Counter Fraud","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","North Yorkshire","York","15","15","42000","38670"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","North Yorkshire","North Yorkshire CC","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","North Yorkshire","York","15","15","40230","38100"
"In post","2023","Food Standards Agency","Finance","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","North Yorkshire","York","15","15","32350","31730"
"In post","2023","Food Standards Agency","Human Resources","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","15","15","30770","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Cumbria","East Cumbria","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","28140","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Devon","Devon CC","15","15","35700","29430"
"In post","2023","Food Standards Agency","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Dorset and Somerset","Dorset","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Dorset and Somerset","Somerset CC","10","10","32140","28090"
"In post","2023","Food Standards Agency","Operational Delivery","East Anglia","Breckland and South Norfolk","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Anglia","Suffolk CC","30","30","30720","28090"
"In post","2023","Food Standards Agency","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","10","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","34150","31500"
"In post","2023","Food Standards Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","10","10","33850","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Essex","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Essex","Heart of Essex","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","29040","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Greater Manchester","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Greater Manchester","Greater Manchester South East","10","10","32000","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Inner London - West","Westminster","10","10","53800","41780"
"In post","2023","Food Standards Agency","Operational Delivery","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Lancashire","East Lancashire","10","10","28200","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Lancashire","Mid Lancashire","15","15","29120","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Lincolnshire","Lincolnshire CC","25","25","30610","28090"
"In post","2023","Food Standards Agency","Operational Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
