"Status","Year","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Ministry of Defence","Male","12525","12245","36110","33000"
"In post","2023","No function","Ministry of Justice","Female","49780","45835","30510","28480"
"In post","2023","No function","Ministry of Justice","Male","35955","34345","32540","31510"
"In post","2023","No function","National Crime Agency","Female","2030","1945","39890","38310"
"In post","2023","No function","National Crime Agency","Male","2660","2625","44100","42110"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Female","1125","1085","53300","52750"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Male","425","420","59530","72470"
"In post","2023","No function","Office of Gas and Electricity Markets","Female","310","300","40740","33400"
"In post","2023","No function","Office of Gas and Electricity Markets","Male","390","390","42620","34900"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Female","175","170","42990","39140"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Male","85","80","49720","48060"
"In post","2023","No function","Office of Rail and Road","Female","110","105","52290","53410"
"In post","2023","No function","Office of Rail and Road","Male","140","135","60420","60320"
"In post","2023","No function","Office of the Secretary of State for Scotland","Female","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Male","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Female","15","15","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Male","20","20","[c]","[c]"
"In post","2023","No function","Scottish Government","Female","4265","3945","31070","28700"
"In post","2023","No function","Scottish Government","Male","3900","3660","34040","34360"
"In post","2023","No function","The National Archives","Female","195","185","35870","31920"
"In post","2023","No function","The National Archives","Male","145","140","35060","30330"
"In post","2023","No function","UK Statistics Authority","Female","1540","1245","28030","24320"
"In post","2023","No function","UK Statistics Authority","Male","1035","855","28710","21200"
"In post","2023","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","Female","55","50","51000","42450"
"In post","2023","No function","Water Services Regulation Authority","Male","50","50","60150","60000"
"In post","2023","No function","Welsh Government","Female","20","20","[c]","[c]"
"In post","2023","No function","Welsh Government","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office","Female","260","255","42840","32640"
"In post","2023","Project Delivery","Cabinet Office","Male","190","190","52530","33020"
"In post","2023","Project Delivery","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Chancellor's other departments","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Competition and Markets Authority","Female","235","225","60770","56950"
"In post","2023","Project Delivery","Competition and Markets Authority","Male","195","195","64240","61040"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","435","415","42710","41360"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","445","440","44210","42330"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Female","60","60","46820","52760"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Male","65","65","49270","52760"
"In post","2023","Project Delivery","Department for Education","Female","685","655","46560","51360"
"In post","2023","Project Delivery","Department for Education","Male","535","530","51120","51460"
"In post","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Female","205","185","34370","30320"
"In post","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Male","130","125","35740","37300"
"In post","2023","Project Delivery","Department for International Trade","Female","60","60","48830","52130"
"In post","2023","Project Delivery","Department for International Trade","Male","30","30","48730","41550"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Female","105","105","47700","49700"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Male","95","90","46840","49700"
"In post","2023","Project Delivery","Department for Transport","Female","240","235","48800","45180"
"In post","2023","Project Delivery","Department for Transport","Male","300","295","54150","55740"
"In post","2023","Project Delivery","Department for Work and Pensions","Female","900","805","39310","34970"
"In post","2023","Project Delivery","Department for Work and Pensions","Male","575","545","41760","38470"
"In post","2023","Project Delivery","Department of Health and Social Care","Female","440","425","51850","46550"
"In post","2023","Project Delivery","Department of Health and Social Care","Male","225","225","53110","50830"
"In post","2023","Project Delivery","Estyn","Female","55","50","59970","73210"
"In post","2023","Project Delivery","Estyn","Male","45","40","75190","78500"
"In post","2023","Project Delivery","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office","Female","665","635","49570","49960"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office","Male","445","435","53520","54750"
"In post","2023","Project Delivery","HM Land Registry","Female","110","110","37830","39520"
"In post","2023","Project Delivery","HM Land Registry","Male","80","80","40950","39520"
"In post","2023","Project Delivery","HM Revenue and Customs","Female","2905","2735","47380","42510"
"In post","2023","Project Delivery","HM Revenue and Customs","Male","2590","2515","48960","42510"
"In post","2023","Project Delivery","HM Treasury","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","HM Treasury","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Female","35","35","52090","43310"
"In post","2023","Project Delivery","Home Office","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Defence","Female","3315","3160","40750","39890"
"In post","2023","Project Delivery","Ministry of Defence","Male","4540","4460","45800","42540"
"In post","2023","Project Delivery","Ministry of Justice","Female","250","245","41860","37680"
"In post","2023","Project Delivery","Ministry of Justice","Male","145","145","45700","43650"
"In post","2023","Project Delivery","National Crime Agency","Female","55","50","43330","42240"
"In post","2023","Project Delivery","National Crime Agency","Male","50","45","48440","48250"
"In post","2023","Project Delivery","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Female","35","35","47290","43890"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Male","30","30","54140","46250"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Scottish Government","Male","25","20","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Female","190","185","41840","37760"
"In post","2023","Project Delivery","UK Statistics Authority","Male","90","85","45230","38510"
"In post","2023","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2023","Property","Cabinet Office","Female","240","235","45750","41010"
"In post","2023","Property","Cabinet Office","Male","280","275","52450","51110"
"In post","2023","Property","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy","Female","35","35","36670","28730"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy","Male","40","40","37410","33440"
"In post","2023","Property","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Female","245","230","37840","33830"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Male","180","175","44030","39290"
"In post","2023","Property","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","Female","80","75","34500","31660"
"In post","2023","Property","Department for Transport","Male","85","80","37990","32900"
"In post","2023","Property","Department for Work and Pensions","Female","145","135","42470","38470"
"In post","2023","Property","Department for Work and Pensions","Male","175","165","44630","40000"
"In post","2023","Property","Department of Health and Social Care","Female","15","15","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Male","40","40","44600","38250"
"In post","2023","Property","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Female","40","40","43760","39250"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Male","205","205","43320","42150"
"In post","2023","Property","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2023","Property","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs","Female","1990","1815","33850","29660"
"In post","2023","Property","HM Revenue and Customs","Male","1940","1870","37390","33960"
"In post","2023","Property","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Female","25","20","[c]","[c]"
"In post","2023","Property","Home Office","Male","50","50","31600","24840"
"In post","2023","Property","Ministry of Defence","Female","755","725","33590","33990"
"In post","2023","Property","Ministry of Defence","Male","1320","1295","34000","33990"
"In post","2023","Property","Ministry of Justice","Female","265","260","39150","37680"
"In post","2023","Property","Ministry of Justice","Male","315","310","46690","41510"
"In post","2023","Property","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2023","Property","National Crime Agency","Male","20","20","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Female","40","35","31330","28490"
"In post","2023","Property","Scottish Government","Male","230","225","36100","33700"
"In post","2023","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Male","10","10","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2023","Security","Cabinet Office","Female","530","495","33170","32640"
"In post","2023","Security","Cabinet Office","Male","520","505","34450","33020"
"In post","2023","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2023","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Female","25","25","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Male","40","40","49400","45400"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2023","Security","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Security","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Security","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Security","Department for International Trade","Male","20","20","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport","Female","95","95","37930","35760"
"In post","2023","Security","Department for Transport","Male","175","170","38720","38320"
"In post","2023","Security","Department for Work and Pensions","Female","80","70","31170","28120"
"In post","2023","Security","Department for Work and Pensions","Male","70","65","33670","34170"
"In post","2023","Security","Department of Health and Social Care","Female","30","30","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Male","30","30","48720","50830"
"In post","2023","Security","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Female","300","290","44930","40250"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Male","580","575","45640","41980"
"In post","2023","Security","HM Revenue and Customs","Female","80","75","41660","42510"
"In post","2023","Security","HM Revenue and Customs","Male","135","130","47150","42510"
"In post","2023","Security","Home Office","Female","135","125","34830","31920"
"In post","2023","Security","Home Office","Male","205","205","32650","29890"
"In post","2023","Security","Ministry of Defence","Female","1130","1100","31460","27480"
"In post","2023","Security","Ministry of Defence","Male","5445","5340","32410","27540"
"In post","2023","Security","Ministry of Justice","Female","65","65","41960","38430"
"In post","2023","Security","Ministry of Justice","Male","50","50","46010","43650"
"In post","2023","Security","National Crime Agency","Female","50","45","39740","38640"
"In post","2023","Security","National Crime Agency","Male","55","55","45340","42240"
"In post","2023","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","Security","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Female","25","25","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Male","35","35","44300","41100"
"In post","2023","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","Female","45","45","50690","55850"
"In post","2023","Unknown","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Cabinet Office","Female","585","585","30640","30130"
"In post","2023","Unknown","Cabinet Office","Male","315","315","30600","30130"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education","Female","150","145","47630","51460"
"In post","2023","Unknown","Department for Education","Male","60","60","50620","51460"
"In post","2023","Unknown","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Female","775","720","41710","38470"
"In post","2023","Unknown","Department for Work and Pensions","Male","520","510","42110","39150"
"In post","2023","Unknown","Department of Health and Social Care","Female","90","85","48860","50690"
"In post","2023","Unknown","Department of Health and Social Care","Male","50","45","53450","54090"
"In post","2023","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Female","175","170","47060","44450"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Male","85","85","46360","34940"
"In post","2023","Unknown","HM Revenue and Customs","Female","15","10","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence","Female","855","820","40910","39890"
"In post","2023","Unknown","Ministry of Defence","Male","3170","3130","42700","39890"
"In post","2023","Unknown","Northern Ireland Office","Female","65","65","47320","38540"
"In post","2023","Unknown","Northern Ireland Office","Male","70","70","48980","43650"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Female","75","75","43890","36230"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Male","75","75","41140","34900"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Female","60","55","52280","52360"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Male","40","40","53120","52360"
"In post","2023","Unknown","Scottish Government","Female","9785","9210","41100","34730"
"In post","2023","Unknown","Scottish Government","Male","7725","7570","42150","37660"
"In post","2023","Unknown","Welsh Government","Female","3575","3315","42610","39690"
"In post","2023","Unknown","Welsh Government","Male","2400","2330","45390","39690"
"Leaver CS","2023","Analysis","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Chancellor's other departments","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Chancellor's other departments","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Education","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Education","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Environment, Food and Rural Affairs","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for International Trade","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury","Male","40","[c]","31360","23400"
"Leaver CS","2023","Analysis","Home Office","Female","30","[c]","31520","23500"
"Leaver CS","2023","Analysis","Home Office","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Defence","Female","50","[c]","34510","30650"
"Leaver CS","2023","Analysis","Ministry of Defence","Male","175","[c]","35170","30950"
"Leaver CS","2023","Analysis","Ministry of Justice","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Justice","Male","30","[c]","43150","37430"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Statistics Authority","Female","60","[c]","32120","31560"
"Leaver CS","2023","Analysis","UK Statistics Authority","Male","80","[c]","31470","30460"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Cabinet Office","Female","110","[c]","63980","64500"
"Leaver CS","2023","Commercial","Cabinet Office","Male","105","[c]","71230","66790"
"Leaver CS","2023","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Transport","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Defence","Female","75","[c]","38510","33990"
"Leaver CS","2023","Commercial","Ministry of Defence","Male","90","[c]","43720","42620"
"Leaver CS","2023","Commercial","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Justice","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","Female","10","[c]","[c]","[c]"
