"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Psychology","EO","EO","470","460","29210","28480"
"In post","2023","No function","Psychology","G6/G7","G6","25","25","83070","75010"
"In post","2023","No function","Psychology","G6/G7","G7","85","85","65390","66770"
"In post","2023","No function","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","SEO/HEO","HEO","495","480","32540","32420"
"In post","2023","No function","Psychology","SEO/HEO","SEO","395","365","47800","48640"
"In post","2023","No function","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","AA/AO","AA","95","90","19450","19770"
"In post","2023","No function","Science and Engineering","AA/AO","AO","860","840","23590","23430"
"In post","2023","No function","Science and Engineering","EO","EO","1135","1100","27980","27320"
"In post","2023","No function","Science and Engineering","G6/G7","G6","345","330","71870","70710"
"In post","2023","No function","Science and Engineering","G6/G7","G7","1300","1250","57410","56510"
"In post","2023","No function","Science and Engineering","SCS level","SCS level","45","45","97610","92170"
"In post","2023","No function","Science and Engineering","SEO/HEO","HEO","1870","1815","34760","33860"
"In post","2023","No function","Science and Engineering","SEO/HEO","SEO","2210","2135","44160","43400"
"In post","2023","No function","Science and Engineering","Unknown","Unknown","10","10","73720","70630"
"In post","2023","No function","Security","AA/AO","AO","15","15","25090","25280"
"In post","2023","No function","Security","EO","EO","15","15","28470","28370"
"In post","2023","No function","Security","G6/G7","G6","20","20","68110","66610"
"In post","2023","No function","Security","G6/G7","G7","25","25","56240","56430"
"In post","2023","No function","Security","SCS level","SCS level","20","20","87510","75580"
"In post","2023","No function","Security","SEO/HEO","HEO","30","30","35410","35650"
"In post","2023","No function","Security","SEO/HEO","SEO","15","15","42080","41870"
"In post","2023","No function","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","G6/G7","G7","10","10","60050","60660"
"In post","2023","No function","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","SEO/HEO","HEO","10","10","35900","36530"
"In post","2023","No function","Social Research","SEO/HEO","SEO","15","15","43740","44220"
"In post","2023","No function","Statistics","AA/AO","AA","15","15","23500","23500"
"In post","2023","No function","Statistics","EO","EO","5","5","[c]","[c]"
"In post","2023","No function","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","G6/G7","G7","15","15","58000","57520"
"In post","2023","No function","Statistics","SEO/HEO","HEO","10","10","34640","35700"
"In post","2023","No function","Statistics","SEO/HEO","SEO","20","15","43800","43850"
"In post","2023","No function","Tax","AA/AO","AO","1445","1310","22610","22520"
"In post","2023","No function","Tax","EO","EO","3570","3385","28630","28130"
"In post","2023","No function","Tax","G6/G7","G6","525","495","72750","71300"
"In post","2023","No function","Tax","G6/G7","G7","1680","1610","58800","57970"
"In post","2023","No function","Tax","SCS level","SCS level","55","55","82030","79620"
"In post","2023","No function","Tax","SEO/HEO","HEO","4620","4415","35810","35000"
"In post","2023","No function","Tax","SEO/HEO","SEO","1650","1575","43120","42510"
"In post","2023","No function","Unknown","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","No function","Unknown","AA/AO","AO","750","715","23660","22520"
"In post","2023","No function","Unknown","EO","EO","1060","1030","28800","28130"
"In post","2023","No function","Unknown","G6/G7","G6","635","615","69930","67890"
"In post","2023","No function","Unknown","G6/G7","G7","1420","1380","57180","55780"
"In post","2023","No function","Unknown","SCS level","SCS level","380","365","93570","82910"
"In post","2023","No function","Unknown","SEO/HEO","HEO","1575","1545","35120","34700"
"In post","2023","No function","Unknown","SEO/HEO","SEO","1025","995","42070","41950"
"In post","2023","No function","Unknown","Unknown","Unknown","125","125","[c]","[c]"
"In post","2023","No function","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","EO","EO","25","25","25920","25920"
"In post","2023","No function","Veterinarian","G6/G7","G6","25","25","62960","62210"
"In post","2023","No function","Veterinarian","G6/G7","G7","105","105","53260","53110"
"In post","2023","No function","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","SEO/HEO","HEO","10","10","30330","30320"
"In post","2023","No function","Veterinarian","SEO/HEO","SEO","215","200","40180","38200"
"In post","2023","Project Delivery","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SCS level","SCS level","15","15","121650","126940"
"In post","2023","Project Delivery","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","EO","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","G6/G7","G7","10","10","54140","53870"
"In post","2023","Project Delivery","Communications","SEO/HEO","HEO","15","15","31270","30650"
"In post","2023","Project Delivery","Communications","SEO/HEO","SEO","10","10","41220","41030"
"In post","2023","Project Delivery","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","G6/G7","G6","20","20","65150","63360"
"In post","2023","Project Delivery","Digital, Data and Technology","G6/G7","G7","20","20","53310","52150"
"In post","2023","Project Delivery","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","HEO","10","10","32600","33430"
"In post","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","SEO","15","15","39550","38550"
"In post","2023","Project Delivery","Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","G6/G7","G7","10","10","56820","58120"
"In post","2023","Project Delivery","Finance","SCS level","SCS level","15","10","128430","125570"
"In post","2023","Project Delivery","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inspector of Education and Training","G6/G7","G6","65","65","78210","78500"
"In post","2023","Project Delivery","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G6/G7","G7","20","20","52390","51360"
"In post","2023","Project Delivery","Knowledge and Information Management","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","SEO/HEO","SEO","20","20","40340","39890"
"In post","2023","Project Delivery","Legal","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Project Delivery","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SCS level","SCS level","30","30","86140","86940"
"In post","2023","Project Delivery","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","AA/AO","AO","100","95","22300","22150"
"In post","2023","Project Delivery","Operational Delivery","EO","EO","275","260","27710","28130"
"In post","2023","Project Delivery","Operational Delivery","G6/G7","G6","55","55","69330","70550"
"In post","2023","Project Delivery","Operational Delivery","G6/G7","G7","235","230","54010","54090"
"In post","2023","Project Delivery","Operational Delivery","SCS level","SCS level","30","30","94880","85410"
"In post","2023","Project Delivery","Operational Delivery","SEO/HEO","HEO","280","265","33400","33940"
"In post","2023","Project Delivery","Operational Delivery","SEO/HEO","SEO","215","205","41350","41480"
"In post","2023","Project Delivery","Operational Delivery","Unknown","Unknown","370","355","37350","33690"
"In post","2023","Project Delivery","Operational Research","EO","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G6/G7","G7","60","60","52710","49260"
"In post","2023","Project Delivery","Operational Research","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","SEO/HEO","HEO","30","30","30590","30650"
"In post","2023","Project Delivery","Operational Research","SEO/HEO","SEO","50","45","40010","39890"
"In post","2023","Project Delivery","Other","AA/AO","AA","35","35","18860","19080"
"In post","2023","Project Delivery","Other","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Other","EO","EO","25","25","27750","28120"
"In post","2023","Project Delivery","Other","G6/G7","G6","10","10","72680","71300"
"In post","2023","Project Delivery","Other","G6/G7","G7","50","45","53330","51270"
"In post","2023","Project Delivery","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Other","SEO/HEO","HEO","50","45","32520","31700"
"In post","2023","Project Delivery","Other","SEO/HEO","SEO","50","50","41320","40840"
"In post","2023","Project Delivery","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","AA/AO","AO","15","15","25890","26920"
"In post","2023","Project Delivery","Policy","EO","EO","95","85","30400","31060"
"In post","2023","Project Delivery","Policy","G6/G7","G6","340","325","73700","74800"
"In post","2023","Project Delivery","Policy","G6/G7","G7","690","665","59390","57970"
"In post","2023","Project Delivery","Policy","SCS level","SCS level","100","95","86990","81750"
"In post","2023","Project Delivery","Policy","SEO/HEO","HEO","310","300","37000","36710"
"In post","2023","Project Delivery","Policy","SEO/HEO","SEO","375","360","43800","43000"
"In post","2023","Project Delivery","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","AA/AO","AO","260","250","23300","23390"
"In post","2023","Project Delivery","Project Delivery","EO","EO","1145","1075","28020","27890"
"In post","2023","Project Delivery","Project Delivery","G6/G7","G6","1475","1435","69070","68240"
"In post","2023","Project Delivery","Project Delivery","G6/G7","G7","3565","3465","55140","55300"
"In post","2023","Project Delivery","Project Delivery","SCS level","SCS level","430","415","92010","85000"
"In post","2023","Project Delivery","Project Delivery","SEO/HEO","HEO","3640","3480","34050","34170"
"In post","2023","Project Delivery","Project Delivery","SEO/HEO","SEO","4470","4320","41810","41800"
"In post","2023","Project Delivery","Project Delivery","Unknown","Unknown","530","515","46010","42230"
"In post","2023","Project Delivery","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Property","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","EO","40","40","25880","24650"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","G6","85","80","68900","68560"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","G7","195","185","52610","54090"
"In post","2023","Project Delivery","Science and Engineering","SCS level","SCS level","40","35","84550","82000"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","HEO","140","135","33490","33500"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","SEO","210","200","41420","41190"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Unknown","805","795","43840","42620"
"In post","2023","Project Delivery","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","AO","15","15","22520","22520"
"In post","2023","Project Delivery","Tax","EO","EO","185","165","29930","29640"
"In post","2023","Project Delivery","Tax","G6/G7","G6","10","10","73620","71300"
"In post","2023","Project Delivery","Tax","G6/G7","G7","30","30","60790","58570"
"In post","2023","Project Delivery","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SEO/HEO","HEO","345","320","36240","35000"
"In post","2023","Project Delivery","Tax","SEO/HEO","SEO","80","75","43270","42510"
"In post","2023","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","EO","40","40","28340","28130"
"In post","2023","Project Delivery","Unknown","G6/G7","G6","25","25","69460","71080"
"In post","2023","Project Delivery","Unknown","G6/G7","G7","70","70","57800","56510"
"In post","2023","Project Delivery","Unknown","SCS level","SCS level","20","20","109640","117300"
"In post","2023","Project Delivery","Unknown","SEO/HEO","HEO","85","85","35630","35000"
"In post","2023","Project Delivery","Unknown","SEO/HEO","SEO","65","65","42770","42140"
"In post","2023","Property","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","G7","15","15","54460","55790"
"In post","2023","Property","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Property","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","EO","10","10","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","G7","20","20","49580","51020"
"In post","2023","Property","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","HEO","15","15","33250","32960"
"In post","2023","Property","Finance","SEO/HEO","SEO","25","25","39340","40000"
"In post","2023","Property","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Property","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","AA/AO","AO","650","605","22690","22520"
"In post","2023","Property","Operational Delivery","EO","EO","190","180","27260","26890"
"In post","2023","Property","Operational Delivery","G6/G7","G6","35","35","69250","71010"
"In post","2023","Property","Operational Delivery","G6/G7","G7","135","135","57170","56940"
"In post","2023","Property","Operational Delivery","SCS level","SCS level","10","10","86870","78410"
"In post","2023","Property","Operational Delivery","SEO/HEO","HEO","180","175","34020","32970"
"In post","2023","Property","Operational Delivery","SEO/HEO","SEO","185","180","42430","41500"
"In post","2023","Property","Other","AA/AO","AA","90","85","22580","22920"
"In post","2023","Property","Other","AA/AO","AO","110","105","31720","31490"
"In post","2023","Property","Other","EO","EO","45","40","36190","37060"
"In post","2023","Property","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Property","Other","G6/G7","G7","10","10","58220","57260"
"In post","2023","Property","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SEO/HEO","HEO","30","30","43830","43540"
"In post","2023","Property","Other","SEO/HEO","SEO","10","10","46820","48640"
"In post","2023","Property","Policy","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Property","Policy","G6/G7","G7","15","15","58810","58970"
"In post","2023","Property","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","G6/G7","G6","20","20","65990","66240"
"In post","2023","Property","Project Delivery","G6/G7","G7","20","20","53030","51770"
"In post","2023","Property","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO/HEO","HEO","15","15","34200","34170"
"In post","2023","Property","Project Delivery","SEO/HEO","SEO","15","15","39670","38470"
"In post","2023","Property","Property","AA/AO","AA","520","500","19370","18830"
"In post","2023","Property","Property","AA/AO","AO","495","455","23140","22520"
"In post","2023","Property","Property","EO","EO","1330","1240","28180","27740"
"In post","2023","Property","Property","G6/G7","G6","280","275","66910","66610"
"In post","2023","Property","Property","G6/G7","G7","890","865","56230","56080"
"In post","2023","Property","Property","SCS level","SCS level","75","75","92160","85490"
"In post","2023","Property","Property","SEO/HEO","HEO","1690","1635","34290","34300"
"In post","2023","Property","Property","SEO/HEO","SEO","1505","1440","43620","43170"
"In post","2023","Property","Property","Unknown","Unknown","35","35","24640","23800"
"In post","2023","Property","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Property","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Property","Unknown","EO","EO","20","15","28880","29430"
"In post","2023","Property","Unknown","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","G7","20","20","55120","54920"
"In post","2023","Property","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","HEO","15","15","34760","35400"
"In post","2023","Property","Unknown","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Security","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","EO","5","5","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6/G7","G6","15","15","73200","72000"
"In post","2023","Security","Digital, Data and Technology","G6/G7","G7","25","25","57420","55090"
"In post","2023","Security","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","SEO","15","15","41810","41740"
"In post","2023","Security","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SEO/HEO","HEO","15","15","32980","33020"
"In post","2023","Security","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","EO","EO","20","20","32580","33060"
"In post","2023","Security","Intelligence Analysis","G6/G7","G6","20","20","69380","69120"
"In post","2023","Security","Intelligence Analysis","G6/G7","G7","40","40","56890","56090"
"In post","2023","Security","Intelligence Analysis","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SEO/HEO","HEO","50","50","38190","38540"
"In post","2023","Security","Intelligence Analysis","SEO/HEO","SEO","25","25","44440","44450"
"In post","2023","Security","Knowledge and Information Management","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","EO","10","10","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","SEO/HEO","HEO","15","15","32690","32460"
"In post","2023","Security","Knowledge and Information Management","SEO/HEO","SEO","15","15","40870","40570"
"In post","2023","Security","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","G6/G7","G7","10","10","49890","49260"
"In post","2023","Security","Operational Delivery","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Security","Operational Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Security","Other","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Security","Policy","G6/G7","G7","25","25","55360","54900"
"In post","2023","Security","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","SEO/HEO","HEO","20","20","36140","35650"
"In post","2023","Security","Policy","SEO/HEO","SEO","10","10","42290","43000"
"In post","2023","Security","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Security","AA/AO","AA","2470","2400","22650","21380"
"In post","2023","Security","Security","AA/AO","AO","2845","2785","34350","35010"
"In post","2023","Security","Security","EO","EO","1165","1135","34090","29800"
"In post","2023","Security","Security","G6/G7","G6","140","140","72610","71300"
"In post","2023","Security","Security","G6/G7","G7","405","395","57870","57690"
"In post","2023","Security","Security","SCS level","SCS level","55","55","93140","89000"
"In post","2023","Security","Security","SEO/HEO","HEO","1080","1050","38130","35420"
"In post","2023","Security","Security","SEO/HEO","SEO","660","650","44520","43280"
"In post","2023","Security","Security","Unknown","Unknown","50","45","38170","35250"
"In post","2023","Security","Unknown","AA/AO","AO","160","150","21770","21830"
"In post","2023","Security","Unknown","EO","EO","255","245","25930","24610"
"In post","2023","Security","Unknown","G6/G7","G6","25","25","66210","66530"
"In post","2023","Security","Unknown","G6/G7","G7","60","55","54000","54670"
"In post","2023","Security","Unknown","SCS level","SCS level","10","10","93130","91210"
"In post","2023","Security","Unknown","SEO/HEO","HEO","130","125","33540","33020"
"In post","2023","Security","Unknown","SEO/HEO","SEO","60","60","40750","41740"
"In post","2023","Unknown","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","AA/AO","AO","10","10","25450","25620"
"In post","2023","Unknown","Communications","EO","EO","30","30","29500","30610"
"In post","2023","Unknown","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","G6/G7","G7","15","15","61310","61690"
"In post","2023","Unknown","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","SEO/HEO","HEO","45","45","38440","39690"
"In post","2023","Unknown","Communications","SEO/HEO","SEO","45","45","47310","49370"
"In post","2023","Unknown","Digital, Data and Technology","AA/AO","AO","20","20","25300","25620"
"In post","2023","Unknown","Digital, Data and Technology","EO","EO","60","60","30060","30610"
"In post","2023","Unknown","Digital, Data and Technology","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","G6/G7","G7","20","20","61140","63900"
