"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","Tax","135","130","38060","35000"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","Unknown","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Debt","Operational Delivery","475","430","24590","22520"
"In post","2023","Declared non-disabled","Asian","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Debt","Other","330","285","23050","21690"
"In post","2023","Declared non-disabled","Asian","Debt","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Debt","Tax","60","55","23380","22520"
"In post","2023","Declared non-disabled","Asian","Debt","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Digital, Data and Technology","1230","1215","45020","42000"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Knowledge and Information Management","30","30","35650","34300"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Operational Delivery","45","40","38530","35000"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Other","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Project Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Tax","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","75","75","45860","42010"
"In post","2023","Declared non-disabled","Asian","Finance","Commercial","45","45","37900","34970"
"In post","2023","Declared non-disabled","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Corporate Finance","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Finance","670","650","42960","39410"
"In post","2023","Declared non-disabled","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Operational Delivery","95","90","30580","28130"
"In post","2023","Declared non-disabled","Asian","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Security","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Tax","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Unknown","35","35","42260","39450"
"In post","2023","Declared non-disabled","Asian","Grants Management","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Operational Delivery","40","35","23300","22150"
"In post","2023","Declared non-disabled","Asian","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Human Resources","420","405","39040","35620"
"In post","2023","Declared non-disabled","Asian","Human Resources","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Operational Delivery","80","75","32980","28120"
"In post","2023","Declared non-disabled","Asian","Human Resources","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Tax","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Internal Audit","75","70","46330","43430"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Finance","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Legal","610","575","55170","54100"
"In post","2023","Declared non-disabled","Asian","Legal","Operational Delivery","350","330","28100","26900"
"In post","2023","Declared non-disabled","Asian","Legal","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Policy","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Tax","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Commercial","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Communications","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Counter Fraud","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Digital, Data and Technology","65","65","54590","59070"
"In post","2023","Declared non-disabled","Asian","No function","Economics","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Finance","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Human Resources","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Inspector of Education and Training","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Intelligence Analysis","145","135","31690","30140"
"In post","2023","Declared non-disabled","Asian","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","International Trade","100","95","45840","41550"
"In post","2023","Declared non-disabled","Asian","No function","Knowledge and Information Management","40","40","38130","35410"
"In post","2023","Declared non-disabled","Asian","No function","Legal","110","100","43540","43650"
"In post","2023","Declared non-disabled","Asian","No function","Medicine","90","80","71070","79790"
"In post","2023","Declared non-disabled","Asian","No function","Operational Delivery","12890","11755","29060","28120"
"In post","2023","Declared non-disabled","Asian","No function","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Other","320","300","34220","30930"
"In post","2023","Declared non-disabled","Asian","No function","Planning","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Policy","1465","1435","46270","42560"
"In post","2023","Declared non-disabled","Asian","No function","Project Delivery","155","155","43600","43000"
"In post","2023","Declared non-disabled","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Psychology","40","40","38100","32420"
"In post","2023","Declared non-disabled","Asian","No function","Science and Engineering","305","300","38310","35610"
"In post","2023","Declared non-disabled","Asian","No function","Security","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Tax","1145","1095","35610","34700"
"In post","2023","Declared non-disabled","Asian","No function","Unknown","490","475","38440","34700"
"In post","2023","Declared non-disabled","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Operational Delivery","45","40","39070","37590"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Policy","110","110","52230","45960"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Project Delivery","670","655","44230","41200"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Science and Engineering","55","50","42250","39890"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Tax","50","50","37020","35000"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Unknown","30","30","52860","43850"
"In post","2023","Declared non-disabled","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Operational Delivery","50","45","35390","31590"
"In post","2023","Declared non-disabled","Asian","Property","Other","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Property","240","230","36040","32670"
"In post","2023","Declared non-disabled","Asian","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Security","215","210","32140","29890"
"In post","2023","Declared non-disabled","Asian","Security","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Medicine","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Other","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Policy","90","85","42610","39150"
"In post","2023","Declared non-disabled","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Science and Engineering","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","245","235","36370","32570"
"In post","2023","Declared non-disabled","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Economics","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Other","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Social Research","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Statistics","50","50","39590","37770"
"In post","2023","Declared non-disabled","Black","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Commercial","130","130","45460","41440"
"In post","2023","Declared non-disabled","Black","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Communications","60","55","41940","39490"
"In post","2023","Declared non-disabled","Black","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Counter Fraud","345","330","31410","32520"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Legal","45","45","35320","32540"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Operational Delivery","75","70","33100","32520"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Tax","35","35","37250","35000"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Debt","Operational Delivery","145","135","26560","26920"
"In post","2023","Declared non-disabled","Black","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Debt","Other","60","55","23270","21690"
"In post","2023","Declared non-disabled","Black","Debt","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Debt","Tax","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Digital, Data and Technology","550","545","41950","39500"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Human Resources","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Operational Delivery","20","20","[c]","[c]"
