"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","EO","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","AA/AO","Female","45","[c]","22330","22400"
"Leaver CS","2023","Declared disabled","Home Office","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","EO","Male","45","[c]","27550","26750"
"Leaver CS","2023","Declared disabled","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","AA/AO","Female","65","[c]","23550","22220"
"Leaver CS","2023","Declared disabled","Ministry of Defence","AA/AO","Male","95","[c]","26040","22220"
"Leaver CS","2023","Declared disabled","Ministry of Defence","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","EO","Female","35","[c]","29450","27740"
"Leaver CS","2023","Declared disabled","Ministry of Defence","EO","Male","50","[c]","31070","29350"
"Leaver CS","2023","Declared disabled","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SEO/HEO","Female","60","[c]","38610","38350"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SEO/HEO","Male","90","[c]","40360","40900"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","AA/AO","Female","305","[c]","21700","21780"
"Leaver CS","2023","Declared disabled","Ministry of Justice","AA/AO","Male","255","[c]","21780","21780"
"Leaver CS","2023","Declared disabled","Ministry of Justice","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","EO","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","EO","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SEO/HEO","Female","70","[c]","39210","37680"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SEO/HEO","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","Unknown","Female","250","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","Unknown","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
