"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Unknown","Undeclared","175","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","2845","[c]","37410","32790"
"Leaver Dept.","2023","Unknown","White","Heterosexual / straight","545","[c]","38380","34030"
"Leaver Dept.","2023","Unknown","White","LGBO","75","[c]","34630","33630"
"Leaver Dept.","2023","Unknown","White","Undeclared","50","[c]","42510","38160"
"Leaver Dept.","2023","Unknown","White","Unknown","145","[c]","42340","39890"
"New entrant CS","2023","Declared disabled","Asian","Heterosexual / straight","215","[c]","28390","25320"
"New entrant CS","2023","Declared disabled","Asian","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Heterosexual / straight","100","[c]","30060","27640"
"New entrant CS","2023","Declared disabled","Black","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Heterosexual / straight","95","[c]","30290","27880"
"New entrant CS","2023","Declared disabled","Mixed","LGBO","40","[c]","30440","28120"
"New entrant CS","2023","Declared disabled","Mixed","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","115","[c]","29120","26400"
"New entrant CS","2023","Declared disabled","White","Heterosexual / straight","2045","[c]","28890","25100"
"New entrant CS","2023","Declared disabled","White","LGBO","630","[c]","28470","25750"
"New entrant CS","2023","Declared disabled","White","Undeclared","160","[c]","29610","25920"
"New entrant CS","2023","Declared disabled","White","Unknown","165","[c]","30790","28840"
"New entrant CS","2023","Declared non-disabled","Asian","Heterosexual / straight","2340","[c]","29580","25830"
"New entrant CS","2023","Declared non-disabled","Asian","LGBO","65","[c]","30860","26620"
"New entrant CS","2023","Declared non-disabled","Asian","Undeclared","95","[c]","30630","26030"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","85","[c]","35070","27880"
"New entrant CS","2023","Declared non-disabled","Black","Heterosexual / straight","1185","[c]","31070","28170"
"New entrant CS","2023","Declared non-disabled","Black","LGBO","40","[c]","30270","28880"
"New entrant CS","2023","Declared non-disabled","Black","Undeclared","30","[c]","30140","24000"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Heterosexual / straight","615","[c]","30260","27320"
"New entrant CS","2023","Declared non-disabled","Mixed","LGBO","90","[c]","28610","27120"
"New entrant CS","2023","Declared non-disabled","Mixed","Undeclared","40","[c]","30500","25760"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Heterosexual / straight","165","[c]","31750","28880"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Heterosexual / straight","105","[c]","29180","27640"
"New entrant CS","2023","Declared non-disabled","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Undeclared","120","[c]","32850","28000"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Heterosexual / straight","150","[c]","36070","30960"
"New entrant CS","2023","Declared non-disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Undeclared","45","[c]","32470","30930"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","225","[c]","28380","23190"
"New entrant CS","2023","Declared non-disabled","White","Heterosexual / straight","15040","[c]","30850","28120"
"New entrant CS","2023","Declared non-disabled","White","LGBO","1680","[c]","29860","27110"
"New entrant CS","2023","Declared non-disabled","White","Undeclared","690","[c]","31440","28120"
"New entrant CS","2023","Declared non-disabled","White","Unknown","365","[c]","39440","28840"
"New entrant CS","2023","Undeclared","Asian","Heterosexual / straight","85","[c]","29900","26920"
"New entrant CS","2023","Undeclared","Asian","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Heterosexual / straight","40","[c]","27890","26630"
"New entrant CS","2023","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","Undeclared","185","[c]","32210","28480"
"New entrant CS","2023","Undeclared","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Heterosexual / straight","440","[c]","28930","25680"
"New entrant CS","2023","Undeclared","White","LGBO","125","[c]","27660","23640"
"New entrant CS","2023","Undeclared","White","Undeclared","110","[c]","31190","28790"
"New entrant CS","2023","Undeclared","White","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Heterosexual / straight","620","[c]","32150","28640"
"New entrant CS","2023","Unknown","Asian","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Unknown","205","[c]","30320","28840"
"New entrant CS","2023","Unknown","Black","Heterosexual / straight","255","[c]","31090","28840"
"New entrant CS","2023","Unknown","Black","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Unknown","70","[c]","30500","28840"
"New entrant CS","2023","Unknown","Mixed","Heterosexual / straight","165","[c]","31620","28510"
"New entrant CS","2023","Unknown","Mixed","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Unknown","70","[c]","31290","28840"
"New entrant CS","2023","Unknown","Other ethnicity","Heterosexual / straight","40","[c]","30760","29280"
"New entrant CS","2023","Unknown","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Undeclared","85","[c]","37800","33830"
"New entrant CS","2023","Unknown","Undeclared","Unknown","50","[c]","44420","32980"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","290","[c]","29580","26900"
"New entrant CS","2023","Unknown","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Undeclared","160","[c]","35540","34090"
"New entrant CS","2023","Unknown","Unknown","Unknown","20285","[c]","28390","25750"
"New entrant CS","2023","Unknown","White","Heterosexual / straight","4245","[c]","32440","28080"
"New entrant CS","2023","Unknown","White","LGBO","465","[c]","30470","27540"
"New entrant CS","2023","Unknown","White","Undeclared","260","[c]","31990","28510"
"New entrant CS","2023","Unknown","White","Unknown","1065","[c]","30070","28840"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
