"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Rail and Road","London","SCS level","15","15","109240","98510"
"In post","2023","Office of Rail and Road","London","SEO/HEO","50","50","41660","43520"
"In post","2023","Office of Rail and Road","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Outside London","G6/G7","100","95","60330","60320"
"In post","2023","Office of Rail and Road","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Outside London","SEO/HEO","45","45","38370","39430"
"In post","2023","Office of the Secretary of State for Scotland","London","EO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","G6/G7","15","15","59640","56320"
"In post","2023","Office of the Secretary of State for Scotland","London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","SEO/HEO","15","15","39000","35410"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","AA/AO","10","10","24210","24890"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","G6/G7","40","40","62450","63190"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","20","20","43820","42860"
"In post","2023","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","SEO/HEO","10","10","34640","33390"
"In post","2023","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Outside London","AA/AO","7355","6870","25210","24890"
"In post","2023","Scottish Government","Outside London","EO","7035","6715","32400","31940"
"In post","2023","Scottish Government","Outside London","G6/G7","4425","4245","65650","65280"
"In post","2023","Scottish Government","Outside London","SCS level","305","295","90950","85200"
"In post","2023","Scottish Government","Outside London","SEO/HEO","8470","8095","41570","41610"
"In post","2023","Scottish Government","Overseas","G6/G7","10","10","84510","84250"
"In post","2023","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","The National Archives","London","AA/AO","85","75","23490","23460"
"In post","2023","The National Archives","London","EO","75","70","26410","25680"
"In post","2023","The National Archives","London","G6/G7","105","105","53930","52160"
"In post","2023","The National Archives","London","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","London","SEO/HEO","310","300","36760","35470"
"In post","2023","The National Archives","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","EO","65","60","32380","32300"
"In post","2023","UK Export Finance","London","G6/G7","185","180","66760","64530"
"In post","2023","UK Export Finance","London","SCS level","35","35","112620","103480"
"In post","2023","UK Export Finance","London","SEO/HEO","215","210","42680","42250"
"In post","2023","UK Export Finance","Outside London","G6/G7","25","25","54830","52180"
"In post","2023","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","EO","10","10","28710","27700"
"In post","2023","UK Statistics Authority","London","G6/G7","85","85","59820","58100"
"In post","2023","UK Statistics Authority","London","SCS level","30","30","91580","82290"
"In post","2023","UK Statistics Authority","London","SEO/HEO","185","185","37780","34720"
"In post","2023","UK Statistics Authority","Outside London","AA/AO","1510","1075","21460","21200"
"In post","2023","UK Statistics Authority","Outside London","EO","705","650","25360","24840"
"In post","2023","UK Statistics Authority","Outside London","G6/G7","1130","1095","54730","51460"
"In post","2023","UK Statistics Authority","Outside London","SCS level","65","60","83650","74810"
"In post","2023","UK Statistics Authority","Outside London","SEO/HEO","2405","2315","35170","35290"
"In post","2023","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","EO","20","20","27900","27880"
"In post","2023","UK Supreme Court","London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","SEO/HEO","20","20","36040","37230"
"In post","2023","Water Services Regulation Authority","London","EO","15","15","30610","29000"
"In post","2023","Water Services Regulation Authority","London","G6/G7","30","30","81740","76510"
"In post","2023","Water Services Regulation Authority","London","SCS level","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","SEO/HEO","30","30","49770","47330"
"In post","2023","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","EO","30","25","30320","30000"
"In post","2023","Water Services Regulation Authority","Outside London","G6/G7","40","40","82820","79000"
"In post","2023","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","SEO/HEO","110","105","47330","45000"
"In post","2023","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Welsh Government","Outside London","AA/AO","845","775","25130","25620"
"In post","2023","Welsh Government","Outside London","EO","1075","1015","29860","30610"
"In post","2023","Welsh Government","Outside London","G6/G7","1170","1115","64540","63900"
"In post","2023","Welsh Government","Outside London","SCS level","190","180","90150","81600"
"In post","2023","Welsh Government","Outside London","SEO/HEO","2750","2610","42780","39690"
"In post","2023","Welsh Government","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","AA/AO","60","[c]","23880","24480"
"Leaver CS","2023","Attorney General's Departments","London","EO","80","[c]","28500","28060"
"Leaver CS","2023","Attorney General's Departments","London","G6/G7","210","[c]","60630","59230"
"Leaver CS","2023","Attorney General's Departments","London","SCS level","20","[c]","89850","85660"
"Leaver CS","2023","Attorney General's Departments","London","SEO/HEO","65","[c]","39090","40540"
"Leaver CS","2023","Attorney General's Departments","Outside London","AA/AO","115","[c]","22310","22870"
"Leaver CS","2023","Attorney General's Departments","Outside London","EO","55","[c]","28000","28060"
"Leaver CS","2023","Attorney General's Departments","Outside London","G6/G7","135","[c]","58330","56450"
"Leaver CS","2023","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","SEO/HEO","60","[c]","36970","38760"
"Leaver CS","2023","Cabinet Office","London","AA/AO","45","[c]","19640","18300"
"Leaver CS","2023","Cabinet Office","London","EO","60","[c]","28140","28370"
"Leaver CS","2023","Cabinet Office","London","G6/G7","300","[c]","61850","59250"
"Leaver CS","2023","Cabinet Office","London","SCS level","65","[c]","110690","97900"
"Leaver CS","2023","Cabinet Office","London","SEO/HEO","235","[c]","35790","35240"
"Leaver CS","2023","Cabinet Office","Outside London","AA/AO","65","[c]","21030","21170"
"Leaver CS","2023","Cabinet Office","Outside London","EO","55","[c]","25320","24860"
"Leaver CS","2023","Cabinet Office","Outside London","G6/G7","110","[c]","61170","58240"
"Leaver CS","2023","Cabinet Office","Outside London","SCS level","15","[c]","112690","113020"
"Leaver CS","2023","Cabinet Office","Outside London","SEO/HEO","155","[c]","35310","34320"
"Leaver CS","2023","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","SEO/HEO","20","[c]","30250","29250"
"Leaver CS","2023","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","G6/G7","20","[c]","75620","67430"
"Leaver CS","2023","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","SEO/HEO","25","[c]","39440","38590"
"Leaver CS","2023","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","SEO/HEO","20","[c]","30540","30170"
"Leaver CS","2023","Competition and Markets Authority","London","AA/AO","10","[c]","23300","23200"
"Leaver CS","2023","Competition and Markets Authority","London","EO","10","[c]","28010","27550"
"Leaver CS","2023","Competition and Markets Authority","London","G6/G7","50","[c]","65510","62290"
"Leaver CS","2023","Competition and Markets Authority","London","SCS level","10","[c]","119760","102080"
"Leaver CS","2023","Competition and Markets Authority","London","SEO/HEO","35","[c]","39400","38660"
"Leaver CS","2023","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","AA/AO","25","[c]","24890","24900"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","EO","35","[c]","28380","27680"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","G6/G7","225","[c]","58010","53600"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","SCS level","40","[c]","84040","75810"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","240","[c]","37550","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","125","[c]","21300","21380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","EO","115","[c]","26330","25160"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","100","[c]","55670","53620"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","220","[c]","37340","36150"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","EO","20","[c]","27230","26180"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","G6/G7","105","[c]","57250","54030"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","SEO/HEO","100","[c]","35620","35040"
"Leaver CS","2023","Department for Education","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","London","EO","30","[c]","25860","29530"
"Leaver CS","2023","Department for Education","London","G6/G7","55","[c]","61950","61730"
"Leaver CS","2023","Department for Education","London","SCS level","10","[c]","99250","99930"
"Leaver CS","2023","Department for Education","London","SEO/HEO","65","[c]","38660","41440"
"Leaver CS","2023","Department for Education","Outside London","AA/AO","10","[c]","22290","22020"
"Leaver CS","2023","Department for Education","Outside London","EO","50","[c]","24670","25900"
"Leaver CS","2023","Department for Education","Outside London","G6/G7","120","[c]","56560","52150"
"Leaver CS","2023","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Outside London","SEO/HEO","190","[c]","35950","37590"
"Leaver CS","2023","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","AA/AO","35","[c]","22970","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","EO","80","[c]","27020","27100"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","SEO/HEO","115","[c]","38300","38750"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","245","[c]","22150","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","EO","185","[c]","26070","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","115","[c]","53370","53550"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","260","[c]","35190","33830"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","EO","55","[c]","23540","26250"
"Leaver CS","2023","Department for International Trade","London","G6/G7","80","[c]","56770","55370"
"Leaver CS","2023","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","SEO/HEO","70","[c]","36730","38160"
"Leaver CS","2023","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Outside London","SEO/HEO","20","[c]","34260","32040"
"Leaver CS","2023","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","AA/AO","20","[c]","24610","26870"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","EO","25","[c]","29110","28850"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","G6/G7","65","[c]","57970","54630"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","SCS level","20","[c]","89830","78690"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","SEO/HEO","85","[c]","36490","34310"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","35","[c]","20190","18650"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","EO","20","[c]","26050","25940"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","55","[c]","55390","54510"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","65","[c]","35380","36340"
"Leaver CS","2023","Department for Transport","London","AA/AO","15","[c]","27880","26510"
"Leaver CS","2023","Department for Transport","London","EO","65","[c]","30720","30920"
"Leaver CS","2023","Department for Transport","London","G6/G7","85","[c]","60600","56450"
"Leaver CS","2023","Department for Transport","London","SCS level","15","[c]","88480","81400"
"Leaver CS","2023","Department for Transport","London","SEO/HEO","80","[c]","39430","38220"
"Leaver CS","2023","Department for Transport","Outside London","AA/AO","705","[c]","22110","22500"
"Leaver CS","2023","Department for Transport","Outside London","EO","395","[c]","27460","26960"
"Leaver CS","2023","Department for Transport","Outside London","G6/G7","75","[c]","62090","56220"
"Leaver CS","2023","Department for Transport","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Outside London","SEO/HEO","210","[c]","36930","34290"
"Leaver CS","2023","Department for Work and Pensions","London","AA/AO","175","[c]","25160","25610"
"Leaver CS","2023","Department for Work and Pensions","London","EO","735","[c]","31350","31060"
"Leaver CS","2023","Department for Work and Pensions","London","G6/G7","50","[c]","60760","57910"
"Leaver CS","2023","Department for Work and Pensions","London","SCS level","10","[c]","102380","103550"
"Leaver CS","2023","Department for Work and Pensions","London","SEO/HEO","120","[c]","40880","39780"
"Leaver CS","2023","Department for Work and Pensions","Outside London","AA/AO","3010","[c]","21660","21690"
"Leaver CS","2023","Department for Work and Pensions","Outside London","EO","3425","[c]","28040","28120"
"Leaver CS","2023","Department for Work and Pensions","Outside London","G6/G7","235","[c]","59470","57300"
"Leaver CS","2023","Department for Work and Pensions","Outside London","SCS level","15","[c]","88220","85890"
"Leaver CS","2023","Department for Work and Pensions","Outside London","SEO/HEO","585","[c]","38060","35560"
"Leaver CS","2023","Department for Work and Pensions","Unknown","AA/AO","30","[c]","22660","21690"
"Leaver CS","2023","Department for Work and Pensions","Unknown","EO","30","[c]","28660","28120"
"Leaver CS","2023","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","AA/AO","55","[c]","23690","23780"
"Leaver CS","2023","Department of Health and Social Care","London","EO","215","[c]","27710","27690"
"Leaver CS","2023","Department of Health and Social Care","London","G6/G7","355","[c]","58960","54990"
"Leaver CS","2023","Department of Health and Social Care","London","SCS level","110","[c]","95720","89130"
"Leaver CS","2023","Department of Health and Social Care","London","SEO/HEO","560","[c]","37160","36960"
"Leaver CS","2023","Department of Health and Social Care","Outside London","AA/AO","200","[c]","20910","20880"
"Leaver CS","2023","Department of Health and Social Care","Outside London","EO","185","[c]","24790","24390"
"Leaver CS","2023","Department of Health and Social Care","Outside London","G6/G7","260","[c]","57260","53810"
"Leaver CS","2023","Department of Health and Social Care","Outside London","SCS level","60","[c]","101570","104000"
"Leaver CS","2023","Department of Health and Social Care","Outside London","SEO/HEO","585","[c]","35200","36230"
"Leaver CS","2023","Department of Health and Social Care","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","EO","30","[c]","27080","26910"
"Leaver CS","2023","Food Standards Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","SEO/HEO","35","[c]","35940","37350"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","G6/G7","95","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","65","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","30","[c]","23910","23520"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","EO","30","[c]","27750","28170"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","55","[c]","38040","39580"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","AA/AO","10","[c]","26240","26760"
"Leaver CS","2023","HM Land Registry","London","EO","20","[c]","32440","31680"
"Leaver CS","2023","HM Land Registry","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","SEO/HEO","25","[c]","43030","42100"
"Leaver CS","2023","HM Land Registry","Outside London","AA/AO","120","[c]","23240","23390"
"Leaver CS","2023","HM Land Registry","Outside London","EO","125","[c]","28350","28080"
"Leaver CS","2023","HM Land Registry","Outside London","G6/G7","25","[c]","61900","57880"
"Leaver CS","2023","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Outside London","SEO/HEO","160","[c]","38940","39460"
"Leaver CS","2023","HM Revenue and Customs","London","AA/AO","80","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","EO","110","[c]","31260","31070"
"Leaver CS","2023","HM Revenue and Customs","London","G6/G7","125","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","SEO/HEO","235","[c]","46040","46800"
"Leaver CS","2023","HM Revenue and Customs","Outside London","AA/AO","2135","[c]","22320","22520"
"Leaver CS","2023","HM Revenue and Customs","Outside London","EO","790","[c]","26860","26890"
"Leaver CS","2023","HM Revenue and Customs","Outside London","G6/G7","265","[c]","61610","58250"
"Leaver CS","2023","HM Revenue and Customs","Outside London","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Outside London","SEO/HEO","805","[c]","41590","43790"
"Leaver CS","2023","HM Treasury","London","AA/AO","45","[c]","22380","22750"
"Leaver CS","2023","HM Treasury","London","EO","35","[c]","27160","27820"
"Leaver CS","2023","HM Treasury","London","G6/G7","115","[c]","57430","54440"
"Leaver CS","2023","HM Treasury","London","SCS level","20","[c]","101500","93310"
"Leaver CS","2023","HM Treasury","London","SEO/HEO","105","[c]","36660","34690"
"Leaver CS","2023","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","SEO/HEO","25","[c]","36550","37420"
"Leaver CS","2023","HM Treasury","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","London","AA/AO","170","[c]","25030","25630"
"Leaver CS","2023","Home Office","London","EO","265","[c]","29870","29890"
"Leaver CS","2023","Home Office","London","G6/G7","190","[c]","63230","59540"
"Leaver CS","2023","Home Office","London","SCS level","25","[c]","96750","85460"
"Leaver CS","2023","Home Office","London","SEO/HEO","340","[c]","39760","38380"
"Leaver CS","2023","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Outside London","AA/AO","605","[c]","22210","22400"
"Leaver CS","2023","Home Office","Outside London","EO","655","[c]","26560","26180"
"Leaver CS","2023","Home Office","Outside London","G6/G7","65","[c]","59410","56560"
"Leaver CS","2023","Home Office","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Outside London","SEO/HEO","185","[c]","35960","34050"
"Leaver CS","2023","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","London","AA/AO","95","[c]","26290","25060"
