"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Statistics","Outside London","Male","60","[c]","33830","31320"
"Leaver CS","2023","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","Female","65","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","Female","430","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","Male","470","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Female","825","[c]","48990","43160"
"Leaver CS","2023","Unknown","London","Male","720","[c]","52920","54700"
"Leaver CS","2023","Unknown","Outside London","Female","1115","[c]","37980","33520"
"Leaver CS","2023","Unknown","Outside London","Male","1015","[c]","41090","34730"
"Leaver CS","2023","Unknown","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","Female","100","[c]","38300","38990"
"Leaver Dept.","2023","Commercial","Outside London","Male","85","[c]","37950","37920"
"Leaver Dept.","2023","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","Female","115","[c]","41190","37870"
"Leaver Dept.","2023","Communications","London","Male","65","[c]","42380","40000"
"Leaver Dept.","2023","Communications","Outside London","Female","45","[c]","33190","31350"
"Leaver Dept.","2023","Communications","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","Female","70","[c]","29430","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","Male","65","[c]","28900","28120"
"Leaver Dept.","2023","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","Female","85","[c]","48470","43650"
"Leaver Dept.","2023","Digital, Data and Technology","London","Male","105","[c]","48340","43650"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","Female","195","[c]","38490","37350"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","Male","265","[c]","39630","37590"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","Female","45","[c]","42920","38090"
"Leaver Dept.","2023","Economics","London","Male","90","[c]","48930","39210"
"Leaver Dept.","2023","Economics","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","Female","80","[c]","46780","39150"
"Leaver Dept.","2023","Finance","London","Male","90","[c]","50720","42900"
"Leaver Dept.","2023","Finance","Outside London","Female","135","[c]","41130","35830"
"Leaver Dept.","2023","Finance","Outside London","Male","105","[c]","40990","35310"
"Leaver Dept.","2023","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","Female","125","[c]","43220","37640"
"Leaver Dept.","2023","Human Resources","London","Male","35","[c]","44030","41550"
"Leaver Dept.","2023","Human Resources","Outside London","Female","280","[c]","34740","31990"
"Leaver Dept.","2023","Human Resources","Outside London","Male","100","[c]","35410","32550"
"Leaver Dept.","2023","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","London","Female","40","[c]","40160","35010"
"Leaver Dept.","2023","International Trade","London","Male","35","[c]","41180","38320"
"Leaver Dept.","2023","International Trade","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","Female","85","[c]","56910","52790"
"Leaver Dept.","2023","Legal","London","Male","60","[c]","59260","54780"
"Leaver Dept.","2023","Legal","Outside London","Female","60","[c]","46770","49050"
"Leaver Dept.","2023","Legal","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","London","Female","640","[c]","36070","32520"
"Leaver Dept.","2023","Operational Delivery","London","Male","485","[c]","38790","32520"
"Leaver Dept.","2023","Operational Delivery","Outside London","Female","2705","[c]","27490","27570"
"Leaver Dept.","2023","Operational Delivery","Outside London","Male","1880","[c]","28630","27570"
"Leaver Dept.","2023","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","Female","100","[c]","43100","35620"
"Leaver Dept.","2023","Other","London","Male","60","[c]","38370","33850"
"Leaver Dept.","2023","Other","Outside London","Female","105","[c]","29220","26230"
"Leaver Dept.","2023","Other","Outside London","Male","70","[c]","31620","24140"
"Leaver Dept.","2023","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","Female","975","[c]","46240","41750"
"Leaver Dept.","2023","Policy","London","Male","750","[c]","47160","41550"
"Leaver Dept.","2023","Policy","Outside London","Female","300","[c]","38470","36340"
"Leaver Dept.","2023","Policy","Outside London","Male","200","[c]","40880","38020"
"Leaver Dept.","2023","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","Female","150","[c]","43510","39150"
"Leaver Dept.","2023","Project Delivery","London","Male","95","[c]","42160","39150"
"Leaver Dept.","2023","Project Delivery","Outside London","Female","170","[c]","39260","37450"
"Leaver Dept.","2023","Project Delivery","Outside London","Male","155","[c]","39510","38020"
"Leaver Dept.","2023","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","Male","55","[c]","36060","34170"
"Leaver Dept.","2023","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","Outside London","Female","45","[c]","37860","37600"
"Leaver Dept.","2023","Science and Engineering","Outside London","Male","45","[c]","39940","38710"
"Leaver Dept.","2023","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","Male","55","[c]","28460","27170"
"Leaver Dept.","2023","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","Outside London","Female","30","[c]","39380","38340"
"Leaver Dept.","2023","Social Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","London","Female","55","[c]","37580","34000"
"Leaver Dept.","2023","Statistics","London","Male","60","[c]","40330","34260"
"Leaver Dept.","2023","Statistics","Outside London","Female","45","[c]","36400","33250"
"Leaver Dept.","2023","Statistics","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","Outside London","Female","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","Outside London","Male","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Female","975","[c]","43720","36670"
"Leaver Dept.","2023","Unknown","London","Male","765","[c]","46520","40600"
"Leaver Dept.","2023","Unknown","Outside London","Female","405","[c]","37140","33020"
"Leaver Dept.","2023","Unknown","Outside London","Male","280","[c]","37270","33020"
"Leaver Dept.","2023","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","Female","65","[c]","42020","35010"
"New entrant CS","2023","Commercial","London","Male","50","[c]","40100","33500"
"New entrant CS","2023","Commercial","Outside London","Female","300","[c]","35620","31640"
"New entrant CS","2023","Commercial","Outside London","Male","250","[c]","39250","33050"
"New entrant CS","2023","Communications","London","Female","170","[c]","39590","37870"
"New entrant CS","2023","Communications","London","Male","90","[c]","39840","37870"
"New entrant CS","2023","Communications","Outside London","Female","180","[c]","34780","31640"
"New entrant CS","2023","Communications","Outside London","Male","105","[c]","36620","34050"
"New entrant CS","2023","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","Female","50","[c]","33950","32260"
"New entrant CS","2023","Counter Fraud","London","Male","45","[c]","31230","32260"
"New entrant CS","2023","Counter Fraud","Outside London","Female","235","[c]","26320","25610"
"New entrant CS","2023","Counter Fraud","Outside London","Male","200","[c]","27700","27570"
"New entrant CS","2023","Digital, Data and Technology","London","Female","235","[c]","43110","40880"
"New entrant CS","2023","Digital, Data and Technology","London","Male","450","[c]","47160","41950"
"New entrant CS","2023","Digital, Data and Technology","Outside London","Female","755","[c]","37790","34850"
"New entrant CS","2023","Digital, Data and Technology","Outside London","Male","1410","[c]","39490","36990"
"New entrant CS","2023","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","London","Female","90","[c]","35730","34480"
"New entrant CS","2023","Economics","London","Male","145","[c]","35480","34480"
"New entrant CS","2023","Economics","Outside London","Female","50","[c]","30350","30510"
"New entrant CS","2023","Economics","Outside London","Male","95","[c]","31340","31060"
"New entrant CS","2023","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Female","80","[c]","40430","38640"
"New entrant CS","2023","Finance","London","Male","90","[c]","38880","35410"
"New entrant CS","2023","Finance","Outside London","Female","350","[c]","32100","27650"
"New entrant CS","2023","Finance","Outside London","Male","260","[c]","32400","27140"
"New entrant CS","2023","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Geography","Outside London","Male","30","[c]","28200","27610"
"New entrant CS","2023","Human Resources","London","Female","120","[c]","37580","30120"
"New entrant CS","2023","Human Resources","London","Male","60","[c]","37970","35220"
"New entrant CS","2023","Human Resources","Outside London","Female","640","[c]","31760","27650"
"New entrant CS","2023","Human Resources","Outside London","Male","355","[c]","31030","27650"
"New entrant CS","2023","Human Resources","Overseas","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","Outside London","Female","205","[c]","57340","52750"
"New entrant CS","2023","Inspector of Education and Training","Outside London","Male","75","[c]","65690","72470"
"New entrant CS","2023","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","Outside London","Female","55","[c]","27510","26910"
"New entrant CS","2023","Intelligence Analysis","Outside London","Male","65","[c]","29060","27080"
"New entrant CS","2023","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","London","Female","55","[c]","38720","35010"
"New entrant CS","2023","International Trade","London","Male","85","[c]","42880","35010"
"New entrant CS","2023","International Trade","Outside London","Female","180","[c]","39890","39700"
"New entrant CS","2023","International Trade","Outside London","Male","175","[c]","42190","42170"
"New entrant CS","2023","Knowledge and Information Management","London","Female","50","[c]","33900","32520"
"New entrant CS","2023","Knowledge and Information Management","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Outside London","Female","70","[c]","29470","27080"
"New entrant CS","2023","Knowledge and Information Management","Outside London","Male","50","[c]","30700","30950"
"New entrant CS","2023","Legal","London","Female","235","[c]","45890","50000"
"New entrant CS","2023","Legal","London","Male","125","[c]","48330","52020"
"New entrant CS","2023","Legal","Outside London","Female","325","[c]","42790","40800"
"New entrant CS","2023","Legal","Outside London","Male","155","[c]","43320","49050"
"New entrant CS","2023","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","London","Female","35","[c]","71630","54660"
"New entrant CS","2023","Medicine","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Outside London","Female","215","[c]","44830","35570"
"New entrant CS","2023","Medicine","Outside London","Male","70","[c]","59690","40590"
"New entrant CS","2023","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","London","Female","2250","[c]","29920","27640"
"New entrant CS","2023","Operational Delivery","London","Male","1695","[c]","31600","29750"
"New entrant CS","2023","Operational Delivery","Outside London","Female","15990","[c]","24580","23230"
"New entrant CS","2023","Operational Delivery","Outside London","Male","12430","[c]","25900","23640"
"New entrant CS","2023","Operational Delivery","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Unknown","Female","60","[c]","24680","24070"
"New entrant CS","2023","Operational Delivery","Unknown","Male","75","[c]","27600","25750"
"New entrant CS","2023","Operational Research","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Outside London","Female","80","[c]","27470","22520"
"New entrant CS","2023","Operational Research","Outside London","Male","90","[c]","28980","22930"
"New entrant CS","2023","Other","London","Female","155","[c]","34030","29890"
"New entrant CS","2023","Other","London","Male","100","[c]","35590","30070"
"New entrant CS","2023","Other","Outside London","Female","700","[c]","25570","21690"
"New entrant CS","2023","Other","Outside London","Male","620","[c]","27130","21690"
"New entrant CS","2023","Other","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Other","Unknown","Male","135","[c]","22700","17280"
"New entrant CS","2023","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","Outside London","Female","40","[c]","45770","43740"
"New entrant CS","2023","Planning Inspectors","Outside London","Male","35","[c]","51330","43740"
"New entrant CS","2023","Policy","London","Female","710","[c]","38490","35020"
"New entrant CS","2023","Policy","London","Male","510","[c]","40120","35040"
"New entrant CS","2023","Policy","Outside London","Female","520","[c]","34660","31260"
"New entrant CS","2023","Policy","Outside London","Male","380","[c]","36410","32000"
"New entrant CS","2023","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Female","215","[c]","38190","34110"
"New entrant CS","2023","Project Delivery","London","Male","180","[c]","41470","36000"
"New entrant CS","2023","Project Delivery","Outside London","Female","555","[c]","35070","33000"
"New entrant CS","2023","Project Delivery","Outside London","Male","495","[c]","39430","37300"
"New entrant CS","2023","Property","London","Female","35","[c]","39020","36260"
"New entrant CS","2023","Property","London","Male","65","[c]","37670","30950"
"New entrant CS","2023","Property","Outside London","Female","245","[c]","30740","27080"
"New entrant CS","2023","Property","Outside London","Male","335","[c]","33540","31610"
"New entrant CS","2023","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","Outside London","Female","130","[c]","30770","28480"
"New entrant CS","2023","Psychology","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","London","Female","85","[c]","39990","33500"
"New entrant CS","2023","Science and Engineering","London","Male","55","[c]","38330","35130"
"New entrant CS","2023","Science and Engineering","Outside London","Female","440","[c]","30430","27540"
"New entrant CS","2023","Science and Engineering","Outside London","Male","945","[c]","33630","30960"
"New entrant CS","2023","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","Male","45","[c]","40090","37850"
"New entrant CS","2023","Security","Outside London","Female","155","[c]","28820","27140"
"New entrant CS","2023","Security","Outside London","Male","585","[c]","29850","27500"
"New entrant CS","2023","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","London","Female","65","[c]","38540","36670"
"New entrant CS","2023","Social Research","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","Outside London","Female","95","[c]","33580","31560"
"New entrant CS","2023","Social Research","Outside London","Male","45","[c]","35420","32460"
"New entrant CS","2023","Statistics","London","Female","90","[c]","30860","28840"
"New entrant CS","2023","Statistics","London","Male","80","[c]","30940","29660"
"New entrant CS","2023","Statistics","Outside London","Female","80","[c]","31910","31270"
"New entrant CS","2023","Statistics","Outside London","Male","120","[c]","32950","31310"
"New entrant CS","2023","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Tax","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Tax","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Tax","Outside London","Female","105","[c]","34180","34400"
"New entrant CS","2023","Tax","Outside London","Male","95","[c]","33960","34400"
"New entrant CS","2023","Unknown","London","Female","420","[c]","34010","28840"
"New entrant CS","2023","Unknown","London","Male","350","[c]","36230","30720"
"New entrant CS","2023","Unknown","Outside London","Female","2465","[c]","31260","29100"
"New entrant CS","2023","Unknown","Outside London","Male","1820","[c]","32450","29100"
"New entrant CS","2023","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Male","25","[c]","[c]","[c]"
