"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Food Standards Agency","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Commercial","Female","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Commercial","Male","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Communications","Female","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Communications","Male","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Male","50","50","33980","31620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Economics","Female","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Economics","Male","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Finance","Female","65","60","32150","28090"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Finance","Male","65","65","32430","26100"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Human Resources","Female","50","50","37110","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Human Resources","Male","25","25","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Legal","Female","5","5","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Other","Female","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Other","Male","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Policy","Female","485","485","39230","37010"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Policy","Male","355","355","38420","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Project Delivery","Female","55","55","38040","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Project Delivery","Male","35","35","39340","36840"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Property","Female","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Property","Male","35","35","31750","29400"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Security","Female","35","35","36770","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Security","Male","55","55","33590","31380"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","Female","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Digital, Data and Technology","Female","35","35","34460","34850"
"In post","2023","20-29","HM Land Registry","Digital, Data and Technology","Male","85","80","33060","32690"
"In post","2023","20-29","HM Land Registry","Finance","Female","5","5","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Finance","Male","5","5","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Legal","Female","15","10","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Legal","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Operational Delivery","Female","515","500","26590","28080"
"In post","2023","20-29","HM Land Registry","Operational Delivery","Male","305","300","26370","23390"
"In post","2023","20-29","HM Land Registry","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Project Delivery","Female","20","20","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Commercial","Female","5","5","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Commercial","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Communications","Female","25","25","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Communications","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Counter Fraud","Female","205","205","30000","28130"
"In post","2023","20-29","HM Revenue and Customs","Counter Fraud","Male","185","185","30570","28130"
"In post","2023","20-29","HM Revenue and Customs","Digital, Data and Technology","Female","170","165","36770","34700"
"In post","2023","20-29","HM Revenue and Customs","Digital, Data and Technology","Male","310","310","36380","34700"
"In post","2023","20-29","HM Revenue and Customs","Economics","Female","25","25","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Economics","Male","85","85","41490","39450"
"In post","2023","20-29","HM Revenue and Customs","Finance","Female","65","60","29190","27650"
"In post","2023","20-29","HM Revenue and Customs","Finance","Male","85","80","32210","32260"
"In post","2023","20-29","HM Revenue and Customs","Human Resources","Female","70","70","33800","32260"
"In post","2023","20-29","HM Revenue and Customs","Human Resources","Male","40","40","30470","27890"
"In post","2023","20-29","HM Revenue and Customs","Intelligence Analysis","Female","25","25","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","International Trade","Female","5","5","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","International Trade","Male","5","5","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Legal","Female","150","150","32650","32260"
"In post","2023","20-29","HM Revenue and Customs","Legal","Male","130","130","33590","32400"
"In post","2023","20-29","HM Revenue and Customs","Operational Delivery","Female","2405","2320","25780","22520"
"In post","2023","20-29","HM Revenue and Customs","Operational Delivery","Male","2285","2255","25690","22520"
"In post","2023","20-29","HM Revenue and Customs","Operational Research","Female","35","35","33060","36570"
"In post","2023","20-29","HM Revenue and Customs","Operational Research","Male","40","40","31420","34400"
"In post","2023","20-29","HM Revenue and Customs","Other","Female","5","5","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Other","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Policy","Female","45","45","43270","39450"
"In post","2023","20-29","HM Revenue and Customs","Policy","Male","45","45","47610","45170"
"In post","2023","20-29","HM Revenue and Customs","Project Delivery","Female","120","120","39860","39450"
"In post","2023","20-29","HM Revenue and Customs","Project Delivery","Male","110","110","39490","37060"
"In post","2023","20-29","HM Revenue and Customs","Property","Female","180","175","30080","27570"
"In post","2023","20-29","HM Revenue and Customs","Property","Male","285","285","30350","27740"
"In post","2023","20-29","HM Revenue and Customs","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Security","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Social Research","Female","35","35","41030","39450"
"In post","2023","20-29","HM Revenue and Customs","Social Research","Male","15","15","[c]","[c]"
"In post","2023","20-29","HM Revenue and Customs","Statistics","Female","45","45","43440","42140"
"In post","2023","20-29","HM Revenue and Customs","Statistics","Male","70","70","41090","39690"
"In post","2023","20-29","HM Revenue and Customs","Tax","Female","1430","1395","31210","28130"
"In post","2023","20-29","HM Revenue and Customs","Tax","Male","1470","1455","31190","28130"
"In post","2023","20-29","HM Revenue and Customs","Unknown","Female","580","575","35220","34400"
"In post","2023","20-29","HM Revenue and Customs","Unknown","Male","600","600","34060","32530"
"In post","2023","20-29","HM Treasury","Communications","Female","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Communications","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Economics","Female","55","55","37340","34560"
"In post","2023","20-29","HM Treasury","Economics","Male","70","70","37120","35590"
"In post","2023","20-29","HM Treasury","Finance","Female","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Finance","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Human Resources","Female","20","20","[c]","[c]"
"In post","2023","20-29","HM Treasury","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Operational Delivery","Female","35","35","27340","27820"
"In post","2023","20-29","HM Treasury","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","20-29","HM Treasury","Other","Female","5","5","[c]","[c]"
"In post","2023","20-29","HM Treasury","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Policy","Female","305","300","40980","34290"
"In post","2023","20-29","HM Treasury","Policy","Male","340","340","40160","33820"
"In post","2023","20-29","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Treasury","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Commercial","Female","10","10","[c]","[c]"
"In post","2023","20-29","Home Office","Commercial","Male","10","10","[c]","[c]"
"In post","2023","20-29","Home Office","Communications","Female","30","30","[c]","[c]"
"In post","2023","20-29","Home Office","Communications","Male","10","10","[c]","[c]"
"In post","2023","20-29","Home Office","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","20-29","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Digital, Data and Technology","Female","90","90","43640","42190"
"In post","2023","20-29","Home Office","Digital, Data and Technology","Male","195","195","39350","37250"
"In post","2023","20-29","Home Office","Economics","Female","35","35","45150","44170"
"In post","2023","20-29","Home Office","Economics","Male","80","80","42220","36710"
"In post","2023","20-29","Home Office","Finance","Female","20","20","[c]","[c]"
"In post","2023","20-29","Home Office","Finance","Male","15","15","[c]","[c]"
"In post","2023","20-29","Home Office","Human Resources","Female","45","45","40420","36180"
"In post","2023","20-29","Home Office","Human Resources","Male","20","20","[c]","[c]"
"In post","2023","20-29","Home Office","Intelligence Analysis","Female","75","75","27890","25880"
"In post","2023","20-29","Home Office","Intelligence Analysis","Male","55","55","28320","25880"
"In post","2023","20-29","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Operational Delivery","Female","3030","2965","26010","25750"
"In post","2023","20-29","Home Office","Operational Delivery","Male","2655","2620","25810","25750"
"In post","2023","20-29","Home Office","Operational Research","Female","20","20","[c]","[c]"
"In post","2023","20-29","Home Office","Operational Research","Male","30","30","[c]","[c]"
"In post","2023","20-29","Home Office","Other","Female","190","185","30810","29890"
"In post","2023","20-29","Home Office","Other","Male","95","95","31190","29890"
"In post","2023","20-29","Home Office","Policy","Female","375","375","42750","43000"
"In post","2023","20-29","Home Office","Policy","Male","240","240","43650","43000"
"In post","2023","20-29","Home Office","Project Delivery","Female","145","145","38590","36180"
"In post","2023","20-29","Home Office","Project Delivery","Male","100","100","36260","36000"
"In post","2023","20-29","Home Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2023","20-29","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Security","Female","20","15","[c]","[c]"
"In post","2023","20-29","Home Office","Security","Male","5","5","[c]","[c]"
"In post","2023","20-29","Home Office","Social Research","Female","75","75","41810","39020"
"In post","2023","20-29","Home Office","Social Research","Male","15","15","[c]","[c]"
"In post","2023","20-29","Home Office","Statistics","Female","40","40","30790","23500"
"In post","2023","20-29","Home Office","Statistics","Male","45","45","34430","31500"
"In post","2023","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Commercial","Female","235","235","31640","30650"
"In post","2023","20-29","Ministry of Defence","Commercial","Male","205","205","31660","31850"
"In post","2023","20-29","Ministry of Defence","Communications","Female","65","65","34890","33990"
"In post","2023","20-29","Ministry of Defence","Communications","Male","30","30","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Digital, Data and Technology","Female","115","115","32560","32500"
"In post","2023","20-29","Ministry of Defence","Digital, Data and Technology","Male","240","240","31830","30470"
"In post","2023","20-29","Ministry of Defence","Finance","Female","175","170","31050","31020"
"In post","2023","20-29","Ministry of Defence","Finance","Male","195","195","32020","31920"
"In post","2023","20-29","Ministry of Defence","Geography","Female","35","35","27560","27610"
"In post","2023","20-29","Ministry of Defence","Geography","Male","65","65","27410","27610"
"In post","2023","20-29","Ministry of Defence","Human Resources","Female","190","185","30770","27800"
"In post","2023","20-29","Ministry of Defence","Human Resources","Male","85","85","28460","27080"
"In post","2023","20-29","Ministry of Defence","Intelligence Analysis","Female","85","85","34150","33990"
"In post","2023","20-29","Ministry of Defence","Intelligence Analysis","Male","125","125","35050","33990"
"In post","2023","20-29","Ministry of Defence","Internal Audit","Female","5","5","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Knowledge and Information Management","Female","35","35","30310","27140"
"In post","2023","20-29","Ministry of Defence","Knowledge and Information Management","Male","40","40","29230","27470"
"In post","2023","20-29","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Medicine","Female","70","65","31790","29780"
"In post","2023","20-29","Ministry of Defence","Medicine","Male","20","15","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Operational Delivery","Female","545","535","27430","26560"
"In post","2023","20-29","Ministry of Defence","Operational Delivery","Male","415","410","27320","27080"
"In post","2023","20-29","Ministry of Defence","Operational Research","Female","40","40","33730","30650"
"In post","2023","20-29","Ministry of Defence","Operational Research","Male","55","55","32350","30650"
"In post","2023","20-29","Ministry of Defence","Other","Female","265","260","28700","27330"
"In post","2023","20-29","Ministry of Defence","Other","Male","480","480","30520","29860"
"In post","2023","20-29","Ministry of Defence","Policy","Female","175","175","41150","41200"
"In post","2023","20-29","Ministry of Defence","Policy","Male","140","140","43440","45540"
"In post","2023","20-29","Ministry of Defence","Project Delivery","Female","435","430","33160","32500"
"In post","2023","20-29","Ministry of Defence","Project Delivery","Male","405","405","33570","32500"
"In post","2023","20-29","Ministry of Defence","Property","Female","80","75","28250","27140"
"In post","2023","20-29","Ministry of Defence","Property","Male","60","60","28700","27080"
"In post","2023","20-29","Ministry of Defence","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Science and Engineering","Female","415","410","32030","30650"
"In post","2023","20-29","Ministry of Defence","Science and Engineering","Male","1420","1420","31120","30650"
"In post","2023","20-29","Ministry of Defence","Security","Female","180","175","29150","27140"
"In post","2023","20-29","Ministry of Defence","Security","Male","615","615","28530","27480"
"In post","2023","20-29","Ministry of Defence","Statistics","Female","60","60","38880","37940"
"In post","2023","20-29","Ministry of Defence","Statistics","Male","80","80","39080","38850"
"In post","2023","20-29","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Commercial","Female","50","50","37490","35890"
"In post","2023","20-29","Ministry of Justice","Commercial","Male","25","25","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Communications","Female","45","45","37470","35410"
"In post","2023","20-29","Ministry of Justice","Communications","Male","20","20","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Digital, Data and Technology","Female","85","85","37960","37680"
"In post","2023","20-29","Ministry of Justice","Digital, Data and Technology","Male","115","115","39560","37680"
"In post","2023","20-29","Ministry of Justice","Economics","Female","15","15","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Economics","Male","35","30","42280","43650"
"In post","2023","20-29","Ministry of Justice","Finance","Female","35","35","35620","32900"
"In post","2023","20-29","Ministry of Justice","Finance","Male","35","35","37850","35410"
"In post","2023","20-29","Ministry of Justice","Human Resources","Female","110","110","33680","31270"
"In post","2023","20-29","Ministry of Justice","Human Resources","Male","40","40","32760","31270"
"In post","2023","20-29","Ministry of Justice","Intelligence Analysis","Female","50","50","31570","28480"
"In post","2023","20-29","Ministry of Justice","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Legal","Female","95","95","33360","31270"
"In post","2023","20-29","Ministry of Justice","Legal","Male","40","40","34410","35410"
"In post","2023","20-29","Ministry of Justice","Operational Delivery","Female","10090","9825","27360","26630"
"In post","2023","20-29","Ministry of Justice","Operational Delivery","Male","5635","5590","28710","28880"
"In post","2023","20-29","Ministry of Justice","Operational Research","Female","20","20","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Operational Research","Male","20","20","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Other","Female","35","35","36560","35410"
"In post","2023","20-29","Ministry of Justice","Other","Male","25","25","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Policy","Female","300","300","41760","43650"
"In post","2023","20-29","Ministry of Justice","Policy","Male","100","100","41170","41660"
"In post","2023","20-29","Ministry of Justice","Project Delivery","Female","75","75","36050","35410"
"In post","2023","20-29","Ministry of Justice","Project Delivery","Male","25","25","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Property","Female","20","20","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Property","Male","10","10","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Psychology","Female","355","350","30080","30940"
"In post","2023","20-29","Ministry of Justice","Psychology","Male","25","25","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Security","Female","10","10","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Security","Male","10","10","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Social Research","Female","30","30","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Social Research","Male","10","10","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Statistics","Female","25","25","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Statistics","Male","20","20","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Communications","Female","5","5","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Human Resources","Female","20","20","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Legal","Female","5","5","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Operational Delivery","Female","400","400","36280","36040"
"In post","2023","20-29","National Crime Agency","Operational Delivery","Male","235","235","36980","36040"
"In post","2023","20-29","National Crime Agency","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Security","Female","10","10","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Security","Male","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Policy","Male","10","10","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","Female","40","40","25900","25460"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","Male","10","10","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Female","15","15","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","Female","15","15","[c]","[c]"
