"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Transport","G6","Female","90","85","68200","67420"
"In post","2023","30-39","Department for Transport","G6","Male","110","110","68510","67420"
"In post","2023","30-39","Department for Transport","G7","Female","190","185","55780","55740"
"In post","2023","30-39","Department for Transport","G7","Male","285","285","56920","55740"
"In post","2023","30-39","Department for Transport","HEO","Female","235","225","33090","31660"
"In post","2023","30-39","Department for Transport","HEO","Male","270","270","34080","32670"
"In post","2023","30-39","Department for Transport","SCS level","Female","30","25","[c]","[c]"
"In post","2023","30-39","Department for Transport","SCS level","Male","30","30","[c]","[c]"
"In post","2023","30-39","Department for Transport","SEO","Female","185","180","42090","41030"
"In post","2023","30-39","Department for Transport","SEO","Male","295","295","43120","43320"
"In post","2023","30-39","Department for Work and Pensions","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","AO","Female","2165","1760","21940","21690"
"In post","2023","30-39","Department for Work and Pensions","AO","Male","1415","1385","21960","21690"
"In post","2023","30-39","Department for Work and Pensions","EO","Female","4525","4015","28830","28120"
"In post","2023","30-39","Department for Work and Pensions","EO","Male","3040","3005","28840","28120"
"In post","2023","30-39","Department for Work and Pensions","G6","Female","60","60","70830","70810"
"In post","2023","30-39","Department for Work and Pensions","G6","Male","90","90","71390","71040"
"In post","2023","30-39","Department for Work and Pensions","G7","Female","260","250","53750","53810"
"In post","2023","30-39","Department for Work and Pensions","G7","Male","290","285","54670","55150"
"In post","2023","30-39","Department for Work and Pensions","HEO","Female","855","800","34900","34170"
"In post","2023","30-39","Department for Work and Pensions","HEO","Male","750","750","34910","34170"
"In post","2023","30-39","Department for Work and Pensions","SCS level","Female","15","15","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","SCS level","Male","10","10","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","SEO","Female","390","375","40570","38470"
"In post","2023","30-39","Department for Work and Pensions","SEO","Male","430","430","42170","40650"
"In post","2023","30-39","Department of Health and Social Care","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","AA","Male","5","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","AO","Female","85","70","22690","22480"
"In post","2023","30-39","Department of Health and Social Care","AO","Male","40","40","23050","22820"
"In post","2023","30-39","Department of Health and Social Care","EO","Female","185","175","27170","27690"
"In post","2023","30-39","Department of Health and Social Care","EO","Male","70","70","27560","28220"
"In post","2023","30-39","Department of Health and Social Care","G6","Female","205","195","68730","67890"
"In post","2023","30-39","Department of Health and Social Care","G6","Male","125","120","68580","67780"
"In post","2023","30-39","Department of Health and Social Care","G7","Female","475","460","53990","54660"
"In post","2023","30-39","Department of Health and Social Care","G7","Male","250","245","53880","54660"
"In post","2023","30-39","Department of Health and Social Care","HEO","Female","285","270","32920","33380"
"In post","2023","30-39","Department of Health and Social Care","HEO","Male","140","140","33160","33500"
"In post","2023","30-39","Department of Health and Social Care","SCS level","Female","65","60","83470","77240"
"In post","2023","30-39","Department of Health and Social Care","SCS level","Male","45","45","84720","78950"
"In post","2023","30-39","Department of Health and Social Care","SEO","Female","470","450","40850","41280"
"In post","2023","30-39","Department of Health and Social Care","SEO","Male","235","235","40820","41280"
"In post","2023","30-39","Estyn","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","EO","Female","5","5","[c]","[c]"
"In post","2023","30-39","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","EO","Female","35","30","27600","28090"
"In post","2023","30-39","Food Standards Agency","EO","Male","15","15","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","G6","Female","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","G6","Male","10","10","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","G7","Female","30","30","54360","53110"
"In post","2023","30-39","Food Standards Agency","G7","Male","20","20","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","HEO","Female","70","70","31880","31260"
"In post","2023","30-39","Food Standards Agency","HEO","Male","35","35","31990","31260"
"In post","2023","30-39","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","SEO","Female","90","85","38990","38380"
"In post","2023","30-39","Food Standards Agency","SEO","Male","40","40","39630","38670"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","AO","Female","25","25","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","AO","Male","40","40","26210","26100"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","EO","Female","75","70","29800","28830"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","EO","Male","65","65","30840","30030"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G6","Female","140","135","66350","66490"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G6","Male","130","130","66850","66500"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G7","Female","500","495","55790","55070"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G7","Male","430","430","55990","55750"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","HEO","Female","275","270","37020","36620"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","HEO","Male","300","300","36750","35810"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SEO","Female","135","130","43340","43000"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SEO","Male","155","155","43970","43500"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Unknown","Male","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AA","Male","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AO","Female","255","230","23500","23390"
"In post","2023","30-39","HM Land Registry","AO","Male","165","160","23480","23390"
"In post","2023","30-39","HM Land Registry","EO","Female","265","245","28300","28080"
"In post","2023","30-39","HM Land Registry","EO","Male","195","195","28570","28080"
"In post","2023","30-39","HM Land Registry","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","G7","Female","40","35","59080","58140"
"In post","2023","30-39","HM Land Registry","G7","Male","20","20","[c]","[c]"
"In post","2023","30-39","HM Land Registry","HEO","Female","85","75","35510","34850"
"In post","2023","30-39","HM Land Registry","HEO","Male","70","70","36690","34850"
"In post","2023","30-39","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","SEO","Female","45","40","42150","39520"
"In post","2023","30-39","HM Land Registry","SEO","Male","65","65","43370","43150"
"In post","2023","30-39","HM Revenue and Customs","AA","Female","15","10","[c]","[c]"
"In post","2023","30-39","HM Revenue and Customs","AA","Male","10","10","[c]","[c]"
"In post","2023","30-39","HM Revenue and Customs","AO","Female","1950","1665","22650","22520"
"In post","2023","30-39","HM Revenue and Customs","AO","Male","1795","1745","22640","22520"
"In post","2023","30-39","HM Revenue and Customs","EO","Female","1955","1830","28340","28130"
"In post","2023","30-39","HM Revenue and Customs","EO","Male","2220","2205","28400","28130"
"In post","2023","30-39","HM Revenue and Customs","G6","Female","185","175","73200","71300"
"In post","2023","30-39","HM Revenue and Customs","G6","Male","235","235","72640","71300"
"In post","2023","30-39","HM Revenue and Customs","G7","Female","765","730","58690","57970"
"In post","2023","30-39","HM Revenue and Customs","G7","Male","1090","1080","58780","57970"
"In post","2023","30-39","HM Revenue and Customs","HEO","Female","2255","2140","35260","35000"
"In post","2023","30-39","HM Revenue and Customs","HEO","Male","2735","2725","35330","35000"
"In post","2023","30-39","HM Revenue and Customs","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","HM Revenue and Customs","SCS level","Male","25","25","[c]","[c]"
"In post","2023","30-39","HM Revenue and Customs","SEO","Female","1010","975","42840","42140"
"In post","2023","30-39","HM Revenue and Customs","SEO","Male","1145","1145","42910","42140"
"In post","2023","30-39","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","EO","Female","30","25","[c]","[c]"
"In post","2023","30-39","HM Treasury","EO","Male","10","10","[c]","[c]"
"In post","2023","30-39","HM Treasury","G6","Female","95","90","65640","64950"
"In post","2023","30-39","HM Treasury","G6","Male","115","115","65550","64900"
"In post","2023","30-39","HM Treasury","G7","Female","150","145","54990","54090"
"In post","2023","30-39","HM Treasury","G7","Male","180","180","55450","54130"
"In post","2023","30-39","HM Treasury","HEO","Female","55","50","35190","34570"
"In post","2023","30-39","HM Treasury","HEO","Male","70","70","34910","33630"
"In post","2023","30-39","HM Treasury","SCS level","Female","30","30","79150","77360"
"In post","2023","30-39","HM Treasury","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","HM Treasury","SEO","Female","30","25","[c]","[c]"
"In post","2023","30-39","HM Treasury","SEO","Male","30","30","[c]","[c]"
"In post","2023","30-39","Home Office","AA","Female","40","30","20500","19500"
"In post","2023","30-39","Home Office","AA","Male","40","40","20420","19500"
"In post","2023","30-39","Home Office","AO","Female","1025","865","22970","22400"
"In post","2023","30-39","Home Office","AO","Male","745","720","22950","22400"
"In post","2023","30-39","Home Office","EO","Female","2065","1895","26930","25880"
"In post","2023","30-39","Home Office","EO","Male","2150","2135","26990","25880"
"In post","2023","30-39","Home Office","G6","Female","145","140","70980","70840"
"In post","2023","30-39","Home Office","G6","Male","125","125","70860","70840"
"In post","2023","30-39","Home Office","G7","Female","440","430","58400","59290"
"In post","2023","30-39","Home Office","G7","Male","490","485","58630","59290"
"In post","2023","30-39","Home Office","HEO","Female","955","910","33540","32160"
"In post","2023","30-39","Home Office","HEO","Male","825","820","33590","32160"
"In post","2023","30-39","Home Office","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Home Office","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Home Office","SEO","Female","605","585","41710","43000"
"In post","2023","30-39","Home Office","SEO","Male","545","545","41500","42180"
"In post","2023","30-39","Home Office","Unknown","Female","20","20","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","Male","20","20","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","AA","Female","180","170","21560","21380"
"In post","2023","30-39","Ministry of Defence","AA","Male","310","310","22450","21380"
"In post","2023","30-39","Ministry of Defence","AO","Female","795","720","23890","22220"
"In post","2023","30-39","Ministry of Defence","AO","Male","865","865","30650","28410"
"In post","2023","30-39","Ministry of Defence","EO","Female","700","655","28160","27140"
"In post","2023","30-39","Ministry of Defence","EO","Male","585","580","30000","27470"
"In post","2023","30-39","Ministry of Defence","G6","Female","125","115","69790","69490"
"In post","2023","30-39","Ministry of Defence","G6","Male","145","140","69110","69490"
"In post","2023","30-39","Ministry of Defence","G7","Female","615","585","54760","54780"
"In post","2023","30-39","Ministry of Defence","G7","Male","800","795","54340","54510"
"In post","2023","30-39","Ministry of Defence","HEO","Female","1250","1170","34430","33990"
"In post","2023","30-39","Ministry of Defence","HEO","Male","1100","1095","34500","33990"
"In post","2023","30-39","Ministry of Defence","SCS level","Female","30","25","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","SCS level","Male","20","20","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","SEO","Female","1110","1055","42060","41200"
"In post","2023","30-39","Ministry of Defence","SEO","Male","1470","1465","42980","41800"
"In post","2023","30-39","Ministry of Defence","Unknown","Female","195","185","39430","39500"
"In post","2023","30-39","Ministry of Defence","Unknown","Male","655","655","42780","42500"
"In post","2023","30-39","Ministry of Justice","AA","Female","590","530","23100","23230"
"In post","2023","30-39","Ministry of Justice","AA","Male","515","505","23430","23230"
"In post","2023","30-39","Ministry of Justice","AO","Female","3475","3095","27140","25480"
"In post","2023","30-39","Ministry of Justice","AO","Male","4490","4445","30340","30880"
"In post","2023","30-39","Ministry of Justice","EO","Female","1480","1400","30030","28480"
"In post","2023","30-39","Ministry of Justice","EO","Male","1360","1355","32670","34170"
"In post","2023","30-39","Ministry of Justice","G6","Female","100","95","69070","66700"
"In post","2023","30-39","Ministry of Justice","G6","Male","65","65","68980","66700"
"In post","2023","30-39","Ministry of Justice","G7","Female","425","410","57370","56080"
"In post","2023","30-39","Ministry of Justice","G7","Male","315","315","58230","56080"
"In post","2023","30-39","Ministry of Justice","HEO","Female","1320","1275","34080","32420"
"In post","2023","30-39","Ministry of Justice","HEO","Male","845","830","36200","35410"
"In post","2023","30-39","Ministry of Justice","SCS level","Female","30","30","80610","77910"
"In post","2023","30-39","Ministry of Justice","SCS level","Male","25","25","[c]","[c]"
"In post","2023","30-39","Ministry of Justice","SEO","Female","1060","1025","44240","43650"
"In post","2023","30-39","Ministry of Justice","SEO","Male","555","550","44280","43650"
"In post","2023","30-39","Ministry of Justice","Unknown","Female","3905","3585","29900","29050"
"In post","2023","30-39","Ministry of Justice","Unknown","Male","1030","1010","29240","26840"
"In post","2023","30-39","National Crime Agency","AO","Female","25","20","[c]","[c]"
"In post","2023","30-39","National Crime Agency","AO","Male","10","10","[c]","[c]"
"In post","2023","30-39","National Crime Agency","EO","Female","380","365","35540","36040"
"In post","2023","30-39","National Crime Agency","EO","Male","340","340","36140","36040"
"In post","2023","30-39","National Crime Agency","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","National Crime Agency","G6","Male","10","10","[c]","[c]"
"In post","2023","30-39","National Crime Agency","G7","Female","30","30","60360","61240"
"In post","2023","30-39","National Crime Agency","G7","Male","30","30","[c]","[c]"
"In post","2023","30-39","National Crime Agency","HEO","Female","185","175","41880","42110"
"In post","2023","30-39","National Crime Agency","HEO","Male","220","215","42940","42240"
"In post","2023","30-39","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","SEO","Female","80","80","48430","47380"
"In post","2023","30-39","National Crime Agency","SEO","Male","90","90","48620","49110"
"In post","2023","30-39","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","G7","Female","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","G7","Male","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","SEO","Female","5","5","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","SEO","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","AO","Female","20","20","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","AO","Male","15","15","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","Female","35","35","27590","27140"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","Male","20","20","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","G7","Female","50","50","68500","66170"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","G7","Male","35","35","70930","72470"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","HEO","Female","50","50","33320","33130"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","HEO","Male","30","30","33350","33130"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO","Female","125","125","47600","47750"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO","Male","35","35","43870","41050"
"In post","2023","30-39","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","EO","Female","50","50","26820","26080"
"In post","2023","30-39","Office of Gas and Electricity Markets","EO","Male","55","55","26440","25750"
"In post","2023","30-39","Office of Gas and Electricity Markets","G6","Female","40","40","65450","61660"
"In post","2023","30-39","Office of Gas and Electricity Markets","G6","Male","85","85","67180","64510"
"In post","2023","30-39","Office of Gas and Electricity Markets","G7","Female","75","75","50330","48330"
"In post","2023","30-39","Office of Gas and Electricity Markets","G7","Male","90","90","51340","49300"
"In post","2023","30-39","Office of Gas and Electricity Markets","HEO","Female","30","30","34320","33400"
"In post","2023","30-39","Office of Gas and Electricity Markets","HEO","Male","65","65","34460","33400"
"In post","2023","30-39","Office of Gas and Electricity Markets","SCS level","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","SCS level","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","SEO","Female","30","30","40510","40090"
"In post","2023","30-39","Office of Gas and Electricity Markets","SEO","Male","25","25","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G7","Female","10","10","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G7","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","HEO","Female","15","15","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","HEO","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SEO","Female","20","20","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SEO","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","EO","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G7","Female","20","20","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G7","Male","20","20","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","HEO","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","HEO","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","SEO","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","SEO","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G6","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G7","Female","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G7","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","HEO","Female","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","AA","Female","325","280","23050","22920"
"In post","2023","30-39","Scottish Government","AA","Male","265","260","23460","23340"
"In post","2023","30-39","Scottish Government","AO","Female","560","520","25960","25060"
"In post","2023","30-39","Scottish Government","AO","Male","530","525","26740","26410"
"In post","2023","30-39","Scottish Government","EO","Female","1080","1015","31810","31290"
"In post","2023","30-39","Scottish Government","EO","Male","915","910","32640","31940"
"In post","2023","30-39","Scottish Government","G6","Female","120","115","73630","74000"
"In post","2023","30-39","Scottish Government","G6","Male","90","90","73780","73540"
"In post","2023","30-39","Scottish Government","G7","Female","550","525","58390","57360"
"In post","2023","30-39","Scottish Government","G7","Male","305","305","58680","58850"
"In post","2023","30-39","Scottish Government","HEO","Female","845","805","36420","36330"
"In post","2023","30-39","Scottish Government","HEO","Male","590","585","37140","37880"
"In post","2023","30-39","Scottish Government","SCS level","Female","5","5","[c]","[c]"
"In post","2023","30-39","Scottish Government","SCS level","Male","10","10","[c]","[c]"
"In post","2023","30-39","Scottish Government","SEO","Female","645","610","45440","44640"
"In post","2023","30-39","Scottish Government","SEO","Male","490","485","45990","44890"
"In post","2023","30-39","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","EO","Male","5","5","[c]","[c]"
"In post","2023","30-39","The National Archives","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","G7","Female","10","10","[c]","[c]"
"In post","2023","30-39","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","HEO","Female","25","25","[c]","[c]"
"In post","2023","30-39","The National Archives","HEO","Male","20","15","[c]","[c]"
"In post","2023","30-39","The National Archives","SEO","Female","30","30","[c]","[c]"
"In post","2023","30-39","The National Archives","SEO","Male","20","20","[c]","[c]"
"In post","2023","30-39","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Export Finance","G6","Female","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","G6","Male","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","G7","Female","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","G7","Male","25","25","[c]","[c]"
"In post","2023","30-39","UK Export Finance","HEO","Female","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","HEO","Male","5","5","[c]","[c]"
"In post","2023","30-39","UK Export Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2023","30-39","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Export Finance","SEO","Female","15","15","[c]","[c]"
"In post","2023","30-39","UK Export Finance","SEO","Male","20","20","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","AA","Female","30","20","20560","20150"
"In post","2023","30-39","UK Statistics Authority","AA","Male","5","5","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","AO","Female","85","65","21280","21200"
"In post","2023","30-39","UK Statistics Authority","AO","Male","45","40","21850","21200"
"In post","2023","30-39","UK Statistics Authority","EO","Female","115","105","24930","24840"
"In post","2023","30-39","UK Statistics Authority","EO","Male","55","55","25040","24840"
"In post","2023","30-39","UK Statistics Authority","G6","Female","35","30","62590","61240"
"In post","2023","30-39","UK Statistics Authority","G6","Male","35","35","63390","61240"
"In post","2023","30-39","UK Statistics Authority","G7","Female","195","185","51930","51460"
"In post","2023","30-39","UK Statistics Authority","G7","Male","150","145","52600","51460"
"In post","2023","30-39","UK Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","HEO","Female","175","165","31460","31060"
"In post","2023","30-39","UK Statistics Authority","HEO","Male","155","150","31680","31060"
"In post","2023","30-39","UK Statistics Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","SCS level","Male","5","5","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","SEO","Female","240","230","38760","38610"
"In post","2023","30-39","UK Statistics Authority","SEO","Male","210","210","38920","38510"
