"Status","Year","Age","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Wales","Female","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","Wales","Male","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","London","Female","215","210","52880","55370"
"In post","2023","30-39","International Trade","London","Male","215","215","53260","55370"
"In post","2023","30-39","International Trade","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","30-39","International Trade","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","International Trade","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","30-39","International Trade","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","30-39","International Trade","Overseas","Female","20","20","[c]","[c]"
"In post","2023","30-39","International Trade","Overseas","Male","55","55","53410","53970"
"In post","2023","30-39","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","Scotland","Male","5","5","[c]","[c]"
"In post","2023","30-39","International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","Wales","Male","5","5","[c]","[c]"
"In post","2023","30-39","International Trade","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","30-39","International Trade","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","International Trade","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","30-39","International Trade","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","East of England","Female","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","East of England","Male","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","London","Female","95","90","43740","41820"
"In post","2023","30-39","Knowledge and Information Management","London","Male","80","80","45120","39150"
"In post","2023","30-39","Knowledge and Information Management","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","North West (England)","Female","30","25","32030","28120"
"In post","2023","30-39","Knowledge and Information Management","North West (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Scotland","Female","5","5","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Scotland","Male","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","South East (England)","Female","25","25","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","South West (England)","Female","35","35","32990","33830"
"In post","2023","30-39","Knowledge and Information Management","South West (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Wales","Female","25","25","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Wales","Male","20","20","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","30-39","Legal","East Midlands (England)","Female","55","50","45350","49050"
"In post","2023","30-39","Legal","East Midlands (England)","Male","45","45","42880","38760"
"In post","2023","30-39","Legal","East of England","Female","60","55","44270","41660"
"In post","2023","30-39","Legal","East of England","Male","35","35","42110","39780"
"In post","2023","30-39","Legal","London","Female","850","810","55360","54100"
"In post","2023","30-39","Legal","London","Male","480","475","52910","52790"
"In post","2023","30-39","Legal","North East (England)","Female","50","45","44970","41960"
"In post","2023","30-39","Legal","North East (England)","Male","30","30","44330","49050"
"In post","2023","30-39","Legal","North West (England)","Female","170","160","45560","49050"
"In post","2023","30-39","Legal","North West (England)","Male","130","130","42580","41960"
"In post","2023","30-39","Legal","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","30-39","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Scotland","Female","210","200","56060","52360"
"In post","2023","30-39","Legal","Scotland","Male","105","105","55190","52360"
"In post","2023","30-39","Legal","South East (England)","Female","85","80","44350","41700"
"In post","2023","30-39","Legal","South East (England)","Male","40","40","46500","54100"
"In post","2023","30-39","Legal","South West (England)","Female","80","75","45060","49050"
"In post","2023","30-39","Legal","South West (England)","Male","45","40","43840","45150"
"In post","2023","30-39","Legal","Wales","Female","130","120","48890","49050"
"In post","2023","30-39","Legal","Wales","Male","60","60","47890","50000"
"In post","2023","30-39","Legal","West Midlands (England)","Female","70","65","43850","49050"
"In post","2023","30-39","Legal","West Midlands (England)","Male","40","40","39870","35000"
"In post","2023","30-39","Legal","Yorkshire and The Humber","Female","130","125","47410","49050"
"In post","2023","30-39","Legal","Yorkshire and The Humber","Male","65","65","46200","49050"
"In post","2023","30-39","Medicine","East Midlands (England)","Female","45","40","40730","40590"
"In post","2023","30-39","Medicine","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Medicine","East of England","Female","25","25","[c]","[c]"
"In post","2023","30-39","Medicine","East of England","Male","10","10","[c]","[c]"
"In post","2023","30-39","Medicine","London","Female","50","45","54960","47820"
"In post","2023","30-39","Medicine","London","Male","20","20","[c]","[c]"
"In post","2023","30-39","Medicine","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","North West (England)","Female","15","10","[c]","[c]"
"In post","2023","30-39","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","30-39","Medicine","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","Scotland","Female","10","5","[c]","[c]"
"In post","2023","30-39","Medicine","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","South East (England)","Female","65","55","44300","40590"
"In post","2023","30-39","Medicine","South East (England)","Male","20","15","[c]","[c]"
"In post","2023","30-39","Medicine","South West (England)","Female","105","85","40330","35570"
"In post","2023","30-39","Medicine","South West (England)","Male","20","15","[c]","[c]"
"In post","2023","30-39","Medicine","Wales","Female","40","35","45380","39690"
"In post","2023","30-39","Medicine","Wales","Male","25","25","[c]","[c]"
"In post","2023","30-39","Medicine","West Midlands (England)","Female","30","25","45770","40590"
"In post","2023","30-39","Medicine","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Medicine","Yorkshire and The Humber","Female","30","25","42670","35570"
"In post","2023","30-39","Medicine","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","30-39","Operational Delivery","East Midlands (England)","Female","1795","1610","28840","28120"
"In post","2023","30-39","Operational Delivery","East Midlands (England)","Male","1375","1360","29690","28880"
"In post","2023","30-39","Operational Delivery","East of England","Female","1575","1390","29120","28120"
"In post","2023","30-39","Operational Delivery","East of England","Male","1215","1205","30820","30880"
"In post","2023","30-39","Operational Delivery","London","Female","3705","3480","36310","32520"
"In post","2023","30-39","Operational Delivery","London","Male","2985","2955","37250","33970"
"In post","2023","30-39","Operational Delivery","North East (England)","Female","2460","2190","27480","26840"
"In post","2023","30-39","Operational Delivery","North East (England)","Male","1850","1820","28440","28120"
"In post","2023","30-39","Operational Delivery","North West (England)","Female","5235","4775","28210","26900"
"In post","2023","30-39","Operational Delivery","North West (England)","Male","4215","4160","28880","28120"
"In post","2023","30-39","Operational Delivery","Northern Ireland","Female","270","245","28040","25880"
"In post","2023","30-39","Operational Delivery","Northern Ireland","Male","295","290","27100","25750"
"In post","2023","30-39","Operational Delivery","Overseas","Female","20","20","[c]","[c]"
"In post","2023","30-39","Operational Delivery","Overseas","Male","35","35","43430","38640"
"In post","2023","30-39","Operational Delivery","Scotland","Female","2640","2415","28900","28120"
"In post","2023","30-39","Operational Delivery","Scotland","Male","2200","2185","29900","28120"
"In post","2023","30-39","Operational Delivery","South East (England)","Female","2545","2295","30110","28200"
"In post","2023","30-39","Operational Delivery","South East (England)","Male","2285","2255","31330","31060"
"In post","2023","30-39","Operational Delivery","South West (England)","Female","2110","1870","30020","28120"
"In post","2023","30-39","Operational Delivery","South West (England)","Male","1590","1570","32090","30410"
"In post","2023","30-39","Operational Delivery","Unknown","Female","50","45","26670","25880"
"In post","2023","30-39","Operational Delivery","Unknown","Male","65","65","27420","27150"
"In post","2023","30-39","Operational Delivery","Wales","Female","3155","2815","27620","25830"
"In post","2023","30-39","Operational Delivery","Wales","Male","2145","2115","28460","28080"
"In post","2023","30-39","Operational Delivery","West Midlands (England)","Female","2685","2440","28420","28080"
"In post","2023","30-39","Operational Delivery","West Midlands (England)","Male","2015","1980","29530","28120"
"In post","2023","30-39","Operational Delivery","Yorkshire and The Humber","Female","2765","2470","29010","28120"
"In post","2023","30-39","Operational Delivery","Yorkshire and The Humber","Male","2380","2350","29880","28120"
"In post","2023","30-39","Operational Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","London","Female","50","50","51800","54990"
"In post","2023","30-39","Operational Research","London","Male","75","75","53760","55720"
"In post","2023","30-39","Operational Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","30-39","Operational Research","North West (England)","Male","30","25","[c]","[c]"
"In post","2023","30-39","Operational Research","Scotland","Female","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","30-39","Operational Research","South East (England)","Male","30","30","44030","45900"
"In post","2023","30-39","Operational Research","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","30-39","Operational Research","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","30-39","Operational Research","Wales","Female","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","Wales","Male","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Operational Research","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","30-39","Operational Research","Yorkshire and The Humber","Male","25","20","[c]","[c]"
"In post","2023","30-39","Other","East Midlands (England)","Female","70","60","27770","21690"
"In post","2023","30-39","Other","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Other","East of England","Female","30","25","[c]","[c]"
"In post","2023","30-39","Other","East of England","Male","25","25","[c]","[c]"
"In post","2023","30-39","Other","London","Female","275","260","45830","39150"
"In post","2023","30-39","Other","London","Male","185","185","49530","43150"
"In post","2023","30-39","Other","North East (England)","Female","80","70","27810","23230"
"In post","2023","30-39","Other","North East (England)","Male","50","50","27810","26990"
"In post","2023","30-39","Other","North West (England)","Female","170","155","31280","28120"
"In post","2023","30-39","Other","North West (England)","Male","120","115","31010","28120"
"In post","2023","30-39","Other","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","30-39","Other","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","30-39","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other","Scotland","Female","130","115","32180","28120"
"In post","2023","30-39","Other","Scotland","Male","115","115","34030","33860"
"In post","2023","30-39","Other","South East (England)","Female","70","65","33560","31280"
"In post","2023","30-39","Other","South East (England)","Male","55","55","33570","28450"
"In post","2023","30-39","Other","South West (England)","Female","325","290","34590","32500"
"In post","2023","30-39","Other","South West (England)","Male","185","180","37630","38990"
"In post","2023","30-39","Other","Unknown","Female","45","45","42320","41630"
"In post","2023","30-39","Other","Unknown","Male","335","335","41990","40690"
"In post","2023","30-39","Other","Wales","Female","110","100","38300","39690"
"In post","2023","30-39","Other","Wales","Male","65","65","33910","30610"
"In post","2023","30-39","Other","West Midlands (England)","Female","140","120","26320","21690"
"In post","2023","30-39","Other","West Midlands (England)","Male","90","90","25510","21690"
"In post","2023","30-39","Other","Yorkshire and The Humber","Female","140","115","27920","25880"
"In post","2023","30-39","Other","Yorkshire and The Humber","Male","115","110","28920","25750"
"In post","2023","30-39","Planning","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Planning","London","Male","15","15","[c]","[c]"
"In post","2023","30-39","Planning","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Planning","Wales","Female","5","5","[c]","[c]"
"In post","2023","30-39","Planning","Wales","Male","10","10","[c]","[c]"
"In post","2023","30-39","Planning","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Policy","East Midlands (England)","Female","55","50","38530","37590"
"In post","2023","30-39","Policy","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Policy","East of England","Female","40","40","41950","39580"
"In post","2023","30-39","Policy","East of England","Male","30","30","47800","46470"
"In post","2023","30-39","Policy","London","Female","3435","3320","54160","55120"
"In post","2023","30-39","Policy","London","Male","3010","2990","54040","55120"
"In post","2023","30-39","Policy","North East (England)","Female","120","115","43020","38200"
"In post","2023","30-39","Policy","North East (England)","Male","90","90","44340","40430"
"In post","2023","30-39","Policy","North West (England)","Female","270","260","42140","37880"
"In post","2023","30-39","Policy","North West (England)","Male","190","185","45550","42700"
"In post","2023","30-39","Policy","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2023","30-39","Policy","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","30-39","Policy","Overseas","Female","315","315","50120","53050"
"In post","2023","30-39","Policy","Overseas","Male","335","335","48730","52410"
"In post","2023","30-39","Policy","Scotland","Female","130","125","45810","48300"
"In post","2023","30-39","Policy","Scotland","Male","105","105","45600","44260"
"In post","2023","30-39","Policy","South East (England)","Female","80","75","38360","36800"
"In post","2023","30-39","Policy","South East (England)","Male","60","55","42650","39820"
"In post","2023","30-39","Policy","South West (England)","Female","220","210","43760","41200"
"In post","2023","30-39","Policy","South West (England)","Male","140","135","44350","44740"
"In post","2023","30-39","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Policy","Unknown","Male","5","5","[c]","[c]"
"In post","2023","30-39","Policy","Wales","Female","295","275","41110","39690"
"In post","2023","30-39","Policy","Wales","Male","215","210","42460","39690"
"In post","2023","30-39","Policy","West Midlands (England)","Female","130","125","42180","37750"
"In post","2023","30-39","Policy","West Midlands (England)","Male","100","100","43260","39820"
"In post","2023","30-39","Policy","Yorkshire and The Humber","Female","285","265","42810","38470"
"In post","2023","30-39","Policy","Yorkshire and The Humber","Male","230","230","42790","38470"
"In post","2023","30-39","Project Delivery","East Midlands (England)","Female","60","55","37190","34850"
"In post","2023","30-39","Project Delivery","East Midlands (England)","Male","30","30","44080","42140"
"In post","2023","30-39","Project Delivery","East of England","Female","55","55","41710","37590"
"In post","2023","30-39","Project Delivery","East of England","Male","55","55","42960","41200"
"In post","2023","30-39","Project Delivery","London","Female","650","635","51420","53030"
"In post","2023","30-39","Project Delivery","London","Male","525","520","51390","53030"
"In post","2023","30-39","Project Delivery","North East (England)","Female","115","110","40660","40680"
"In post","2023","30-39","Project Delivery","North East (England)","Male","120","120","44050","42330"
"In post","2023","30-39","Project Delivery","North West (England)","Female","245","235","41820","41050"
"In post","2023","30-39","Project Delivery","North West (England)","Male","210","210","43430","41780"
"In post","2023","30-39","Project Delivery","Northern Ireland","Female","15","15","[c]","[c]"
"In post","2023","30-39","Project Delivery","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Overseas","Male","20","20","[c]","[c]"
"In post","2023","30-39","Project Delivery","Scotland","Female","80","75","44310","42140"
"In post","2023","30-39","Project Delivery","Scotland","Male","65","65","46690","44740"
"In post","2023","30-39","Project Delivery","South East (England)","Female","170","160","39560","39240"
"In post","2023","30-39","Project Delivery","South East (England)","Male","115","115","43110","41000"
"In post","2023","30-39","Project Delivery","South West (England)","Female","555","515","40170","39790"
"In post","2023","30-39","Project Delivery","South West (England)","Male","485","485","41460","40270"
"In post","2023","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Wales","Female","105","100","40350","38110"
"In post","2023","30-39","Project Delivery","Wales","Male","80","80","43270","41240"
"In post","2023","30-39","Project Delivery","West Midlands (England)","Female","130","125","42150","39330"
"In post","2023","30-39","Project Delivery","West Midlands (England)","Male","120","120","43650","41200"
"In post","2023","30-39","Project Delivery","Yorkshire and The Humber","Female","145","135","41410","37880"
"In post","2023","30-39","Project Delivery","Yorkshire and The Humber","Male","100","100","40870","37680"
"In post","2023","30-39","Property","East Midlands (England)","Female","35","30","33980","31270"
"In post","2023","30-39","Property","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Property","East of England","Female","30","30","34510","33990"
"In post","2023","30-39","Property","East of England","Male","35","35","34810","34300"
"In post","2023","30-39","Property","London","Female","55","55","43560","43650"
"In post","2023","30-39","Property","London","Male","80","75","43390","43560"
"In post","2023","30-39","Property","North East (England)","Female","35","35","34460","34400"
"In post","2023","30-39","Property","North East (England)","Male","25","25","[c]","[c]"
"In post","2023","30-39","Property","North West (England)","Female","45","40","36490","34170"
"In post","2023","30-39","Property","North West (England)","Male","40","40","36320","33960"
"In post","2023","30-39","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Scotland","Female","20","20","[c]","[c]"
"In post","2023","30-39","Property","Scotland","Male","20","20","[c]","[c]"
"In post","2023","30-39","Property","South East (England)","Female","45","45","41350","40260"
"In post","2023","30-39","Property","South East (England)","Male","75","75","37540","35250"
"In post","2023","30-39","Property","South West (England)","Female","70","70","34720","33830"
"In post","2023","30-39","Property","South West (England)","Male","50","50","38350","33990"
"In post","2023","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Wales","Female","35","30","36520","32540"
"In post","2023","30-39","Property","Wales","Male","40","40","34360","32970"
"In post","2023","30-39","Property","West Midlands (England)","Female","45","40","35330","33400"
"In post","2023","30-39","Property","West Midlands (England)","Male","45","45","35160","33960"
"In post","2023","30-39","Property","Yorkshire and The Humber","Female","55","50","36270","34440"
"In post","2023","30-39","Property","Yorkshire and The Humber","Male","55","55","38650","34680"
"In post","2023","30-39","Psychology","East Midlands (England)","Female","60","60","36390","32420"
"In post","2023","30-39","Psychology","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Psychology","East of England","Female","70","65","34250","32420"
"In post","2023","30-39","Psychology","East of England","Male","5","5","[c]","[c]"
"In post","2023","30-39","Psychology","London","Female","25","25","[c]","[c]"
"In post","2023","30-39","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","North East (England)","Female","30","30","37990","32420"
"In post","2023","30-39","Psychology","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","North West (England)","Female","70","70","35040","31670"
"In post","2023","30-39","Psychology","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","Scotland","Female","40","35","40370","37060"
"In post","2023","30-39","Psychology","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","South East (England)","Female","90","85","36920","32420"
"In post","2023","30-39","Psychology","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Psychology","South West (England)","Female","30","30","38210","37440"
"In post","2023","30-39","Psychology","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","30-39","Psychology","Wales","Female","30","30","38320","32420"
"In post","2023","30-39","Psychology","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","West Midlands (England)","Female","65","60","34780","32420"
"In post","2023","30-39","Psychology","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","30-39","Psychology","Yorkshire and The Humber","Female","60","55","37760","32420"
"In post","2023","30-39","Psychology","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","East Midlands (England)","Female","30","30","34920","33750"
"In post","2023","30-39","Science and Engineering","East Midlands (England)","Male","45","45","40440","40390"
"In post","2023","30-39","Science and Engineering","East of England","Female","100","95","37630","37310"
"In post","2023","30-39","Science and Engineering","East of England","Male","70","70","38370","37310"
"In post","2023","30-39","Science and Engineering","London","Female","185","175","46620","42260"
"In post","2023","30-39","Science and Engineering","London","Male","110","110","45860","43750"
"In post","2023","30-39","Science and Engineering","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","30-39","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Science and Engineering","North West (England)","Female","45","40","33560","32820"
"In post","2023","30-39","Science and Engineering","North West (England)","Male","50","50","37900","35980"
"In post","2023","30-39","Science and Engineering","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Overseas","Female","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Overseas","Male","25","25","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Scotland","Female","15","15","[c]","[c]"
"In post","2023","30-39","Science and Engineering","Scotland","Male","55","55","45130","45990"
"In post","2023","30-39","Science and Engineering","South East (England)","Female","135","130","38170","37330"
"In post","2023","30-39","Science and Engineering","South East (England)","Male","275","275","42240","39890"
"In post","2023","30-39","Science and Engineering","South West (England)","Female","440","420","40040","39890"
"In post","2023","30-39","Science and Engineering","South West (England)","Male","1045","1035","42110","42620"
