"Status","Year","Age","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Declared non-disabled","Undeclared","110","[c]","33350","28120"
"Leaver CS","2023","60-64","Declared non-disabled","Unknown","100","[c]","33370","28120"
"Leaver CS","2023","60-64","Declared non-disabled","White","3185","[c]","36730","28850"
"Leaver CS","2023","60-64","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Black","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Undeclared","125","[c]","35500","33190"
"Leaver CS","2023","60-64","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","White","250","[c]","35370","29050"
"Leaver CS","2023","60-64","Unknown","Asian","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Black","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","540","[c]","36900","30860"
"Leaver CS","2023","60-64","Unknown","White","335","[c]","42420","38320"
"Leaver CS","2023","65+","Declared disabled","Asian","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Black","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","White","700","[c]","27890","26650"
"Leaver CS","2023","65+","Declared non-disabled","Asian","115","[c]","29670","26400"
"Leaver CS","2023","65+","Declared non-disabled","Black","70","[c]","29830","28120"
"Leaver CS","2023","65+","Declared non-disabled","Mixed","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Other ethnicity","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Undeclared","115","[c]","30050","27570"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","90","[c]","35480","26220"
"Leaver CS","2023","65+","Declared non-disabled","White","2475","[c]","31480","27450"
"Leaver CS","2023","65+","Undeclared","Asian","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Black","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Undeclared","75","[c]","33290","28750"
"Leaver CS","2023","65+","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","White","235","[c]","31980","27450"
"Leaver CS","2023","65+","Unknown","Asian","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","285","[c]","33480","26960"
"Leaver CS","2023","65+","Unknown","White","240","[c]","34510","30650"
"Leaver CS","2023","Unknown","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","White","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Asian","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","White","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Asian","45","[c]","32820","32980"
"Leaver Dept.","2023","20-29","Declared disabled","Black","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Mixed","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","White","315","[c]","31760","30160"
"Leaver Dept.","2023","20-29","Declared non-disabled","Asian","380","[c]","31490","31060"
"Leaver Dept.","2023","20-29","Declared non-disabled","Black","105","[c]","32610","32320"
"Leaver Dept.","2023","20-29","Declared non-disabled","Mixed","130","[c]","32900","31060"
"Leaver Dept.","2023","20-29","Declared non-disabled","Other ethnicity","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Undeclared","40","[c]","31290","29660"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","35","[c]","29560","27270"
"Leaver Dept.","2023","20-29","Declared non-disabled","White","1945","[c]","32690","31270"
"Leaver Dept.","2023","20-29","Undeclared","Asian","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Black","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Mixed","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","White","100","[c]","33810","32310"
"Leaver Dept.","2023","20-29","Unknown","Asian","75","[c]","31800","30330"
"Leaver Dept.","2023","20-29","Unknown","Black","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Mixed","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","1475","[c]","32850","32000"
"Leaver Dept.","2023","20-29","Unknown","White","290","[c]","32460","30710"
"Leaver Dept.","2023","30-39","Declared disabled","Asian","50","[c]","37450","34880"
"Leaver Dept.","2023","30-39","Declared disabled","Black","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Mixed","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","White","290","[c]","37970","33360"
"Leaver Dept.","2023","30-39","Declared non-disabled","Asian","325","[c]","36570","32520"
"Leaver Dept.","2023","30-39","Declared non-disabled","Black","160","[c]","34030","32520"
"Leaver Dept.","2023","30-39","Declared non-disabled","Mixed","120","[c]","40210","37270"
"Leaver Dept.","2023","30-39","Declared non-disabled","Other ethnicity","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Undeclared","55","[c]","36620","33280"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","70","[c]","35360","30580"
"Leaver Dept.","2023","30-39","Declared non-disabled","White","2095","[c]","39970","36150"
"Leaver Dept.","2023","30-39","Undeclared","Asian","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Mixed","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Other ethnicity","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Undeclared","60","[c]","43950","41440"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","White","130","[c]","38060","32770"
"Leaver Dept.","2023","30-39","Unknown","Asian","50","[c]","40460","37590"
"Leaver Dept.","2023","30-39","Unknown","Black","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Mixed","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Other ethnicity","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","915","[c]","40440","36180"
"Leaver Dept.","2023","30-39","Unknown","White","280","[c]","39590","38540"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","30","[c]","35190","29420"
"Leaver Dept.","2023","40-49","Declared disabled","Black","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","245","[c]","37470","31990"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","215","[c]","40770","34170"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","110","[c]","34920","31510"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","40","[c]","44030","43360"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","45","[c]","36500","33260"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","40","[c]","34290","29760"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","1475","[c]","42060","36310"
"Leaver Dept.","2023","40-49","Undeclared","Asian","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","40","[c]","36600","31020"
"Leaver Dept.","2023","40-49","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","White","70","[c]","36680","34110"
"Leaver Dept.","2023","40-49","Unknown","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Black","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Mixed","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","425","[c]","44860","38220"
"Leaver Dept.","2023","40-49","Unknown","White","150","[c]","46190","40130"
"Leaver Dept.","2023","50-59","Declared disabled","Asian","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Black","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Mixed","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","White","220","[c]","35940","28120"
"Leaver Dept.","2023","50-59","Declared non-disabled","Asian","65","[c]","38920","32140"
"Leaver Dept.","2023","50-59","Declared non-disabled","Black","60","[c]","34690","31430"
"Leaver Dept.","2023","50-59","Declared non-disabled","Mixed","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Other ethnicity","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Undeclared","35","[c]","37580","31640"
"Leaver Dept.","2023","50-59","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","White","1005","[c]","40870","33010"
"Leaver Dept.","2023","50-59","Undeclared","Asian","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Black","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Undeclared","40","[c]","36530","30320"
"Leaver Dept.","2023","50-59","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","White","60","[c]","37530","32400"
"Leaver Dept.","2023","50-59","Unknown","Asian","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Black","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","260","[c]","43070","37420"
"Leaver Dept.","2023","50-59","Unknown","White","90","[c]","45920","40440"
"Leaver Dept.","2023","60-64","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","White","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Asian","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Black","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Mixed","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","White","115","[c]","34580","28120"
"Leaver Dept.","2023","60-64","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","White","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","White","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","White","20","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","White","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","White","35","[c]","22710","22170"
"New entrant CS","2023","16-19","Declared non-disabled","Asian","55","[c]","22920","22520"
"New entrant CS","2023","16-19","Declared non-disabled","Black","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Mixed","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","White","390","[c]","24000","22520"
"New entrant CS","2023","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","White","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Asian","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Mixed","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","520","[c]","22810","22400"
"New entrant CS","2023","16-19","Unknown","White","105","[c]","22620","22400"
"New entrant CS","2023","20-29","Declared disabled","Asian","125","[c]","27100","26910"
"New entrant CS","2023","20-29","Declared disabled","Black","55","[c]","28450","27640"
"New entrant CS","2023","20-29","Declared disabled","Mixed","90","[c]","28090","27880"
"New entrant CS","2023","20-29","Declared disabled","Other ethnicity","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Declared disabled","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Declared disabled","Unknown","45","[c]","27530","26400"
"New entrant CS","2023","20-29","Declared disabled","White","1165","[c]","26920","25480"
