"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","Outside London","40","35","32030","31060"
"In post","2023","Unknown","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","London","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","Outside London","30","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","London","65","65","32080","30130"
"In post","2023","Unknown","Mixed","Cabinet Office","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","London","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","Outside London","35","35","31710","30330"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","London","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","London","75","75","44160","41950"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","London","55","50","52130","53500"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","London","30","30","43990","39450"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","Outside London","75","70","34270","32970"
"In post","2023","Unknown","Mixed","HM Treasury","London","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","London","50","50","38060","36000"
"In post","2023","Unknown","Mixed","Home Office","Outside London","60","60","29590","25880"
"In post","2023","Unknown","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","Outside London","105","100","35170","28780"
"In post","2023","Unknown","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","Outside London","50","50","38510","37200"
"In post","2023","Unknown","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Scottish Government","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","UK Statistics Authority","Outside London","30","30","34380","31560"
"In post","2023","Unknown","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Cabinet Office","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Education","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for International Trade","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department of Health and Social Care","London","30","30","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department of Health and Social Care","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","London","30","30","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Revenue and Customs","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Treasury","London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Home Office","London","20","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Home Office","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Defence","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","National Crime Agency","London","20","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","National Crime Agency","Outside London","15","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Attorney General's Departments","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Cabinet Office","London","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Cabinet Office","Outside London","30","30","47090","40520"
"In post","2023","Unknown","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","London","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","75","70","39340","35560"
"In post","2023","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Education","London","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Education","Outside London","40","40","42840","37590"
"In post","2023","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for International Trade","London","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Transport","London","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Transport","Outside London","100","100","33500","27450"
"In post","2023","Unknown","Undeclared","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department for Work and Pensions","Outside London","20","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Department of Health and Social Care","London","40","40","53670","54690"
"In post","2023","Unknown","Undeclared","Department of Health and Social Care","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Foreign, Commonwealth and Development Office","London","35","30","52070","46990"
"In post","2023","Unknown","Undeclared","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","HM Revenue and Customs","London","65","60","42590","39790"
"In post","2023","Unknown","Undeclared","HM Revenue and Customs","Outside London","275","255","34810","34700"
"In post","2023","Unknown","Undeclared","HM Treasury","London","115","115","62610","56560"
"In post","2023","Unknown","Undeclared","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Home Office","London","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Home Office","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","Ministry of Defence","London","30","30","[c]","[c]"
"In post","2023","Unknown","Undeclared","Ministry of Defence","Outside London","350","340","42300","40880"
"In post","2023","Unknown","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Ministry of Justice","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","National Crime Agency","London","45","45","45110","42240"
"In post","2023","Unknown","Undeclared","National Crime Agency","Outside London","80","80","39330","38310"
"In post","2023","Unknown","Undeclared","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Scottish Government","Outside London","345","315","38720","37060"
"In post","2023","Unknown","Undeclared","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","UK Statistics Authority","Outside London","40","35","36620","31560"
"In post","2023","Unknown","Undeclared","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Welsh Government","Outside London","35","35","46950","43660"
"In post","2023","Unknown","Unknown","Attorney General's Departments","London","455","430","55010","54230"
"In post","2023","Unknown","Unknown","Attorney General's Departments","Outside London","225","205","44990","49050"
"In post","2023","Unknown","Unknown","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Cabinet Office","London","720","710","54250","56320"
"In post","2023","Unknown","Unknown","Cabinet Office","Outside London","385","370","39610","33020"
"In post","2023","Unknown","Unknown","Cabinet Office","Unknown","60","60","40240","29570"
"In post","2023","Unknown","Unknown","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Charity Commission","London","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Charity Commission","Outside London","75","75","30940","25300"
"In post","2023","Unknown","Unknown","Competition and Markets Authority","London","30","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","London","600","590","48790","43970"
"In post","2023","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","905","875","33970","31120"
"In post","2023","Unknown","Unknown","Department for Digital, Culture, Media and Sport","London","140","140","46680","43000"
