"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Legal","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Legal","EO","65","60","28900","28130"
"In post","2023","Asian","Legal","Legal","G6/G7","630","590","58650","55170"
"In post","2023","Asian","Legal","Legal","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Legal","Legal","SEO/HEO","110","105","39610","38760"
"In post","2023","Asian","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Operational Delivery","AA/AO","245","225","23270","22870"
"In post","2023","Asian","Legal","Operational Delivery","EO","170","160","28540","28200"
"In post","2023","Asian","Legal","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Operational Delivery","SEO/HEO","65","65","35870","35000"
"In post","2023","Asian","Legal","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Other","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Tax","EO","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Tax","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Asian","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Digital, Data and Technology","G6/G7","55","55","63810","62660"
"In post","2023","Asian","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Digital, Data and Technology","SEO/HEO","35","35","40480","39630"
"In post","2023","Asian","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Economics","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Economics","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Inspector of Education and Training","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Inspector of Education and Training","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Intelligence Analysis","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Intelligence Analysis","EO","110","105","29390","30040"
"In post","2023","Asian","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Intelligence Analysis","SEO/HEO","35","35","37330","36180"
"In post","2023","Asian","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","International Trade","EO","10","10","[c]","[c]"
"In post","2023","Asian","No function","International Trade","G6/G7","50","50","59390","56320"
"In post","2023","Asian","No function","International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","No function","International Trade","SEO/HEO","95","95","39170","39820"
"In post","2023","Asian","No function","Knowledge and Information Management","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","No function","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","Asian","No function","Knowledge and Information Management","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Knowledge and Information Management","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","No function","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Legal","EO","5","5","[c]","[c]"
"In post","2023","Asian","No function","Legal","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","No function","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Legal","SEO/HEO","105","95","41000","41530"
"In post","2023","Asian","No function","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Medicine","AA/AO","30","30","25640","24680"
"In post","2023","Asian","No function","Medicine","EO","10","5","[c]","[c]"
"In post","2023","Asian","No function","Medicine","G6/G7","45","40","80600","84890"
"In post","2023","Asian","No function","Medicine","SCS level","50","45","118880","118600"
"In post","2023","Asian","No function","Medicine","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Operational Delivery","AA/AO","6280","5525","23750","22520"
"In post","2023","Asian","No function","Operational Delivery","EO","6670","6125","29370","28120"
"In post","2023","Asian","No function","Operational Delivery","G6/G7","300","295","60680","59000"
"In post","2023","Asian","No function","Operational Delivery","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","No function","Operational Delivery","SEO/HEO","2410","2310","38060","36280"
"In post","2023","Asian","No function","Operational Delivery","Unknown","945","880","29450","27190"
"In post","2023","Asian","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Other","AA/AO","110","100","22690","22400"
"In post","2023","Asian","No function","Other","EO","140","135","29510","29890"
"In post","2023","Asian","No function","Other","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","No function","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","No function","Other","SEO/HEO","140","135","37950","36620"
"In post","2023","Asian","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning Inspectors","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","No function","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Policy","AA/AO","40","35","25010","25460"
"In post","2023","Asian","No function","Policy","EO","195","190","29100","29080"
"In post","2023","Asian","No function","Policy","G6/G7","725","710","58530","56100"
"In post","2023","Asian","No function","Policy","SCS level","80","80","84100","78220"
"In post","2023","Asian","No function","Policy","SEO/HEO","1035","1020","38200","37590"
"In post","2023","Asian","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Project Delivery","EO","15","15","[c]","[c]"
"In post","2023","Asian","No function","Project Delivery","G6/G7","50","50","60450","59290"
"In post","2023","Asian","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Project Delivery","SEO/HEO","130","130","39440","39190"
"In post","2023","Asian","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Psychology","EO","10","10","[c]","[c]"
"In post","2023","Asian","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Psychology","SEO/HEO","30","30","39390","36740"
"In post","2023","Asian","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Science and Engineering","AA/AO","35","35","24790","25340"
"In post","2023","Asian","No function","Science and Engineering","EO","55","55","28240","27960"
"In post","2023","Asian","No function","Science and Engineering","G6/G7","60","60","58590","57790"
"In post","2023","Asian","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Science and Engineering","SEO/HEO","260","255","39140","40010"
"In post","2023","Asian","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Tax","AA/AO","160","145","22800","22520"
"In post","2023","Asian","No function","Tax","EO","440","420","29020","28130"
"In post","2023","Asian","No function","Tax","G6/G7","155","150","61760","57970"
"In post","2023","Asian","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Tax","SEO/HEO","695","675","37900","35000"
"In post","2023","Asian","No function","Unknown","AA/AO","100","95","23800","22520"
"In post","2023","Asian","No function","Unknown","EO","135","130","29200","28370"
"In post","2023","Asian","No function","Unknown","G6/G7","110","110","60360","58140"
"In post","2023","Asian","No function","Unknown","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","No function","Unknown","SEO/HEO","300","295","37790","35650"
"In post","2023","Asian","No function","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Medicine","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Delivery","EO","30","30","28320","28220"
"In post","2023","Asian","Project Delivery","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Delivery","SEO/HEO","40","40","38600","39790"
"In post","2023","Asian","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Policy","EO","15","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Policy","G6/G7","70","65","65840","65230"
"In post","2023","Asian","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Policy","SEO/HEO","70","70","41370","41070"
"In post","2023","Asian","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Project Delivery","AA/AO","25","20","[c]","[c]"
"In post","2023","Asian","Project Delivery","Project Delivery","EO","115","110","29260","28460"
"In post","2023","Asian","Project Delivery","Project Delivery","G6/G7","255","255","60490","57970"
"In post","2023","Asian","Project Delivery","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Project Delivery","SEO/HEO","525","515","38460","38470"
"In post","2023","Asian","Project Delivery","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","SEO/HEO","40","40","38170","39770"
"In post","2023","Asian","Project Delivery","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","EO","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","SEO/HEO","50","45","38230","38390"
"In post","2023","Asian","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","EO","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","AA/AO","25","20","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Property","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Property","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
