"Status","Year","Organisation","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Northern Ireland Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","Heterosexual / straight","115","100","22480","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","Heterosexual / straight","40","40","22540","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","Heterosexual / straight","120","115","27550","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","Heterosexual / straight","50","50","27650","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","Heterosexual / straight","395","390","74520","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","Heterosexual / straight","215","215","75960","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","LGBO","30","30","76950","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","Heterosexual / straight","550","530","46270","47750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","Undeclared","35","35","42770","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","Unknown","30","25","44380","48270"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","Heterosexual / straight","175","170","41630","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Female","Heterosexual / straight","130","130","26780","26000"
"In post","2023","Office of Gas and Electricity Markets","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Male","Heterosexual / straight","130","130","25970","25750"
"In post","2023","Office of Gas and Electricity Markets","EO","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Female","Heterosexual / straight","190","180","57350","56290"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Female","Unknown","90","85","58690","59980"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Male","Heterosexual / straight","200","200","59700","60000"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Male","Unknown","105","105","60080","61200"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","Heterosexual / straight","125","120","37140","35700"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","Unknown","35","35","36710","35780"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","Heterosexual / straight","140","140","36960","36000"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","Unknown","60","60","35980","34900"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","Heterosexual / straight","55","55","54040","49310"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","Heterosexual / straight","45","45","54150","51560"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","Heterosexual / straight","95","90","36300","36800"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","Heterosexual / straight","35","35","37160","38930"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Female","Heterosexual / straight","60","55","62140","59830"
"In post","2023","Office of Rail and Road","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Male","Heterosexual / straight","80","75","61580","60320"
"In post","2023","Office of Rail and Road","G6/G7","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
