"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Female","Heterosexual / straight","35","[c]","39710","37230"
"Leaver CS","2023","Black","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Male","Heterosexual / straight","55","[c]","40890","37210"
"Leaver CS","2023","Black","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Female","Heterosexual / straight","35","[c]","35710","33000"
"Leaver CS","2023","Black","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Female","Heterosexual / straight","725","[c]","31690","30270"
"Leaver CS","2023","Black","No function","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Female","Undeclared","40","[c]","28870","28240"
"Leaver CS","2023","Black","No function","Female","Unknown","90","[c]","28600","27570"
"Leaver CS","2023","Black","No function","Male","Heterosexual / straight","370","[c]","33010","31060"
"Leaver CS","2023","Black","No function","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Female","Heterosexual / straight","295","[c]","31330","28120"
"Leaver CS","2023","Mixed","No function","Female","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Male","Heterosexual / straight","215","[c]","33510","29520"
"Leaver CS","2023","Mixed","No function","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
