"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Legal","EO","280","265","29050","28430"
"In post","2023","Unknown","Legal","G6","215","200","72730","72140"
"In post","2023","Unknown","Legal","G7","490","455","57580","56450"
"In post","2023","Unknown","Legal","HEO","150","145","35640","35000"
"In post","2023","Unknown","Legal","SCS level","50","45","90800","83190"
"In post","2023","Unknown","Legal","SEO","100","95","42720","42510"
"In post","2023","Unknown","No function","AA","2305","2070","22290","22920"
"In post","2023","Unknown","No function","AO","17265","16105","24600","22520"
"In post","2023","Unknown","No function","EO","13335","12720","29010","28120"
"In post","2023","Unknown","No function","G6","1010","960","69870","67780"
"In post","2023","Unknown","No function","G7","2820","2760","56770","55740"
"In post","2023","Unknown","No function","HEO","5405","5235","35320","35000"
"In post","2023","Unknown","No function","SCS level","415","400","94190","84000"
"In post","2023","Unknown","No function","SEO","3030","2930","42910","42240"
"In post","2023","Unknown","No function","Unknown","3345","3025","28150","26840"
"In post","2023","Unknown","Project Delivery","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","AO","90","85","22650","22520"
"In post","2023","Unknown","Project Delivery","EO","215","205","28240","28120"
"In post","2023","Unknown","Project Delivery","G6","190","185","70010","69680"
"In post","2023","Unknown","Project Delivery","G7","510","500","56310","55780"
"In post","2023","Unknown","Project Delivery","HEO","565","555","34740","34700"
"In post","2023","Unknown","Project Delivery","SCS level","55","55","95970","85000"
"In post","2023","Unknown","Project Delivery","SEO","545","530","42270","42140"
"In post","2023","Unknown","Project Delivery","Unknown","150","150","37350","32500"
"In post","2023","Unknown","Property","AA","150","145","20460","19770"
"In post","2023","Unknown","Property","AO","435","405","24350","22520"
"In post","2023","Unknown","Property","EO","360","335","28570","27740"
"In post","2023","Unknown","Property","G6","40","35","68980","68360"
"In post","2023","Unknown","Property","G7","110","105","56960","57210"
"In post","2023","Unknown","Property","HEO","280","275","33840","33960"
"In post","2023","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Property","SEO","215","210","44720","44710"
"In post","2023","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Security","AA","360","350","24300","24430"
"In post","2023","Unknown","Security","AO","630","625","32500","30350"
"In post","2023","Unknown","Security","EO","215","210","30220","27430"
"In post","2023","Unknown","Security","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Security","G7","80","80","56760","55810"
"In post","2023","Unknown","Security","HEO","160","155","36210","35000"
"In post","2023","Unknown","Security","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Security","SEO","95","95","44720","43320"
"In post","2023","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","1135","1065","23070","22180"
"In post","2023","Unknown","Unknown","AO","495","475","26620","26560"
"In post","2023","Unknown","Unknown","EO","1175","1135","29920","29100"
"In post","2023","Unknown","Unknown","G6","230","225","74790","75920"
"In post","2023","Unknown","Unknown","G7","585","565","58140","57360"
"In post","2023","Unknown","Unknown","HEO","1100","1065","35270","34730"
"In post","2023","Unknown","Unknown","SCS level","80","80","92260","85200"
"In post","2023","Unknown","Unknown","SEO","755","735","45000","42860"
"In post","2023","Unknown","Unknown","Unknown","1700","1700","41930","40000"
"In post","2023","White","Analysis","AA","10","10","[c]","[c]"
"In post","2023","White","Analysis","AO","135","125","22620","22420"
"In post","2023","White","Analysis","EO","565","540","27360","26780"
"In post","2023","White","Analysis","G6","645","610","73350","70550"
"In post","2023","White","Analysis","G7","2055","1960","55830","55250"
"In post","2023","White","Analysis","HEO","2000","1950","33640","33130"
"In post","2023","White","Analysis","SCS level","170","165","89090","81850"
"In post","2023","White","Analysis","SEO","1815","1740","41420","40280"
"In post","2023","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","AA","15","10","[c]","[c]"
"In post","2023","White","Commercial","AO","215","200","23560","22500"
"In post","2023","White","Commercial","EO","530","500","27530","27140"
"In post","2023","White","Commercial","G6","570","560","73950","71060"
"In post","2023","White","Commercial","G7","1310","1280","58780","56000"
"In post","2023","White","Commercial","HEO","1055","1020","33460","33530"
"In post","2023","White","Commercial","SCS level","245","240","115190","109590"
"In post","2023","White","Commercial","SEO","1405","1365","41680","41800"
"In post","2023","White","Commercial","Unknown","135","135","43200","42620"
"In post","2023","White","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","AO","120","110","22950","22330"
"In post","2023","White","Communications","EO","355","335","28430","27920"
"In post","2023","White","Communications","G6","210","205","69130","68560"
"In post","2023","White","Communications","G7","555","535","56420","55950"
"In post","2023","White","Communications","HEO","695","665","35010","34300"
"In post","2023","White","Communications","SCS level","100","100","92090","84310"
"In post","2023","White","Communications","SEO","805","775","42580","42030"
"In post","2023","White","Communications","Unknown","20","20","[c]","[c]"
"In post","2023","White","Counter Fraud","AA","10","5","[c]","[c]"
"In post","2023","White","Counter Fraud","AO","1460","1265","22800","22520"
"In post","2023","White","Counter Fraud","EO","4910","4480","28780","28120"
"In post","2023","White","Counter Fraud","G6","250","235","72080","71300"
"In post","2023","White","Counter Fraud","G7","715","685","58640","57970"
"In post","2023","White","Counter Fraud","HEO","3000","2850","35570","35000"
"In post","2023","White","Counter Fraud","SCS level","40","40","83820","80500"
"In post","2023","White","Counter Fraud","SEO","1230","1170","42750","42510"
"In post","2023","White","Debt","AA","25","20","[c]","[c]"
"In post","2023","White","Debt","AO","3125","2755","22290","22520"
"In post","2023","White","Debt","EO","920","835","28530","28120"
"In post","2023","White","Debt","G6","10","10","[c]","[c]"
"In post","2023","White","Debt","G7","35","35","57990","57970"
"In post","2023","White","Debt","HEO","240","220","35080","34700"
"In post","2023","White","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Debt","SEO","80","75","42360","42510"
"In post","2023","White","Digital, Data & Technology","AA","50","50","20830","21380"
"In post","2023","White","Digital, Data & Technology","AO","600","580","22850","22220"
"In post","2023","White","Digital, Data & Technology","EO","2590","2455","28340","28120"
"In post","2023","White","Digital, Data & Technology","G6","1365","1345","68950","67600"
"In post","2023","White","Digital, Data & Technology","G7","3950","3850","55530","55130"
"In post","2023","White","Digital, Data & Technology","HEO","4150","4010","34540","34170"
"In post","2023","White","Digital, Data & Technology","SCS level","295","290","94560","88020"
"In post","2023","White","Digital, Data & Technology","SEO","4660","4520","41980","41780"
"In post","2023","White","Digital, Data & Technology","Unknown","70","70","37600","33780"
"In post","2023","White","Finance","AA","55","40","21620","22520"
"In post","2023","White","Finance","AO","1270","1085","22720","22520"
"In post","2023","White","Finance","EO","1340","1255","28160","27890"
"In post","2023","White","Finance","G6","645","625","69590","69780"
"In post","2023","White","Finance","G7","1445","1395","55810","55720"
"In post","2023","White","Finance","HEO","1870","1785","34460","34170"
"In post","2023","White","Finance","SCS level","270","265","91660","82570"
"In post","2023","White","Finance","SEO","1925","1850","42110","41780"
"In post","2023","White","Finance","Unknown","50","50","54640","49350"
"In post","2023","White","Grants Management","AO","955","870","22130","22150"
"In post","2023","White","Grants Management","EO","475","445","26070","25920"
"In post","2023","White","Grants Management","G6","20","20","[c]","[c]"
"In post","2023","White","Grants Management","G7","60","55","51920","49970"
"In post","2023","White","Grants Management","HEO","210","195","30930","30320"
"In post","2023","White","Grants Management","SCS level","10","10","[c]","[c]"
"In post","2023","White","Grants Management","SEO","100","95","38470","37300"
"In post","2023","White","Human Resources","AA","60","55","21120","21380"
"In post","2023","White","Human Resources","AO","865","795","22560","22220"
"In post","2023","White","Human Resources","EO","2640","2495","28490","28120"
"In post","2023","White","Human Resources","G6","620","605","68530","67890"
"In post","2023","White","Human Resources","G7","1580","1525","55400","55250"
"In post","2023","White","Human Resources","HEO","2810","2685","34720","34300"
"In post","2023","White","Human Resources","SCS level","215","210","90740","82500"
"In post","2023","White","Human Resources","SEO","1930","1845","42160","41510"
"In post","2023","White","Human Resources","Unknown","80","75","39470","38290"
"In post","2023","White","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","AO","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","EO","25","25","[c]","[c]"
"In post","2023","White","Internal Audit","G6","65","65","66150","64280"
"In post","2023","White","Internal Audit","G7","105","100","54230","53720"
"In post","2023","White","Internal Audit","HEO","95","90","35020","34300"
"In post","2023","White","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2023","White","Internal Audit","SEO","195","180","45250","44070"
"In post","2023","White","Legal","AA","5","5","[c]","[c]"
"In post","2023","White","Legal","AO","1160","1075","23100","22870"
"In post","2023","White","Legal","EO","1425","1330","28610","28200"
"In post","2023","White","Legal","G6","1270","1185","71600","70920"
"In post","2023","White","Legal","G7","3435","3165","56590","55300"
"In post","2023","White","Legal","HEO","750","710","35310","34900"
"In post","2023","White","Legal","SCS level","370","355","90190","85000"
"In post","2023","White","Legal","SEO","505","485","41100","40800"
"In post","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","No function","AA","9235","8100","21850","22520"
"In post","2023","White","No function","AO","63090","56335","24540","22500"
"In post","2023","White","No function","EO","62610","57240","28920","28120"
"In post","2023","White","No function","G6","6540","6275","70420","68240"
"In post","2023","White","No function","G7","15640","15170","56800","55660"
"In post","2023","White","No function","HEO","31470","30070","35090","34500"
"In post","2023","White","No function","SCS level","2805","2695","90430","80950"
"In post","2023","White","No function","SEO","20465","19700","43430","42140"
"In post","2023","White","No function","Unknown","14830","13835","30890","29050"
"In post","2023","White","Project Delivery","AA","30","30","[c]","[c]"
"In post","2023","White","Project Delivery","AO","245","230","23020","22520"
"In post","2023","White","Project Delivery","EO","1235","1150","27870","28080"
"In post","2023","White","Project Delivery","G6","1625","1570","69930","69940"
"In post","2023","White","Project Delivery","G7","3715","3590","55180","55370"
"In post","2023","White","Project Delivery","HEO","3420","3245","33960","34170"
"In post","2023","White","Project Delivery","SCS level","555","535","92520","86060"
"In post","2023","White","Project Delivery","SEO","4125","3975","41700","41800"
"In post","2023","White","Project Delivery","Unknown","1410","1375","43850","41800"
"In post","2023","White","Property","AA","435","425","19590","18830"
"In post","2023","White","Property","AO","680","630","23180","22520"
"In post","2023","White","Property","EO","1020","960","27930","27470"
"In post","2023","White","Property","G6","300","295","66430","66230"
"In post","2023","White","Property","G7","910","885","55990","56060"
"In post","2023","White","Property","HEO","1410","1360","34310","34300"
"In post","2023","White","Property","SCS level","90","90","90150","84720"
"In post","2023","White","Property","SEO","1325","1270","43010","42140"
"In post","2023","White","Property","Unknown","25","25","[c]","[c]"
"In post","2023","White","Security","AA","1880","1820","22300","21380"
"In post","2023","White","Security","AO","2130","2070","33990","35010"
"In post","2023","White","Security","EO","1055","1025","32940","28190"
"In post","2023","White","Security","G6","160","160","70940","69370"
"In post","2023","White","Security","G7","410","400","56870","56430"
"In post","2023","White","Security","HEO","960","935","37670","34320"
"In post","2023","White","Security","SCS level","65","65","91740","85580"
"In post","2023","White","Security","SEO","560","550","43860","42510"
"In post","2023","White","Security","Unknown","40","40","37390","35250"
"In post","2023","White","Unknown","AA","1035","975","23800","23340"
"In post","2023","White","Unknown","AO","1920","1805","26380","25710"
"In post","2023","White","Unknown","EO","3585","3415","30430","30610"
"In post","2023","White","Unknown","G6","1480","1420","75490","76990"
"In post","2023","White","Unknown","G7","3580","3420","59010","59870"
"In post","2023","White","Unknown","HEO","5060","4870","35920","36330"
"In post","2023","White","Unknown","SCS level","465","450","90360","84810"
"In post","2023","White","Unknown","SEO","4255","4080","46240","47860"
"In post","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","AO","95","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","G7","45","[c]","57550","56750"
"Leaver CS","2023","Asian","Digital, Data & Technology","HEO","40","[c]","35280","34360"
"Leaver CS","2023","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","SEO","45","[c]","41720","41440"
"Leaver CS","2023","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","AA","70","[c]","20400","20100"
"Leaver CS","2023","Asian","No function","AO","615","[c]","22660","21780"
"Leaver CS","2023","Asian","No function","EO","625","[c]","29150","29080"
"Leaver CS","2023","Asian","No function","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","G7","70","[c]","56760","54440"
"Leaver CS","2023","Asian","No function","HEO","200","[c]","34030","33710"
"Leaver CS","2023","Asian","No function","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","SEO","105","[c]","43120","41670"
"Leaver CS","2023","Asian","No function","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
