"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Rural Payments Agency","Male","335","325","27770","25920"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Female","705","615","29940","27290"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Male","320","300","30450","28540"
"In post","2023","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Female","1815","1720","45050","41640"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Male","1495","1470","45440","41640"
"In post","2023","Unknown","Scottish Housing Regulator","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Female","1495","1415","32960","31290"
"In post","2023","Unknown","Scottish Prison Service","Male","2585","2420","35700","37060"
"In post","2023","Unknown","Scottish Public Pensions Agency","Female","115","105","29360","27740"
"In post","2023","Unknown","Scottish Public Pensions Agency","Male","95","95","30550","27740"
"In post","2023","Unknown","Serious Fraud Office","Female","35","30","56680","54230"
"In post","2023","Unknown","Serious Fraud Office","Male","35","35","49930","41680"
"In post","2023","Unknown","Social Security Scotland","Female","1190","1110","29470","29100"
"In post","2023","Unknown","Social Security Scotland","Male","760","750","30490","29100"
"In post","2023","Unknown","Standards and Testing Agency","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Female","95","90","29760","24890"
"In post","2023","Unknown","Student Awards Agency for Scotland","Male","60","60","32140","29100"
"In post","2023","Unknown","Submarine Delivery Agency","Female","110","105","34210","31920"
"In post","2023","Unknown","Submarine Delivery Agency","Male","235","230","42900","41050"
"In post","2023","Unknown","Teaching Regulation Agency","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Male","5","5","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Female","210","200","30440","25810"
"In post","2023","Unknown","The Insolvency Service","Male","205","200","32950","30830"
"In post","2023","Unknown","The National Archives","Female","105","100","35330","30120"
"In post","2023","Unknown","The National Archives","Male","95","90","36800","32200"
"In post","2023","Unknown","Transport Scotland","Female","95","95","46880","42860"
"In post","2023","Unknown","Transport Scotland","Male","115","115","48660","49860"
"In post","2023","Unknown","UK Debt Management Office","Female","30","30","57010","46130"
"In post","2023","Unknown","UK Debt Management Office","Male","75","75","64430","60000"
"In post","2023","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Health Security Agency","Female","610","575","41180","37060"
"In post","2023","Unknown","UK Health Security Agency","Male","365","350","45530","40880"
"In post","2023","Unknown","UK Hydrographic Office","Female","80","75","34490","34370"
"In post","2023","Unknown","UK Hydrographic Office","Male","180","175","37290","34370"
"In post","2023","Unknown","UK Space Agency","Female","60","60","45410","41360"
"In post","2023","Unknown","UK Space Agency","Male","65","65","51210","50680"
"In post","2023","Unknown","UK Statistics Authority","Female","1190","1050","32770","31060"
"In post","2023","Unknown","UK Statistics Authority","Male","1050","980","36000","31560"
"In post","2023","Unknown","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","Female","405","380","29960","26020"
"In post","2023","Unknown","Valuation Office Agency","Male","430","425","31410","27650"
"In post","2023","Unknown","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Female","200","185","39000","34520"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Male","160","160","39900","33490"
"In post","2023","Unknown","Welsh Revenue Authority","Female","40","40","44900","39690"
"In post","2023","Unknown","Welsh Revenue Authority","Male","40","40","49020","49370"
"In post","2023","Unknown","Wilton Park","Female","10","5","[c]","[c]"
"In post","2023","Unknown","Wilton Park","Male","5","5","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Female","60","[c]","43800","36680"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Male","45","[c]","45140","40600"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Female","40","[c]","36010","30560"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Male","55","[c]","37800","33990"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Female","1040","[c]","26880","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Male","505","[c]","27070","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Female","35","[c]","21730","21840"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Male","35","[c]","29810","27490"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Female","160","[c]","25160","21780"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Male","60","[c]","25950","21780"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Female","480","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Male","365","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Female","260","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Male","180","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Female","110","[c]","32770","27370"
"Leaver CS","2023","Declared disabled","Home Office","Male","105","[c]","32070","27370"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Female","140","[c]","31600","27740"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Male","195","[c]","34570","33220"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Female","35","[c]","41570","36170"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
