"Status","Year","Organisation","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","Undeclared","65","60","26870","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","Unknown","35","30","27040","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","Heterosexual / straight","1575","1415","26710","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","LGBO","105","100","25060","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","Undeclared","250","230","26700","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","Unknown","160","145","26540","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","Heterosexual / straight","135","125","26450","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","Heterosexual / straight","955","835","26700","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","LGBO","45","45","27890","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","Undeclared","175","155","28590","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","Unknown","95","90","25830","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","Heterosexual / straight","720","635","26260","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","LGBO","40","35","27270","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","Undeclared","125","110","27690","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","Unknown","70","60","23660","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","Heterosexual / straight","795","725","26590","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","LGBO","50","50","23490","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","Undeclared","85","75","26060","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","Unknown","100","90","25610","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","Heterosexual / straight","1545","1385","25620","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","LGBO","80","75","24500","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","Undeclared","210","185","25070","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","Unknown","215","200","24220","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","Heterosexual / straight","885","760","26180","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","LGBO","40","40","28330","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","Undeclared","145","130","26090","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","Unknown","100","95","26680","21780"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","Heterosexual / straight","530","490","34000","28080"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","LGBO","35","30","29690","28080"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","Undeclared","80","70","32910","28080"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","Unknown","270","245","29580","28080"
"In post","2023","HM Land Registry","HM Land Registry","East of England","Heterosexual / straight","195","175","33250","28080"
"In post","2023","HM Land Registry","HM Land Registry","East of England","LGBO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","East of England","Undeclared","45","40","33340","34850"
"In post","2023","HM Land Registry","HM Land Registry","East of England","Unknown","70","65","26890","23390"
"In post","2023","HM Land Registry","HM Land Registry","London","Heterosexual / straight","230","215","43890","38410"
"In post","2023","HM Land Registry","HM Land Registry","London","LGBO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","London","Undeclared","40","40","43950","38410"
"In post","2023","HM Land Registry","HM Land Registry","London","Unknown","115","110","40010","38410"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","Heterosexual / straight","430","390","30590","28080"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","Undeclared","75","65","31980","28080"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","Unknown","220","205","27760","28080"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","Heterosexual / straight","535","470","32640","28080"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","Undeclared","75","65","35190","34850"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","Unknown","355","330","28770","28080"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","Heterosexual / straight","845","750","35530","34850"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","LGBO","35","35","30920","28080"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","Undeclared","145","125","35440","34850"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","Unknown","495","455","31560","28080"
"In post","2023","HM Land Registry","HM Land Registry","Wales","Heterosexual / straight","525","470","30510","28080"
"In post","2023","HM Land Registry","HM Land Registry","Wales","LGBO","20","20","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Wales","Undeclared","60","50","33600","28080"
"In post","2023","HM Land Registry","HM Land Registry","Wales","Unknown","245","220","30650","28080"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","Heterosexual / straight","365","330","32180","28080"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","Undeclared","65","55","32460","34850"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","Unknown","170","160","28880","28080"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","Heterosexual / straight","215","195","31040","28080"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","Undeclared","50","45","32710","28080"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","Unknown","80","75","29890","28080"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","Heterosexual / straight","4370","4120","31640","30410"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","LGBO","325","310","31120","30410"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","Undeclared","420","395","33410","32060"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","Unknown","950","885","29390","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","Heterosexual / straight","4775","4515","31780","30440"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","LGBO","320","315","30880","30410"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","Undeclared","425","390","32690","32210"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","Unknown","965","875","29340","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","Heterosexual / straight","5025","4850","38040","35260"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","LGBO","385","375","38370","35590"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","Undeclared","505","480","39490","36020"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","Unknown","1620","1535","34310","33800"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","Heterosexual / straight","3190","2990","31520","30440"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","LGBO","220","210","30800","30410"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","Undeclared","225","205","34100","32920"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","Unknown","665","610","30610","29890"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","Heterosexual / straight","6155","5815","31680","29740"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","LGBO","590","570","30730","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","Undeclared","555","510","32820","32060"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","Unknown","1720","1585","29430","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","Heterosexual / straight","6475","6135","32610","32000"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","LGBO","620","605","32460","31670"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","Undeclared","615","575","33790","32920"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","Unknown","1485","1380","30590","30810"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","Heterosexual / straight","3580","3320","31710","29890"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","LGBO","280","270","30290","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","Undeclared","335","310","32880","31650"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","Unknown","715","650","29240","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Heterosexual / straight","45","45","28400","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","Heterosexual / straight","2555","2430","31790","30040"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","LGBO","205","200","29630","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","Undeclared","195","185","33430","32060"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","Unknown","610","560","29290","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","Heterosexual / straight","4630","4385","32060","30440"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","LGBO","335","330","30760","29890"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","Undeclared","380","365","33670","32060"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","Unknown","1145","1050","29110","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","Heterosexual / straight","5845","5480","31790","30440"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","LGBO","450","440","31510","30440"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","Undeclared","530","485","33980","32920"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","Unknown","1280","1195","29410","28880"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","Heterosexual / straight","2690","2550","36450","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","LGBO","210","205","34550","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","Undeclared","295","275","37480","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","Unknown","1295","1220","30800","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","Heterosexual / straight","380","345","33320","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","LGBO","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","Undeclared","60","55","34450","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","Unknown","160","145","30720","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Heterosexual / straight","5715","5455","48040","42060"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","LGBO","375","365","51180","45560"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Undeclared","800","755","47230","42060"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Unknown","2725","2590","43220","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","Heterosexual / straight","6820","6225","33430","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","LGBO","450","435","32640","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","Undeclared","630","560","31760","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","Unknown","3290","2905","28890","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","Heterosexual / straight","8305","7815","35810","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","LGBO","615","600","34280","34400"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","Undeclared","835","775","35870","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","Unknown","4200","3905","30370","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","Heterosexual / straight","1505","1420","33960","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","LGBO","110","105","29580","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","Undeclared","110","100","34080","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","Unknown","680","640","29050","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","Heterosexual / straight","4685","4295","32530","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","LGBO","385","370","30640","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","Undeclared","470","415","32340","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","Unknown","2240","2040","28190","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","Heterosexual / straight","1250","1135","35020","34370"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","LGBO","75","70","34470","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","Undeclared","260","230","37540","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","Unknown","715","645","30710","27890"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","Heterosexual / straight","945","900","40450","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","LGBO","85","80","39870","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","Undeclared","140","130","41680","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","Unknown","315","300","38200","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","Heterosexual / straight","2655","2490","33360","29690"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","LGBO","275","265","32290","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","Undeclared","265","245","32600","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","Unknown","1230","1140","29600","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","Heterosexual / straight","2995","2850","37860","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","LGBO","155","150","36250","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","Undeclared","330","305","37700","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","Unknown","1390","1315","33440","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","Heterosexual / straight","2990","2800","35560","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","LGBO","190","180","34540","32070"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","Undeclared","350","320","34350","34400"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","Unknown","1730","1615","30120","27890"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","East of England","Heterosexual / straight","65","60","30470","25460"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","East of England","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","London","Heterosexual / straight","1320","1295","49480","54090"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","London","LGBO","160","155","47650","50060"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","London","Undeclared","215","210","47030","46620"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","London","Unknown","50","50","50770","49130"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","North East (England)","Heterosexual / straight","145","140","43510","32710"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","North East (England)","LGBO","25","25","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","Heterosexual / straight","270","255","43610","40840"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","Undeclared","55","50","48360","46280"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","Unknown","35","35","46400","41700"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East of England","Heterosexual / straight","85","80","44470","42090"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East of England","Undeclared","30","30","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","East of England","Unknown","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","London","Heterosexual / straight","105","100","49730","47320"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","London","LGBO","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","London","Unknown","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North East (England)","Heterosexual / straight","60","55","42310","43270"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North East (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North West (England)","Heterosexual / straight","790","745","40460","35540"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North West (England)","LGBO","50","50","34400","32800"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North West (England)","Undeclared","125","115","39180","36630"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","North West (England)","Unknown","100","95","39630","36970"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Scotland","Heterosexual / straight","170","160","60040","55950"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Scotland","Undeclared","35","35","56440","47250"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Scotland","Unknown","20","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South East (England)","Heterosexual / straight","70","70","43100","42720"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South East (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South East (England)","Unknown","10","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South West (England)","Heterosexual / straight","60","55","44550","42940"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South West (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Wales","Heterosexual / straight","70","70","42190","42940"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Wales","Undeclared","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","Heterosexual / straight","65","65","47400","47250"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","Heterosexual / straight","300","285","40120","36630"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","LGBO","35","30","33740","27320"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","60","55","40790","40790"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","Unknown","20","20","[c]","[c]"
"In post","2023","Home Office","Home Office","East Midlands (England)","Heterosexual / straight","210","195","30300","26780"
"In post","2023","Home Office","Home Office","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Home Office","Home Office","East Midlands (England)","Undeclared","35","30","32300","32000"
"In post","2023","Home Office","Home Office","East Midlands (England)","Unknown","65","65","26820","25880"
"In post","2023","Home Office","Home Office","East of England","Heterosexual / straight","1425","1305","28580","26180"
"In post","2023","Home Office","Home Office","East of England","LGBO","50","50","27060","25880"
"In post","2023","Home Office","Home Office","East of England","Undeclared","225","200","29140","27650"
"In post","2023","Home Office","Home Office","East of England","Unknown","425","400","25820","25750"
"In post","2023","Home Office","Home Office","London","Heterosexual / straight","9600","9075","41920","36180"
"In post","2023","Home Office","Home Office","London","LGBO","420","415","46390","43210"
"In post","2023","Home Office","Home Office","London","Undeclared","1410","1320","41370","36180"
"In post","2023","Home Office","Home Office","London","Unknown","3155","3105","37170","29890"
"In post","2023","Home Office","Home Office","North East (England)","Heterosexual / straight","1125","995","27590","25880"
"In post","2023","Home Office","Home Office","North East (England)","LGBO","70","65","27390","25750"
"In post","2023","Home Office","Home Office","North East (England)","Undeclared","125","115","27390","25980"
"In post","2023","Home Office","Home Office","North East (England)","Unknown","460","435","25770","25750"
"In post","2023","Home Office","Home Office","North West (England)","Heterosexual / straight","5875","5495","30190","25980"
"In post","2023","Home Office","Home Office","North West (England)","LGBO","335","320","29860","25980"
"In post","2023","Home Office","Home Office","North West (England)","Undeclared","580","535","29840","26180"
"In post","2023","Home Office","Home Office","North West (England)","Unknown","2480","2380","26300","25750"
"In post","2023","Home Office","Home Office","Northern Ireland","Heterosexual / straight","445","415","27600","25880"
"In post","2023","Home Office","Home Office","Northern Ireland","LGBO","20","20","[c]","[c]"
"In post","2023","Home Office","Home Office","Northern Ireland","Undeclared","40","35","27280","26080"
"In post","2023","Home Office","Home Office","Northern Ireland","Unknown","265","250","25590","25750"
"In post","2023","Home Office","Home Office","Overseas","Heterosexual / straight","105","105","[c]","[c]"
"In post","2023","Home Office","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2023","Home Office","Home Office","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Home Office","Home Office","Scotland","Heterosexual / straight","855","805","29600","26180"
"In post","2023","Home Office","Home Office","Scotland","LGBO","60","60","29460","25880"
"In post","2023","Home Office","Home Office","Scotland","Undeclared","115","105","30440","27650"
"In post","2023","Home Office","Home Office","Scotland","Unknown","515","495","25840","25750"
"In post","2023","Home Office","Home Office","South East (England)","Heterosexual / straight","2845","2625","29870","27400"
"In post","2023","Home Office","Home Office","South East (England)","LGBO","125","120","29370","27050"
"In post","2023","Home Office","Home Office","South East (England)","Undeclared","590","530","30870","27650"
