"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Knowledge and Information Management","Unknown","25","25","[c]","[c]"
"In post","2023","White","Legal","AA/AO","150","130","23040","22520"
"In post","2023","White","Legal","EO","780","740","29360","28130"
"In post","2023","White","Legal","G6/G7","4740","4395","60670","58850"
"In post","2023","White","Legal","SCS level","350","335","89960","85000"
"In post","2023","White","Legal","SEO/HEO","1680","1560","39880","39450"
"In post","2023","White","Legal","Unknown","5","5","[c]","[c]"
"In post","2023","White","Medicine","AA/AO","180","165","24570","24680"
"In post","2023","White","Medicine","EO","245","225","32840","32930"
"In post","2023","White","Medicine","G6/G7","480","420","76840","79390"
"In post","2023","White","Medicine","SCS level","185","155","110200","106000"
"In post","2023","White","Medicine","SEO/HEO","595","535","41820","41190"
"In post","2023","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Operational Delivery","AA/AO","72950","64745","24220","22520"
"In post","2023","White","Operational Delivery","EO","58820","53535","28930","28120"
"In post","2023","White","Operational Delivery","G6/G7","7080","6900","59950","57640"
"In post","2023","White","Operational Delivery","SCS level","725","710","92260","83630"
"In post","2023","White","Operational Delivery","SEO/HEO","33580","32045","38040","36310"
"In post","2023","White","Operational Delivery","Unknown","15020","14015","30970","29050"
"In post","2023","White","Operational Research","AA/AO","25","20","[c]","[c]"
"In post","2023","White","Operational Research","EO","20","20","[c]","[c]"
"In post","2023","White","Operational Research","G6/G7","330","315","57320","57970"
"In post","2023","White","Operational Research","SCS level","15","15","[c]","[c]"
"In post","2023","White","Operational Research","SEO/HEO","375","365","38130","39300"
"In post","2023","White","Other","AA/AO","4030","3710","21710","21690"
"In post","2023","White","Other","EO","2300","2110","28290","28120"
"In post","2023","White","Other","G6/G7","1295","1235","61570","59290"
"In post","2023","White","Other","SCS level","165","165","101910","91200"
"In post","2023","White","Other","SEO/HEO","2915","2770","38090","37520"
"In post","2023","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Planning","AA/AO","15","10","[c]","[c]"
"In post","2023","White","Planning","EO","15","10","[c]","[c]"
"In post","2023","White","Planning","G6/G7","60","60","60830","58070"
"In post","2023","White","Planning","SCS level","10","10","[c]","[c]"
"In post","2023","White","Planning","SEO/HEO","80","75","40790","40300"
"In post","2023","White","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Planning Inspectors","G6/G7","380","335","59980","60050"
"In post","2023","White","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Planning Inspectors","SEO/HEO","20","20","[c]","[c]"
"In post","2023","White","Policy","AA/AO","330","315","24580","25340"
"In post","2023","White","Policy","EO","1330","1280","28820","28710"
"In post","2023","White","Policy","G6/G7","9950","9635","59700","58210"
"In post","2023","White","Policy","SCS level","1605","1545","85840","79040"
"In post","2023","White","Policy","SEO/HEO","9225","8980","38490","38210"
"In post","2023","White","Policy","Unknown","20","20","[c]","[c]"
"In post","2023","White","Project Delivery","AA/AO","170","160","23270","23230"
"In post","2023","White","Project Delivery","EO","905","845","27700","27470"
"In post","2023","White","Project Delivery","G6/G7","4490","4355","59070","57540"
"In post","2023","White","Project Delivery","SCS level","400","390","91590","84540"
"In post","2023","White","Project Delivery","SEO/HEO","6790","6505","38180","38470"
"In post","2023","White","Project Delivery","Unknown","435","425","46860","42620"
"In post","2023","White","Property","AA/AO","685","655","20930","19770"
"In post","2023","White","Property","EO","865","810","27960","27650"
"In post","2023","White","Property","G6/G7","965","940","58720","57970"
"In post","2023","White","Property","SCS level","65","65","88690","84230"
"In post","2023","White","Property","SEO/HEO","2390","2295","38540","37680"
"In post","2023","White","Property","Unknown","25","25","[c]","[c]"
"In post","2023","White","Psychology","AA/AO","55","50","24910","24910"
"In post","2023","White","Psychology","EO","365","360","28750","28480"
"In post","2023","White","Psychology","G6/G7","105","100","67540","67980"
"In post","2023","White","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Psychology","SEO/HEO","735","705","39520","36690"
"In post","2023","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Science and Engineering","AA/AO","790","770","23120","23430"
"In post","2023","White","Science and Engineering","EO","1115","1080","27520","27250"
"In post","2023","White","Science and Engineering","G6/G7","2705","2575","57260","55500"
"In post","2023","White","Science and Engineering","SCS level","75","70","90600","86000"
"In post","2023","White","Science and Engineering","SEO/HEO","4940","4770","38420","39650"
"In post","2023","White","Science and Engineering","Unknown","650","640","44780","43360"
"In post","2023","White","Security","AA/AO","3910","3800","28690","24380"
"In post","2023","White","Security","EO","935","910","33890","29400"
"In post","2023","White","Security","G6/G7","525","515","61300","59440"
"In post","2023","White","Security","SCS level","60","60","95160","87300"
"In post","2023","White","Security","SEO/HEO","1515","1475","40100","38470"
"In post","2023","White","Security","Unknown","40","40","37390","35250"
"In post","2023","White","Social Research","AA/AO","10","10","[c]","[c]"
"In post","2023","White","Social Research","EO","15","15","[c]","[c]"
"In post","2023","White","Social Research","G6/G7","400","380","59230","57970"
"In post","2023","White","Social Research","SCS level","15","15","[c]","[c]"
"In post","2023","White","Social Research","SEO/HEO","800","765","38360","39300"
"In post","2023","White","Statistics","AA/AO","25","20","[c]","[c]"
"In post","2023","White","Statistics","EO","155","150","28550","28210"
"In post","2023","White","Statistics","G6/G7","705","670","59530","58370"
"In post","2023","White","Statistics","SCS level","65","60","84160","80410"
"In post","2023","White","Statistics","SEO/HEO","1205","1165","38290","38470"
"In post","2023","White","Tax","AA/AO","895","825","22600","22520"
"In post","2023","White","Tax","EO","2325","2170","28570","28130"
"In post","2023","White","Tax","G6/G7","2140","2030","62050","57970"
"In post","2023","White","Tax","SCS level","55","55","82510","79660"
"In post","2023","White","Tax","SEO/HEO","4960","4695","37890","35000"
"In post","2023","White","Unknown","AA/AO","2640","2495","25200","24890"
"In post","2023","White","Unknown","EO","3360","3220","30090","29450"
"In post","2023","White","Unknown","G6/G7","4705","4535","64640","65280"
"In post","2023","White","Unknown","SCS level","600","580","93060","85200"
"In post","2023","White","Unknown","SEO/HEO","7725","7475","39980","38460"
"In post","2023","White","Unknown","Unknown","80","80","[c]","[c]"
"In post","2023","White","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Veterinarian","EO","20","20","[c]","[c]"
"In post","2023","White","Veterinarian","G6/G7","115","110","55170","54870"
"In post","2023","White","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Veterinarian","SEO/HEO","175","165","39780","38200"
"Leaver CS","2023","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","G6/G7","60","[c]","61680","59590"
"Leaver CS","2023","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data and Technology","SEO/HEO","85","[c]","39070","39370"
"Leaver CS","2023","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SEO/HEO","35","[c]","39600","39120"
"Leaver CS","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","AA/AO","695","[c]","22520","21780"
"Leaver CS","2023","Asian","Operational Delivery","EO","555","[c]","29200","29290"
"Leaver CS","2023","Asian","Operational Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Delivery","SEO/HEO","135","[c]","38010","36330"
"Leaver CS","2023","Asian","Operational Delivery","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","AA/AO","50","[c]","22720","21690"
"Leaver CS","2023","Asian","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","G6/G7","40","[c]","57900","54180"
"Leaver CS","2023","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Policy","SEO/HEO","75","[c]","37800","38010"
"Leaver CS","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO/HEO","35","[c]","38880","38770"
"Leaver CS","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","SEO/HEO","55","[c]","35700","33940"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6/G7","40","[c]","63460","58570"
"Leaver CS","2023","Asian","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO/HEO","65","[c]","38040","35760"
"Leaver CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","SEO/HEO","60","[c]","38330","37740"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","AA/AO","375","[c]","23300","23000"
"Leaver CS","2023","Black","Operational Delivery","EO","465","[c]","29860","30410"
"Leaver CS","2023","Black","Operational Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","SEO/HEO","100","[c]","37030","36310"
"Leaver CS","2023","Black","Operational Delivery","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
