"Status","Year","Disability","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","625","560","28250","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","1320","1255","32920","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","York","1815","1725","36480","33020"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","2100","1880","29830","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Sheffield","5040","4640","36510","32160"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Bradford","1780","1590","27660","26140"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","735","655","30230","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Leeds","8670","8170","37430","34170"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Wakefield","1190","1095","32750","30440"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","50","45","30590","28120"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","20","15","[c]","[c]"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","90","80","31790","32060"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","475","445","35220","31770"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","65","60","32660","30940"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","105","95","35650","32920"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","125","115","28430","28120"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","185","175","32230","32920"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","30","30","27700","26780"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","70","65","29790","28120"
"In post","2023","Undeclared","East Midlands (England)","Lincolnshire","Lincolnshire CC","245","230","31440","29050"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","Bedford","60","55","33530","31270"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","35","35","36120","35680"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","130","125","36850","33010"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","Luton","25","25","[c]","[c]"
"In post","2023","Undeclared","East of England","East Anglia","Breckland and South Norfolk","40","35","33130","31510"
"In post","2023","Undeclared","East of England","East Anglia","Cambridgeshire CC","410","375","36430","33170"
"In post","2023","Undeclared","East of England","East Anglia","North and West Norfolk","45","40","32600","31880"
"In post","2023","Undeclared","East of England","East Anglia","Norwich and East Norfolk","95","90","31850","28120"
"In post","2023","Undeclared","East of England","East Anglia","Peterborough","100","90","32640","28080"
"In post","2023","Undeclared","East of England","East Anglia","Suffolk CC","320","290","32390","31970"
"In post","2023","Undeclared","East of England","Essex","Essex Haven Gateway","40","35","32970","31110"
"In post","2023","Undeclared","East of England","Essex","Essex Thames Gateway","40","35","30570","31280"
"In post","2023","Undeclared","East of England","Essex","Heart of Essex","70","65","33410","30810"
"In post","2023","Undeclared","East of England","Essex","Southend-on-Sea","35","30","30020","31280"
"In post","2023","Undeclared","East of England","Essex","Thurrock","20","20","[c]","[c]"
"In post","2023","Undeclared","East of England","Essex","West Essex","45","40","41610","31640"
"In post","2023","Undeclared","London","Inner London - East","Hackney and Newham","360","340","44920","39790"
"In post","2023","Undeclared","London","Inner London - East","Haringey and Islington","125","120","33330","32790"
"In post","2023","Undeclared","London","Inner London - East","Lambeth","100","90","35210","32790"
"In post","2023","Undeclared","London","Inner London - East","Lewisham and Southwark","75","75","34850","32520"
"In post","2023","Undeclared","London","Inner London - East","Tower Hamlets","395","380","52190","51730"
"In post","2023","Undeclared","London","Inner London - West","Camden and City of London","130","120","32790","29660"
"In post","2023","Undeclared","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","65","60","36780","35590"
"In post","2023","Undeclared","London","Inner London - West","Wandsworth","110","105","35520","33800"
"In post","2023","Undeclared","London","Inner London - West","Westminster","2860","2795","51190","50020"
"In post","2023","Undeclared","London","Outer London - East and North East","Barking & Dagenham and Havering","25","25","[c]","[c]"
"In post","2023","Undeclared","London","Outer London - East and North East","Bexley and Greenwich","175","165","35080","35300"
"In post","2023","Undeclared","London","Outer London - East and North East","Enfield","10","10","[c]","[c]"
"In post","2023","Undeclared","London","Outer London - East and North East","Redbridge and Waltham Forest","70","65","30670","31450"
"In post","2023","Undeclared","London","Outer London - South","Bromley","30","30","35270","32520"
"In post","2023","Undeclared","London","Outer London - South","Croydon","535","510","42610","37690"
"In post","2023","Undeclared","London","Outer London - South","Merton, Kingston upon Thames and Sutton","35","30","40100","33050"
"In post","2023","Undeclared","London","Outer London - West and North West","Barnet","360","340","50460","44950"
"In post","2023","Undeclared","London","Outer London - West and North West","Brent","35","35","35890","32520"
"In post","2023","Undeclared","London","Outer London - West and North West","Ealing","20","20","[c]","[c]"
"In post","2023","Undeclared","London","Outer London - West and North West","Harrow and Hillingdon","195","180","35180","31950"
"In post","2023","Undeclared","London","Outer London - West and North West","Hounslow and Richmond upon Thames","170","155","36960","35040"
"In post","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","Northumberland","30","30","33370","28120"
"In post","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","Sunderland","155","135","27310","22520"
"In post","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","Tyneside","870","810","33330","28130"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","Darlington","105","100","38540","32830"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","Durham","440","380","31510","32920"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","115","105","32430","32920"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","South Teesside","80","70","26420","26650"
"In post","2023","Undeclared","North West (England)","Cheshire","Cheshire East","85","80","32620","30320"
"In post","2023","Undeclared","North West (England)","Cheshire","Cheshire West and Chester","30","25","[c]","[c]"
"In post","2023","Undeclared","North West (England)","Cheshire","Warrington","150","140","33520","32920"
"In post","2023","Undeclared","North West (England)","Cumbria","East Cumbria","60","50","28030","24280"
"In post","2023","Undeclared","North West (England)","Cumbria","West Cumbria","75","70","29630","26380"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Greater Manchester North East","105","95","32370","30980"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Greater Manchester North West","135","130","28200","27480"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Greater Manchester South East","65","60","25480","21690"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Greater Manchester South West","420","395","36270","34700"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Manchester","510","480","35800","32920"
"In post","2023","Undeclared","North West (England)","Lancashire","Blackburn with Darwen","20","20","[c]","[c]"
"In post","2023","Undeclared","North West (England)","Lancashire","Blackpool","265","245","32190","28120"
"In post","2023","Undeclared","North West (England)","Lancashire","Chorley and West Lancashire","165","145","33740","32920"
"In post","2023","Undeclared","North West (England)","Lancashire","East Lancashire","15","15","[c]","[c]"
"In post","2023","Undeclared","North West (England)","Lancashire","Lancaster and Wyre","100","90","29610","27740"
"In post","2023","Undeclared","North West (England)","Lancashire","Mid Lancashire","385","345","30440","28120"
"In post","2023","Undeclared","North West (England)","Merseyside","East Merseyside","35","35","29760","27310"
"In post","2023","Undeclared","North West (England)","Merseyside","Liverpool","605","565","33440","29730"
"In post","2023","Undeclared","North West (England)","Merseyside","Sefton","155","145","33910","28120"
"In post","2023","Undeclared","North West (England)","Merseyside","Wirral","95","80","29720","28120"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","20","15","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Ards and North Down","20","20","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Belfast","125","115","33620","34400"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","35","35","27360","22970"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Newry, Mourne and Down","5","5","[c]","[c]"
"In post","2023","Undeclared","Overseas","Overseas","Overseas","140","140","54080","53970"
"In post","2023","Undeclared","Scotland","Eastern Scotland","Angus and Dundee City","75","70","27010","25710"
"In post","2023","Undeclared","Scotland","Eastern Scotland","City of Edinburgh","335","315","39790","35000"
"In post","2023","Undeclared","Scotland","Eastern Scotland","Clackmannanshire and Fife","40","40","35880","33840"
"In post","2023","Undeclared","Scotland","Eastern Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","Eastern Scotland","Falkirk","65","55","25740","23840"
"In post","2023","Undeclared","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","20","20","[c]","[c]"
"In post","2023","Undeclared","Scotland","Eastern Scotland","West Lothian","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","30","30","30590","27600"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Na h-Eileanan Siar","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","50","50","45480","32950"
"In post","2023","Undeclared","Scotland","Southern Scotland","Dumfries and Galloway","15","15","[c]","[c]"
"In post","2023","Undeclared","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","30","25","[c]","[c]"
"In post","2023","Undeclared","Scotland","Southern Scotland","Scottish Borders","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","Southern Scotland","South Ayrshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","Southern Scotland","South Lanarkshire","80","70","31800","27650"
"In post","2023","Undeclared","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","90","85","36740","33990"
"In post","2023","Undeclared","Scotland","West Central Scotland","Glasgow City","575","535","32570","28120"
"In post","2023","Undeclared","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","30","30","37340","29040"
"In post","2023","Undeclared","Scotland","West Central Scotland","North Lanarkshire","45","45","28030","28120"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","185","180","37380","34320"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","155","145","35870","35710"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","110","105","36200","35030"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","320","295","41170","38910"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","Central Hampshire","215","210","34480","34020"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","Isle of Wight","165","145","31340","32920"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","North Hampshire","70","70","36710","30810"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","Portsmouth","240","220","35120","32000"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","South Hampshire","160","140","30910","27550"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","Southampton","75","65","34580","29050"
"In post","2023","Undeclared","South East (England)","Kent","East Kent","265","245","30500","27650"
"In post","2023","Undeclared","South East (England)","Kent","Kent Thames Gateway","195","180","32470","32920"
"In post","2023","Undeclared","South East (England)","Kent","Medway","110","100","31870","32240"
"In post","2023","Undeclared","South East (England)","Kent","Mid Kent","75","70","37510","33700"
"In post","2023","Undeclared","South East (England)","Kent","West Kent","15","15","[c]","[c]"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","Brighton and Hove","40","35","36390","28830"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","East Surrey","125","115","35240","35580"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","East Sussex CC","115","105","31100","28120"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","West Surrey","155","150","37680","33830"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","70","60","36880","28730"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","115","105","36610","34990"
"In post","2023","Undeclared","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","90","80","29980","28120"
"In post","2023","Undeclared","South West (England)","Devon","Devon CC","250","225","31300","28480"
"In post","2023","Undeclared","South West (England)","Devon","Plymouth","180","170","33900","32690"
"In post","2023","Undeclared","South West (England)","Devon","Torbay","15","15","[c]","[c]"
"In post","2023","Undeclared","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","30","30","31150","28120"
"In post","2023","Undeclared","South West (England)","Dorset and Somerset","Dorset","190","170","32310","32060"
"In post","2023","Undeclared","South West (England)","Dorset and Somerset","Somerset CC","150","145","34030","32710"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","815","785","42420","41200"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","450","420","38980","34970"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","90","85","33820","28080"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","20","[c]","[c]"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","405","385","41430","38580"
"In post","2023","Undeclared","Unknown","Unknown","Unknown","50","50","34730","31200"
"In post","2023","Undeclared","Wales","East Wales","Cardiff and Vale of Glamorgan","500","460","35750","32920"
"In post","2023","Undeclared","Wales","East Wales","Flintshire and Wrexham","225","215","30640","30060"
"In post","2023","Undeclared","Wales","East Wales","Monmouthshire and Newport","120","110","36690","32710"
"In post","2023","Undeclared","Wales","East Wales","Powys","30","30","32120","27300"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","20","20","[c]","[c]"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Central Valleys","140","130","31730","28120"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Conwy and Denbighshire","25","20","[c]","[c]"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Gwent Valleys","30","25","[c]","[c]"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Gwynedd","40","40","28150","28120"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Isle of Anglesey","15","15","[c]","[c]"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","South West Wales","80","75","32340","28120"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Swansea","595","525","29760","26780"
"In post","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","25","20","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","65","60","30020","27780"
"In post","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","290","265","32260","31670"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Shropshire","100","85","32810","32920"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","345","325","34380","32060"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","55","50","26790","21780"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","120","110","35530","33260"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Birmingham","720","680","35100","29050"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Coventry","80","75","35160","30710"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Dudley","55","50","27610","28120"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Sandwell","20","20","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Solihull","45","40","32270","28120"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Walsall","20","15","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Wolverhampton","65","60","28620","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","170","155","33250","32920"
"In post","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","150","140","32650","32920"
"In post","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","45","40","28920","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","150","145","34150","29580"
"In post","2023","Undeclared","Yorkshire and The Humber","North Yorkshire","York","190","180","37180","34170"
"In post","2023","Undeclared","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","225","205","32670","31780"
"In post","2023","Undeclared","Yorkshire and The Humber","South Yorkshire","Sheffield","350","330","36030","33950"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","Bradford","130","110","26060","22520"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","45","40","31870","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","Leeds","725","685","37540","34190"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","Wakefield","170","155","33670","32920"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","110","105","29460","28120"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","15","15","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","165","160","29090","28880"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","2030","1935","31240","28080"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","160","150","33860","28880"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","65","60","34940","30430"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","230","215","28080","25300"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","340","325","29450","25880"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","60","60","26470","26840"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","165","150","28210","26840"
"In post","2023","Unknown","East Midlands (England)","Lincolnshire","Lincolnshire CC","335","325","29410","27080"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Bedford","145","135","31190","30740"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","75","70","32360","27400"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","530","515","39160","35870"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Luton","90","85","27510","25880"
"In post","2023","Unknown","East of England","East Anglia","Breckland and South Norfolk","45","45","30320","30410"
"In post","2023","Unknown","East of England","East Anglia","Cambridgeshire CC","545","530","34880","30650"
"In post","2023","Unknown","East of England","East Anglia","North and West Norfolk","95","90","27320","25010"
"In post","2023","Unknown","East of England","East Anglia","Norwich and East Norfolk","220","210","33080","30410"
"In post","2023","Unknown","East of England","East Anglia","Peterborough","295","270","26790","23390"
"In post","2023","Unknown","East of England","East Anglia","Suffolk CC","640","595","30640","27890"
"In post","2023","Unknown","East of England","Essex","Essex Haven Gateway","140","135","30730","25880"
"In post","2023","Unknown","East of England","Essex","Essex Thames Gateway","50","50","26950","25610"
"In post","2023","Unknown","East of England","Essex","Heart of Essex","205","195","31630","28880"
"In post","2023","Unknown","East of England","Essex","Southend-on-Sea","60","50","31820","29890"
"In post","2023","Unknown","East of England","Essex","Thurrock","100","100","24640","22400"
"In post","2023","Unknown","East of England","Essex","West Essex","120","110","27990","25880"
"In post","2023","Unknown","London","Inner London - East","Hackney and Newham","1825","1745","40530","39450"
"In post","2023","Unknown","London","Inner London - East","Haringey and Islington","210","200","33940","33800"
"In post","2023","Unknown","London","Inner London - East","Lambeth","1120","1095","45000","42240"
"In post","2023","Unknown","London","Inner London - East","Lewisham and Southwark","205","190","34840","34390"
"In post","2023","Unknown","London","Inner London - East","Tower Hamlets","1190","1160","47960","41570"
"In post","2023","Unknown","London","Inner London - West","Camden and City of London","340","330","46430","36350"
"In post","2023","Unknown","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","125","120","34910","33800"
"In post","2023","Unknown","London","Inner London - West","Wandsworth","180","175","33950","33800"
"In post","2023","Unknown","London","Inner London - West","Westminster","13675","13435","48140","43320"
"In post","2023","Unknown","London","Outer London - East and North East","Barking & Dagenham and Havering","35","35","33090","32520"
"In post","2023","Unknown","London","Outer London - East and North East","Bexley and Greenwich","275","270","32270","32110"
"In post","2023","Unknown","London","Outer London - East and North East","Enfield","35","30","30430","31490"
"In post","2023","Unknown","London","Outer London - East and North East","Redbridge and Waltham Forest","110","100","31900","31960"
"In post","2023","Unknown","London","Outer London - South","Bromley","55","50","36690","33050"
"In post","2023","Unknown","London","Outer London - South","Croydon","2575","2510","37830","32540"
"In post","2023","Unknown","London","Outer London - South","Merton, Kingston upon Thames and Sutton","135","130","38750","39630"
"In post","2023","Unknown","London","Outer London - West and North West","Barnet","200","190","35700","32520"
"In post","2023","Unknown","London","Outer London - West and North West","Brent","70","70","33170","30590"
"In post","2023","Unknown","London","Outer London - West and North West","Ealing","45","45","34480","32520"
"In post","2023","Unknown","London","Outer London - West and North West","Harrow and Hillingdon","755","730","31170","29750"
"In post","2023","Unknown","London","Outer London - West and North West","Hounslow and Richmond upon Thames","645","630","33060","30080"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Northumberland","50","45","35990","28120"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Sunderland","695","605","27040","22520"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Tyneside","3570","3295","30970","27890"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","Darlington","355","345","36210","31440"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","Durham","1060","1000","26690","23390"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","85","75","29580","28880"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","South Teesside","105","105","27370","25880"
"In post","2023","Unknown","North West (England)","Cheshire","Cheshire East","185","170","29550","28120"
"In post","2023","Unknown","North West (England)","Cheshire","Cheshire West and Chester","45","40","35940","28120"
"In post","2023","Unknown","North West (England)","Cheshire","Warrington","1000","980","37300","36040"
"In post","2023","Unknown","North West (England)","Cumbria","East Cumbria","145","135","31050","26840"
"In post","2023","Unknown","North West (England)","Cumbria","West Cumbria","265","245","28130","24110"
"In post","2023","Unknown","North West (England)","Greater Manchester","Greater Manchester North East","110","105","29380","27790"
"In post","2023","Unknown","North West (England)","Greater Manchester","Greater Manchester North West","165","155","28230","28120"
"In post","2023","Unknown","North West (England)","Greater Manchester","Greater Manchester South East","55","55","32650","29050"
"In post","2023","Unknown","North West (England)","Greater Manchester","Greater Manchester South West","2730","2625","32430","28130"
"In post","2023","Unknown","North West (England)","Greater Manchester","Manchester","1310","1275","34590","30330"
"In post","2023","Unknown","North West (England)","Lancashire","Blackburn with Darwen","40","40","26320","26040"
"In post","2023","Unknown","North West (England)","Lancashire","Blackpool","225","220","32820","28120"
"In post","2023","Unknown","North West (England)","Lancashire","Chorley and West Lancashire","235","230","32270","30440"
"In post","2023","Unknown","North West (England)","Lancashire","East Lancashire","45","40","31570","27760"
"In post","2023","Unknown","North West (England)","Lancashire","Lancaster and Wyre","265","250","27550","27080"
"In post","2023","Unknown","North West (England)","Lancashire","Mid Lancashire","775","715","28870","23390"
"In post","2023","Unknown","North West (England)","Merseyside","East Merseyside","110","105","31770","27330"
"In post","2023","Unknown","North West (England)","Merseyside","Liverpool","3860","3650","28060","25750"
"In post","2023","Unknown","North West (England)","Merseyside","Sefton","1030","995","27320","25750"
"In post","2023","Unknown","North West (England)","Merseyside","Wirral","240","230","28730","26290"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","60","55","27650","24180"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Ards and North Down","55","50","25810","22500"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Belfast","990","935","30120","27650"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Causeway Coast and Glens","20","20","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Fermanagh and Omagh","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","185","180","28860","25750"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Newry, Mourne and Down","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","Overseas","1235","1230","56510","55830"
"In post","2023","Unknown","Scotland","Eastern Scotland","Angus and Dundee City","845","800","28940","28120"
"In post","2023","Unknown","Scotland","Eastern Scotland","City of Edinburgh","5035","4815","40060","35420"
"In post","2023","Unknown","Scotland","Eastern Scotland","Clackmannanshire and Fife","500","465","33370","31970"
"In post","2023","Unknown","Scotland","Eastern Scotland","East Lothian and Midlothian","15","15","[c]","[c]"
"In post","2023","Unknown","Scotland","Eastern Scotland","Falkirk","565","520","33690","34070"
"In post","2023","Unknown","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","765","720","33950","31970"
"In post","2023","Unknown","Scotland","Eastern Scotland","West Lothian","90","85","40670","32100"
