"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","G7","Unknown","330","310","53540","49800"
"In post","2023","Unknown","Science and Engineering","HEO","Heterosexual / straight","280","280","31750","30960"
"In post","2023","Unknown","Science and Engineering","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","HEO","Unknown","350","345","31330","30650"
"In post","2023","Unknown","Science and Engineering","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SEO","Heterosexual / straight","195","195","42670","42080"
"In post","2023","Unknown","Science and Engineering","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SEO","Undeclared","40","40","44130","43230"
"In post","2023","Unknown","Science and Engineering","SEO","Unknown","285","275","41540","39890"
"In post","2023","Unknown","Science and Engineering","Unknown","Heterosexual / straight","65","65","42670","42620"
"In post","2023","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","Unknown","65","65","39300","32500"
"In post","2023","Unknown","Security","AA","Heterosexual / straight","305","295","23760","22130"
"In post","2023","Unknown","Security","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Security","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Security","AA","Unknown","340","335","24520","24430"
"In post","2023","Unknown","Security","AO","Heterosexual / straight","375","370","35960","40880"
"In post","2023","Unknown","Security","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Security","AO","Undeclared","40","40","39050","41380"
"In post","2023","Unknown","Security","AO","Unknown","595","595","33310","30700"
"In post","2023","Unknown","Security","EO","Heterosexual / straight","115","115","33900","31880"
"In post","2023","Unknown","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Security","EO","Unknown","115","115","32970","29210"
"In post","2023","Unknown","Security","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","G6","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Security","G7","Heterosexual / straight","35","35","54920","56720"
"In post","2023","Unknown","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","G7","Unknown","70","65","57530","57000"
"In post","2023","Unknown","Security","HEO","Heterosexual / straight","75","75","38670","37850"
"In post","2023","Unknown","Security","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Security","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Security","HEO","Unknown","120","115","36590","35630"
"In post","2023","Unknown","Security","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Security","SEO","Heterosexual / straight","55","55","45330","44710"
"In post","2023","Unknown","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Security","SEO","Unknown","75","75","43930","43320"
"In post","2023","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G7","Unknown","30","30","56320","55370"
"In post","2023","Unknown","Social Research","HEO","Heterosexual / straight","65","65","32870","31560"
"In post","2023","Unknown","Social Research","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Social Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","HEO","Unknown","65","65","35260","36020"
"In post","2023","Unknown","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SEO","Heterosexual / straight","110","110","41080","39300"
"In post","2023","Unknown","Social Research","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","SEO","Unknown","60","60","41570","40450"
"In post","2023","Unknown","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","AA","Unknown","30","30","23370","23500"
"In post","2023","Unknown","Statistics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Statistics","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G7","Heterosexual / straight","45","45","54720","53380"
"In post","2023","Unknown","Statistics","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G7","Unknown","50","50","56030","55740"
"In post","2023","Unknown","Statistics","HEO","Heterosexual / straight","95","90","33410","32960"
"In post","2023","Unknown","Statistics","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Statistics","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Statistics","HEO","Unknown","135","135","33160","32720"
"In post","2023","Unknown","Statistics","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SEO","Heterosexual / straight","85","85","41180","40640"
"In post","2023","Unknown","Statistics","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Statistics","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Statistics","SEO","Unknown","90","85","42390","42370"
"In post","2023","Unknown","Tax","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Tax","AO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Tax","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","AO","Unknown","825","760","22570","22520"
"In post","2023","Unknown","Tax","EO","Heterosexual / straight","85","80","29290","28130"
"In post","2023","Unknown","Tax","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Tax","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","Unknown","Tax","EO","Unknown","1275","1225","28620","28130"
"In post","2023","Unknown","Tax","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","G6","Unknown","55","55","73300","71300"
"In post","2023","Unknown","Tax","G7","Heterosexual / straight","40","40","59320","57970"
"In post","2023","Unknown","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Tax","G7","Unknown","270","255","59000","57970"
"In post","2023","Unknown","Tax","HEO","Heterosexual / straight","115","115","36000","35000"
"In post","2023","Unknown","Tax","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Tax","HEO","Undeclared","30","30","36350","35000"
"In post","2023","Unknown","Tax","HEO","Unknown","1295","1245","35860","35000"
"In post","2023","Unknown","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SEO","Heterosexual / straight","50","50","43150","42510"
"In post","2023","Unknown","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SEO","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Tax","SEO","Unknown","265","255","43530","42510"
"In post","2023","Unknown","Unknown","AA","Heterosexual / straight","125","120","24170","24890"
"In post","2023","Unknown","Unknown","AA","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Unknown","1140","1070","23140","22180"
"In post","2023","Unknown","Unknown","AO","Heterosexual / straight","110","100","27620","27740"
"In post","2023","Unknown","Unknown","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","Undeclared","35","30","24370","24750"
"In post","2023","Unknown","Unknown","AO","Unknown","715","685","25650","25710"
"In post","2023","Unknown","Unknown","EO","Heterosexual / straight","400","385","30310","29450"
"In post","2023","Unknown","Unknown","EO","LGBO","45","45","29520","29100"
"In post","2023","Unknown","Unknown","EO","Undeclared","135","130","28160","28770"
"In post","2023","Unknown","Unknown","EO","Unknown","1575","1525","29590","29100"
"In post","2023","Unknown","Unknown","G6","Heterosexual / straight","295","285","74250","74000"
"In post","2023","Unknown","Unknown","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Undeclared","130","125","68620","67890"
"In post","2023","Unknown","Unknown","G6","Unknown","345","340","73720","72920"
"In post","2023","Unknown","Unknown","G7","Heterosexual / straight","560","535","58320","54870"
"In post","2023","Unknown","Unknown","G7","LGBO","60","55","57090","54690"
"In post","2023","Unknown","Unknown","G7","Undeclared","310","300","55220","54690"
"In post","2023","Unknown","Unknown","G7","Unknown","835","810","58780","57810"
"In post","2023","Unknown","Unknown","HEO","Heterosexual / straight","610","595","35110","34190"
"In post","2023","Unknown","Unknown","HEO","LGBO","60","60","34310","34190"
"In post","2023","Unknown","Unknown","HEO","Undeclared","210","205","33960","34190"
"In post","2023","Unknown","Unknown","HEO","Unknown","1850","1810","34520","34700"
"In post","2023","Unknown","Unknown","SCS level","Heterosexual / straight","80","75","92560","85200"
"In post","2023","Unknown","Unknown","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Undeclared","50","50","90750","85200"
"In post","2023","Unknown","Unknown","SCS level","Unknown","150","145","98110","86040"
"In post","2023","Unknown","Unknown","SEO","Heterosexual / straight","600","575","46060","44890"
"In post","2023","Unknown","Unknown","SEO","LGBO","65","65","44000","41950"
"In post","2023","Unknown","Unknown","SEO","Undeclared","205","200","41990","41950"
"In post","2023","Unknown","Unknown","SEO","Unknown","915","890","45230","43320"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO","Unknown","15","15","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","EO","Heterosexual / straight","30","[c]","28370","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
