"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Debt","AA/AO","120","[c]","22220","21690"
"New entrant CS","2023","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","EO","65","[c]","27140","27110"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","G6/G7","50","[c]","57630","55770"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","100","[c]","35680","34970"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","AA/AO","55","[c]","22110","22150"
"New entrant CS","2023","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","EO","30","[c]","26100","25830"
"New entrant CS","2023","Declared disabled","Human Resources","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","SEO/HEO","40","[c]","35320","33830"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","AA/AO","60","[c]","21820","20980"
"New entrant CS","2023","Declared disabled","Legal","EO","35","[c]","27630","27760"
"New entrant CS","2023","Declared disabled","Legal","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","SEO/HEO","35","[c]","39130","38760"
"New entrant CS","2023","Declared disabled","No function","AA/AO","1055","[c]","23670","22500"
"New entrant CS","2023","Declared disabled","No function","EO","360","[c]","27450","28120"
"New entrant CS","2023","Declared disabled","No function","G6/G7","50","[c]","56150","54690"
"New entrant CS","2023","Declared disabled","No function","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","SEO/HEO","275","[c]","36090","34700"
"New entrant CS","2023","Declared disabled","No function","Unknown","455","[c]","23130","23640"
"New entrant CS","2023","Declared disabled","Project Delivery","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","SEO/HEO","65","[c]","33070","33400"
"New entrant CS","2023","Declared disabled","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","AA/AO","90","[c]","22340","22180"
"New entrant CS","2023","Declared disabled","Unknown","EO","95","[c]","28810","29100"
"New entrant CS","2023","Declared disabled","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SEO/HEO","135","[c]","33590","33520"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","AA/AO","85","[c]","22770","22370"
"New entrant CS","2023","Declared non-disabled","Analysis","EO","120","[c]","27490","27650"
"New entrant CS","2023","Declared non-disabled","Analysis","G6/G7","45","[c]","66320","61240"
"New entrant CS","2023","Declared non-disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","SEO/HEO","440","[c]","35160","34400"
"New entrant CS","2023","Declared non-disabled","Commercial","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","EO","40","[c]","28280","27110"
"New entrant CS","2023","Declared non-disabled","Commercial","G6/G7","90","[c]","68190","68000"
"New entrant CS","2023","Declared non-disabled","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SEO/HEO","140","[c]","35680","35010"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","EO","40","[c]","26960","27550"
"New entrant CS","2023","Declared non-disabled","Communications","G6/G7","30","[c]","60790","58490"
"New entrant CS","2023","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SEO/HEO","160","[c]","37100","36250"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","AA/AO","175","[c]","23410","22520"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","EO","175","[c]","28470","27890"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","75","[c]","35510","34170"
"New entrant CS","2023","Declared non-disabled","Debt","AA/AO","890","[c]","22610","22520"
"New entrant CS","2023","Declared non-disabled","Debt","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","105","[c]","20430","20660"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","EO","315","[c]","27580","27650"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","380","[c]","58170","56000"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","785","[c]","37910","37680"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","AA/AO","105","[c]","22360","22520"
"New entrant CS","2023","Declared non-disabled","Finance","EO","80","[c]","26930","27000"
"New entrant CS","2023","Declared non-disabled","Finance","G6/G7","50","[c]","57170","55610"
"New entrant CS","2023","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SEO/HEO","165","[c]","38170","38470"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","AA/AO","210","[c]","21990","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","EO","30","[c]","25000","25920"
"New entrant CS","2023","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","AA/AO","80","[c]","21990","21780"
"New entrant CS","2023","Declared non-disabled","Human Resources","EO","110","[c]","26950","27080"
"New entrant CS","2023","Declared non-disabled","Human Resources","G6/G7","70","[c]","56440","55200"
"New entrant CS","2023","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SEO/HEO","175","[c]","36160","35000"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AA/AO","330","[c]","21880","21120"
"New entrant CS","2023","Declared non-disabled","Legal","EO","215","[c]","27790","27760"
"New entrant CS","2023","Declared non-disabled","Legal","G6/G7","285","[c]","54760","52590"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO/HEO","185","[c]","38990","38760"
"New entrant CS","2023","Declared non-disabled","No function","AA/AO","7970","[c]","24940","23230"
"New entrant CS","2023","Declared non-disabled","No function","EO","1595","[c]","27650","28120"
"New entrant CS","2023","Declared non-disabled","No function","G6/G7","590","[c]","60650","57410"
"New entrant CS","2023","Declared non-disabled","No function","SCS level","30","[c]","97540","88360"
"New entrant CS","2023","Declared non-disabled","No function","SEO/HEO","1860","[c]","37430","35040"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","2320","[c]","23170","23640"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","60","[c]","21850","22150"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","120","[c]","26930","26750"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","140","[c]","56920","53950"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","275","[c]","36810","35400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","75","[c]","36990","33000"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","140","[c]","22500","22520"
"New entrant CS","2023","Declared non-disabled","Property","EO","60","[c]","26910","26020"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","50","[c]","56050","55060"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","115","[c]","37700","37680"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","AA/AO","80","[c]","24040","21720"
"New entrant CS","2023","Declared non-disabled","Security","EO","45","[c]","25690","24610"
"New entrant CS","2023","Declared non-disabled","Security","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SEO/HEO","65","[c]","35510","33020"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","310","[c]","22580","22180"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","375","[c]","28720","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","130","[c]","58830","55000"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","450","[c]","37690","37710"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SEO/HEO","30","[c]","34530","34400"
"New entrant CS","2023","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","AA/AO","35","[c]","22260","22520"
"New entrant CS","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","40","[c]","38210","37880"
"New entrant CS","2023","Undeclared","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","AA/AO","360","[c]","24070","22520"
"New entrant CS","2023","Undeclared","No function","EO","100","[c]","27590","27820"
"New entrant CS","2023","Undeclared","No function","G6/G7","35","[c]","57350","55770"
"New entrant CS","2023","Undeclared","No function","SEO/HEO","120","[c]","35970","35190"
"New entrant CS","2023","Undeclared","No function","Unknown","135","[c]","23260","23640"
"New entrant CS","2023","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","AA/AO","110","[c]","22060","22810"
"New entrant CS","2023","Unknown","Analysis","EO","85","[c]","27990","28090"
"New entrant CS","2023","Unknown","Analysis","G6/G7","40","[c]","54550","53550"
"New entrant CS","2023","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","SEO/HEO","390","[c]","33700","34000"
"New entrant CS","2023","Unknown","Commercial","AA/AO","60","[c]","23030","22220"
"New entrant CS","2023","Unknown","Commercial","EO","80","[c]","26740","27080"
"New entrant CS","2023","Unknown","Commercial","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SEO/HEO","170","[c]","35150","33830"
"New entrant CS","2023","Unknown","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","EO","50","[c]","28130","28510"
"New entrant CS","2023","Unknown","Communications","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SEO/HEO","160","[c]","37830","37790"
"New entrant CS","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","AA/AO","30","[c]","22720","22520"
"New entrant CS","2023","Unknown","Counter Fraud","EO","45","[c]","29210","27890"
"New entrant CS","2023","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","SEO/HEO","35","[c]","36330","34950"
"New entrant CS","2023","Unknown","Debt","AA/AO","605","[c]","22880","22520"
"New entrant CS","2023","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","AA/AO","85","[c]","22690","22220"
"New entrant CS","2023","Unknown","Digital, Data & Technology","EO","325","[c]","27900","27650"
"New entrant CS","2023","Unknown","Digital, Data & Technology","G6/G7","215","[c]","57830","56430"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","630","[c]","37120","37040"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","AA/AO","115","[c]","22410","22520"
"New entrant CS","2023","Unknown","Finance","EO","90","[c]","27720","27110"
"New entrant CS","2023","Unknown","Finance","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SEO/HEO","130","[c]","36910","35410"
"New entrant CS","2023","Unknown","Grants Management","AA/AO","65","[c]","21970","22150"
"New entrant CS","2023","Unknown","Grants Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","AA/AO","130","[c]","22200","22220"
"New entrant CS","2023","Unknown","Human Resources","EO","210","[c]","27670","27140"
"New entrant CS","2023","Unknown","Human Resources","G6/G7","35","[c]","59410","54720"
"New entrant CS","2023","Unknown","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","SEO/HEO","205","[c]","37090","34540"
"New entrant CS","2023","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","AA/AO","115","[c]","21560","20980"
"New entrant CS","2023","Unknown","Legal","EO","85","[c]","28510","27840"
"New entrant CS","2023","Unknown","Legal","G6/G7","85","[c]","55650","54100"
"New entrant CS","2023","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","SEO/HEO","55","[c]","37480","38760"
"New entrant CS","2023","Unknown","No function","AA/AO","10100","[c]","23810","22400"
"New entrant CS","2023","Unknown","No function","EO","4705","[c]","27670","25880"
"New entrant CS","2023","Unknown","No function","G6/G7","530","[c]","60770","56430"
"New entrant CS","2023","Unknown","No function","SCS level","90","[c]","109820","105000"
"New entrant CS","2023","Unknown","No function","SEO/HEO","2115","[c]","36910","35570"
"New entrant CS","2023","Unknown","No function","Unknown","1160","[c]","22980","23640"
"New entrant CS","2023","Unknown","Project Delivery","AA/AO","95","[c]","21850","22180"
"New entrant CS","2023","Unknown","Project Delivery","EO","140","[c]","26430","26390"
"New entrant CS","2023","Unknown","Project Delivery","G6/G7","140","[c]","56280","54400"
"New entrant CS","2023","Unknown","Project Delivery","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Project Delivery","SEO/HEO","445","[c]","35360","33990"
"New entrant CS","2023","Unknown","Project Delivery","Unknown","125","[c]","30990","27540"
"New entrant CS","2023","Unknown","Property","AA/AO","215","[c]","22490","22520"
"New entrant CS","2023","Unknown","Property","EO","70","[c]","27290","27080"
"New entrant CS","2023","Unknown","Property","G6/G7","30","[c]","60210","59000"
"New entrant CS","2023","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","SEO/HEO","150","[c]","36370","33990"
"New entrant CS","2023","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","AA/AO","555","[c]","27650","27350"
"New entrant CS","2023","Unknown","Security","EO","85","[c]","27110","27080"
"New entrant CS","2023","Unknown","Security","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","SEO/HEO","50","[c]","39880","37850"
"New entrant CS","2023","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","1040","[c]","22750","22180"
"New entrant CS","2023","Unknown","Unknown","EO","645","[c]","28870","29100"
"New entrant CS","2023","Unknown","Unknown","G6/G7","245","[c]","57620","52360"
"New entrant CS","2023","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","945","[c]","34760","33520"
"New entrant CS","2023","Unknown","Unknown","Unknown","150","[c]","22470","17530"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
