"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Project Delivery","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","G6/G7","20","[c]","60620","60220"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","SEO/HEO","45","[c]","39550","40580"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Defence","Unknown","20","[c]","50110","46510"
"Leaver CS","2023","50-59","Project Delivery","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","HM Revenue and Customs","AA/AO","15","[c]","22210","22520"
"Leaver CS","2023","50-59","Property","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","HM Revenue and Customs","SEO/HEO","20","[c]","44550","46500"
"Leaver CS","2023","50-59","Property","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Defence","AA/AO","15","[c]","20000","19030"
"Leaver CS","2023","50-59","Property","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Defence","SEO/HEO","20","[c]","36210","34300"
"Leaver CS","2023","50-59","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Cabinet Office","EO","10","[c]","25180","24470"
"Leaver CS","2023","50-59","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Cabinet Office","SEO/HEO","30","[c]","35780","34320"
"Leaver CS","2023","50-59","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Ministry of Defence","AA/AO","125","[c]","31330","27500"
"Leaver CS","2023","50-59","Security","Ministry of Defence","EO","25","[c]","40280","45720"
"Leaver CS","2023","50-59","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Ministry of Defence","SEO/HEO","20","[c]","49600","51550"
"Leaver CS","2023","50-59","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","G6/G7","10","[c]","57210","55150"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","SEO/HEO","10","[c]","39400","38810"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","G6/G7","40","[c]","66400","68080"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","G6/G7","10","[c]","49740","49260"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","50-59","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scottish Government","AA/AO","35","[c]","25130","24890"
"Leaver CS","2023","50-59","Unknown","Scottish Government","EO","25","[c]","31370","30440"
"Leaver CS","2023","50-59","Unknown","Scottish Government","G6/G7","40","[c]","69620","70920"
"Leaver CS","2023","50-59","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scottish Government","SEO/HEO","70","[c]","44000","42860"
"Leaver CS","2023","50-59","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Welsh Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Welsh Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Welsh Government","SEO/HEO","20","[c]","42680","41980"
"Leaver CS","2023","60-64","Analysis","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Cabinet Office","G6/G7","15","[c]","63280","64500"
"Leaver CS","2023","60-64","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Defence","SEO/HEO","15","[c]","40590","42620"
"Leaver CS","2023","60-64","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Department for Work and Pensions","AA/AO","15","[c]","22860","21690"
"Leaver CS","2023","60-64","Counter Fraud","Department for Work and Pensions","EO","40","[c]","28410","28120"
"Leaver CS","2023","60-64","Counter Fraud","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Department for Work and Pensions","SEO/HEO","10","[c]","35730","34970"
"Leaver CS","2023","60-64","Counter Fraud","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","HM Revenue and Customs","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Department for Work and Pensions","AA/AO","45","[c]","21840","21690"
"Leaver CS","2023","60-64","Debt","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","HM Revenue and Customs","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","G6/G7","15","[c]","56970","52640"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","15","[c]","37730","38470"
"Leaver CS","2023","60-64","Digital, Data & Technology","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Defence","SEO/HEO","15","[c]","38580","36920"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
