"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Outside London","Heterosexual / straight","50","[c]","31360","29590"
"Leaver CS","2023","Asian","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Tax","Outside London","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Heterosexual / straight","110","[c]","44590","35760"
"Leaver CS","2023","Asian","Unknown","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","London","Heterosexual / straight","40","[c]","40440","38100"
"Leaver CS","2023","Black","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Outside London","Heterosexual / straight","40","[c]","38830","36820"
"Leaver CS","2023","Black","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","London","Heterosexual / straight","510","[c]","31480","31060"
"Leaver CS","2023","Black","Operational Delivery","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Outside London","Heterosexual / straight","390","[c]","27070","27570"
"Leaver CS","2023","Black","Operational Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Outside London","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
