"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Unknown","170","170","37930","36860"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Unknown","1530","1530","42370","40530"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Female","Heterosexual / straight","35","[c]","22070","22280"
"Leaver CS","2023","Analysis","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Female","Unknown","45","[c]","21490","21380"
"Leaver CS","2023","Analysis","AA/AO","Male","Heterosexual / straight","60","[c]","21830","21170"
"Leaver CS","2023","Analysis","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Male","Unknown","50","[c]","20730","19280"
"Leaver CS","2023","Analysis","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Female","Heterosexual / straight","35","[c]","59000","56130"
"Leaver CS","2023","Analysis","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Male","Heterosexual / straight","45","[c]","61470","55680"
"Leaver CS","2023","Analysis","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Male","Unknown","45","[c]","52850","49260"
"Leaver CS","2023","Analysis","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Female","Heterosexual / straight","70","[c]","37920","38180"
"Leaver CS","2023","Analysis","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Female","Unknown","55","[c]","34000","31310"
"Leaver CS","2023","Analysis","SEO/HEO","Male","Heterosexual / straight","90","[c]","36650","36860"
"Leaver CS","2023","Analysis","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Male","Unknown","135","[c]","35260","35180"
"Leaver CS","2023","Analysis","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Female","Unknown","70","[c]","66780","65890"
"Leaver CS","2023","Commercial","G6/G7","Male","Heterosexual / straight","35","[c]","62670","62540"
"Leaver CS","2023","Commercial","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Male","Unknown","70","[c]","67980","67450"
"Leaver CS","2023","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Female","Heterosexual / straight","85","[c]","37940","37710"
"Leaver CS","2023","Commercial","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Male","Heterosexual / straight","80","[c]","39470","40980"
"Leaver CS","2023","Commercial","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Female","Heterosexual / straight","40","[c]","58430","56270"
"Leaver CS","2023","Communications","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Female","Heterosexual / straight","95","[c]","39090","40730"
"Leaver CS","2023","Communications","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Male","Heterosexual / straight","55","[c]","38410","38550"
"Leaver CS","2023","Communications","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Female","Heterosexual / straight","55","[c]","23010","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Male","Heterosexual / straight","30","[c]","23220","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Female","Heterosexual / straight","80","[c]","28510","28120"
"Leaver CS","2023","Counter Fraud","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Female","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Male","Heterosexual / straight","55","[c]","28670","28120"
"Leaver CS","2023","Counter Fraud","EO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Male","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","35","[c]","38030","38510"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Female","Heterosexual / straight","125","[c]","21700","21690"
"Leaver CS","2023","Debt","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Female","Unknown","300","[c]","21630","21690"
"Leaver CS","2023","Debt","AA/AO","Male","Heterosexual / straight","55","[c]","21860","21690"
"Leaver CS","2023","Debt","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Male","Unknown","225","[c]","21650","21690"
"Leaver CS","2023","Debt","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Female","Heterosexual / straight","35","[c]","22000","21690"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Male","Heterosexual / straight","50","[c]","21920","21690"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Female","Heterosexual / straight","60","[c]","27630","27570"
"Leaver CS","2023","Digital, Data & Technology","EO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Male","Heterosexual / straight","120","[c]","28460","28100"
"Leaver CS","2023","Digital, Data & Technology","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Male","Unknown","80","[c]","28120","28120"
