"Status","Year","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Geography","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","980","[c]","34230","29670"
"Leaver CS","2023","White","Inspector of Education and Training","125","[c]","69200","77470"
"Leaver CS","2023","White","Intelligence Analysis","130","[c]","33060","30740"
"Leaver CS","2023","White","Internal Audit","45","[c]","46770","40490"
"Leaver CS","2023","White","International Trade","55","[c]","48100","45350"
"Leaver CS","2023","White","Knowledge and Information Management","70","[c]","32350","28060"
"Leaver CS","2023","White","Legal","560","[c]","55160","53950"
"Leaver CS","2023","White","Medicine","255","[c]","54090","40590"
"Leaver CS","2023","White","Operational Delivery","16045","[c]","28490","26780"
"Leaver CS","2023","White","Operational Research","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Other","860","[c]","31440","22470"
"Leaver CS","2023","White","Planning","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning Inspectors","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Policy","1230","[c]","48580","44500"
"Leaver CS","2023","White","Project Delivery","835","[c]","44890","40950"
"Leaver CS","2023","White","Property","360","[c]","36480","34000"
"Leaver CS","2023","White","Psychology","85","[c]","[c]","[c]"
"Leaver CS","2023","White","Science and Engineering","1035","[c]","37790","34310"
"Leaver CS","2023","White","Security","610","[c]","33000","28560"
"Leaver CS","2023","White","Social Research","55","[c]","37180","34920"
"Leaver CS","2023","White","Statistics","110","[c]","37160","34500"
"Leaver CS","2023","White","Tax","590","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","2020","[c]","45530","38460"
"Leaver CS","2023","White","Veterinarian","35","[c]","47050","41410"
"Leaver Dept.","2023","Asian","Commercial","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Digital, Data and Technology","65","[c]","43110","38470"
"Leaver Dept.","2023","Asian","Economics","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","45","[c]","41510","36370"
"Leaver Dept.","2023","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","590","[c]","29740","28120"
"Leaver Dept.","2023","Asian","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","40","[c]","31360","28650"
"Leaver Dept.","2023","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","200","[c]","42100","37880"
"Leaver Dept.","2023","Asian","Project Delivery","50","[c]","38260","36110"
"Leaver Dept.","2023","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","160","[c]","41960","35760"
"Leaver Dept.","2023","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","265","[c]","29470","28140"
"Leaver Dept.","2023","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","90","[c]","38410","36410"
"Leaver Dept.","2023","Black","Project Delivery","35","[c]","37740","35830"
"Leaver Dept.","2023","Black","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","70","[c]","39850","35650"
"Leaver Dept.","2023","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","150","[c]","30090","28120"
"Leaver Dept.","2023","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","95","[c]","45690","41550"
"Leaver Dept.","2023","Mixed","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Tax","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","80","[c]","41200","35700"
"Leaver Dept.","2023","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","40","[c]","33290","31060"
"Leaver Dept.","2023","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Operational Delivery","175","[c]","28830","27570"
"Leaver Dept.","2023","Undeclared","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Policy","60","[c]","47860","44030"
"Leaver Dept.","2023","Undeclared","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Tax","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","60","[c]","43510","41250"
"Leaver Dept.","2023","Unknown","Commercial","40","[c]","35120","32800"
"Leaver Dept.","2023","Unknown","Communications","65","[c]","37540","33250"
"Leaver Dept.","2023","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","145","[c]","38290","34170"
"Leaver Dept.","2023","Unknown","Economics","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","100","[c]","36510","33250"
"Leaver Dept.","2023","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","65","[c]","36810","32000"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","60","[c]","53240","52560"
"Leaver Dept.","2023","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","1000","[c]","31130","27570"
"Leaver Dept.","2023","Unknown","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","80","[c]","36320","33040"
"Leaver Dept.","2023","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","385","[c]","45140","41260"
"Leaver Dept.","2023","Unknown","Project Delivery","140","[c]","36810","33250"
"Leaver Dept.","2023","Unknown","Property","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","30","[c]","33410","32000"
"Leaver Dept.","2023","Unknown","Security","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","65","[c]","34070","33250"
"Leaver Dept.","2023","Unknown","Tax","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","955","[c]","40020","32960"
"Leaver Dept.","2023","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","155","[c]","39230","39360"
"Leaver Dept.","2023","White","Communications","145","[c]","40450","36510"
"Leaver Dept.","2023","White","Corporate Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","115","[c]","31060","28120"
"Leaver Dept.","2023","White","Digital, Data and Technology","375","[c]","43090","38890"
"Leaver Dept.","2023","White","Economics","90","[c]","50060","42120"
"Leaver Dept.","2023","White","Finance","240","[c]","47610","41190"
"Leaver Dept.","2023","White","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","405","[c]","37610","33000"
"Leaver Dept.","2023","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","40","[c]","35750","33990"
"Leaver Dept.","2023","White","Internal Audit","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","40","[c]","41080","38160"
"Leaver Dept.","2023","White","Knowledge and Information Management","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","130","[c]","57530","54100"
"Leaver Dept.","2023","White","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","3520","[c]","29650","27570"
"Leaver Dept.","2023","White","Operational Research","45","[c]","41840","41750"
"Leaver Dept.","2023","White","Other","200","[c]","36380","30060"
"Leaver Dept.","2023","White","Planning","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Policy","1385","[c]","45950","41440"
"Leaver Dept.","2023","White","Project Delivery","315","[c]","42940","39150"
"Leaver Dept.","2023","White","Property","75","[c]","37630","34170"
"Leaver Dept.","2023","White","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Science and Engineering","75","[c]","39830","39890"
"Leaver Dept.","2023","White","Security","75","[c]","33340","32200"
"Leaver Dept.","2023","White","Social Research","70","[c]","41260","40130"
"Leaver Dept.","2023","White","Statistics","95","[c]","41140","36670"
"Leaver Dept.","2023","White","Tax","115","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","1170","[c]","44940","40590"
"Leaver Dept.","2023","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","45","[c]","38810","34170"
"New entrant CS","2023","Asian","Communications","30","[c]","30900","29400"
"New entrant CS","2023","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","50","[c]","28870","27890"
"New entrant CS","2023","Asian","Digital, Data and Technology","320","[c]","42120","39110"
"New entrant CS","2023","Asian","Economics","50","[c]","32540","31560"
"New entrant CS","2023","Asian","Finance","100","[c]","33780","28840"
"New entrant CS","2023","Asian","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","70","[c]","32490","29280"
"New entrant CS","2023","Asian","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","30","[c]","40800","40780"
"New entrant CS","2023","Asian","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","105","[c]","44600","45230"
"New entrant CS","2023","Asian","Medicine","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","1985","[c]","25230","23090"
"New entrant CS","2023","Asian","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Other","160","[c]","24330","21690"
"New entrant CS","2023","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Policy","175","[c]","34540","31750"
"New entrant CS","2023","Asian","Project Delivery","120","[c]","37060","34110"
"New entrant CS","2023","Asian","Property","45","[c]","29920","22520"
"New entrant CS","2023","Asian","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Science and Engineering","80","[c]","33120","30650"
"New entrant CS","2023","Asian","Security","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Statistics","35","[c]","33890","31270"
"New entrant CS","2023","Asian","Tax","30","[c]","34140","34400"
"New entrant CS","2023","Asian","Unknown","275","[c]","31640","28840"
"New entrant CS","2023","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","35","[c]","41200","37060"
"New entrant CS","2023","Black","Communications","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","190","[c]","39230","37590"
"New entrant CS","2023","Black","Economics","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","30","[c]","35070","31010"
"New entrant CS","2023","Black","Inspector of Education and Training","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","60","[c]","43670","49050"
"New entrant CS","2023","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","1035","[c]","26740","25750"
"New entrant CS","2023","Black","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","45","[c]","27410","27230"
"New entrant CS","2023","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","60","[c]","36250","33830"
"New entrant CS","2023","Black","Project Delivery","70","[c]","37050","34400"
"New entrant CS","2023","Black","Property","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","95","[c]","29370","28120"
"New entrant CS","2023","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","70","[c]","37970","35650"
"New entrant CS","2023","Mixed","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","35","[c]","43550","45230"
"New entrant CS","2023","Mixed","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Delivery","630","[c]","26110","23640"
"New entrant CS","2023","Mixed","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Other","40","[c]","26060","21730"
"New entrant CS","2023","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Policy","100","[c]","37430","32970"
"New entrant CS","2023","Mixed","Project Delivery","35","[c]","37910","33400"
"New entrant CS","2023","Mixed","Property","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","35","[c]","33690","30650"
"New entrant CS","2023","Mixed","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","80","[c]","33020","28840"
"New entrant CS","2023","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","150","[c]","26200","25480"
"New entrant CS","2023","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","40","[c]","33690","30240"
"New entrant CS","2023","Other ethnicity","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","50","[c]","42730","40280"
