"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","SEO/HEO","Female","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Male","Heterosexual / straight","265","[c]","38720","37470"
"Leaver CS","2023","Declared disabled","SEO/HEO","Male","LGBO","50","[c]","36510","35510"
"Leaver CS","2023","Declared disabled","SEO/HEO","Male","Undeclared","40","[c]","39010","38420"
"Leaver CS","2023","Declared disabled","SEO/HEO","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","Heterosexual / straight","195","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","AA/AO","Female","Heterosexual / straight","3585","[c]","22090","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Female","LGBO","280","[c]","21730","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Female","Undeclared","355","[c]","22060","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Female","Unknown","1130","[c]","22090","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Male","Heterosexual / straight","3025","[c]","22920","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Male","LGBO","180","[c]","22490","21780"
"Leaver CS","2023","Declared non-disabled","AA/AO","Male","Undeclared","215","[c]","22650","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Male","Unknown","725","[c]","22950","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","EO","Female","Heterosexual / straight","2665","[c]","28290","28120"
"Leaver CS","2023","Declared non-disabled","EO","Female","LGBO","170","[c]","28110","27570"
"Leaver CS","2023","Declared non-disabled","EO","Female","Undeclared","225","[c]","28060","28080"
"Leaver CS","2023","Declared non-disabled","EO","Female","Unknown","575","[c]","28300","28120"
"Leaver CS","2023","Declared non-disabled","EO","Male","Heterosexual / straight","1900","[c]","28570","27960"
"Leaver CS","2023","Declared non-disabled","EO","Male","LGBO","125","[c]","28150","27570"
"Leaver CS","2023","Declared non-disabled","EO","Male","Undeclared","210","[c]","29030","28120"
"Leaver CS","2023","Declared non-disabled","EO","Male","Unknown","395","[c]","28480","28120"
"Leaver CS","2023","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","G6/G7","Female","Heterosexual / straight","1065","[c]","59780","56450"
"Leaver CS","2023","Declared non-disabled","G6/G7","Female","LGBO","70","[c]","58950","55190"
"Leaver CS","2023","Declared non-disabled","G6/G7","Female","Undeclared","85","[c]","61480","59290"
"Leaver CS","2023","Declared non-disabled","G6/G7","Female","Unknown","170","[c]","58960","57220"
"Leaver CS","2023","Declared non-disabled","G6/G7","Male","Heterosexual / straight","1165","[c]","61590","59420"
"Leaver CS","2023","Declared non-disabled","G6/G7","Male","LGBO","110","[c]","59770","57680"
"Leaver CS","2023","Declared non-disabled","G6/G7","Male","Undeclared","100","[c]","61400","60320"
"Leaver CS","2023","Declared non-disabled","G6/G7","Male","Unknown","230","[c]","63120","61600"
"Leaver CS","2023","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Female","Heterosexual / straight","160","[c]","96570","90810"
"Leaver CS","2023","Declared non-disabled","SCS level","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Male","Heterosexual / straight","170","[c]","102740","94300"
"Leaver CS","2023","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","2135","[c]","37850","37420"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Female","LGBO","155","[c]","36510","34980"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Female","Undeclared","210","[c]","38430","38560"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Female","Unknown","415","[c]","38360","38330"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","2145","[c]","38950","38280"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Male","LGBO","155","[c]","37950","37710"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Male","Undeclared","230","[c]","39190","38740"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Male","Unknown","480","[c]","39680","38790"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","700","[c]","36750","31920"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","295","[c]","42790","38170"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Female","Heterosexual / straight","210","[c]","21730","21690"
"Leaver CS","2023","Undeclared","AA/AO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Female","Undeclared","110","[c]","22080","21780"
"Leaver CS","2023","Undeclared","AA/AO","Female","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Male","Heterosexual / straight","205","[c]","23310","21690"
"Leaver CS","2023","Undeclared","AA/AO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Male","Undeclared","140","[c]","24520","22150"
"Leaver CS","2023","Undeclared","AA/AO","Male","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Female","Heterosexual / straight","125","[c]","28200","28120"
"Leaver CS","2023","Undeclared","EO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Female","Undeclared","50","[c]","28200","27670"
"Leaver CS","2023","Undeclared","EO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Male","Heterosexual / straight","110","[c]","28480","28120"
"Leaver CS","2023","Undeclared","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Male","Undeclared","105","[c]","28980","27570"
"Leaver CS","2023","Undeclared","EO","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Female","Heterosexual / straight","40","[c]","59420","56750"
"Leaver CS","2023","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Female","Undeclared","35","[c]","59430","56840"
"Leaver CS","2023","Undeclared","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Male","Heterosexual / straight","50","[c]","63670","59670"
"Leaver CS","2023","Undeclared","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Male","Undeclared","60","[c]","61790","57460"
"Leaver CS","2023","Undeclared","G6/G7","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","Heterosexual / straight","110","[c]","37470","36540"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","Undeclared","65","[c]","38040","37420"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","Heterosexual / straight","135","[c]","38360","37680"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","Undeclared","120","[c]","40510","40380"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","Heterosexual / straight","305","[c]","22840","22400"
"Leaver CS","2023","Unknown","AA/AO","Female","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","Unknown","2170","[c]","22490","22080"
"Leaver CS","2023","Unknown","AA/AO","Male","Heterosexual / straight","310","[c]","23860","22400"
"Leaver CS","2023","Unknown","AA/AO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Male","Unknown","1990","[c]","23200","22220"
"Leaver CS","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Female","Heterosexual / straight","245","[c]","29760","28200"
"Leaver CS","2023","Unknown","EO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Female","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Female","Unknown","740","[c]","28230","28120"
"Leaver CS","2023","Unknown","EO","Male","Heterosexual / straight","230","[c]","30940","29550"
"Leaver CS","2023","Unknown","EO","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Male","Unknown","920","[c]","28360","27570"
"Leaver CS","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Female","Heterosexual / straight","190","[c]","60070","56160"
"Leaver CS","2023","Unknown","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Female","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Female","Unknown","450","[c]","60550","58850"
"Leaver CS","2023","Unknown","G6/G7","Male","Heterosexual / straight","215","[c]","60540","57800"
"Leaver CS","2023","Unknown","G6/G7","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Male","Unknown","540","[c]","60580","57570"
"Leaver CS","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Female","Unknown","50","[c]","99100","93000"
"Leaver CS","2023","Unknown","SCS level","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Male","Unknown","65","[c]","107180","95000"
"Leaver CS","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","345","[c]","38070","37830"
"Leaver CS","2023","Unknown","SEO/HEO","Female","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Female","Undeclared","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Female","Unknown","830","[c]","37080","36330"
"Leaver CS","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","330","[c]","39680","39600"
"Leaver CS","2023","Unknown","SEO/HEO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Male","Undeclared","90","[c]","40380","40300"
"Leaver CS","2023","Unknown","SEO/HEO","Male","Unknown","925","[c]","37410","37590"
"Leaver CS","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Unknown","375","[c]","28640","28140"
"Leaver CS","2023","Unknown","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Unknown","340","[c]","37260","34180"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Female","Heterosexual / straight","115","[c]","22100","21690"
"Leaver Dept.","2023","Declared disabled","AA/AO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Male","Heterosexual / straight","80","[c]","22320","21690"
"Leaver Dept.","2023","Declared disabled","AA/AO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Female","Heterosexual / straight","185","[c]","28480","28120"
"Leaver Dept.","2023","Declared disabled","EO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Male","Heterosexual / straight","100","[c]","27950","28120"
"Leaver Dept.","2023","Declared disabled","EO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Female","Heterosexual / straight","90","[c]","58220","55590"
"Leaver Dept.","2023","Declared disabled","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Male","Heterosexual / straight","60","[c]","57870","55720"
"Leaver Dept.","2023","Declared disabled","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Female","Heterosexual / straight","215","[c]","36810","35650"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Female","LGBO","55","[c]","35730","35220"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Male","Heterosexual / straight","120","[c]","36330","35630"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Male","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
