"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Heterosexual / straight","40","[c]","21710","22220"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Heterosexual / straight","30","[c]","29370","28550"
"Leaver CS","2023","Declared disabled","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Heterosexual / straight","40","[c]","37340","34640"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Heterosexual / straight","30","[c]","62320","63500"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Heterosexual / straight","1015","[c]","21880","21690"
"Leaver CS","2023","Declared disabled","No function","AA/AO","LGBO","150","[c]","21740","21690"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Undeclared","140","[c]","21690","21690"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Unknown","230","[c]","22230","21690"
"Leaver CS","2023","Declared disabled","No function","EO","Heterosexual / straight","795","[c]","28370","28120"
"Leaver CS","2023","Declared disabled","No function","EO","LGBO","115","[c]","28590","28120"
"Leaver CS","2023","Declared disabled","No function","EO","Undeclared","95","[c]","28810","28120"
"Leaver CS","2023","Declared disabled","No function","EO","Unknown","110","[c]","30240","28120"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Heterosexual / straight","100","[c]","60210","57920"
"Leaver CS","2023","Declared disabled","No function","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Heterosexual / straight","335","[c]","37860","36330"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","LGBO","60","[c]","34880","33780"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Undeclared","40","[c]","38540","37760"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Heterosexual / straight","260","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Heterosexual / straight","40","[c]","37140","35660"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Heterosexual / straight","40","[c]","30380","27500"
"Leaver CS","2023","Declared disabled","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Heterosexual / straight","75","[c]","22110","22280"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Heterosexual / straight","35","[c]","28060","27550"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Heterosexual / straight","65","[c]","59650","55720"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Heterosexual / straight","105","[c]","37830","37900"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Heterosexual / straight","50","[c]","60710","58790"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Heterosexual / straight","125","[c]","38550","38720"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Heterosexual / straight","45","[c]","59250","56430"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Heterosexual / straight","115","[c]","38890","39440"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Heterosexual / straight","65","[c]","23150","21690"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","Heterosexual / straight","100","[c]","28560","28120"
