"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Bedford","5","5","[c]","[c]"
"In post","2023","Project Delivery","Belfast","105","100","44600","42140"
"In post","2023","Project Delivery","Berkshire","90","80","45910","41200"
"In post","2023","Project Delivery","Bexley and Greenwich","10","10","48530","48780"
"In post","2023","Project Delivery","Birmingham","465","445","44000","41780"
"In post","2023","Project Delivery","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Blackpool","225","205","40780","38470"
"In post","2023","Project Delivery","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2023","Project Delivery","Bradford","45","45","42900","39730"
"In post","2023","Project Delivery","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Bridgend and Neath Port Talbot","10","10","44370","38470"
"In post","2023","Project Delivery","Brighton and Hove","5","5","[c]","[c]"
"In post","2023","Project Delivery","Bristol, City of","185","175","42650","40790"
"In post","2023","Project Delivery","Bromley","5","5","[c]","[c]"
"In post","2023","Project Delivery","Buckinghamshire","100","100","41610","36300"
"In post","2023","Project Delivery","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2023","Project Delivery","Cambridgeshire CC","145","140","43670","41200"
"In post","2023","Project Delivery","Camden and City of London","15","15","57550","55110"
"In post","2023","Project Delivery","Cardiff and Vale of Glamorgan","305","295","45640","42140"
"In post","2023","Project Delivery","Central Bedfordshire","25","25","41880","37330"
"In post","2023","Project Delivery","Central Hampshire","755","735","43530","41200"
"In post","2023","Project Delivery","Central Valleys","40","40","40030","34170"
"In post","2023","Project Delivery","Cheshire East","20","20","42590","40200"
"In post","2023","Project Delivery","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Project Delivery","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2023","Project Delivery","City of Edinburgh","195","190","46770","42140"
"In post","2023","Project Delivery","Clackmannanshire and Fife","65","60","47770","45190"
"In post","2023","Project Delivery","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Cornwall and Isles of Scilly","25","25","39410","34460"
"In post","2023","Project Delivery","Coventry","165","160","44020","39520"
"In post","2023","Project Delivery","Croydon","345","330","55920","48570"
"In post","2023","Project Delivery","Darlington","90","90","39380","37590"
"In post","2023","Project Delivery","Derby","20","20","48260","44160"
"In post","2023","Project Delivery","Devon CC","410","395","39920","39650"
"In post","2023","Project Delivery","Dorset","30","25","41300","40320"
"In post","2023","Project Delivery","Dudley","5","5","[c]","[c]"
"In post","2023","Project Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Durham","55","50","41870","38470"
"In post","2023","Project Delivery","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2023","Project Delivery","East Cumbria","40","35","39680","37300"
"In post","2023","Project Delivery","East Derbyshire","5","5","[c]","[c]"
"In post","2023","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","125","120","41460","41720"
"In post","2023","Project Delivery","East Kent","5","5","[c]","[c]"
"In post","2023","Project Delivery","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","East Merseyside","5","5","[c]","[c]"
"In post","2023","Project Delivery","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","Project Delivery","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","East Sussex CC","20","20","43150","34170"
"In post","2023","Project Delivery","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Falkirk","5","5","[c]","[c]"
"In post","2023","Project Delivery","Flintshire and Wrexham","25","25","37200","33130"
"In post","2023","Project Delivery","Glasgow City","300","285","41900","38470"
"In post","2023","Project Delivery","Gloucestershire CC","30","30","46710","41200"
"In post","2023","Project Delivery","Greater Manchester North East","10","10","48290","44310"
"In post","2023","Project Delivery","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","Project Delivery","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Project Delivery","Greater Manchester South West","410","395","46300","42510"
"In post","2023","Project Delivery","Gwent Valleys","5","5","[c]","[c]"
"In post","2023","Project Delivery","Gwynedd","10","10","[c]","[c]"
"In post","2023","Project Delivery","Hackney and Newham","775","735","52960","45960"
"In post","2023","Project Delivery","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Project Delivery","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2023","Project Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Hertfordshire CC","315","310","49260","45750"
"In post","2023","Project Delivery","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Project Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","10","10","38310","41200"
"In post","2023","Project Delivery","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Kingston upon Hull, City of","10","10","46740","38990"
"In post","2023","Project Delivery","Lambeth","30","30","54780","50980"
"In post","2023","Project Delivery","Lancaster and Wyre","30","30","33410","33990"
"In post","2023","Project Delivery","Leeds","480","455","43960","39430"
"In post","2023","Project Delivery","Leicester","20","20","39480","38470"
"In post","2023","Project Delivery","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","Project Delivery","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2023","Project Delivery","Lincolnshire CC","60","60","40920","41000"
"In post","2023","Project Delivery","Lisburn and Castlereagh","5","5","[c]","[c]"
"In post","2023","Project Delivery","Liverpool","660","640","45220","42140"
"In post","2023","Project Delivery","Manchester","370","360","43460","38470"
"In post","2023","Project Delivery","Medway","5","5","[c]","[c]"
"In post","2023","Project Delivery","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Mid Lancashire","365","345","41870","41800"
"In post","2023","Project Delivery","Milton Keynes","65","65","40380","32750"
"In post","2023","Project Delivery","Monmouthshire and Newport","195","185","44780","41240"
"In post","2023","Project Delivery","North Hampshire","5","5","[c]","[c]"
"In post","2023","Project Delivery","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North Yorkshire CC","55","50","42530","41000"
"In post","2023","Project Delivery","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2023","Project Delivery","North and West Norfolk","15","15","38110","34630"
"In post","2023","Project Delivery","Northumberland","10","5","[c]","[c]"
"In post","2023","Project Delivery","Norwich and East Norfolk","15","15","42230","35960"
"In post","2023","Project Delivery","Nottingham","365","350","42920","41780"
"In post","2023","Project Delivery","Overseas","145","145","57760","56100"
"In post","2023","Project Delivery","Oxfordshire CC","50","50","42400","40170"
"In post","2023","Project Delivery","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2023","Project Delivery","Peterborough","15","15","38670","38470"
"In post","2023","Project Delivery","Plymouth","215","210","40040","39520"
"In post","2023","Project Delivery","Portsmouth","280","270","43750","41200"
"In post","2023","Project Delivery","Powys","10","10","[c]","[c]"
"In post","2023","Project Delivery","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2023","Project Delivery","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Sefton","60","55","42940","41310"
"In post","2023","Project Delivery","Sheffield","315","295","41340","37590"
"In post","2023","Project Delivery","Shropshire","5","5","[c]","[c]"
"In post","2023","Project Delivery","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Somerset CC","100","95","43550","41000"
"In post","2023","Project Delivery","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","South Hampshire","170","160","40900","37760"
"In post","2023","Project Delivery","South Lanarkshire","225","210","44950","42140"
"In post","2023","Project Delivery","South Nottinghamshire","10","10","47130","45810"
"In post","2023","Project Delivery","South Teesside","10","10","[c]","[c]"
"In post","2023","Project Delivery","South West Wales","30","25","45910","34950"
"In post","2023","Project Delivery","South and West Derbyshire","35","35","41380","32840"
"In post","2023","Project Delivery","Southampton","10","10","39290","35770"
"In post","2023","Project Delivery","Southend-on-Sea","10","10","45750","42510"
"In post","2023","Project Delivery","Staffordshire CC","175","175","43640","41200"
"In post","2023","Project Delivery","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Suffolk CC","115","110","38160","35330"
"In post","2023","Project Delivery","Sunderland","105","95","42700","42140"
"In post","2023","Project Delivery","Swansea","80","75","36830","27450"
"In post","2023","Project Delivery","Swindon","65","65","45420","50680"
"In post","2023","Project Delivery","Telford and Wrekin","180","175","46320","42510"
"In post","2023","Project Delivery","Torbay","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tower Hamlets","1115","1080","58130","54460"
"In post","2023","Project Delivery","Tyneside","1160","1110","44710","42140"
"In post","2023","Project Delivery","Unknown","15","15","48980","50160"
"In post","2023","Project Delivery","Wakefield","5","5","[c]","[c]"
"In post","2023","Project Delivery","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Warrington","30","30","41620","38640"
"In post","2023","Project Delivery","Warwickshire CC","10","10","45540","51360"
"In post","2023","Project Delivery","West Cumbria","180","175","43730","41050"
"In post","2023","Project Delivery","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","West Kent","5","5","[c]","[c]"
"In post","2023","Project Delivery","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","West Northamptonshire","5","5","[c]","[c]"
"In post","2023","Project Delivery","West Surrey","10","10","52350","51870"
"In post","2023","Project Delivery","West Sussex (North East)","50","45","39030","32580"
"In post","2023","Project Delivery","West Sussex (South West)","35","30","47810","42510"
"In post","2023","Project Delivery","Westminster","3125","3040","53360","54630"
"In post","2023","Project Delivery","Wiltshire","1395","1340","41910","41000"
"In post","2023","Project Delivery","Wirral","30","30","42220","39520"
"In post","2023","Project Delivery","Wolverhampton","25","25","37590","37300"
"In post","2023","Project Delivery","Worcestershire CC","35","35","37460","34170"
"In post","2023","Project Delivery","York","45","45","39270","36980"
"In post","2023","Property","Aberdeen City and Aberdeenshire","25","25","40850","40490"
"In post","2023","Property","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Property","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2023","Property","Ards and North Down","10","10","[c]","[c]"
"In post","2023","Property","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Property","Barking & Dagenham and Havering","10","10","[c]","[c]"
"In post","2023","Property","Barnet","5","5","[c]","[c]"
"In post","2023","Property","Barnsley, Doncaster and Rotherham","20","20","35840","37300"
"In post","2023","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","35","35","41190","38640"
"In post","2023","Property","Bedford","5","5","[c]","[c]"
"In post","2023","Property","Belfast","20","20","36020","34700"
"In post","2023","Property","Berkshire","65","60","36790","34300"
"In post","2023","Property","Bexley and Greenwich","15","15","37040","37080"
"In post","2023","Property","Birmingham","325","310","37810","32960"
"In post","2023","Property","Blackpool","25","25","41470","38470"
"In post","2023","Property","Bournemouth, Christchurch and Poole","20","20","32030","27810"
"In post","2023","Property","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Property","Breckland and South Norfolk","10","10","41460","41000"
"In post","2023","Property","Brent","125","115","38050","32320"
"In post","2023","Property","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Property","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Property","Bristol, City of","185","175","39710","37740"
"In post","2023","Property","Bromley","5","5","[c]","[c]"
"In post","2023","Property","Buckinghamshire","20","20","36940","35550"
"In post","2023","Property","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Property","Calderdale and Kirklees","15","15","47050","47430"
"In post","2023","Property","Cambridgeshire CC","175","165","40700","36540"
"In post","2023","Property","Camden and City of London","5","5","[c]","[c]"
"In post","2023","Property","Cardiff and Vale of Glamorgan","160","155","36950","33990"
"In post","2023","Property","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Property","Central Bedfordshire","15","10","31980","27470"
"In post","2023","Property","Central Hampshire","150","150","40200","38160"
"In post","2023","Property","Central Valleys","10","10","41300","42950"
"In post","2023","Property","Cheshire East","15","15","44820","46070"
"In post","2023","Property","Cheshire West and Chester","20","20","43180","42900"
"In post","2023","Property","Chorley and West Lancashire","15","15","36520","41510"
"In post","2023","Property","City of Edinburgh","105","100","40640","37370"
"In post","2023","Property","Clackmannanshire and Fife","95","90","37990","34580"
"In post","2023","Property","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2023","Property","Cornwall and Isles of Scilly","60","55","35240","33990"
"In post","2023","Property","Coventry","10","10","34730","37640"
"In post","2023","Property","Croydon","240","230","40120","36030"
"In post","2023","Property","Darlington","15","15","38780","37490"
"In post","2023","Property","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Property","Derry City and Strabane","5","5","[c]","[c]"
"In post","2023","Property","Devon CC","130","125","36660","34300"
"In post","2023","Property","Dorset","35","35","36910","34300"
"In post","2023","Property","Dudley","10","10","43050","38080"
"In post","2023","Property","Dumfries and Galloway","15","15","30230","30710"
"In post","2023","Property","Durham","405","390","26990","22520"
"In post","2023","Property","East Ayrshire and North Ayrshire mainland","10","10","34980","34060"
"In post","2023","Property","East Cumbria","20","20","36980","33400"
"In post","2023","Property","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","45","45","29620","27470"
"In post","2023","Property","East Kent","55","55","35040","34140"
"In post","2023","Property","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Property","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Property","East Riding of Yorkshire","30","30","37420","36580"
"In post","2023","Property","East Surrey","5","5","[c]","[c]"
"In post","2023","Property","East Sussex CC","55","50","34730","31350"
"In post","2023","Property","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Property","Essex Haven Gateway","75","70","34260","32260"
"In post","2023","Property","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Property","Falkirk","20","20","30500","30710"
"In post","2023","Property","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Property","Flintshire and Wrexham","65","60","37140","32970"
"In post","2023","Property","Glasgow City","90","90","39590","37060"
"In post","2023","Property","Gloucestershire CC","35","30","39130","34300"
"In post","2023","Property","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Property","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Property","Greater Manchester South West","170","165","36080","32970"
"In post","2023","Property","Gwent Valleys","5","5","[c]","[c]"
"In post","2023","Property","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Property","Hackney and Newham","25","25","39230","39450"
"In post","2023","Property","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Property","Harrow and Hillingdon","20","20","37980","36760"
"In post","2023","Property","Hartlepool and Stockton-on-Tees","10","10","[c]","[c]"
"In post","2023","Property","Heart of Essex","10","10","[c]","[c]"
"In post","2023","Property","Herefordshire, County of","20","20","28060","20680"
"In post","2023","Property","Hertfordshire CC","50","50","39810","37000"
"In post","2023","Property","Hounslow and Richmond upon Thames","20","20","38010","35280"
"In post","2023","Property","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","28670","26920"
"In post","2023","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","55","55","34480","33990"
"In post","2023","Property","Isle of Anglesey","5","5","[c]","[c]"
"In post","2023","Property","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Property","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Property","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Property","Kingston upon Hull, City of","70","65","33290","29140"
"In post","2023","Property","Lambeth","15","15","49770","49930"
"In post","2023","Property","Lancaster and Wyre","25","25","35370","34300"
"In post","2023","Property","Leeds","380","365","39090","34760"
"In post","2023","Property","Leicester","15","15","33900","31270"
"In post","2023","Property","Leicestershire CC and Rutland","80","75","25260","19770"
"In post","2023","Property","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Property","Lincolnshire CC","75","70","31530","27810"
"In post","2023","Property","Lisburn and Castlereagh","50","45","40530","41000"
"In post","2023","Property","Liverpool","60","60","34330","34570"
"In post","2023","Property","Luton","5","5","[c]","[c]"
"In post","2023","Property","Manchester","90","90","44650","39930"
"In post","2023","Property","Medway","10","10","37490","34130"
"In post","2023","Property","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Property","Mid Kent","5","5","[c]","[c]"
"In post","2023","Property","Mid Lancashire","80","75","35390","32970"
"In post","2023","Property","Milton Keynes","165","165","39060","35280"
"In post","2023","Property","Monmouthshire and Newport","60","55","34740","31660"
"In post","2023","Property","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Property","North Hampshire","25","25","32140","33830"
"In post","2023","Property","North Lanarkshire","25","25","31440","32040"
"In post","2023","Property","North Northamptonshire","10","10","[c]","[c]"
"In post","2023","Property","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Property","North Yorkshire CC","140","135","35150","34300"
"In post","2023","Property","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2023","Property","North and West Norfolk","30","25","25860","21580"
"In post","2023","Property","Northumberland","10","10","28010","34300"
"In post","2023","Property","Norwich and East Norfolk","50","45","37770","33570"
"In post","2023","Property","Nottingham","280","265","40060","35000"
"In post","2023","Property","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","65","65","48250","44680"
"In post","2023","Property","Oxfordshire CC","85","80","35770","34450"
"In post","2023","Property","Perth and Kinross, and Stirling","50","45","31230","31040"
"In post","2023","Property","Peterborough","25","25","35960","37300"
"In post","2023","Property","Plymouth","460","435","27760","22520"
"In post","2023","Property","Portsmouth","60","55","36010","34300"
"In post","2023","Property","Powys","35","35","33770","33990"
"In post","2023","Property","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2023","Property","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Property","Sefton","150","140","33050","28840"
"In post","2023","Property","Sheffield","105","95","38950","36280"
"In post","2023","Property","Shropshire","20","20","37220","34170"
"In post","2023","Property","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Property","Somerset CC","40","40","35370","34300"
"In post","2023","Property","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Property","South Hampshire","25","25","32220","33830"
"In post","2023","Property","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Property","South Nottinghamshire","25","25","31540","32230"
"In post","2023","Property","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Property","South West Wales","30","30","35170","32970"
"In post","2023","Property","South and West Derbyshire","10","10","47880","43610"
"In post","2023","Property","Southampton","85","75","36730","34200"
"In post","2023","Property","Staffordshire CC","135","130","42850","41200"
"In post","2023","Property","Stoke-on-Trent","70","65","36390","32970"
"In post","2023","Property","Suffolk CC","110","110","30260","29440"
"In post","2023","Property","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Property","Swansea","140","130","33920","31660"
"In post","2023","Property","Swindon","15","15","39880","34920"
"In post","2023","Property","Telford and Wrekin","50","50","38700","34470"
"In post","2023","Property","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Property","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Property","Tower Hamlets","315","300","47560","43350"
"In post","2023","Property","Tyneside","305","285","36090","32970"
"In post","2023","Property","Unknown","45","45","47750","44860"
"In post","2023","Property","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Property","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Property","Warrington","25","25","42420","38060"
"In post","2023","Property","Warwickshire CC","10","10","31890","32780"
"In post","2023","Property","West Cumbria","5","5","[c]","[c]"
"In post","2023","Property","West Essex","25","25","20320","18830"
"In post","2023","Property","West Kent","10","10","37530","33180"
"In post","2023","Property","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Northamptonshire","15","15","42120","38670"
"In post","2023","Property","West Surrey","75","75","50970","54330"
"In post","2023","Property","West Sussex (North East)","10","10","[c]","[c]"
"In post","2023","Property","West Sussex (South West)","20","20","38840","35850"
"In post","2023","Property","Westminster","530","520","49090","43760"
"In post","2023","Property","Wiltshire","160","155","37150","34300"
"In post","2023","Property","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Property","Wolverhampton","5","5","[c]","[c]"
"In post","2023","Property","Worcestershire CC","40","35","37550","34920"
"In post","2023","Property","York","55","55","40800","37300"
"In post","2023","Security","Aberdeen City and Aberdeenshire","85","85","44960","45880"
"In post","2023","Security","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Security","Antrim and Newtownabbey","70","70","22530","22130"
"In post","2023","Security","Ards and North Down","90","90","22370","22130"
"In post","2023","Security","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Security","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Security","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2023","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","220","215","34950","33740"
"In post","2023","Security","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Security","Belfast","25","25","28340","22130"
"In post","2023","Security","Berkshire","545","540","39000","42880"
"In post","2023","Security","Bexley and Greenwich","45","45","35190","34800"
"In post","2023","Security","Birmingham","50","50","34820","27500"
"In post","2023","Security","Blackpool","10","5","[c]","[c]"
"In post","2023","Security","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Security","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2023","Security","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Security","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bristol, City of","35","30","37180","34700"
"In post","2023","Security","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Security","Caithness and Sutherland, and Ross and Cromarty","20","20","33830","32700"
"In post","2023","Security","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cambridgeshire CC","230","230","43230","40880"
"In post","2023","Security","Camden and City of London","35","30","46920","46710"
"In post","2023","Security","Cardiff and Vale of Glamorgan","55","50","28720","22220"
"In post","2023","Security","Causeway Coast and Glens","60","60","22270","22130"
"In post","2023","Security","Central Bedfordshire","55","55","29640","27140"
"In post","2023","Security","Central Hampshire","150","145","34370","33990"
"In post","2023","Security","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cheshire East","10","10","25040","21380"
"In post","2023","Security","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Security","City of Edinburgh","40","40","32430","27500"
"In post","2023","Security","Clackmannanshire and Fife","65","60","28060","22220"
"In post","2023","Security","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2023","Security","Cornwall and Isles of Scilly","55","50","23790","21380"
"In post","2023","Security","Coventry","5","5","[c]","[c]"
"In post","2023","Security","Croydon","135","130","33770","29890"
"In post","2023","Security","Darlington","10","5","[c]","[c]"
"In post","2023","Security","Derby","50","50","37810","40880"
"In post","2023","Security","Devon CC","120","115","29870","27500"
"In post","2023","Security","Dorset","75","75","25430","22220"
"In post","2023","Security","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Security","Dumfries and Galloway","10","10","21460","21380"
"In post","2023","Security","Durham","5","5","[c]","[c]"
"In post","2023","Security","East Ayrshire and North Ayrshire mainland","35","30","30750","24430"
"In post","2023","Security","East Cumbria","50","45","27030","21380"
"In post","2023","Security","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","1055","1025","32720","28560"
"In post","2023","Security","East Kent","40","40","24970","23920"
"In post","2023","Security","East Lancashire","15","15","40880","33990"
"In post","2023","Security","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Security","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Security","East Riding of Yorkshire","60","60","37010","40880"
"In post","2023","Security","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Security","East Sussex CC","10","10","[c]","[c]"
"In post","2023","Security","Essex Haven Gateway","40","40","34180","27500"
"In post","2023","Security","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Security","Fermanagh and Omagh","15","15","22580","22130"
"In post","2023","Security","Flintshire and Wrexham","35","35","29700","28000"
"In post","2023","Security","Glasgow City","250","240","30950","28190"
"In post","2023","Security","Gloucestershire CC","65","60","33480","31270"
"In post","2023","Security","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","Security","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Security","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Security","Greater Manchester South West","60","60","39510","35200"
"In post","2023","Security","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Security","Gwynedd","5","5","[c]","[c]"
"In post","2023","Security","Hackney and Newham","35","30","47670","45560"
"In post","2023","Security","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Security","Harrow and Hillingdon","30","30","32430","25720"
"In post","2023","Security","Herefordshire, County of","75","75","36780","40880"
"In post","2023","Security","Hertfordshire CC","55","55","31250","26560"
"In post","2023","Security","Hounslow and Richmond upon Thames","35","35","25700","23500"
"In post","2023","Security","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","20","26220","27500"
"In post","2023","Security","Isle of Anglesey","10","10","22980","22220"
"In post","2023","Security","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Security","Lambeth","55","55","44940","42240"
"In post","2023","Security","Lancaster and Wyre","20","20","31110","27500"
"In post","2023","Security","Leeds","80","75","40400","36400"
"In post","2023","Security","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Security","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2023","Security","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Security","Lincolnshire CC","50","45","25810","21690"
"In post","2023","Security","Lisburn and Castlereagh","65","65","24380","22130"
"In post","2023","Security","Liverpool","60","55","26260","21830"
