"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Female","540","485","38580","34690"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Male","455","440","41480","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Female","165","150","41860","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Male","200","200","44890","38470"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","Female","50","45","47460","50830"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","Male","35","35","46080","43940"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","Female","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","Female","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","Male","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Female","55","55","45530","38120"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Male","60","55","49760","42210"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Female","80","75","33350","31660"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Male","55","55","37330","39820"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Female","50","50","37800","33350"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Male","45","45","38680","35300"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Female","80","75","41410","38210"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Male","75","75","49030","44410"
"In post","2023","Finance","Education and Skills Funding Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Finance","Estyn","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","FCDO Services","Finance","Female","20","20","[c]","[c]"
"In post","2023","Finance","FCDO Services","Finance","Male","30","30","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Female","25","25","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Male","25","25","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","320","300","39900","34950"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","225","225","42890","40440"
"In post","2023","Finance","Government Actuary's Department","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Actuary's Department","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Finance","Female","25","20","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Female","75","70","41940","38930"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Male","45","45","45800","43650"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Female","30","30","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Female","580","525","42210","39790"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Male","525","505","44750","42140"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","985","810","27380","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","515","485","28950","26920"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Female","70","65","34880","33970"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Male","60","60","38630","35900"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Female","120","115","42650","39450"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Male","135","135","47260","42510"
"In post","2023","Finance","HM Treasury (excl. agencies)","Finance","Female","40","40","47360","53550"
"In post","2023","Finance","HM Treasury (excl. agencies)","Finance","Male","40","40","48020","52410"
"In post","2023","Finance","Health and Safety Executive","Finance","Female","15","10","[c]","[c]"
"In post","2023","Finance","Health and Safety Executive","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","Health and Safety Executive","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2023","Finance","Health and Safety Executive","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Finance","Female","120","115","49680","47260"
"In post","2023","Finance","Home Office","Finance","Male","120","120","50920","47210"
"In post","2023","Finance","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Other","Female","15","15","[c]","[c]"
"In post","2023","Finance","Home Office","Other","Male","5","5","[c]","[c]"
"In post","2023","Finance","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Institute for Apprenticeships and Technical Education","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Institute for Apprenticeships and Technical Education","Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","Intellectual Property Office","Finance","Female","15","15","[c]","[c]"
"In post","2023","Finance","Intellectual Property Office","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Legal Aid Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal Aid Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Maritime and Coastguard Agency","Finance","Female","25","25","[c]","[c]"
"In post","2023","Finance","Maritime and Coastguard Agency","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Female","15","15","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Met Office","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","Met Office","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Ministry of Defence (excl. agencies)","Finance","Female","1005","960","38140","34300"
"In post","2023","Finance","Ministry of Defence (excl. agencies)","Finance","Male","735","720","43600","41200"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Finance","Female","290","280","43260","41510"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Finance","Male","255","250","46160","41510"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","Finance","Female","40","35","39370","38640"
"In post","2023","Finance","National Crime Agency","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Female","15","15","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Finance","Female","15","15","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","Female","5","5","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","Finance","Female","20","20","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","Finance","Female","30","25","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","Finance","Female","55","55","34770","28490"
"In post","2023","Finance","Scottish Prison Service","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Submarine Delivery Agency","Finance","Female","25","25","[c]","[c]"
"In post","2023","Finance","Submarine Delivery Agency","Finance","Male","35","30","57840","49910"
"In post","2023","Finance","Teaching Regulation Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Teaching Regulation Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","Finance","Female","25","25","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","The National Archives","Finance","Female","10","5","[c]","[c]"
"In post","2023","Finance","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","UK Export Finance","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","UK Export Finance","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","UK Export Finance","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2023","Finance","UK Export Finance","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","Finance","Female","80","80","40010","37060"
"In post","2023","Finance","UK Health Security Agency","Finance","Male","55","55","50240","50080"
"In post","2023","Finance","UK Hydrographic Office","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","UK Space Agency","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Finance","UK Space Agency","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","UK Space Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Space Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","Finance","Female","35","30","36750","31060"
"In post","2023","Finance","UK Statistics Authority","Finance","Male","15","15","[c]","[c]"
"In post","2023","Finance","UK Supreme Court","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Supreme Court","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Valuation Office Agency","Finance","Female","20","20","[c]","[c]"
"In post","2023","Finance","Valuation Office Agency","Finance","Male","20","20","[c]","[c]"
"In post","2023","Finance","Vehicle Certification Agency","Finance","Female","10","5","[c]","[c]"
"In post","2023","Finance","Vehicle Certification Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Finance","Female","10","10","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","Finance","Male","10","10","[c]","[c]"
"In post","2023","Finance","Welsh Revenue Authority","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Welsh Revenue Authority","Finance","Male","5","5","[c]","[c]"
"In post","2023","Finance","Wilton Park","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Wilton Park","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Policy","Female","25","25","[c]","[c]"
"In post","2023","Grants Management","Home Office","Policy","Male","20","20","[c]","[c]"
"In post","2023","Grants Management","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Rural Payments Agency","Operational Delivery","Female","1470","1305","25820","22150"
"In post","2023","Grants Management","Rural Payments Agency","Operational Delivery","Male","1075","1045","26090","22150"
"In post","2023","Grants Management","Rural Payments Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Rural Payments Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Active Travel England","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Active Travel England","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Building Digital UK","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Building Digital UK","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Commercial","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Finance","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","Female","470","435","40270","36680"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","Male","215","210","39560","36680"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Policy","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Policy","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Female","100","90","43420","38260"
"In post","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Male","50","45","49260","43710"
"In post","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Companies House","Human Resources","Female","45","40","38600","35000"
"In post","2023","Human Resources","Companies House","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Crown Commercial Service","Human Resources","Female","30","25","[c]","[c]"
"In post","2023","Human Resources","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","Female","35","30","36980","33120"
"In post","2023","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Human Resources","Female","130","125","39400","32980"
"In post","2023","Human Resources","Crown Prosecution Service","Human Resources","Male","35","35","39600","35550"
"In post","2023","Human Resources","Crown Prosecution Service","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Policy","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Equipment and Support","Human Resources","Female","155","145","39080","33570"
