"Status","Year","Disability","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South East (England)","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Wales","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Wales","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","West Midlands (England)","Female","40","35","37480","31270"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Female","80","80","39380","37680"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Male","30","30","42260","37680"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East of England","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","Female","35","35","46090","42240"
"In post","2023","Declared disabled","National Crime Agency","London","Male","40","40","43710","42240"
"In post","2023","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North West (England)","Female","40","40","38290","38480"
"In post","2023","Declared disabled","National Crime Agency","North West (England)","Male","30","30","38760","38480"
"In post","2023","Declared disabled","National Crime Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South East (England)","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","35","30","37160","33130"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","London","Female","35","35","45060","35530"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","London","Male","30","30","41360","33400"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Scotland","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Scotland","Male","35","35","35170","28310"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","Female","30","30","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","London","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","East Midlands (England)","Female","55","50","26760","25830"
"In post","2023","Declared disabled","Office of the Public Guardian","East Midlands (England)","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","West Midlands (England)","Female","90","85","25830","21780"
"In post","2023","Declared disabled","Office of the Public Guardian","West Midlands (England)","Male","60","60","25540","21780"
"In post","2023","Declared disabled","Office of the Public Guardian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South West (England)","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
