"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Northern Ireland Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","G7","Female","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","G7","Male","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","SEO","Female","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","SEO","Male","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","G6","Male","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","G7","Male","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","HEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","HEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","Female","10","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","Male","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","HEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","HEO","Male","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","Female","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","Male","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","HEO","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","HEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","HEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6","Female","75","75","86290","87570"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6","Male","50","50","86020","87570"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G7","Female","285","280","74180","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G7","Male","150","150","76190","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO","Female","375","365","51820","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO","Male","50","50","51420","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","Female","55","45","22230","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","Male","30","30","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","Female","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","HEO","Female","25","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","HEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO","Female","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","AO","Female","80","75","22560","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","AO","Male","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","Female","70","65","27720","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","Male","30","30","27270","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","HEO","Female","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","HEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO","Female","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","EO","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","EO","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","G7","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","G7","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","HEO","Female","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","HEO","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","HEO","Female","15","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","EO","Female","10","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","EO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G7","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","HEO","Female","20","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","HEO","Male","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO","Female","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO","Male","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","EO","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","G6","Female","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","G7","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","G7","Male","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","HEO","Female","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","HEO","Male","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","SEO","Female","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","Female","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6","Male","35","35","71610","70500"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","Female","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","Male","35","35","55580","51500"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","HEO","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","HEO","Male","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","Female","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","Male","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","G6","Male","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","G7","Male","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","G6","Female","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","EO","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","G6","Female","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
