"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","HM Land Registry","Project Delivery","Male","25","25","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Commercial","Female","100","100","49540","46110"
"In post","2023","40-49","HM Prison and Probation Service","Commercial","Male","45","45","49340","49510"
"In post","2023","40-49","HM Prison and Probation Service","Communications","Female","10","10","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Communications","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Human Resources","Female","30","30","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Intelligence Analysis","Female","55","50","30830","28480"
"In post","2023","40-49","HM Prison and Probation Service","Intelligence Analysis","Male","30","30","37570","35710"
"In post","2023","40-49","HM Prison and Probation Service","Internal Audit","Female","15","15","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Operational Delivery","Female","7240","6695","33440","30940"
"In post","2023","40-49","HM Prison and Probation Service","Operational Delivery","Male","5820","5720","34410","32920"
"In post","2023","40-49","HM Prison and Probation Service","Policy","Female","50","45","47960","47020"
"In post","2023","40-49","HM Prison and Probation Service","Policy","Male","25","25","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Psychology","Female","265","250","47180","50350"
"In post","2023","40-49","HM Prison and Probation Service","Psychology","Male","45","45","43850","36020"
"In post","2023","40-49","HM Prison and Probation Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Commercial","Female","10","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Commercial","Male","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Communications","Female","45","40","52500","49430"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Communications","Male","25","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Counter Fraud","Female","230","220","37720","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Counter Fraud","Male","305","305","36570","34700"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","220","210","45980","42140"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","435","435","46820","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Economics","Female","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Economics","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Finance","Female","160","145","45430","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Finance","Male","135","135","48180","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","Female","115","105","46680","42100"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","Male","75","75","45210","42140"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","35","30","47910","45960"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","International Trade","Female","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","International Trade","Male","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","Female","260","235","40140","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Legal","Male","345","345","40620","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","3760","3270","29150","27650"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","2645","2590","30090","27890"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Research","Female","25","25","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Operational Research","Male","25","25","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","Female","55","50","52100","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Other","Male","40","40","52750","55780"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Policy","Female","145","135","60320","58070"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Policy","Male","135","130","61190","63990"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","485","465","48150","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","410","405","50870","45950"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Property","Female","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Property","Male","40","40","47010","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Security","Female","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Security","Male","45","45","50100","43730"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Social Research","Female","20","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Social Research","Male","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Statistics","Female","25","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Statistics","Male","40","40","57850","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","Female","1700","1580","38690","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Tax","Male","1925","1905","40200","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Female","525","495","42820","35330"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","Unknown","Male","525","520","43110","35490"
"In post","2023","40-49","HM Treasury (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Finance","Female","10","10","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Finance","Male","10","10","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Human Resources","Female","15","10","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Policy","Female","85","75","66290","65620"
"In post","2023","40-49","HM Treasury (excl. agencies)","Policy","Male","80","80","65860","65850"
"In post","2023","40-49","HM Treasury (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Commercial","Female","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Commercial","Male","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Communications","Male","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Finance","Female","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Legal","Female","10","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Legal","Male","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Operational Delivery","Female","225","210","43800","45170"
"In post","2023","40-49","Health and Safety Executive","Operational Delivery","Male","200","200","52440","47250"
"In post","2023","40-49","Health and Safety Executive","Policy","Female","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Policy","Male","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Science and Engineering","Female","55","45","40930","40790"
"In post","2023","40-49","Health and Safety Executive","Science and Engineering","Male","50","45","44200","40840"
"In post","2023","40-49","Health and Safety Executive","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","Commercial","Female","15","15","[c]","[c]"
"In post","2023","40-49","Home Office","Commercial","Male","20","20","[c]","[c]"
"In post","2023","40-49","Home Office","Communications","Female","20","20","[c]","[c]"
"In post","2023","40-49","Home Office","Communications","Male","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","Counter Fraud","Female","40","35","27080","26180"
"In post","2023","40-49","Home Office","Counter Fraud","Male","20","20","[c]","[c]"
"In post","2023","40-49","Home Office","Digital, Data and Technology","Female","165","160","55410","57200"
"In post","2023","40-49","Home Office","Digital, Data and Technology","Male","345","345","55940","58760"
"In post","2023","40-49","Home Office","Economics","Female","5","5","[c]","[c]"
"In post","2023","40-49","Home Office","Economics","Male","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","Finance","Female","45","40","50970","52250"
"In post","2023","40-49","Home Office","Finance","Male","35","35","47790","43200"
"In post","2023","40-49","Home Office","Human Resources","Female","140","130","45400","39190"
"In post","2023","40-49","Home Office","Human Resources","Male","70","65","47790","42950"
"In post","2023","40-49","Home Office","Intelligence Analysis","Female","230","210","30710","29820"
"In post","2023","40-49","Home Office","Intelligence Analysis","Male","205","205","31360","29890"
"In post","2023","40-49","Home Office","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","40-49","Home Office","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2023","40-49","Home Office","Operational Delivery","Female","3855","3435","30040","26400"
"In post","2023","40-49","Home Office","Operational Delivery","Male","3490","3420","30790","27330"
"In post","2023","40-49","Home Office","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","40-49","Home Office","Operational Research","Male","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","Other","Female","265","240","37810","36090"
"In post","2023","40-49","Home Office","Other","Male","155","155","37890","36000"
"In post","2023","40-49","Home Office","Policy","Female","360","335","56510","59290"
"In post","2023","40-49","Home Office","Policy","Male","255","255","57880","59290"
"In post","2023","40-49","Home Office","Project Delivery","Female","280","270","47080","43210"
"In post","2023","40-49","Home Office","Project Delivery","Male","255","255","50050","46240"
"In post","2023","40-49","Home Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2023","40-49","Home Office","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2023","40-49","Home Office","Security","Female","35","35","36520","36180"
"In post","2023","40-49","Home Office","Security","Male","60","60","35110","32280"
"In post","2023","40-49","Home Office","Social Research","Female","15","10","[c]","[c]"
"In post","2023","40-49","Home Office","Social Research","Male","5","5","[c]","[c]"
"In post","2023","40-49","Home Office","Statistics","Female","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","Female","30","30","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","Male","50","50","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","30","30","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Unknown","Female","5","5","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Communications","Female","10","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Communications","Male","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Digital, Data and Technology","Male","55","55","53020","49670"
"In post","2023","40-49","Intellectual Property Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Finance","Female","10","10","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Finance","Male","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Human Resources","Female","20","15","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Legal","Female","10","10","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Legal","Male","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Operational Delivery","Female","90","80","29380","25040"
"In post","2023","40-49","Intellectual Property Office","Operational Delivery","Male","65","60","31870","25040"
"In post","2023","40-49","Intellectual Property Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Policy","Female","15","15","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Policy","Male","15","15","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Science and Engineering","Female","30","25","59550","61980"
"In post","2023","40-49","Intellectual Property Office","Science and Engineering","Male","90","85","55730","61660"
"In post","2023","40-49","Intellectual Property Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Operational Delivery","Female","180","160","30900","25830"
"In post","2023","40-49","Legal Aid Agency","Operational Delivery","Male","110","110","30780","25830"
"In post","2023","40-49","Legal Aid Agency","Policy","Female","5","5","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Communications","Female","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Finance","Female","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Finance","Male","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Internal Audit","Female","5","5","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Operational Delivery","Female","50","45","31290","27420"
"In post","2023","40-49","Maritime and Coastguard Agency","Operational Delivery","Male","135","135","37010","32950"
"In post","2023","40-49","Maritime and Coastguard Agency","Policy","Female","30","25","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Policy","Male","30","30","44790","41590"
"In post","2023","40-49","Maritime and Coastguard Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Maritime and Coastguard Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","Female","10","10","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","Male","10","10","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","Male","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Legal","Female","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","20","20","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","10","10","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","35","35","47770","42060"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Other","Female","10","10","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Other","Male","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","Female","10","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Property","Male","5","5","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","75","70","56180","55210"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","35","35","56850","55240"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Commercial","Female","5","5","[c]","[c]"
"In post","2023","40-49","Met Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Communications","Female","5","5","[c]","[c]"
"In post","2023","40-49","Met Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Met Office","Digital, Data and Technology","Female","20","15","[c]","[c]"
"In post","2023","40-49","Met Office","Digital, Data and Technology","Male","65","60","41550","43420"
"In post","2023","40-49","Met Office","Finance","Female","5","5","[c]","[c]"
"In post","2023","40-49","Met Office","Finance","Male","[c]","[c]","[c]","[c]"
