"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Male","Unknown","40","40","37840","33600"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Male","Heterosexual / straight","40","40","48480","46030"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Male","Heterosexual / straight","35","35","39380","38790"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Female","Heterosexual / straight","35","30","40480","38910"
"In post","2023","Digital, Data & Technology","The National Archives","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Male","Heterosexual / straight","45","45","43330","43890"
"In post","2023","Digital, Data & Technology","The National Archives","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Male","Heterosexual / straight","35","35","60540","60680"
"In post","2023","Digital, Data & Technology","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Female","Heterosexual / straight","90","90","45900","41680"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Female","Unknown","60","60","47600","43810"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Male","Heterosexual / straight","50","50","48600","44770"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Male","Unknown","75","75","51090","49590"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Male","Heterosexual / straight","95","95","45400","43890"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Male","Unknown","45","45","44080","43890"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Female","Heterosexual / straight","230","220","42130","38020"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Female","Unknown","60","60","46430","40420"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Male","Heterosexual / straight","360","350","43390","39920"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Male","LGBO","30","30","41690","37760"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Male","Undeclared","30","30","41160","37760"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Male","Unknown","145","145","42050","38420"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","40","40","51470","51290"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Male","Unknown","35","35","30990","30130"
"In post","2023","Finance","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","Female","Heterosexual / straight","35","30","33920","31350"
"In post","2023","Finance","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Companies House","Male","Heterosexual / straight","25","25","[c]","[c]"
