"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G6","15","15","70680","68540"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","40","40","57780","55720"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","SCS level","10","10","85060","82710"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","20","20","36180","35410"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","20","20","46600","44140"
"In post","2023","Office of the Secretary of State for Wales","EO","EO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","G7","10","10","56070","55790"
"In post","2023","Office of the Secretary of State for Wales","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","10","10","33350","33390"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","AA/AO","AO","140","125","22300","21960"
"In post","2023","Planning Inspectorate","EO","EO","85","80","27100","26590"
"In post","2023","Planning Inspectorate","G6/G7","G6","290","255","67270","66510"
"In post","2023","Planning Inspectorate","G6/G7","G7","205","185","48380","48660"
"In post","2023","Planning Inspectorate","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO/HEO","HEO","100","95","33440","33450"
"In post","2023","Planning Inspectorate","SEO/HEO","SEO","50","50","42270","41560"
"In post","2023","Queen Elizabeth II Centre","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","EO","10","10","30320","30000"
"In post","2023","Queen Elizabeth II Centre","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO/HEO","HEO","20","20","39780","39140"
"In post","2023","Queen Elizabeth II Centre","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","AA/AO","AO","345","325","26150","26410"
"In post","2023","Registers of Scotland","EO","EO","360","340","32190","32510"
"In post","2023","Registers of Scotland","G6/G7","G6","20","20","77880","78140"
"In post","2023","Registers of Scotland","G6/G7","G7","55","55","60450","65100"
"In post","2023","Registers of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SEO/HEO","HEO","265","255","38530","39590"
"In post","2023","Registers of Scotland","SEO/HEO","SEO","140","140","48280","49870"
"In post","2023","Revenue Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","EO","EO","20","20","30710","30440"
"In post","2023","Revenue Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","G6/G7","G7","10","10","59870","59360"
"In post","2023","Revenue Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SEO/HEO","HEO","20","20","36660","37330"
"In post","2023","Revenue Scotland","SEO/HEO","SEO","15","15","47140","49860"
"In post","2023","Royal Fleet Auxiliary","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","AA/AO","AO","1425","1300","22130","22150"
"In post","2023","Rural Payments Agency","EO","EO","700","655","26090","25920"
"In post","2023","Rural Payments Agency","G6/G7","G6","35","35","60590","60020"
"In post","2023","Rural Payments Agency","G6/G7","G7","90","85","50350","49400"
"In post","2023","Rural Payments Agency","SCS level","SCS level","10","10","81580","75130"
"In post","2023","Rural Payments Agency","SEO/HEO","HEO","335","315","30880","30320"
"In post","2023","Rural Payments Agency","SEO/HEO","SEO","215","205","37900","37300"
"In post","2023","Scottish Courts and Tribunals Service","AA/AO","AA","310","255","22090","22080"
"In post","2023","Scottish Courts and Tribunals Service","AA/AO","AO","675","610","24530","25060"
"In post","2023","Scottish Courts and Tribunals Service","EO","EO","530","495","30980","31970"
"In post","2023","Scottish Courts and Tribunals Service","G6/G7","G6","15","15","74980","79180"
"In post","2023","Scottish Courts and Tribunals Service","G6/G7","G7","65","65","58250","58770"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO/HEO","HEO","215","205","36420","38170"
"In post","2023","Scottish Courts and Tribunals Service","SEO/HEO","SEO","150","135","46110","48410"
"In post","2023","Scottish Fiscal Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO/HEO","SEO","10","10","46110","46360"
"In post","2023","Scottish Forestry","AA/AO","AO","50","50","26550","26220"
"In post","2023","Scottish Forestry","EO","EO","60","60","32840","32220"
"In post","2023","Scottish Forestry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","G6/G7","G7","15","15","60860","62270"
"In post","2023","Scottish Forestry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO/HEO","HEO","50","50","39810","39520"
"In post","2023","Scottish Forestry","SEO/HEO","SEO","35","35","47300","46690"
"In post","2023","Scottish Government (excl. agencies)","AA/AO","AA","405","385","24500","24890"
"In post","2023","Scottish Government (excl. agencies)","AA/AO","AO","520","500","28120","27740"
"In post","2023","Scottish Government (excl. agencies)","EO","EO","1210","1165","30980","30440"
"In post","2023","Scottish Government (excl. agencies)","G6/G7","G6","885","850","76450","79110"
"In post","2023","Scottish Government (excl. agencies)","G6/G7","G7","1675","1600","61120","65280"
"In post","2023","Scottish Government (excl. agencies)","SCS level","SCS level","235","225","91370","85200"
"In post","2023","Scottish Government (excl. agencies)","SEO/HEO","HEO","2010","1945","36620","36330"
"In post","2023","Scottish Government (excl. agencies)","SEO/HEO","SEO","2235","2135","46980","47860"
"In post","2023","Scottish Housing Regulator","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6/G7","G7","15","15","63900","65280"
"In post","2023","Scottish Housing Regulator","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO/HEO","SEO","15","15","48290","49860"
"In post","2023","Scottish Prison Service","AA/AO","AA","245","215","23150","22920"
"In post","2023","Scottish Prison Service","AA/AO","AO","1315","1260","27270","28490"
"In post","2023","Scottish Prison Service","EO","EO","2150","2030","36120","37060"
"In post","2023","Scottish Prison Service","G6/G7","G6","50","50","77020","74960"
"In post","2023","Scottish Prison Service","G6/G7","G7","90","90","57340","57260"
"In post","2023","Scottish Prison Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO/HEO","HEO","465","425","42440","42590"
"In post","2023","Scottish Prison Service","SEO/HEO","SEO","215","185","48660","48640"
"In post","2023","Scottish Public Pensions Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AA/AO","AO","195","180","26840","26600"
"In post","2023","Scottish Public Pensions Agency","EO","EO","85","80","30720","30440"
"In post","2023","Scottish Public Pensions Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G6/G7","G7","15","15","58720","58850"
"In post","2023","Scottish Public Pensions Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO/HEO","HEO","50","45","36820","36330"
"In post","2023","Scottish Public Pensions Agency","SEO/HEO","SEO","15","15","48420","49860"
"In post","2023","Serious Fraud Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","AA/AO","AO","10","10","24940","24940"
"In post","2023","Serious Fraud Office","EO","EO","75","75","28390","27280"
"In post","2023","Serious Fraud Office","G6/G7","G6","60","55","72780","71920"
"In post","2023","Serious Fraud Office","G6/G7","G7","125","120","58600","57700"
"In post","2023","Serious Fraud Office","SCS level","SCS level","15","15","102770","90000"
"In post","2023","Serious Fraud Office","SEO/HEO","HEO","60","60","35430","34700"
"In post","2023","Serious Fraud Office","SEO/HEO","SEO","115","115","42030","41580"
"In post","2023","Social Security Scotland","AA/AO","AA","1270","1190","22960","22180"
"In post","2023","Social Security Scotland","AA/AO","AO","95","95","26250","26600"
"In post","2023","Social Security Scotland","EO","EO","1515","1465","29610","29100"
"In post","2023","Social Security Scotland","G6/G7","G6","60","60","77320","79110"
"In post","2023","Social Security Scotland","G6/G7","G7","145","140","60290","59870"
"In post","2023","Social Security Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","SEO/HEO","HEO","620","595","35510","34730"
"In post","2023","Social Security Scotland","SEO/HEO","SEO","315","310","45260","44890"
"In post","2023","Standards and Testing Agency","EO","EO","15","15","26630","25900"
"In post","2023","Standards and Testing Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6/G7","G7","25","25","53070","51910"
"In post","2023","Standards and Testing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","SEO/HEO","HEO","30","30","32370","31200"
"In post","2023","Standards and Testing Agency","SEO/HEO","SEO","50","50","41560","42170"
"In post","2023","Student Awards Agency for Scotland","AA/AO","AA","105","100","23680","23340"
"In post","2023","Student Awards Agency for Scotland","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","EO","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","G6/G7","G7","10","10","62590","65280"
"In post","2023","Student Awards Agency for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SEO/HEO","HEO","35","35","37640","38330"
"In post","2023","Student Awards Agency for Scotland","SEO/HEO","SEO","30","25","48580","48860"
"In post","2023","Submarine Delivery Agency","Unknown","Unknown","2090","2035","43320","41490"
"In post","2023","Teaching Regulation Agency","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","EO","EO","30","30","26340","25900"
"In post","2023","Teaching Regulation Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SEO/HEO","HEO","20","20","30680","30330"
"In post","2023","Teaching Regulation Agency","SEO/HEO","SEO","15","15","39540","38110"
"In post","2023","The Insolvency Service","AA/AO","AA","40","35","20720","20200"
"In post","2023","The Insolvency Service","AA/AO","AO","445","415","22700","22180"
"In post","2023","The Insolvency Service","EO","EO","190","180","26730","26940"
"In post","2023","The Insolvency Service","G6/G7","G6","40","40","74570","74480"
"In post","2023","The Insolvency Service","G6/G7","G7","115","115","55670","54620"
"In post","2023","The Insolvency Service","SCS level","SCS level","10","10","90830","91460"
"In post","2023","The Insolvency Service","SEO/HEO","HEO","470","450","34810","34870"
"In post","2023","The Insolvency Service","SEO/HEO","SEO","335","320","44730","44340"
"In post","2023","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","AA/AO","AO","85","75","23520","23460"
"In post","2023","The National Archives","EO","EO","75","70","26410","25680"
"In post","2023","The National Archives","G6/G7","G6","30","30","62690","60680"
"In post","2023","The National Archives","G6/G7","G7","75","75","50520","48960"
"In post","2023","The National Archives","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","SEO/HEO","HEO","155","150","32020","30600"
"In post","2023","The National Archives","SEO/HEO","SEO","155","150","41530","40000"
"In post","2023","Transport Scotland","AA/AO","AA","25","20","24330","24890"
"In post","2023","Transport Scotland","AA/AO","AO","25","25","26900","26600"
"In post","2023","Transport Scotland","EO","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","G6/G7","G6","55","55","77030","79110"
"In post","2023","Transport Scotland","G6/G7","G7","100","100","61810","65280"
"In post","2023","Transport Scotland","SCS level","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","SEO/HEO","HEO","120","115","36170","35940"
"In post","2023","Transport Scotland","SEO/HEO","SEO","160","160","48950","49860"
"In post","2023","UK Debt Management Office","EO","EO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","G6/G7","G6","20","20","93950","91580"
"In post","2023","UK Debt Management Office","G6/G7","G7","35","30","68870","67710"
"In post","2023","UK Debt Management Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","SEO/HEO","HEO","25","25","40700","38980"
"In post","2023","UK Debt Management Office","SEO/HEO","SEO","25","25","49030","46140"
"In post","2023","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","EO","EO","65","60","32380","32300"
"In post","2023","UK Export Finance","G6/G7","G6","70","70","77610","77510"
"In post","2023","UK Export Finance","G6/G7","G7","140","135","59320","58040"
"In post","2023","UK Export Finance","SCS level","SCS level","35","35","112620","103480"
"In post","2023","UK Export Finance","SEO/HEO","HEO","80","80","36260","35200"
"In post","2023","UK Export Finance","SEO/HEO","SEO","135","130","46600","45130"
"In post","2023","UK Health Security Agency","AA/AO","AA","75","65","21760","21080"
"In post","2023","UK Health Security Agency","AA/AO","AO","485","435","22730","22480"
"In post","2023","UK Health Security Agency","EO","EO","680","645","27160","27690"
"In post","2023","UK Health Security Agency","G6/G7","G6","555","525","71530","67890"
"In post","2023","UK Health Security Agency","G6/G7","G7","1100","1065","54120","53400"
"In post","2023","UK Health Security Agency","SCS level","SCS level","345","310","109960","107380"
"In post","2023","UK Health Security Agency","SEO/HEO","HEO","1000","955","33140","32980"
"In post","2023","UK Health Security Agency","SEO/HEO","SEO","1180","1130","41210","40880"
"In post","2023","UK Hydrographic Office","AA/AO","AO","65","60","21740","21690"
"In post","2023","UK Hydrographic Office","EO","EO","260","245","28290","27610"
"In post","2023","UK Hydrographic Office","G6/G7","G6","20","20","70720","68600"
"In post","2023","UK Hydrographic Office","G6/G7","G7","95","90","57310","55470"
"In post","2023","UK Hydrographic Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","SEO/HEO","HEO","300","285","34870","34370"
"In post","2023","UK Hydrographic Office","SEO/HEO","SEO","200","195","44930","43890"
"In post","2023","UK Space Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","EO","EO","10","10","27110","27520"
"In post","2023","UK Space Agency","G6/G7","G6","30","30","66380","66490"
"In post","2023","UK Space Agency","G6/G7","G7","90","90","53730","54710"
"In post","2023","UK Space Agency","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","UK Space Agency","SEO/HEO","HEO","40","40","33560","34540"
"In post","2023","UK Space Agency","SEO/HEO","SEO","85","85","40620","41360"
"In post","2023","UK Statistics Authority","AA/AO","AA","295","175","20850","20150"
"In post","2023","UK Statistics Authority","AA/AO","AO","1215","900","21610","21200"
"In post","2023","UK Statistics Authority","EO","EO","715","665","25420","24840"
"In post","2023","UK Statistics Authority","G6/G7","G6","240","235","63440","61560"
"In post","2023","UK Statistics Authority","G6/G7","G7","975","945","53030","51460"
"In post","2023","UK Statistics Authority","SCS level","SCS level","95","90","86210","78240"
"In post","2023","UK Statistics Authority","SEO/HEO","HEO","1310","1260","31810","31560"
"In post","2023","UK Statistics Authority","SEO/HEO","SEO","1285","1240","38990","38610"
"In post","2023","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","EO","20","20","27900","27880"
"In post","2023","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","SEO","15","15","37280","37230"
"In post","2023","Valuation Office Agency","AA/AO","AO","940","870","22870","22520"
"In post","2023","Valuation Office Agency","EO","EO","940","865","28110","27810"
"In post","2023","Valuation Office Agency","G6/G7","G6","80","80","71710","72350"
"In post","2023","Valuation Office Agency","G6/G7","G7","410","390","58590","58970"
"In post","2023","Valuation Office Agency","SCS level","SCS level","25","25","86790","81750"
"In post","2023","Valuation Office Agency","SEO/HEO","HEO","850","810","33960","33960"
"In post","2023","Valuation Office Agency","SEO/HEO","SEO","740","695","45390","46300"
"In post","2023","Vehicle Certification Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","AA/AO","AO","50","45","22540","22500"
"In post","2023","Vehicle Certification Agency","EO","EO","40","40","27700","27850"
"In post","2023","Vehicle Certification Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","G6/G7","G7","10","10","66570","61510"
"In post","2023","Vehicle Certification Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO/HEO","HEO","65","65","38780","36840"
"In post","2023","Vehicle Certification Agency","SEO/HEO","SEO","40","35","47460","45660"
"In post","2023","Veterinary Medicines Directorate","AA/AO","AO","25","25","25560","25340"
"In post","2023","Veterinary Medicines Directorate","EO","EO","20","20","29470","29080"
"In post","2023","Veterinary Medicines Directorate","G6/G7","G6","15","15","66830","66010"
"In post","2023","Veterinary Medicines Directorate","G6/G7","G7","45","45","55990","54950"
"In post","2023","Veterinary Medicines Directorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SEO/HEO","HEO","25","25","34400","33830"
"In post","2023","Veterinary Medicines Directorate","SEO/HEO","SEO","30","30","40440","40260"
"In post","2023","Water Services Regulation Authority","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","EO","40","40","30410","29000"
"In post","2023","Water Services Regulation Authority","G6/G7","G6","25","25","97200","95000"
"In post","2023","Water Services Regulation Authority","G6/G7","G7","45","45","73790","74000"
"In post","2023","Water Services Regulation Authority","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","HEO","95","90","42700","42340"
"In post","2023","Water Services Regulation Authority","SEO/HEO","SEO","45","40","58840","59240"
"In post","2023","Welsh Government (excl. agencies)","AA/AO","AO","835","765","25120","25620"
"In post","2023","Welsh Government (excl. agencies)","EO","EO","1065","1005","29860","30610"
"In post","2023","Welsh Government (excl. agencies)","G6/G7","G6","225","215","74990","76990"
"In post","2023","Welsh Government (excl. agencies)","G6/G7","G7","930","885","61990","63900"
"In post","2023","Welsh Government (excl. agencies)","SCS level","SCS level","190","180","90130","81600"
"In post","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","1455","1370","38450","39690"
"In post","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","1270","1215","47750","49370"
"In post","2023","Welsh Revenue Authority","AA/AO","AO","10","10","25950","25620"
"In post","2023","Welsh Revenue Authority","EO","EO","15","15","29980","30610"
"In post","2023","Welsh Revenue Authority","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","G6/G7","G7","20","20","61000","63900"
"In post","2023","Welsh Revenue Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO/HEO","HEO","15","15","37610","39690"
"In post","2023","Welsh Revenue Authority","SEO/HEO","SEO","15","15","47550","49370"
"In post","2023","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","AA/AO","AO","15","15","25850","23950"
"In post","2023","Wilton Park","EO","EO","30","25","27210","26340"
"In post","2023","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","G6/G7","G7","10","10","57070","58840"
"In post","2023","Wilton Park","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SEO/HEO","HEO","20","15","33470","33540"
"In post","2023","Wilton Park","SEO/HEO","SEO","5","5","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","EO","30","[c]","25540","25160"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G7","15","[c]","57960","57780"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","20","[c]","33830","32110"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","15","[c]","44510","44040"
"Leaver CS","2023","Animal and Plant Health Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","AA/AO","AO","100","[c]","22830","22150"
"Leaver CS","2023","Animal and Plant Health Agency","EO","EO","85","[c]","26790","25970"
"Leaver CS","2023","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","G6/G7","G7","15","[c]","53330","54330"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SEO/HEO","HEO","35","[c]","31520","30480"
"Leaver CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","40","[c]","39870","38230"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SEO/HEO","HEO","20","[c]","35540","34280"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","100","[c]","20400","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","EO","100","[c]","26830","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6/G7","G6","70","[c]","66950","66530"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","190","[c]","55460","56340"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","60","[c]","102790","91900"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","145","[c]","34720","34550"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","95","[c]","41060","41740"
"Leaver CS","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","115","[c]","30570","30130"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","15","[c]","26010","25890"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","10","[c]","37650","37670"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","HEO","15","[c]","29550","30170"
"Leaver CS","2023","Charity Commission","SEO/HEO","SEO","10","[c]","38840","38800"
"Leaver CS","2023","Companies House","AA/AO","AO","40","[c]","22180","22740"
"Leaver CS","2023","Companies House","EO","EO","25","[c]","28000","27670"
"Leaver CS","2023","Companies House","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO/HEO","HEO","15","[c]","35520","36030"
"Leaver CS","2023","Companies House","SEO/HEO","SEO","10","[c]","45060","46120"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","AO","15","[c]","23180","22770"
"Leaver CS","2023","Competition and Markets Authority","EO","EO","10","[c]","28010","27550"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","G6","25","[c]","75450","74960"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","G7","30","[c]","56760","55860"
"Leaver CS","2023","Competition and Markets Authority","SCS level","SCS level","10","[c]","119760","102080"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","HEO","20","[c]","35480","34620"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","SEO","15","[c]","44020","43560"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
