"Status","Year","Parent_department","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Rail and Road","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Government","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Outside London","Female","Heterosexual / straight","8405","7890","41390","36330"
"In post","2023","Scottish Government","Outside London","Female","LGBO","695","675","37430","33520"
"In post","2023","Scottish Government","Outside London","Female","Undeclared","465","440","42610","37940"
"In post","2023","Scottish Government","Outside London","Female","Unknown","5535","5140","34860","31180"
"In post","2023","Scottish Government","Outside London","Male","Heterosexual / straight","6265","6095","42320","37350"
"In post","2023","Scottish Government","Outside London","Male","LGBO","590","580","40640","34730"
"In post","2023","Scottish Government","Outside London","Male","Undeclared","415","405","43890","38400"
"In post","2023","Scottish Government","Outside London","Male","Unknown","5220","5005","36330","33520"
"In post","2023","Scottish Government","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","London","Female","Heterosexual / straight","145","135","37220","34810"
"In post","2023","The National Archives","London","Female","LGBO","30","25","[c]","[c]"
"In post","2023","The National Archives","London","Female","Undeclared","45","40","34790","31800"
"In post","2023","The National Archives","London","Female","Unknown","100","95","38270","35470"
"In post","2023","The National Archives","London","Male","Heterosexual / straight","120","120","40270","36120"
"In post","2023","The National Archives","London","Male","LGBO","20","20","[c]","[c]"
"In post","2023","The National Archives","London","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","The National Archives","London","Male","Unknown","105","100","35660","32020"
"In post","2023","The National Archives","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","Female","Heterosexual / straight","185","180","50140","43260"
"In post","2023","UK Export Finance","London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","London","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","UK Export Finance","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","Male","Heterosexual / straight","230","230","57880","54000"
"In post","2023","UK Export Finance","London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","UK Export Finance","London","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","UK Export Finance","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Female","Heterosexual / straight","110","110","49050","42190"
"In post","2023","UK Statistics Authority","London","Female","LGBO","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Female","Unknown","30","30","50010","43010"
"In post","2023","UK Statistics Authority","London","Male","Heterosexual / straight","100","100","48950","42370"
"In post","2023","UK Statistics Authority","London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Male","Unknown","25","25","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Female","Heterosexual / straight","2315","2030","34370","31560"
"In post","2023","UK Statistics Authority","Outside London","Female","LGBO","180","170","35140","31560"
"In post","2023","UK Statistics Authority","Outside London","Female","Undeclared","135","120","35570","31560"
"In post","2023","UK Statistics Authority","Outside London","Female","Unknown","660","565","31550","28420"
"In post","2023","UK Statistics Authority","Outside London","Male","Heterosexual / straight","1675","1520","35660","31560"
"In post","2023","UK Statistics Authority","Outside London","Male","LGBO","130","125","35660","31560"
"In post","2023","UK Statistics Authority","Outside London","Male","Undeclared","115","110","35560","32550"
"In post","2023","UK Statistics Authority","Outside London","Male","Unknown","595","550","36540","31660"
"In post","2023","UK Statistics Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Female","Heterosexual / straight","70","65","52200","44000"
"In post","2023","Water Services Regulation Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Male","Heterosexual / straight","60","60","54960","52660"
"In post","2023","Water Services Regulation Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Welsh Government","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outside London","Female","Heterosexual / straight","2955","2740","42670","39690"
"In post","2023","Welsh Government","Outside London","Female","LGBO","130","120","41570","39690"
"In post","2023","Welsh Government","Outside London","Female","Undeclared","395","365","42900","39690"
"In post","2023","Welsh Government","Outside London","Female","Unknown","120","110","40480","34520"
"In post","2023","Welsh Government","Outside London","Male","Heterosexual / straight","1870","1815","45290","39690"
"In post","2023","Welsh Government","Outside London","Male","LGBO","135","130","45720","41700"
"In post","2023","Welsh Government","Outside London","Male","Undeclared","300","290","46310","41700"
"In post","2023","Welsh Government","Outside London","Male","Unknown","125","120","43930","39690"
"In post","2023","Welsh Government","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Female","Heterosexual / straight","185","[c]","43590","40800"
"Leaver CS","2023","Attorney General's Departments","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Female","Unknown","35","[c]","49720","52730"
"Leaver CS","2023","Attorney General's Departments","London","Male","Heterosexual / straight","130","[c]","50810","52020"
"Leaver CS","2023","Attorney General's Departments","London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Male","Unknown","30","[c]","52900","54630"
"Leaver CS","2023","Attorney General's Departments","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Female","Heterosexual / straight","180","[c]","36710","30560"
"Leaver CS","2023","Attorney General's Departments","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Female","Unknown","45","[c]","45070","54460"
"Leaver CS","2023","Attorney General's Departments","Outside London","Male","Heterosexual / straight","85","[c]","41430","38760"
"Leaver CS","2023","Attorney General's Departments","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","London","Female","Heterosexual / straight","180","[c]","51000","43890"
"Leaver CS","2023","Cabinet Office","London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","London","Female","Unknown","140","[c]","48290","41010"
"Leaver CS","2023","Cabinet Office","London","Male","Heterosexual / straight","150","[c]","56380","56430"
"Leaver CS","2023","Cabinet Office","London","Male","LGBO","30","[c]","47780","47650"
"Leaver CS","2023","Cabinet Office","London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","London","Male","Unknown","135","[c]","56650","54700"
"Leaver CS","2023","Cabinet Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Female","Heterosexual / straight","130","[c]","36340","33950"
"Leaver CS","2023","Cabinet Office","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Female","Unknown","60","[c]","47130","38460"
"Leaver CS","2023","Cabinet Office","Outside London","Male","Heterosexual / straight","90","[c]","40920","35090"
"Leaver CS","2023","Cabinet Office","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Male","Unknown","70","[c]","48480","41810"
"Leaver CS","2023","Cabinet Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Female","Heterosexual / straight","50","[c]","50160","46350"
"Leaver CS","2023","Competition and Markets Authority","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Male","Heterosexual / straight","50","[c]","62340","55090"
"Leaver CS","2023","Competition and Markets Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
