"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Heterosexual / straight","50","[c]","28470","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Heterosexual / straight","95","[c]","40030","36110"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Heterosexual / straight","55","[c]","40740","36880"
"Leaver CS","2023","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Heterosexual / straight","130","[c]","36030","30730"
"Leaver CS","2023","Declared disabled","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Heterosexual / straight","50","[c]","53500","51920"
"Leaver CS","2023","Declared disabled","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Delivery","Heterosexual / straight","2185","[c]","27620","26940"
"Leaver CS","2023","Declared disabled","Operational Delivery","LGBO","320","[c]","27760","27570"
"Leaver CS","2023","Declared disabled","Operational Delivery","Undeclared","265","[c]","25950","25610"
"Leaver CS","2023","Declared disabled","Operational Delivery","Unknown","435","[c]","28760","27330"
"Leaver CS","2023","Declared disabled","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","Heterosexual / straight","110","[c]","27220","22220"
"Leaver CS","2023","Declared disabled","Other","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","Heterosexual / straight","135","[c]","45790","40340"
"Leaver CS","2023","Declared disabled","Policy","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Heterosexual / straight","65","[c]","41160","39330"
"Leaver CS","2023","Declared disabled","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Heterosexual / straight","80","[c]","36650","33990"
"Leaver CS","2023","Declared disabled","Science and Engineering","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Heterosexual / straight","60","[c]","34150","30700"
"Leaver CS","2023","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Heterosexual / straight","205","[c]","44090","36460"
"Leaver CS","2023","Declared disabled","Unknown","LGBO","50","[c]","40830","37680"
"Leaver CS","2023","Declared disabled","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Heterosexual / straight","180","[c]","42670","38500"
"Leaver CS","2023","Declared non-disabled","Commercial","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Heterosexual / straight","185","[c]","44910","41500"
"Leaver CS","2023","Declared non-disabled","Communications","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Heterosexual / straight","195","[c]","30320","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","100","[c]","27590","27570"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","780","[c]","45270","41660"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","LGBO","55","[c]","40940","38470"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Undeclared","80","[c]","42910","40720"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","185","[c]","42830","38560"
"Leaver CS","2023","Declared non-disabled","Economics","Heterosexual / straight","115","[c]","37300","32320"
"Leaver CS","2023","Declared non-disabled","Economics","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Economics","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Economics","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Heterosexual / straight","355","[c]","41550","37680"
"Leaver CS","2023","Declared non-disabled","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Undeclared","35","[c]","44830","41680"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Heterosexual / straight","665","[c]","33920","29360"
"Leaver CS","2023","Declared non-disabled","Human Resources","LGBO","40","[c]","40450","33640"
"Leaver CS","2023","Declared non-disabled","Human Resources","Undeclared","40","[c]","34360","31470"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","115","[c]","68370","77470"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","90","[c]","33930","31870"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Heterosexual / straight","35","[c]","49230","47150"
"Leaver CS","2023","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Heterosexual / straight","35","[c]","49800","51710"
"Leaver CS","2023","Declared non-disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","50","[c]","32340","29070"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Heterosexual / straight","360","[c]","53270","52360"
"Leaver CS","2023","Declared non-disabled","Legal","LGBO","30","[c]","55750","53390"
"Leaver CS","2023","Declared non-disabled","Legal","Undeclared","35","[c]","52510","52020"
"Leaver CS","2023","Declared non-disabled","Legal","Unknown","130","[c]","59050","60250"
"Leaver CS","2023","Declared non-disabled","Medicine","Heterosexual / straight","190","[c]","50540","40590"
"Leaver CS","2023","Declared non-disabled","Medicine","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicine","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Heterosexual / straight","10720","[c]","28600","27570"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","LGBO","765","[c]","28430","27570"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Undeclared","970","[c]","28010","26780"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","2430","[c]","26500","23700"
"Leaver CS","2023","Declared non-disabled","Operational Research","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Heterosexual / straight","565","[c]","31380","24250"
"Leaver CS","2023","Declared non-disabled","Other","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Undeclared","60","[c]","30130","22220"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","80","[c]","31620","22900"
"Leaver CS","2023","Declared non-disabled","Planning","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Heterosexual / straight","990","[c]","47760","43520"
"Leaver CS","2023","Declared non-disabled","Policy","LGBO","110","[c]","45550","43010"
"Leaver CS","2023","Declared non-disabled","Policy","Undeclared","80","[c]","47580","42040"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","65","[c]","50540","45610"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Heterosexual / straight","575","[c]","44960","40950"
"Leaver CS","2023","Declared non-disabled","Project Delivery","LGBO","45","[c]","43540","39260"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Undeclared","50","[c]","44270","42390"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","105","[c]","41240","38610"
"Leaver CS","2023","Declared non-disabled","Property","Heterosexual / straight","280","[c]","37450","34300"
"Leaver CS","2023","Declared non-disabled","Property","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Heterosexual / straight","685","[c]","36960","33990"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","LGBO","40","[c]","37500","33330"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Undeclared","65","[c]","38430","37010"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Unknown","40","[c]","38510","36070"
"Leaver CS","2023","Declared non-disabled","Security","Heterosexual / straight","375","[c]","32900","27590"
"Leaver CS","2023","Declared non-disabled","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Heterosexual / straight","35","[c]","41090","38670"
"Leaver CS","2023","Declared non-disabled","Social Research","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Statistics","Heterosexual / straight","75","[c]","36700","33990"
"Leaver CS","2023","Declared non-disabled","Statistics","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Statistics","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Unknown","595","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Heterosexual / straight","1215","[c]","45620","39210"
"Leaver CS","2023","Declared non-disabled","Unknown","LGBO","105","[c]","42460","38240"
"Leaver CS","2023","Declared non-disabled","Unknown","Undeclared","105","[c]","46640","39710"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","185","[c]","45390","38330"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Heterosexual / straight","35","[c]","41820","40050"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Heterosexual / straight","40","[c]","31250","29670"
"Leaver CS","2023","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Undeclared","35","[c]","34430","33620"
"Leaver CS","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
