"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","EO","Male","135","135","27260","26960"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","G6/G7","Female","45","45","55110","53600"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","G6/G7","Male","125","120","57360","57570"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","Female","185","180","35840","32950"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","Male","360","355","38120","39430"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Female","115","110","28380","28220"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Male","55","55","28450","28290"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Female","250","240","60070","55240"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Male","165","160","60940","55350"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Female","75","70","86310","82810"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Male","50","45","87930","85500"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Female","270","265","39260","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Male","180","180","38950","41190"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Female","65","65","20140","20660"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Male","75","75","20050","20660"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Female","85","80","25400","25630"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Male","125","125","26200","26650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Female","240","225","50150","47960"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Male","415","395","52350","48570"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","515","475","36260","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","760","730","37580","37420"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Female","5885","5470","22950","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Male","8000","7835","25880","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Female","3225","3090","28590","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Male","3705","3645","30390","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Female","1560","1475","63130","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Male","1955","1910","62930","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Female","155","150","88860","81870"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Male","240","230","94310","88360"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Female","5905","5680","39050","38020"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Male","6635","6530","40290","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Female","15","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Male","50","50","46690","44300"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Female","220","210","22920","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Male","95","90","23650","23000"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Female","545","525","28360","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Male","285","280","28110","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Female","1070","1030","59590","57720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Male","980","970","60200","59330"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Female","90","85","86140","82400"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Male","75","75","92660","87180"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Female","2200","2140","38250","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Male","1525","1500","38750","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Female","35","35","37350","36870"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","National Crime Agency","AA/AO","Female","140","120","25970","26550"
"In post","2023","National Crime Agency","National Crime Agency","AA/AO","Male","80","75","26250","26550"
"In post","2023","National Crime Agency","National Crime Agency","EO","Female","1230","1175","35590","36040"
"In post","2023","National Crime Agency","National Crime Agency","EO","Male","1180","1160","36810","37550"
"In post","2023","National Crime Agency","National Crime Agency","G6/G7","Female","145","145","64030","62890"
"In post","2023","National Crime Agency","National Crime Agency","G6/G7","Male","280","275","67630","67840"
"In post","2023","National Crime Agency","National Crime Agency","SCS level","Female","15","15","[c]","[c]"
"In post","2023","National Crime Agency","National Crime Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2023","National Crime Agency","National Crime Agency","SEO/HEO","Female","1000","960","44580","45610"
"In post","2023","National Crime Agency","National Crime Agency","SEO/HEO","Male","1480","1465","46140","45700"
"In post","2023","National Infrastructure Commission","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA/AO","Female","80","70","25170","24890"
"In post","2023","National Records of Scotland","Scottish Government","AA/AO","Male","70","70","25030","24890"
"In post","2023","National Records of Scotland","Scottish Government","EO","Female","30","30","31150","31940"
"In post","2023","National Records of Scotland","Scottish Government","EO","Male","40","40","32430","31940"
"In post","2023","National Records of Scotland","Scottish Government","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G6/G7","Male","30","25","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SEO/HEO","Female","110","100","41110","38330"
"In post","2023","National Records of Scotland","Scottish Government","SEO/HEO","Male","70","70","43240","43330"
"In post","2023","National Savings and Investments","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","Female","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","Male","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6/G7","Male","60","60","59210","56810"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","Male","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO/HEO","Female","50","50","43420","43920"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO/HEO","Male","35","35","41010","41100"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","Female","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Female","40","40","37020","37680"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO/HEO","Male","45","45","39140","37680"
"In post","2023","Office for Budget Responsibility","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","150","130","22460","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","55","55","22450","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Female","140","135","27500","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Male","75","75","27580","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","450","440","74340","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","270","270","75740","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","640","615","45940","47750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","220","220","40830","41050"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Female","190","185","26860","26000"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Male","195","195","25990","25750"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Female","300","290","57790","57120"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","Male","365","360","59740","59590"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Female","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Male","35","35","100730","93960"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Female","190","185","36920","35610"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","Male","225","220","36490","35000"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Female","20","20","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Male","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Female","70","70","54110","49810"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","Male","55","55","53840","50910"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","115","110","36270","36800"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","55","50","37080","38660"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","Female","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","Male","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6/G7","Female","85","80","62090","60430"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6/G7","Male","120","115","62940","62140"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Female","45","45","39250","39710"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO/HEO","Male","50","50","40920","41330"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA/AO","Female","575","510","21780","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA/AO","Male","445","420","21770","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","Female","235","220","25880","25830"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","Male","190","190","25880","25830"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Female","100","95","33170","31270"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO/HEO","Male","75","75","33750","31270"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","EO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","EO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Female","30","30","62980","63190"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","Female","95","85","22330","21960"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","Male","50","50","22060","21960"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","Female","40","35","27090","26590"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","Male","45","45","27120","26590"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","Female","195","175","58010","60050"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","Male","300","270","60480","60050"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","80","75","36100","33450"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","70","70","36830","33890"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","Female","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","Male","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","AA/AO","Female","180","165","26110","26410"
"In post","2023","Registers of Scotland","Scottish Government","AA/AO","Male","170","165","26150","26410"
"In post","2023","Registers of Scotland","Scottish Government","EO","Female","185","170","32160","32510"
"In post","2023","Registers of Scotland","Scottish Government","EO","Male","175","170","32210","32510"
"In post","2023","Registers of Scotland","Scottish Government","G6/G7","Female","40","35","62710","62980"
"In post","2023","Registers of Scotland","Scottish Government","G6/G7","Male","35","35","67360","65100"
"In post","2023","Registers of Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","SEO/HEO","Female","205","200","41580","39590"
"In post","2023","Registers of Scotland","Scottish Government","SEO/HEO","Male","200","195","42270","39590"
"In post","2023","Revenue Scotland","Scottish Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","EO","Female","15","15","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","EO","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Female","170","170","38020","36860"
"In post","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","Female","810","700","22120","22150"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","Male","615","600","22140","22150"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Female","420","380","26080","25920"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Male","280","275","26100","25920"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","Female","70","65","53070","50340"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","Male","60","55","53350","50360"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","300","280","33250","31100"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","250","240","34090","32250"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","Female","675","585","23910","25060"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","Male","310","285","23450","23190"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","Female","375","345","30970","31970"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","Male","150","145","30990","31970"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","Female","45","45","60780","58770"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","Male","30","30","61930","63860"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","Female","235","220","40410","38170"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","Male","125","120","40370","38170"
"In post","2023","Scottish Fiscal Commission","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","Scottish Government","AA/AO","Female","40","35","26430","26220"
"In post","2023","Scottish Forestry","Scottish Government","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","Scottish Government","EO","Female","35","35","32420","32220"
"In post","2023","Scottish Forestry","Scottish Government","EO","Male","25","25","[c]","[c]"
"In post","2023","Scottish Forestry","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
