"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Human Resources","Department for Work and Pensions","London","15","15","[c]","[c]"
"In post","2023","Unknown","Human Resources","Department for Work and Pensions","Outside London","35","30","41490","34170"
"In post","2023","Unknown","Human Resources","Department of Health and Social Care","London","65","65","39320","33940"
"In post","2023","Unknown","Human Resources","Department of Health and Social Care","Outside London","50","50","35660","26450"
"In post","2023","Unknown","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Foreign, Commonwealth and Development Office","London","75","75","47550","43300"
"In post","2023","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Outside London","45","45","37190","31230"
"In post","2023","Unknown","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","HM Land Registry","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Human Resources","HM Revenue and Customs","London","30","30","48950","42060"
"In post","2023","Unknown","Human Resources","HM Revenue and Customs","Outside London","275","260","34700","34400"
"In post","2023","Unknown","Human Resources","HM Treasury","London","15","10","[c]","[c]"
"In post","2023","Unknown","Human Resources","HM Treasury","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Human Resources","Home Office","London","50","50","45240","43000"
"In post","2023","Unknown","Human Resources","Home Office","Outside London","65","65","43070","39190"
"In post","2023","Unknown","Human Resources","Ministry of Defence","London","55","55","45220","42750"
"In post","2023","Unknown","Human Resources","Ministry of Defence","Outside London","715","695","32530","30140"
"In post","2023","Unknown","Human Resources","Ministry of Defence","Overseas","190","190","58310","58220"
"In post","2023","Unknown","Human Resources","Ministry of Justice","London","35","35","43810","35890"
"In post","2023","Unknown","Human Resources","Ministry of Justice","Outside London","120","115","34250","31270"
"In post","2023","Unknown","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","National Crime Agency","London","25","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","National Crime Agency","Outside London","85","85","39770","38640"
"In post","2023","Unknown","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Scottish Government","Outside London","140","135","38080","37060"
"In post","2023","Unknown","Human Resources","The National Archives","London","5","5","[c]","[c]"
"In post","2023","Unknown","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","UK Statistics Authority","Outside London","65","60","32100","31060"
"In post","2023","Unknown","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","35","35","43400","41660"
"In post","2023","Unknown","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HM Treasury","London","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HM Treasury","Outside London","15","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Ministry of Defence","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Attorney General's Departments","London","665","630","51150","54100"
"In post","2023","Unknown","Legal","Attorney General's Departments","Outside London","1090","1040","40400","38940"
"In post","2023","Unknown","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Charity Commission","London","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Competition and Markets Authority","London","15","10","[c]","[c]"
"In post","2023","Unknown","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Department of Health and Social Care","London","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","Department of Health and Social Care","Outside London","35","35","46290","41480"
"In post","2023","Unknown","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Foreign, Commonwealth and Development Office","London","45","40","57090","58570"
"In post","2023","Unknown","Legal","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","HM Land Registry","Outside London","65","60","47320","56190"
"In post","2023","Unknown","Legal","HM Revenue and Customs","London","160","150","46470","39790"
"In post","2023","Unknown","Legal","HM Revenue and Customs","Outside London","235","215","36290","34700"
"In post","2023","Unknown","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Ministry of Defence","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2023","Unknown","Legal","Ministry of Justice","Outside London","35","35","29300","25830"
"In post","2023","Unknown","Legal","National Crime Agency","London","40","35","54220","62140"
"In post","2023","Unknown","Legal","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Scottish Government","Outside London","65","60","49180","49870"
"In post","2023","Unknown","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","Unknown","No function","Cabinet Office","London","360","355","57720","56430"
"In post","2023","Unknown","No function","Cabinet Office","Outside London","95","90","38990","33020"
"In post","2023","Unknown","No function","Cabinet Office","Unknown","20","15","[c]","[c]"
"In post","2023","Unknown","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Charity Commission","London","15","15","[c]","[c]"
"In post","2023","Unknown","No function","Charity Commission","Outside London","125","115","29910","27720"
"In post","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","London","740","730","48240","43140"
"In post","2023","Unknown","No function","Department for Business, Energy and Industrial Strategy","Outside London","1115","1055","31610","28300"
"In post","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","London","135","130","47380","48070"
"In post","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","No function","Department for Education","London","310","305","47460","41440"
"In post","2023","Unknown","No function","Department for Education","Outside London","555","540","35100","30330"
"In post","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","London","290","285","46800","40260"
"In post","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","Outside London","390","370","35070","30840"
"In post","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for International Trade","London","665","660","49050","41750"
"In post","2023","Unknown","No function","Department for International Trade","Outside London","210","205","42640","42300"
"In post","2023","Unknown","No function","Department for International Trade","Overseas","170","170","57670","55540"
"In post","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","London","200","195","49520","41300"
"In post","2023","Unknown","No function","Department for Levelling Up, Housing and Communities","Outside London","170","160","40810","37300"
"In post","2023","Unknown","No function","Department for Transport","London","455","440","44690","38220"
"In post","2023","Unknown","No function","Department for Transport","Outside London","1780","1675","27150","26780"
"In post","2023","Unknown","No function","Department for Work and Pensions","London","260","250","36450","32520"
"In post","2023","Unknown","No function","Department for Work and Pensions","Outside London","1640","1545","27000","28120"
"In post","2023","Unknown","No function","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","No function","Department of Health and Social Care","London","1635","1575","49350","42770"
"In post","2023","Unknown","No function","Department of Health and Social Care","Outside London","1060","1010","44480","38750"
"In post","2023","Unknown","No function","Food Standards Agency","London","20","20","[c]","[c]"
"In post","2023","Unknown","No function","Food Standards Agency","Outside London","100","100","34040","31260"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office","London","870","855","51820","53500"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office","Outside London","145","140","46410","49960"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office","Overseas","595","595","57070","56710"
"In post","2023","Unknown","No function","HM Land Registry","London","45","45","35280","31680"
"In post","2023","Unknown","No function","HM Land Registry","Outside London","1300","1235","25930","23390"
"In post","2023","Unknown","No function","HM Revenue and Customs","London","815","780","42900","39790"
"In post","2023","Unknown","No function","HM Revenue and Customs","Outside London","9875","9075","28310","27650"
"In post","2023","Unknown","No function","HM Treasury","London","130","130","54170","53550"
"In post","2023","Unknown","No function","HM Treasury","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","No function","Home Office","London","3195","3135","36550","29890"
"In post","2023","Unknown","No function","Home Office","Outside London","9070","8710","26150","25750"
"In post","2023","Unknown","No function","Home Office","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","No function","Home Office","Unknown","65","55","28370","25750"
"In post","2023","Unknown","No function","Ministry of Defence","London","610","595","43640","38680"
"In post","2023","Unknown","No function","Ministry of Defence","Outside London","3870","3665","31550","27080"
"In post","2023","Unknown","No function","Ministry of Defence","Overseas","55","55","59310","52950"
"In post","2023","Unknown","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Ministry of Justice","London","2055","1990","34720","33800"
"In post","2023","Unknown","No function","Ministry of Justice","Outside London","8540","8055","27590","28200"
"In post","2023","Unknown","No function","Ministry of Justice","Unknown","30","30","25350","23230"
"In post","2023","Unknown","No function","National Crime Agency","London","875","855","45140","42240"
"In post","2023","Unknown","No function","National Crime Agency","Outside London","2215","2160","39370","38310"
"In post","2023","Unknown","No function","National Crime Agency","Overseas","60","60","47460","47380"
"In post","2023","Unknown","No function","National Crime Agency","Unknown","55","50","47720","47380"
"In post","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","London","20","20","[c]","[c]"
"In post","2023","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Outside London","90","85","44100","52750"
"In post","2023","Unknown","No function","Office of Gas and Electricity Markets","London","30","25","[c]","[c]"
"In post","2023","Unknown","No function","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","No function","Office of Qualifications and Examinations Regulation","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","No function","Office of the Secretary of State for Scotland","London","10","10","[c]","[c]"
"In post","2023","Unknown","No function","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","No function","Scottish Government","Outside London","4840","4485","33140","31970"
"In post","2023","Unknown","No function","The National Archives","London","125","120","33910","29840"
"In post","2023","Unknown","No function","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","UK Statistics Authority","London","30","30","[c]","[c]"
"In post","2023","Unknown","No function","UK Statistics Authority","Outside London","980","800","26710","21200"
"In post","2023","Unknown","No function","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","No function","Welsh Government","Outside London","35","35","43690","39690"
"In post","2023","Unknown","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Cabinet Office","London","130","130","33760","30130"
"In post","2023","Unknown","Project Delivery","Cabinet Office","Outside London","80","80","33740","30130"
"In post","2023","Unknown","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Competition and Markets Authority","London","45","40","75600","73510"
"In post","2023","Unknown","Project Delivery","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","London","85","85","49240","43510"
"In post","2023","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","75","70","41500","41240"
"In post","2023","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Education","London","60","60","50550","55020"
"In post","2023","Unknown","Project Delivery","Department for Education","Outside London","220","215","43050","37590"
"In post","2023","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","65","60","37330","37300"
"In post","2023","Unknown","Project Delivery","Department for International Trade","London","30","30","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Transport","London","55","55","51680","50440"
"In post","2023","Unknown","Project Delivery","Department for Transport","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Work and Pensions","London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Work and Pensions","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department of Health and Social Care","London","265","255","51020","41900"
"In post","2023","Unknown","Project Delivery","Department of Health and Social Care","Outside London","135","135","46270","42150"
"In post","2023","Unknown","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","London","475","455","53330","54700"
"In post","2023","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","125","115","43620","39660"
"In post","2023","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","30","30","53020","55130"
"In post","2023","Unknown","Project Delivery","HM Land Registry","London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","HM Land Registry","Outside London","60","60","36020","39520"
"In post","2023","Unknown","Project Delivery","HM Revenue and Customs","London","340","325","54270","46890"
"In post","2023","Unknown","Project Delivery","HM Revenue and Customs","Outside London","725","695","42450","41780"
"In post","2023","Unknown","Project Delivery","HM Treasury","London","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Home Office","London","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Home Office","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Ministry of Defence","London","95","95","54310","45750"
"In post","2023","Unknown","Project Delivery","Ministry of Defence","Outside London","1345","1310","39920","39500"
"In post","2023","Unknown","Project Delivery","Ministry of Defence","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Ministry of Justice","London","40","40","41030","35590"
"In post","2023","Unknown","Project Delivery","Ministry of Justice","Outside London","30","30","37770","31270"
"In post","2023","Unknown","Project Delivery","National Crime Agency","London","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","National Crime Agency","Outside London","50","50","43010","38640"
"In post","2023","Unknown","Project Delivery","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","UK Statistics Authority","Outside London","95","90","41510","37760"
"In post","2023","Unknown","Project Delivery","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Cabinet Office","London","25","20","[c]","[c]"
"In post","2023","Unknown","Property","Cabinet Office","Outside London","45","45","42520","32960"
"In post","2023","Unknown","Property","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","Outside London","30","30","36740","30320"
"In post","2023","Unknown","Property","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Department for Work and Pensions","London","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Department of Health and Social Care","Outside London","25","25","[c]","[c]"
"In post","2023","Unknown","Property","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Foreign, Commonwealth and Development Office","Outside London","30","30","29600","27080"
"In post","2023","Unknown","Property","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Property","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2023","Unknown","Property","HM Revenue and Customs","London","140","135","39610","36030"
"In post","2023","Unknown","Property","HM Revenue and Customs","Outside London","720","690","28940","26020"
"In post","2023","Unknown","Property","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Ministry of Defence","Outside London","475","460","29990","27080"
"In post","2023","Unknown","Property","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Ministry of Justice","London","30","30","[c]","[c]"
"In post","2023","Unknown","Property","Ministry of Justice","Outside London","35","35","42630","37680"
"In post","2023","Unknown","Property","National Crime Agency","London","10","10","[c]","[c]"
"In post","2023","Unknown","Property","National Crime Agency","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Scottish Government","Outside London","225","220","34160","32930"
"In post","2023","Unknown","Property","The National Archives","London","10","5","[c]","[c]"
"In post","2023","Unknown","Property","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Cabinet Office","London","30","30","37260","28370"
"In post","2023","Unknown","Security","Cabinet Office","Outside London","160","150","29750","27110"
"In post","2023","Unknown","Security","Cabinet Office","Unknown","35","30","27210","24610"
"In post","2023","Unknown","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Transport","London","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Department for Transport","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Department of Health and Social Care","London","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Foreign, Commonwealth and Development Office","London","135","135","47260","43000"
"In post","2023","Unknown","Security","Foreign, Commonwealth and Development Office","Outside London","30","25","[c]","[c]"
"In post","2023","Unknown","Security","Foreign, Commonwealth and Development Office","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Security","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2023","Unknown","Security","HM Revenue and Customs","Outside London","50","50","44170","42510"
"In post","2023","Unknown","Security","Home Office","London","30","30","[c]","[c]"
"In post","2023","Unknown","Security","Home Office","Outside London","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Ministry of Defence","London","135","130","37300","34800"
"In post","2023","Unknown","Security","Ministry of Defence","Outside London","1840","1815","31940","27500"
"In post","2023","Unknown","Security","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Ministry of Justice","London","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Ministry of Justice","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Security","National Crime Agency","London","35","35","42810","42240"
"In post","2023","Unknown","Security","National Crime Agency","Outside London","35","35","41790","38640"
"In post","2023","Unknown","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","UK Statistics Authority","Outside London","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Cabinet Office","London","540","540","30620","30130"
"In post","2023","Unknown","Unknown","Cabinet Office","Outside London","140","140","30680","30130"
"In post","2023","Unknown","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Education","London","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Education","Outside London","30","30","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Work and Pensions","London","45","40","50020","43760"
