"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Wales","East Wales","90","85","45270","40680"
"In post","2023","Declared disabled","Policy","Wales","West Wales and The Valleys","60","55","37890","37980"
"In post","2023","Declared disabled","Policy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Policy","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Policy","West Midlands (England)","West Midlands","85","85","43590","39110"
"In post","2023","Declared disabled","Policy","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Yorkshire and The Humber","North Yorkshire","55","55","40730","37300"
"In post","2023","Declared disabled","Policy","Yorkshire and The Humber","South Yorkshire","105","100","42950","38470"
"In post","2023","Declared disabled","Policy","Yorkshire and The Humber","West Yorkshire","70","70","45880","47750"
"In post","2023","Declared disabled","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","41230","36990"
"In post","2023","Declared disabled","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","East of England","East Anglia","30","30","37060","34300"
"In post","2023","Declared disabled","Project Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","London","Inner London - East","80","75","53200","45760"
"In post","2023","Declared disabled","Project Delivery","London","Inner London - West","310","305","47990","43760"
"In post","2023","Declared disabled","Project Delivery","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","London","Outer London - South","65","60","50960","45960"
"In post","2023","Declared disabled","Project Delivery","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","115","110","41820","40110"
"In post","2023","Declared disabled","Project Delivery","North East (England)","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","North West (England)","Cumbria","15","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","North West (England)","Greater Manchester","80","75","41450","38270"
"In post","2023","Declared disabled","Project Delivery","North West (England)","Lancashire","75","65","39910","38100"
"In post","2023","Declared disabled","Project Delivery","North West (England)","Merseyside","80","75","43020","39520"
"In post","2023","Declared disabled","Project Delivery","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Scotland","West Central Scotland","30","30","41040","39820"
"In post","2023","Declared disabled","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South East (England)","Hampshire and Isle of Wight","105","100","40770","41000"
"In post","2023","Declared disabled","Project Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South West (England)","Devon","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South West (England)","Dorset and Somerset","20","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","375","360","42200","41000"
"In post","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Wales","East Wales","40","35","42740","41350"
"In post","2023","Declared disabled","Project Delivery","Wales","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","35","30","44050","41800"
"In post","2023","Declared disabled","Project Delivery","West Midlands (England)","West Midlands","50","50","37360","34170"
"In post","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","South Yorkshire","70","70","40050","37590"
"In post","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","West Yorkshire","70","65","44070","38470"
"In post","2023","Declared disabled","Property","East Midlands (England)","Derbyshire and Nottinghamshire","30","30","41790","38440"
"In post","2023","Declared disabled","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","East of England","East Anglia","35","35","35870","34300"
"In post","2023","Declared disabled","Property","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","London","Inner London - East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Property","London","Inner London - West","45","45","47780","43560"
"In post","2023","Declared disabled","Property","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","North East (England)","Northumberland, and Tyne and Wear","25","25","[c]","[c]"
"In post","2023","Declared disabled","Property","North East (England)","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2023","Declared disabled","Property","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Declared disabled","Property","North West (England)","Lancashire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Property","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Property","South East (England)","Hampshire and Isle of Wight","35","30","36700","34300"
"In post","2023","Declared disabled","Property","South East (England)","Kent","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","South West (England)","Devon","20","20","[c]","[c]"
"In post","2023","Declared disabled","Property","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","39710","34300"
"In post","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Wales","East Wales","25","20","[c]","[c]"
"In post","2023","Declared disabled","Property","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Property","West Midlands (England)","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2023","Declared disabled","Property","West Midlands (England)","West Midlands","20","20","[c]","[c]"
"In post","2023","Declared disabled","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","Yorkshire and The Humber","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","Yorkshire and The Humber","West Yorkshire","40","35","40430","36160"
"In post","2023","Declared disabled","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","East of England","East Anglia","15","15","[c]","[c]"
"In post","2023","Declared disabled","Psychology","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Psychology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","East Midlands (England)","Lincolnshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","East of England","East Anglia","35","35","34590","32650"
"In post","2023","Declared disabled","Science and Engineering","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","London","Inner London - West","30","30","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","20","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","South East (England)","Hampshire and Isle of Wight","170","160","44410","49260"
"In post","2023","Declared disabled","Science and Engineering","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","South East (England)","Surrey, East and West Sussex","65","65","32260","29120"
"In post","2023","Declared disabled","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","South West (England)","Devon","90","85","35750","34010"
"In post","2023","Declared disabled","Science and Engineering","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","685","665","41200","39890"
"In post","2023","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Wales","East Wales","50","45","39670","38600"
"In post","2023","Declared disabled","Science and Engineering","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Yorkshire and The Humber","North Yorkshire","30","25","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","East of England","East Anglia","40","40","38700","37460"
"In post","2023","Declared disabled","Security","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","London","Inner London - West","125","120","45660","39150"
"In post","2023","Declared disabled","Security","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","North East (England)","Northumberland, and Tyne and Wear","20","15","[c]","[c]"
"In post","2023","Declared disabled","Security","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Declared disabled","Security","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Security","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","Northern Ireland","Northern Ireland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","Scotland","West Central Scotland","55","50","32650","31610"
"In post","2023","Declared disabled","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","75","75","37550","37000"
"In post","2023","Declared disabled","Security","South East (England)","Hampshire and Isle of Wight","80","75","29810","27470"
"In post","2023","Declared disabled","Security","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","South West (England)","Devon","50","45","30630","27500"
"In post","2023","Declared disabled","Security","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","75","75","35160","31920"
"In post","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Wales","East Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","Wales","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2023","Declared disabled","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Security","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Yorkshire and The Humber","North Yorkshire","35","30","31930","34320"
"In post","2023","Declared disabled","Security","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Social Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","London","Inner London - West","35","30","48020","44200"
"In post","2023","Declared disabled","Social Research","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Social Research","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","South East (England)","Hampshire and Isle of Wight","35","30","38820","39300"
"In post","2023","Declared disabled","Social Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Wales","East Wales","40","40","39880","39300"
"In post","2023","Declared disabled","Social Research","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Statistics","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","London","Inner London - East","20","15","[c]","[c]"
"In post","2023","Declared disabled","Statistics","London","Inner London - West","90","85","45530","41700"
"In post","2023","Declared disabled","Statistics","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","South East (England)","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Statistics","South East (England)","Kent","[c]","[c]","[c]","[c]"
