"Status","Year","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","40","40","41660","41420"
"In post","2023","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","G6/G7","15","15","57620","56320"
"In post","2023","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","SEO/HEO","20","20","37560","35410"
"In post","2023","Planning Inspectorate","AA/AO","145","130","22240","21960"
"In post","2023","Planning Inspectorate","EO","85","80","27100","26590"
"In post","2023","Planning Inspectorate","G6/G7","495","445","59500","60050"
"In post","2023","Planning Inspectorate","SCS level","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","SEO/HEO","155","145","36440","33450"
"In post","2023","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","EO","10","10","30320","30000"
"In post","2023","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","SEO/HEO","25","25","41460","40800"
"In post","2023","Registers of Scotland","AA/AO","350","330","26130","26410"
"In post","2023","Registers of Scotland","EO","360","340","32190","32510"
"In post","2023","Registers of Scotland","G6/G7","70","70","64870","65100"
"In post","2023","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","SEO/HEO","405","395","41920","39590"
"In post","2023","Revenue Scotland","AA/AO","10","10","25680","25710"
"In post","2023","Revenue Scotland","EO","20","20","30710","30440"
"In post","2023","Revenue Scotland","G6/G7","20","20","66060","65280"
"In post","2023","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","SEO/HEO","35","35","41750","38330"
"In post","2023","Royal Fleet Auxiliary","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","AA/AO","1425","1300","22130","22150"
"In post","2023","Rural Payments Agency","EO","700","655","26090","25920"
"In post","2023","Rural Payments Agency","G6/G7","125","120","53200","50360"
"In post","2023","Rural Payments Agency","SCS level","10","10","81580","75130"
"In post","2023","Rural Payments Agency","SEO/HEO","550","520","33630","31750"
"In post","2023","Scottish Courts and Tribunals Service","AA/AO","990","870","23760","23190"
"In post","2023","Scottish Courts and Tribunals Service","EO","530","495","30980","31970"
"In post","2023","Scottish Courts and Tribunals Service","G6/G7","80","75","61250","62340"
"In post","2023","Scottish Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","SEO/HEO","360","340","40400","38170"
"In post","2023","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","G6/G7","10","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","SEO/HEO","15","15","41710","41640"
"In post","2023","Scottish Forestry","AA/AO","50","50","26550","26220"
"In post","2023","Scottish Forestry","EO","60","60","32840","32220"
"In post","2023","Scottish Forestry","G6/G7","20","20","62880","62270"
"In post","2023","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","SEO/HEO","85","80","42860","41500"
"In post","2023","Scottish Government (excl. agencies)","AA/AO","920","885","26540","26600"
"In post","2023","Scottish Government (excl. agencies)","EO","1210","1165","30980","30440"
"In post","2023","Scottish Government (excl. agencies)","G6/G7","2560","2450","66420","65280"
"In post","2023","Scottish Government (excl. agencies)","SCS level","235","225","91370","85200"
"In post","2023","Scottish Government (excl. agencies)","SEO/HEO","4245","4080","42070","41640"
"In post","2023","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6/G7","25","25","67830","65280"
"In post","2023","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO/HEO","25","25","44500","49860"
"In post","2023","Scottish Prison Service","AA/AO","1560","1475","26620","26930"
"In post","2023","Scottish Prison Service","EO","2150","2030","36120","37060"
"In post","2023","Scottish Prison Service","G6/G7","145","140","64490","59140"
"In post","2023","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO/HEO","680","610","44410","42590"
"In post","2023","Scottish Public Pensions Agency","AA/AO","195","185","26800","26600"
"In post","2023","Scottish Public Pensions Agency","EO","85","80","30720","30440"
"In post","2023","Scottish Public Pensions Agency","G6/G7","20","20","63340","65280"
"In post","2023","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO/HEO","65","65","39590","38330"
"In post","2023","Serious Fraud Office","AA/AO","10","10","24290","24940"
"In post","2023","Serious Fraud Office","EO","75","75","28390","27280"
"In post","2023","Serious Fraud Office","G6/G7","180","175","63140","60630"
"In post","2023","Serious Fraud Office","SCS level","15","15","102770","90000"
"In post","2023","Serious Fraud Office","SEO/HEO","175","175","39720","40000"
"In post","2023","Social Security Scotland","AA/AO","1365","1285","23180","22180"
"In post","2023","Social Security Scotland","EO","1515","1465","29610","29100"
"In post","2023","Social Security Scotland","G6/G7","205","200","65330","65280"
"In post","2023","Social Security Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","SEO/HEO","940","905","38800","37830"
"In post","2023","Standards and Testing Agency","EO","15","15","26630","25900"
"In post","2023","Standards and Testing Agency","G6/G7","35","30","56240","53590"
"In post","2023","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","SEO/HEO","80","75","38230","37590"
"In post","2023","Student Awards Agency for Scotland","AA/AO","115","110","23970","24890"
"In post","2023","Student Awards Agency for Scotland","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","G6/G7","15","15","67720","67780"
"In post","2023","Student Awards Agency for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","SEO/HEO","65","65","42420","41640"
"In post","2023","Submarine Delivery Agency","Unknown","2090","2035","43320","41490"
"In post","2023","Teaching Regulation Agency","AA/AO","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","EO","30","30","26340","25900"
"In post","2023","Teaching Regulation Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","SEO/HEO","35","35","34270","31080"
"In post","2023","The Insolvency Service","AA/AO","485","450","22540","22180"
"In post","2023","The Insolvency Service","EO","190","180","26730","26940"
"In post","2023","The Insolvency Service","G6/G7","155","155","60610","57300"
"In post","2023","The Insolvency Service","SCS level","10","10","90830","91460"
"In post","2023","The Insolvency Service","SEO/HEO","805","770","38930","40220"
"In post","2023","The National Archives","AA/AO","85","75","23490","23460"
"In post","2023","The National Archives","EO","75","70","26410","25680"
"In post","2023","The National Archives","G6/G7","105","105","53930","52160"
"In post","2023","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","SEO/HEO","315","300","36790","35470"
"In post","2023","Transport Scotland","AA/AO","45","45","25620","25300"
"In post","2023","Transport Scotland","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","G6/G7","155","150","67150","65280"
"In post","2023","Transport Scotland","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","SEO/HEO","280","275","43540","42860"
"In post","2023","UK Debt Management Office","EO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","G6/G7","55","55","78630","74000"
"In post","2023","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","SEO/HEO","50","50","44780","42860"
"In post","2023","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","EO","65","60","32380","32300"
"In post","2023","UK Export Finance","G6/G7","210","205","65380","63560"
"In post","2023","UK Export Finance","SCS level","35","35","112620","103480"
"In post","2023","UK Export Finance","SEO/HEO","215","210","42680","42250"
"In post","2023","UK Health Security Agency","AA/AO","560","495","22600","22480"
"In post","2023","UK Health Security Agency","EO","680","645","27160","27690"
"In post","2023","UK Health Security Agency","G6/G7","1660","1590","59970","55770"
"In post","2023","UK Health Security Agency","SCS level","345","310","109960","107380"
"In post","2023","UK Health Security Agency","SEO/HEO","2180","2090","37510","37420"
"In post","2023","UK Hydrographic Office","AA/AO","65","60","21740","21690"
"In post","2023","UK Hydrographic Office","EO","260","245","28290","27610"
"In post","2023","UK Hydrographic Office","G6/G7","110","110","59480","55470"
"In post","2023","UK Hydrographic Office","SCS level","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","SEO/HEO","500","475","38890","34370"
"In post","2023","UK Space Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","EO","10","10","27110","27520"
"In post","2023","UK Space Agency","G6/G7","120","120","56970","55120"
"In post","2023","UK Space Agency","SCS level","10","10","[c]","[c]"
"In post","2023","UK Space Agency","SEO/HEO","125","125","38380","40640"
"In post","2023","UK Statistics Authority","AA/AO","1515","1075","21460","21200"
"In post","2023","UK Statistics Authority","EO","715","665","25420","24840"
"In post","2023","UK Statistics Authority","G6/G7","1215","1175","55090","52490"
"In post","2023","UK Statistics Authority","SCS level","95","90","86210","78240"
"In post","2023","UK Statistics Authority","SEO/HEO","2595","2500","35360","35290"
"In post","2023","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","20","20","27900","27880"
"In post","2023","UK Supreme Court","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","20","20","36040","37230"
"In post","2023","Valuation Office Agency","AA/AO","940","870","22870","22520"
"In post","2023","Valuation Office Agency","EO","940","865","28110","27810"
"In post","2023","Valuation Office Agency","G6/G7","495","475","60770","58970"
"In post","2023","Valuation Office Agency","SCS level","25","25","86790","81750"
"In post","2023","Valuation Office Agency","SEO/HEO","1590","1505","39280","39020"
"In post","2023","Vehicle Certification Agency","AA/AO","50","45","22400","22500"
"In post","2023","Vehicle Certification Agency","EO","40","40","27700","27850"
"In post","2023","Vehicle Certification Agency","G6/G7","15","15","68920","65130"
"In post","2023","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","SEO/HEO","105","100","42030","40220"
"In post","2023","Veterinary Medicines Directorate","AA/AO","25","25","25560","25340"
"In post","2023","Veterinary Medicines Directorate","EO","20","20","29470","29080"
"In post","2023","Veterinary Medicines Directorate","G6/G7","60","60","58660","57040"
"In post","2023","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","SEO/HEO","55","55","37750","39090"
"In post","2023","Water Services Regulation Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","40","40","30410","29000"
"In post","2023","Water Services Regulation Authority","G6/G7","70","70","82370","78340"
"In post","2023","Water Services Regulation Authority","SCS level","10","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","140","135","47850","46720"
"In post","2023","Welsh Government (excl. agencies)","AA/AO","835","765","25120","25620"
"In post","2023","Welsh Government (excl. agencies)","EO","1065","1005","29860","30610"
"In post","2023","Welsh Government (excl. agencies)","G6/G7","1155","1100","64530","63900"
"In post","2023","Welsh Government (excl. agencies)","SCS level","190","180","90130","81600"
"In post","2023","Welsh Government (excl. agencies)","SEO/HEO","2725","2585","42780","39690"
"In post","2023","Welsh Revenue Authority","AA/AO","10","10","25950","25620"
"In post","2023","Welsh Revenue Authority","EO","15","15","29980","30610"
"In post","2023","Welsh Revenue Authority","G6/G7","25","25","64440","63900"
"In post","2023","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","SEO/HEO","30","30","42580","41680"
"In post","2023","Wilton Park","AA/AO","15","15","25870","23950"
"In post","2023","Wilton Park","EO","30","25","27210","26340"
"In post","2023","Wilton Park","G6/G7","15","10","58210","59390"
"In post","2023","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","SEO/HEO","25","20","34840","33650"
"Leaver CS","2023","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","EO","30","[c]","25540","25160"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","G6/G7","20","[c]","61180","59520"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","35","[c]","38230","35730"
"Leaver CS","2023","Animal and Plant Health Agency","AA/AO","100","[c]","22830","22150"
"Leaver CS","2023","Animal and Plant Health Agency","EO","85","[c]","26790","25970"
"Leaver CS","2023","Animal and Plant Health Agency","G6/G7","20","[c]","54550","54330"
"Leaver CS","2023","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","SEO/HEO","75","[c]","35970","37300"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","SEO/HEO","20","[c]","35540","34280"
"Leaver CS","2023","Cabinet Office (excl. agencies)","AA/AO","100","[c]","20410","21050"
"Leaver CS","2023","Cabinet Office (excl. agencies)","EO","100","[c]","26830","27500"
"Leaver CS","2023","Cabinet Office (excl. agencies)","G6/G7","260","[c]","58620","56430"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SCS level","60","[c]","102790","91900"
"Leaver CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","245","[c]","37250","35890"
"Leaver CS","2023","Central Civil Service Fast Stream","SEO/HEO","115","[c]","30570","30130"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","15","[c]","26010","25890"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","[c]","34430","36580"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","25","[c]","32990","30170"
"Leaver CS","2023","Companies House","AA/AO","40","[c]","22180","22740"
"Leaver CS","2023","Companies House","EO","25","[c]","28000","27670"
"Leaver CS","2023","Companies House","G6/G7","10","[c]","61330","61540"
"Leaver CS","2023","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","SEO/HEO","25","[c]","39720","39820"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","15","[c]","23180","22770"
"Leaver CS","2023","Competition and Markets Authority","EO","10","[c]","28010","27550"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","55","[c]","65220","62100"
"Leaver CS","2023","Competition and Markets Authority","SCS level","10","[c]","119760","102080"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","35","[c]","39250","38490"
"Leaver CS","2023","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","EO","15","[c]","26770","25950"
"Leaver CS","2023","Crown Commercial Service","G6/G7","20","[c]","58360","58190"
"Leaver CS","2023","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","SEO/HEO","35","[c]","36280","38330"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","70","[c]","23880","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","EO","10","[c]","30600","31540"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","20","[c]","64570","65280"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","15","[c]","38300","37940"
"Leaver CS","2023","Crown Prosecution Service","AA/AO","165","[c]","22810","22870"
"Leaver CS","2023","Crown Prosecution Service","EO","75","[c]","28470","28540"
"Leaver CS","2023","Crown Prosecution Service","G6/G7","165","[c]","58970","56450"
"Leaver CS","2023","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","SEO/HEO","65","[c]","37090","38760"
"Leaver CS","2023","Defence Electronics and Components Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","EO","15","[c]","28580","28710"
"Leaver CS","2023","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","SEO/HEO","10","[c]","38370","34680"
"Leaver CS","2023","Defence Equipment and Support","AA/AO","210","[c]","22800","21630"
"Leaver CS","2023","Defence Equipment and Support","EO","85","[c]","28560","27860"
"Leaver CS","2023","Defence Equipment and Support","G6/G7","115","[c]","62120","58640"
"Leaver CS","2023","Defence Equipment and Support","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","SEO/HEO","510","[c]","38380","38670"
"Leaver CS","2023","Defence Science and Technology Laboratory","AA/AO","55","[c]","19340","19280"
"Leaver CS","2023","Defence Science and Technology Laboratory","EO","35","[c]","23920","23490"
"Leaver CS","2023","Defence Science and Technology Laboratory","G6/G7","110","[c]","52120","49260"
"Leaver CS","2023","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","SEO/HEO","155","[c]","35240","30650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","25","[c]","24930","24900"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","35","[c]","27550","27680"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","225","[c]","57710","53600"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","40","[c]","84850","76480"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","250","[c]","36730","36050"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","20","[c]","27230","26180"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","90","[c]","57410","54680"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","75","[c]","35630","35390"
"Leaver CS","2023","Department for Education (excl. agencies)","AA/AO","15","[c]","21800","22020"
"Leaver CS","2023","Department for Education (excl. agencies)","EO","70","[c]","24810","25900"
"Leaver CS","2023","Department for Education (excl. agencies)","G6/G7","140","[c]","58720","56330"
"Leaver CS","2023","Department for Education (excl. agencies)","SCS level","10","[c]","93280","87170"
"Leaver CS","2023","Department for Education (excl. agencies)","SEO/HEO","200","[c]","36640","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","120","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","135","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","240","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","EO","65","[c]","23390","26250"
"Leaver CS","2023","Department for International Trade","G6/G7","90","[c]","56550","55370"
"Leaver CS","2023","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","SEO/HEO","90","[c]","36180","36620"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","40","[c]","22020","18300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","30","[c]","27710","27850"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","90","[c]","55760","54630"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","20","[c]","88680","78690"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","130","[c]","35730","34310"
"Leaver CS","2023","Department for Transport (excl. agencies)","AA/AO","15","[c]","24470","25730"
"Leaver CS","2023","Department for Transport (excl. agencies)","EO","25","[c]","29520","30270"
"Leaver CS","2023","Department for Transport (excl. agencies)","G6/G7","95","[c]","61730","56530"
"Leaver CS","2023","Department for Transport (excl. agencies)","SCS level","15","[c]","87420","81400"
"Leaver CS","2023","Department for Transport (excl. agencies)","SEO/HEO","105","[c]","38850","38650"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","AA/AO","3190","[c]","21850","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","EO","4150","[c]","28630","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","G6/G7","255","[c]","59330","56790"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","SCS level","25","[c]","95100","90180"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","590","[c]","37360","37280"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","EO","100","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","G6/G7","165","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","190","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","AA/AO","485","[c]","21260","21840"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","EO","45","[c]","27210","26960"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","G6/G7","20","[c]","68360","61940"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Licensing Agency","SEO/HEO","50","[c]","38320","35160"
"Leaver CS","2023","Driver and Vehicle Standards Agency","AA/AO","160","[c]","24970","22500"
"Leaver CS","2023","Driver and Vehicle Standards Agency","EO","345","[c]","28010","26960"
"Leaver CS","2023","Driver and Vehicle Standards Agency","G6/G7","10","[c]","57770","56000"
"Leaver CS","2023","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Driver and Vehicle Standards Agency","SEO/HEO","60","[c]","35840","33940"
"Leaver CS","2023","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education Scotland","G6/G7","15","[c]","75010","79110"
"Leaver CS","2023","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","G6/G7","20","[c]","56010","55020"
"Leaver CS","2023","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Education and Skills Funding Agency","SEO/HEO","40","[c]","36330","37590"
"Leaver CS","2023","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","AA/AO","15","[c]","24550","23950"
"Leaver CS","2023","FCDO Services","EO","15","[c]","29120","28540"
"Leaver CS","2023","FCDO Services","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","FCDO Services","SEO/HEO","40","[c]","38540","39580"
"Leaver CS","2023","FCDO Services","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","EO","30","[c]","27140","26910"
"Leaver CS","2023","Food Standards Agency","G6/G7","15","[c]","59260","57250"
"Leaver CS","2023","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SEO/HEO","40","[c]","36700","37350"
"Leaver CS","2023","Food Standards Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
