"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Female","385","[c]","31220","28120"
"Leaver CS","2023","Mixed","No function","Male","295","[c]","33840","29290"
"Leaver CS","2023","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","Female","125","[c]","32010","28220"
"Leaver CS","2023","Other ethnicity","No function","Male","80","[c]","38970","29290"
"Leaver CS","2023","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Male","65","[c]","46160","42180"
"Leaver CS","2023","Undeclared","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Male","40","[c]","38230","36460"
"Leaver CS","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Female","465","[c]","30740","27570"
"Leaver CS","2023","Undeclared","No function","Male","595","[c]","34010","28490"
"Leaver CS","2023","Undeclared","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Male","50","[c]","45450","43700"
"Leaver CS","2023","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","40","[c]","42690","39070"
"Leaver CS","2023","Unknown","Analysis","Female","65","[c]","31660","28840"
"Leaver CS","2023","Unknown","Analysis","Male","100","[c]","31510","30090"
"Leaver CS","2023","Unknown","Commercial","Female","110","[c]","58620","63110"
"Leaver CS","2023","Unknown","Commercial","Male","95","[c]","67590","65500"
"Leaver CS","2023","Unknown","Communications","Female","45","[c]","39110","36430"
"Leaver CS","2023","Unknown","Communications","Male","35","[c]","40400","38190"
"Leaver CS","2023","Unknown","Counter Fraud","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Male","85","[c]","36300","29290"
"Leaver CS","2023","Unknown","Debt","Female","120","[c]","21750","21690"
"Leaver CS","2023","Unknown","Debt","Male","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","130","[c]","43350","40040"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","320","[c]","42170","39000"
"Leaver CS","2023","Unknown","Finance","Female","60","[c]","37780","38020"
"Leaver CS","2023","Unknown","Finance","Male","75","[c]","39510","34550"
"Leaver CS","2023","Unknown","Grants Management","Female","55","[c]","23100","22150"
"Leaver CS","2023","Unknown","Grants Management","Male","50","[c]","23210","22150"
"Leaver CS","2023","Unknown","Human Resources","Female","125","[c]","34430","30740"
"Leaver CS","2023","Unknown","Human Resources","Male","70","[c]","38170","32670"
"Leaver CS","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","65","[c]","42970","37680"
"Leaver CS","2023","Unknown","Legal","Male","40","[c]","53650","56450"
"Leaver CS","2023","Unknown","No function","Female","3340","[c]","30170","25480"
"Leaver CS","2023","Unknown","No function","Male","2965","[c]","31590","26750"
"Leaver CS","2023","Unknown","Project Delivery","Female","80","[c]","36210","33280"
"Leaver CS","2023","Unknown","Project Delivery","Male","85","[c]","41280","39680"
"Leaver CS","2023","Unknown","Property","Female","70","[c]","30330","27040"
"Leaver CS","2023","Unknown","Property","Male","100","[c]","34140","27110"
"Leaver CS","2023","Unknown","Security","Female","35","[c]","28920","25450"
"Leaver CS","2023","Unknown","Security","Male","150","[c]","30750","27500"
"Leaver CS","2023","Unknown","Unknown","Female","535","[c]","32400","29250"
"Leaver CS","2023","Unknown","Unknown","Male","605","[c]","35380","32080"
"Leaver CS","2023","White","Analysis","Female","205","[c]","37910","33950"
"Leaver CS","2023","White","Analysis","Male","320","[c]","38580","34900"
"Leaver CS","2023","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Female","170","[c]","42440","35900"
"Leaver CS","2023","White","Commercial","Male","180","[c]","46150","41500"
"Leaver CS","2023","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Female","165","[c]","43940","41550"
"Leaver CS","2023","White","Communications","Male","110","[c]","46890","40600"
"Leaver CS","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Female","340","[c]","28600","28120"
"Leaver CS","2023","White","Counter Fraud","Male","290","[c]","30800","28120"
"Leaver CS","2023","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Female","300","[c]","22630","21690"
"Leaver CS","2023","White","Debt","Male","170","[c]","23190","21690"
"Leaver CS","2023","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Female","440","[c]","42840","38470"
"Leaver CS","2023","White","Digital, Data & Technology","Male","835","[c]","44340","40670"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Female","280","[c]","40470","34470"
"Leaver CS","2023","White","Finance","Male","275","[c]","44400","39710"
"Leaver CS","2023","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Female","50","[c]","24110","22150"
"Leaver CS","2023","White","Grants Management","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Female","650","[c]","33880","27570"
"Leaver CS","2023","White","Human Resources","Male","435","[c]","36630","32650"
"Leaver CS","2023","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Female","360","[c]","44820","44580"
"Leaver CS","2023","White","Legal","Male","225","[c]","52210","53290"
"Leaver CS","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Female","11040","[c]","30390","27570"
"Leaver CS","2023","White","No function","Male","8345","[c]","34050","28120"
"Leaver CS","2023","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Female","420","[c]","42630","39520"
"Leaver CS","2023","White","Project Delivery","Male","545","[c]","46000","41200"
"Leaver CS","2023","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Female","180","[c]","34320","29210"
"Leaver CS","2023","White","Property","Male","270","[c]","37990","34300"
"Leaver CS","2023","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Female","150","[c]","31510","32000"
"Leaver CS","2023","White","Security","Male","530","[c]","33410","28560"
"Leaver CS","2023","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Female","790","[c]","42060","36940"
"Leaver CS","2023","White","Unknown","Male","645","[c]","44810","38330"
"Leaver CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Debt","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Debt","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Digital, Data & Technology","Male","40","[c]","41410","38470"
"Leaver Dept.","2023","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Female","35","[c]","39120","35410"
"Leaver Dept.","2023","Asian","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","Female","515","[c]","34950","31060"
"Leaver Dept.","2023","Asian","No function","Male","385","[c]","33690","29820"
"Leaver Dept.","2023","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","Female","255","[c]","32750","31280"
"Leaver Dept.","2023","Black","No function","Male","135","[c]","33920","31290"
"Leaver Dept.","2023","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","Female","185","[c]","36400","32520"
