"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Male","40","[c]","38050","37590"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Female","30","[c]","22020","22220"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Female","40","[c]","36290","34510"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Female","950","[c]","21890","21690"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Male","585","[c]","21840","21690"
"Leaver CS","2023","Declared disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","EO","Female","690","[c]","28390","28120"
"Leaver CS","2023","Declared disabled","No function","EO","Male","425","[c]","28810","28120"
"Leaver CS","2023","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Female","85","[c]","60530","60050"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Male","75","[c]","61170","57950"
"Leaver CS","2023","Declared disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Female","280","[c]","37030","35510"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Male","220","[c]","38010","36860"
"Leaver CS","2023","Declared disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Female","245","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Female","45","[c]","37330","35700"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Male","40","[c]","31100","27500"
"Leaver CS","2023","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Female","40","[c]","22320","22330"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Male","60","[c]","21840","21170"
"Leaver CS","2023","Declared non-disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Female","40","[c]","59050","55680"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Male","40","[c]","60080","55720"
"Leaver CS","2023","Declared non-disabled","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Female","65","[c]","38900","39300"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Male","85","[c]","36710","36840"
"Leaver CS","2023","Declared non-disabled","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Male","35","[c]","63020","62090"
"Leaver CS","2023","Declared non-disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Female","75","[c]","37430","36500"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Male","75","[c]","38850","39480"
"Leaver CS","2023","Declared non-disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Female","40","[c]","58860","56270"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Female","85","[c]","39300","40130"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Male","65","[c]","38890","38760"
"Leaver CS","2023","Declared non-disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Female","70","[c]","22830","21690"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Male","45","[c]","23010","21690"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","Female","150","[c]","28670","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","Male","105","[c]","28690","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Female","70","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Male","90","[c]","38540","38750"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","Female","255","[c]","21740","21690"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","Male","145","[c]","21760","21690"
"Leaver CS","2023","Declared non-disabled","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Female","40","[c]","21190","21270"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Male","50","[c]","21720","21430"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","EO","Female","70","[c]","27510","27520"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","EO","Male","115","[c]","28420","28040"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Female","140","[c]","57930","56350"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Male","285","[c]","60800","59080"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Female","205","[c]","38020","38460"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Male","365","[c]","39210","39110"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","AA/AO","Male","35","[c]","[c]","[c]"
